gene	coord	190plus1_CAST	190plus1_129S1	190plus1_total	190plus1_CAST/all	190plus1_htseqCount
2510039O18Rik	chr4:147946601-147947314	144	147	291	0.494845	588
2610001J05Rik	chr6:13869074-13870740	40	53	93	0.430108	135
2610002J02Rik	chr4:155256135-155256687	44	37	81	0.54321	87
2610015P09Rik	chr16:43960018-43960163	10	17	27	0.37037	144
2610020H08Rik	chr7:119825536-119825638	4	12	16	0.25	71
2610027K06Rik	chr11:85801789-85802013	7	1	8	0.875	28
2610044O15Rik8	chr8:129216354-129217749	4	5	9	0.444444	165
2610301B20Rik	chr4:10897899-10899423	50	94	144	0.347222	218
2610305D13Rik	chr4:147615280-147615406	244	37	281	0.868327	3354
2610318N02Rik	chr16:17113398-17113626	8	13	21	0.380952	349
2610507B11Rik	chr11:78289804-78290625	433	472	905	0.478453	4044
2610524H06Rik	chr5:114823313-114823468	66	167	233	0.283262	255
2700029M09Rik	chr8:60905548-60905720	106	74	180	0.588889	554
2700038G22Rik	chr5:23853767-23855033	30	71	101	0.29703	93
2700049A03Rik	chr12:71242944-71243303	203	84	287	0.707317	505
2700060E02Rik	chr14:19822566-19822690	278	320	598	0.464883	2592
2700062C07Rik	chr18:24477269-24477767	20	41	61	0.327869	149
2700081O15Rik	chr19:7422643-7425904	36	34	70	0.514286	243
2700089E24Rik	chr6:133105239-133107750	5	19	24	0.208333	130
2700097O09Rik	chr12:55079981-55080110	19	3	22	0.863636	207
2700099C18Rik	chr17:94774892-94775129	18	29	47	0.382979	122
2810004N23Rik	chr8:124860946-124861271	590	297	887	0.665163	1017
2810006K23Rik	chr5:124340609-124341852	14	15	29	0.482759	214
2810008D09Rik	chr11:117078776-117078955	70	111	181	0.38674	108
2810013P06Rik	chr8:123042575-123044602	35	22	57	0.614035	177
2810025M15Rik	chr1:157419869-157420236	136	135	271	0.501845	564
2810403A07Rik	chr3:88711630-88712933	27	38	65	0.415385	465
2810408A11Rik	chr11:69899517-69899588	10	4	14	0.714286	79
2810408I11Rik	chr1:64679869-64680385	5	5	10	0.5	40
2810408M09Rik	chr2:165490112-165491711	60	53	113	0.530973	126
2810428I15Rik	chr8:70506662-70506739	48	14	62	0.774194	328
2810429I04Rik	chr13:3485049-3485220	7	6	13	0.538462	40
2810474O19Rik	chr6:149334592-149335663	193	153	346	0.557803	2546
2900011O08Rik	chr16:14099793-14101494	4	14	18	0.222222	65
2900026A02Rik	chr5:113097598-113097838	42	21	63	0.666667	205
2900041M22Rik	chr11:117612262-117613417	21	35	56	0.375	55
2900076A07Rik	chr7:81531211-81531498	19	13	32	0.59375	23
2900097C17Rik	chr2:156388063-156392979	26	38	64	0.40625	1088
3010026O09Rik	chr11:50199536-50200115	15	23	38	0.394737	141
3110002H16Rik	chr18:12188560-12188637	10	9	19	0.526316	183
3110040N11Rik	chr7:81789355-81789453	90	35	125	0.72	156
3110043O21Rik	chr4:35218414-35218916	19	24	43	0.44186	184
3110082I17Rik	chr5:139460469-139460534	283	218	501	0.56487	355
3300002I08Rik	chr2:150362588-150362765	6	4	10	0.6	34
3830406C13Rik	chr14:12301148-12303231	0	12	12	0	56
4632415L05Rik	chr3:19894871-19898984	8	13	21	0.380952	79
4833420G17Rik	chr13:119485727-119486117	387	120	507	0.763314	465
4833439L19Rik	chr13:54565182-54565382	148	212	360	0.411111	638
4921524J17Rik	chr8:85408759-85409890	17	5	22	0.772727	252
4930404N11Rik	chr10:81364742-81364980	26	27	53	0.490566	86
4930414L22Rik	chr6:72438683-72440615	144	133	277	0.519856	236
4930427A07Rik	chr12:113163053-113165458	155	69	224	0.691964	395
4930431F12Rik	chr5:44966799-44967143	14	13	27	0.518519	153
4930432K21Rik	chr8:84171818-84171910	14	15	29	0.482759	113
4930444M15Rik	chr14:76515878-76516352	30	38	68	0.441176	69
4930447C04Rik	chr12:72916674-72916730	22	44	66	0.333333	196
4930452B06Rik	chr14:8662259-8662348	76	29	105	0.72381	248
4930453N24Rik	chr16:64768924-64769162	34	51	85	0.4	450
4930461G14Rik	chr9:58469145-58469623	9	51	60	0.15	54
4930470H14Rik	chr17:4081830-4082995	65	81	146	0.445205	894
4930483K19Rik	chr10:76545871-76546800	7	11	18	0.388889	60
4930486L24Rik	chr13:60844309-60844426	0	23	23	0	93
4930500J02Rik	chr2:104567861-104568230	244	294	538	0.453532	479
4930502E18Rik	chrX:53737666-53738222	1	10	11	0.0909091	39
4930503L19Rik	chr18:70472291-70472480	156	141	297	0.525253	282
4930506C21Rik	chr17:8297029-8297243	21	33	54	0.388889	126
4930511M06Rik	chr18:57546014-57548375	40	68	108	0.37037	120
4930513N10Rik	chr8:95806830-95809180	43	22	65	0.661538	66
4930519F16Rik	chrX:103234022-103234269	6	16	22	0.272727	46
4930524B15Rik	chr11:31978242-31979651	7	7	14	0.5	90
4930528D03Rik	chr13:59733936-59734838	9	35	44	0.204545	36
4930548H24Rik	chr5:31487282-31488262	0	13	13	0	58
4930579G18Rik	chr14:54654153-54655100	5	8	13	0.384615	103
4930579G24Rik	chr3:79631129-79632819	27	40	67	0.402985	90
4930591A17Rik	chr2:179416472-179416880	5	18	23	0.217391	32
4931406C07Rik	chr9:15301367-15301607	43	52	95	0.452632	230
4931406P16Rik	chr7:34284702-34285609	59	86	145	0.406897	510
4931428F04Rik	chr8:105285256-105285869	41	34	75	0.546667	184
4932438A13Rik	chr3:37052324-37053033	51	68	119	0.428571	1139
4933402E13Rik	chrX:62290365-62292078	6	32	38	0.157895	113
4933404O12Rik	chr5:136933739-136937109	37	50	87	0.425287	140
4933408N05Rik	chr8:114347252-114347339	0	8	8	0	11
4933413G19Rik	chr6:128375510-128375599	7	7	14	0.5	0
4933421O10Rik	chr4:33027139-33030521	30	46	76	0.394737	84
4933426M11Rik	chr12:80877096-80880833	89	41	130	0.684615	618
4933434E20Rik	chr3:90061638-90063341	72	83	155	0.464516	372
4933438K21Rik	chr4:147063366-147064898	11	6	17	0.647059	280
4933439C10Rik	chr11:59505685-59506886	8	2	10	0.8	35
5031426D15Rik	chr2:6922702-6928722	0	8	8	0	5
5031439G07Rik	chr15:84987609-84987971	56	46	102	0.54902	329
5330411J11Rik	chr2:59382493-59383954	6	44	50	0.12	63
5430405H02Rik	chr2:156853431-156854304	21	14	35	0.6	184
5430416N02Rik	chr5:100429326-100429535	81	44	125	0.648	95
5530601H04Rik	chrX:105066759-105066877	4	8	12	0.333333	84
5730408K05Rik	chr19:8888387-8888770	8	5	13	0.615385	14
5830415F09Rik	chr4:46389318-46389423	31	30	61	0.508197	94
5830417I10Rik	chr3:88825390-88829371	92	75	167	0.550898	827
5830418K08Rik	chr9:15357626-15357788	206	175	381	0.540682	811
5930430L01Rik	chr5:148990056-148993943	23	0	23	1	26
6030419C18Rik	chr9:58498965-58499742	8	3	11	0.727273	54
6030440G07Rik	chr12:111013207-111013872	6	16	22	0.272727	9
6030458C11Rik	chr15:12823561-12823706	187	329	516	0.362403	396
6330416G13Rik	chr4:63583786-63586353	78	71	149	0.52349	217
6430562O15Rik	chr13:99411842-99412826	85	95	180	0.472222	143
6720489N17Rik	chr13:62607373-62607499	64	45	109	0.587156	178
6820431F20Rik	chr8:20268286-20272219	150	5	155	0.967742	6575
8030462N17Rik	chr18:77673900-77674684	25	34	59	0.423729	633
8430419L09Rik	chr6:135233979-135236240	23	28	51	0.45098	125
8430429K09Rik	chr11:3471332-3471586	9	10	19	0.473684	14
9030617O03Rik	chr12:100871304-100872610	9	4	13	0.692308	101
9030624G23Rik	chr12:24043202-24044854	6	29	35	0.171429	419
9030624J02Rik	chr7:118838113-118838231	123	106	229	0.537118	852
9130011E15Rik	chr19:45975219-45975275	137	123	260	0.526923	499
9130019O22Rik	chr7:127382260-127385630	10	7	17	0.588235	74
9130023H24Rik	chr7:128234451-128238031	5	12	17	0.294118	48
9130221H12Rik	chr7:25228723-25230264	58	71	129	0.449612	371
9130401M01Rik	chr15:58031984-58032079	144	111	255	0.564706	619
9330159F19Rik	chr10:29227207-29230779	23	4	27	0.851852	94
9430008C03Rik	chr2:158361405-158361522	28	38	66	0.424242	248
9430015G10Rik	chr4:156125417-156127263	212	193	405	0.523457	510
9430016H08Rik	chr1:57413240-57413387	5	10	15	0.333333	232
9430037G07Rik	chr9:88595325-88598247	5	5	10	0.5	96
9430038I01Rik	chr7:137410640-137410756	56	69	125	0.448	94
9530027J09Rik	chrX:48276792-48278190	196	388	584	0.335616	498
9530068E07Rik	chr11:52406945-52408723	67	44	111	0.603604	252
9530091C08Rik	chr9:68765346-68773322	51	1	52	0.980769	55
9630033F20Rik	chr6:127085116-127088302	442	555	997	0.44333	1214
9830147E19Rik	chr7:42642480-42642604	115	57	172	0.668605	592
9930014A18Rik	chr15:60822965-60824783	8	2	10	0.8	63
9930021J03Rik	chr19:29720586-29720773	32	40	72	0.444444	408
9930104L06Rik	chr4:124942583-124944661	40	38	78	0.512821	118
A130010J15Rik	chr1:193174245-193177832	4	12	16	0.25	93
A130077B15Rik	chr10:122565023-122567377	1	283	284	0.00352113	3870
A230046K03Rik	chr10:83594171-83596473	194	144	338	0.573964	1203
A230050P20Rik	chr9:20873542-20874307	14	26	40	0.35	112
A230072C01Rik	chrX:20985979-20987349	20	27	47	0.425532	220
A230073K19Rik	chr7:59281879-59289166	4	5	9	0.444444	160
A230103J11Rik	chr8:85060244-85060460	47	22	69	0.681159	281
A330032B11Rik	chr19:37194876-37196541	28	2	30	0.933333	94
A430005L14Rik	chr4:153961490-153961924	80	89	169	0.473373	323
A430107P09Rik	chr14:53666216-53668335	1	47	48	0.0208333	34
A530054K11Rik	chr13:67617001-67621849	19	15	34	0.558824	297
A630072M18Rik	chr5:20950989-20956398	9	2	11	0.818182	69
A630075F10Rik	chr2:170061240-170062921	1	34	35	0.0285714	9
A630089N07Rik	chr16:98082346-98082439	315	146	461	0.683297	3318
A730017L22Rik	chr2:130872541-130874442	15	37	52	0.288462	207
A730036I17Rik	chr2:129231809-129233785	10	4	14	0.714286	81
A830018L16Rik	chr1:11596151-11601821	6	5	11	0.545455	52
A830080D01Rik	chrX:159592071-159593081	49	1	50	0.98	492
A930004D18Rik	chr2:18025189-18028238	23	38	61	0.377049	185
A930013F10Rik	chr8:22634384-22636809	8	4	12	0.666667	53
A930016O22Rik	chr7:19417466-19419553	1	25	26	0.0384615	10
AA414768	chrX:12936873-12938541	21	7	28	0.75	228
AA987161	chr13:67589439-67593915	17	22	39	0.435897	297
Aaas	chr15:102339944-102340068	73	62	135	0.540741	921
Aacs	chr5:125516216-125517403	85	78	163	0.521472	359
Aagab	chr9:63640207-63641889	93	93	186	0.5	518
Aak1	chr6:86987204-87003227	43	47	90	0.477778	504
Aamp	chr1:74282027-74282171	126	99	225	0.56	1663
Aar2	chr2:156566865-156568972	77	102	179	0.430168	345
Aard	chr15:52044799-52045722	528	297	825	0.64	1418
Aars	chr8:111055019-111055569	2153	942	3095	0.695638	9277
Aars2	chr17:45520286-45520843	124	124	248	0.5	451
Aarsd1	chr11:101417350-101417433	126	164	290	0.434483	715
Aasdh	chr5:76901918-76902185	113	90	203	0.55665	278
Aasdhppt	chr9:4308694-4308919	25	29	54	0.462963	612
Aass	chr6:23078828-23078995	1	10	11	0.0909091	62
Aatf	chr11:84513292-84513501	62	79	141	0.439716	382
Abca1	chr4:53075131-53075268	51	90	141	0.361702	646
Abca3	chr17:24409269-24410204	36	32	68	0.529412	253
Abcb10	chr8:123982402-123983122	187	76	263	0.711027	375
Abcb1a	chr5:8747355-8748570	7	105	112	0.0625	276
Abcb1b	chr5:8865750-8866314	48	73	121	0.396694	284
Abcb6	chr1:75179570-75180283	23	18	41	0.560976	212
Abcb7	chrX:104413657-104413846	69	112	181	0.381215	1122
Abcb8	chr5:24408568-24408818	42	38	80	0.525	337
Abcc1	chr16:14473460-14474878	94	34	128	0.734375	361
Abcc10	chr17:46323693-46325766	83	20	103	0.805825	270
Abcc3	chr11:94350936-94351102	15	0	15	1	57
Abcc4	chr14:118706036-118706219	183	282	465	0.393548	1049
Abcc5	chr16:20405389-20405544	221	299	520	0.425	1941
Abcd3	chr3:121796449-121796485	239	258	497	0.480885	670
Abcd4	chr12:84615326-84615444	155	41	196	0.790816	501
Abce1	chr8:79683442-79685277	346	198	544	0.636029	3863
Abcf1	chr17:35963321-35963392	48	47	95	0.505263	1923
Abcf2	chr5:24565341-24566003	77	100	177	0.435028	1933
Abcf3	chr16:20560357-20561603	14	22	36	0.388889	540
Abcg2	chr6:58684333-58684457	16	19	35	0.457143	555
Abhd1	chr5:30954816-30955095	6	7	13	0.461538	82
Abhd10	chr16:45742777-45742955	30	52	82	0.365854	169
Abhd11	chr5:135011887-135012175	120	110	230	0.521739	384
Abhd12	chr2:150846244-150846363	46	42	88	0.522727	229
Abhd13	chr8:9987385-9992154	26	19	45	0.577778	191
Abhd14a	chr9:106445526-106445834	89	72	161	0.552795	204
Abhd16a	chr17:35102670-35102987	4	10	14	0.285714	175
Abhd17a	chr10:80586515-80587030	34	35	69	0.492754	429
Abhd17b	chr19:21684098-21685637	9	13	22	0.409091	229
Abhd17c	chr7:84109356-84110801	43	44	87	0.494253	316
Abhd2	chr7:79359960-79361601	15	36	51	0.294118	172
Abhd4	chr14:54267768-54269169	220	129	349	0.630372	686
Abi1	chr2:22953435-22953611	50	80	130	0.384615	834
Abi2	chr1:60476740-60481163	15	3	18	0.833333	351
Abi3	chr11:95830072-95832876	11	2	13	0.846154	55
Abl2	chr1:156640993-156649619	152	139	291	0.522337	853
Ablim2	chr5:35857826-35857964	8	5	13	0.615385	133
Abr	chr11:76508888-76509419	124	178	302	0.410596	998
Abracl	chr10:18023067-18023252	48	24	72	0.666667	202
Abtb1	chr6:88841769-88841935	60	45	105	0.571429	375
Abtb2	chr2:103717160-103718423	22	3	25	0.88	123
Acaa1a	chr9:119349958-119350295	17	1	18	0.944444	409
Acaa2	chr18:74801297-74801367	30	267	297	0.10101	403
Acaca	chr11:84399560-84401651	207	167	374	0.553476	1142
Acacb	chr5:114249494-114250758	109	53	162	0.67284	428
Acad10	chr5:121645369-121645510	43	25	68	0.632353	201
Acad11	chr9:104126582-104127646	32	81	113	0.283186	283
Acad12	chr5:121605543-121605701	27	4	31	0.870968	84
Acad9	chr3:36090831-36092857	67	63	130	0.515385	743
Acadl	chr1:66863173-66863309	196	115	311	0.630225	522
Acadm	chr3:153944396-153944643	289	367	656	0.440549	1362
Acads	chr5:115113064-115113213	172	154	326	0.527607	683
Acadsb	chr7:131444237-131446211	114	164	278	0.410072	448
Acadvl	chr11:70012958-70013083	13	11	24	0.541667	214
Acap2	chr16:31092413-31096446	16	21	37	0.432432	778
Acap3	chr4:155905813-155907251	7	7	14	0.5	160
Acat1	chr9:53591968-53592111	5	8	13	0.384615	74
Acat2	chr17:12947357-12947479	171	140	311	0.549839	1085
Acat3	chr17:12927338-12927460	334	233	567	0.589065	1496
Acbd3	chr1:180752159-180754204	6	4	10	0.6	468
Acbd4	chr11:103111542-103112199	33	40	73	0.452055	108
Acbd5	chr2:23112505-23114512	120	99	219	0.547945	283
Acbd6	chr1:155686949-155687233	25	34	59	0.423729	226
Acd	chr8:105700703-105700839	76	47	123	0.617886	262
Acer2	chr4:86932032-86932490	69	70	139	0.496403	187
Acer3	chr7:98309348-98309527	6	5	11	0.545455	173
Acin1	chr14:54679241-54679352	369	324	693	0.532468	2076
Acly	chr11:100523440-100523621	974	997	1971	0.494165	5612
Acn9	chr6:7038854-7039220	5	10	15	0.333333	50
Aco1	chr4:40197554-40199009	263	264	527	0.499051	696
Aco2	chr15:81914628-81915137	330	299	629	0.524642	4079
Acot1	chr12:84016780-84017669	21	14	35	0.6	76
Acot13	chr13:24831226-24831489	30	94	124	0.241935	142
Acot2	chr12:83992502-83993875	25	15	40	0.625	75
Acot7	chr4:152186134-152186385	11	24	35	0.314286	590
Acot8	chr2:164799720-164799945	26	31	57	0.45614	176
Acot9	chrX:155295683-155295768	45	0	45	1	209
Acox1	chr11:116198596-116199045	53	73	126	0.420635	388
Acox3	chr5:35612015-35613801	46	134	180	0.255556	305
Acp1	chr12:30893326-30895953	297	197	494	0.601215	1588
Acp2	chr2:91210607-91214098	32	24	56	0.571429	285
Acp5	chr9:22129863-22130129	104	28	132	0.787879	294
Acp6	chr3:97171642-97171742	84	71	155	0.541935	2374
Acsf2	chr11:94571562-94571680	49	137	186	0.263441	314
Acsf3	chr8:122817392-122817881	32	20	52	0.615385	145
Acsl1	chr8:46534340-46536050	64	31	95	0.673684	341
Acsl3	chr1:78706258-78707743	88	79	167	0.526946	718
Acsl4	chrX:142350960-142351137	25	108	133	0.18797	402
Acss1	chr2:150667885-150668240	346	150	496	0.697581	638
Acss2	chr2:155561953-155562743	6	6	12	0.5	121
Actb	chr5:142903116-142903941	94	112	206	0.456311	10531
Actg1	chr11:120348425-120348484	1411	1233	2644	0.533661	16959
Actl6a	chr3:32725247-32725333	314	578	892	0.352018	1634
Actn1	chr12:80178302-80178452	596	338	934	0.638116	3131
Actn4	chr7:28918954-28919068	749	654	1403	0.533856	4574
Actr10	chr12:70961867-70964717	259	91	350	0.74	922
Actr1a	chr19:46384220-46384345	239	235	474	0.504219	1133
Actr1b	chr1:36700337-36700377	62	57	119	0.521008	689
Actr2	chr11:20094230-20094445	584	646	1230	0.474797	4745
Actr3	chr1:125435285-125435727	177	142	319	0.554859	1630
Actr3b	chr5:25849851-25850341	4	4	8	0.5	70
Actr5	chr2:158638633-158639211	33	54	87	0.37931	121
Actr6	chr10:89726637-89726760	64	61	125	0.512	214
Actr8	chr14:29991592-29991755	53	41	94	0.56383	489
Acvr1b	chr15:101210737-101212601	6	2	8	0.75	432
Acy1	chr9:106437629-106437737	47	45	92	0.51087	370
Acyp1	chr12:85272398-85272827	2	6	8	0.25	56
Acyp2	chr11:30505992-30506439	9	8	17	0.529412	29
Adal	chr2:121155335-121156680	4	7	11	0.363636	273
Adam10	chr9:70778000-70780229	20	29	49	0.408163	394
Adam15	chr3:89348518-89348627	6	11	17	0.352941	129
Adam17	chr12:21373336-21373632	173	104	277	0.624549	627
Adam19	chr11:46143792-46147347	170	225	395	0.43038	765
Adam23	chr1:63592608-63596515	148	325	473	0.312896	1170
Adam9	chr8:24996655-24996850	48	63	111	0.432432	310
Adamts2	chr11:50803569-50807573	4	30	34	0.117647	30
Adamts7	chr9:90197000-90197162	33	2	35	0.942857	209
Adap1	chr5:139280705-139280817	21	18	39	0.538462	179
Adar	chr3:89750929-89753455	54	69	123	0.439024	601
Adat1	chr8:111982162-111982765	16	16	32	0.5	140
Adat2	chr10:13562815-13563376	30	57	87	0.344828	213
Adat3	chr10:80606314-80607654	5	10	15	0.333333	72
Adck1	chr12:88446641-88446757	29	18	47	0.617021	193
Adck4	chr7:27257223-27257949	32	29	61	0.52459	147
Adcy1	chr11:7169413-7178505	8	9	17	0.470588	166
Adcy9	chr16:4417853-4419588	16	4	20	0.8	173
Add1	chr5:34630470-34632305	246	236	482	0.510373	1509
Adh5	chr3:138455085-138455499	1014	969	1983	0.511346	3179
Adi1	chr12:28680966-28682174	263	253	516	0.50969	777
Adipor1	chr1:134431530-134432341	125	137	262	0.477099	1391
Adipor2	chr6:119353150-119355928	109	136	245	0.444898	993
Adk	chr14:21447814-21448569	50	49	99	0.505051	241
Adnp2	chr18:80127135-80130994	162	213	375	0.432	771
Ado	chr10:67544511-67548955	92	97	189	0.486772	424
Adpgk	chr9:59314731-59316200	114	135	249	0.457831	584
Adprhl2	chr4:126317720-126317904	25	31	56	0.446429	357
Adprm	chr11:67051681-67051778	77	50	127	0.606299	242
Adrb3	chr8:27227257-27228750	10	20	30	0.333333	371
Adrbk1	chr19:4289313-4289413	38	30	68	0.558824	537
Adrm1	chr2:180171588-180171688	12	12	24	0.5	1225
Adsl	chr15:80968662-80970947	162	224	386	0.419689	745
Adss	chr1:177796212-177796509	322	423	745	0.432215	2087
Adssl1	chr12:112640958-112641355	39	21	60	0.65	165
Aebp2	chr6:140650756-140655481	99	72	171	0.578947	916
Aen	chr7:78907144-78908833	127	151	278	0.456835	1013
Aes	chr10:81565472-81566371	290	325	615	0.471545	2026
Afap1	chr5:35999699-36003922	77	136	213	0.361502	398
Afap1l1	chr18:61730262-61731310	12	1	13	0.923077	44
