gene	coord	87plus1_CAST	87plus1_129S1	87plus1_total	87plus1_CAST/all	87plus1_htseqCount
2410006H16Rik	chr11:62604655-62604806	176	261	437	0.402746	631
2410007B07Rik	chr3:75655390-75655731	25	141	166	0.150602	359
2410012M07Rik	chr9:98864767-98866580	7	6	13	0.538462	72
2410015M20Rik	chr17:56608638-56608692	65	47	112	0.580357	447
2410016O06Rik	chr12:83950608-83952953	179	40	219	0.817352	588
2410088K16Rik	chr1:88755534-88755733	21	4	25	0.84	28
2410089E03Rik	chr15:8270679-8271158	77	108	185	0.416216	513
2410127L17Rik	chr19:18691417-18691595	78	79	157	0.496815	952
2410131K14Rik	chr5:118261100-118263114	19	20	39	0.487179	118
2410137M14Rik	chr17:36978651-36978933	2	41	43	0.0465116	108
2510002D24Rik	chr16:18839090-18840113	26	34	60	0.433333	117
2510003E04Rik	chr10:62558470-62559883	31	29	60	0.516667	315
2510039O18Rik	chr4:147946601-147947314	119	123	242	0.491736	537
2610001J05Rik	chr6:13869074-13870740	41	46	87	0.471264	111
2610002J02Rik	chr4:155256135-155256687	25	39	64	0.390625	98
2610301B20Rik	chr4:10897899-10899423	47	85	132	0.356061	217
2610305D13Rik	chr4:147615280-147615406	195	63	258	0.755814	3501
2610318N02Rik	chr16:17123512-17123654	19	14	33	0.575758	410
2610507B11Rik	chr11:78289804-78290625	555	459	1014	0.547337	4313
2610524H06Rik	chr5:114823313-114823468	52	144	196	0.265306	189
2700029M09Rik	chr8:60905548-60905720	118	82	200	0.59	603
2700038G22Rik	chr5:23853767-23855033	49	105	154	0.318182	128
2700049A03Rik	chr12:71242944-71243303	42	63	105	0.4	306
2700060E02Rik	chr14:19822566-19822690	276	257	533	0.517824	2811
2700062C07Rik	chr18:24477269-24477767	40	28	68	0.588235	154
2700081O15Rik	chr19:7422643-7425904	30	18	48	0.625	309
2700089E24Rik	chr6:133105239-133107750	0	10	10	0	94
2700097O09Rik	chr12:55079981-55080110	14	4	18	0.777778	175
2700099C18Rik	chr17:94774892-94775129	20	28	48	0.416667	153
2810004N23Rik	chr8:124860946-124861271	275	299	574	0.479094	786
2810006K23Rik	chr5:124340609-124341852	9	6	15	0.6	141
2810008D09Rik	chr11:117078776-117078955	81	102	183	0.442623	106
2810013P06Rik	chr8:123042575-123044602	12	4	16	0.75	75
2810025M15Rik	chr1:157419869-157420236	106	150	256	0.414062	608
2810403A07Rik	chr3:88711630-88712933	30	42	72	0.416667	621
2810408I11Rik	chr1:64679869-64680385	1	13	14	0.0714286	37
2810408M09Rik	chr2:165490112-165491711	61	58	119	0.512605	157
2810417H13Rik	chr9:65893372-65893534	4	11	15	0.266667	72
2810428I15Rik	chr8:70506662-70506739	17	22	39	0.435897	261
2810474O19Rik	chr6:149334592-149335663	158	153	311	0.508039	2590
2900011O08Rik	chr16:14099793-14101494	8	27	35	0.228571	113
2900026A02Rik	chr5:113093102-113093244	44	35	79	0.556962	225
2900041M22Rik	chr11:117612262-117613417	4	14	18	0.222222	34
2900076A07Rik	chr7:81531211-81531498	20	9	29	0.689655	31
2900097C17Rik	chr2:156388063-156392979	14	30	44	0.318182	1030
3010026O09Rik	chr11:50199536-50200115	12	11	23	0.521739	96
3110001I22Rik	chr16:13676834-13678385	10	7	17	0.588235	128
3110002H16Rik	chr18:12188560-12188637	7	11	18	0.388889	195
3110021N24Rik	chr4:108727456-108727545	14	5	19	0.736842	19
3110040N11Rik	chr7:81789355-81789453	80	63	143	0.559441	156
3110043O21Rik	chr4:35218414-35218916	24	19	43	0.55814	185
3110082I17Rik	chr5:139460469-139460534	252	175	427	0.590164	322
3200001D21Rik	chr12:88368526-88368771	18	4	22	0.818182	4
4632415L05Rik	chr3:19894871-19898984	3	16	19	0.157895	67
4833420G17Rik	chr13:119485727-119486117	207	130	337	0.614243	349
4833439L19Rik	chr13:54565182-54565382	123	193	316	0.389241	555
4921524J17Rik	chr8:85408759-85409890	12	9	21	0.571429	185
4930402H24Rik	chr2:130719840-130719975	3	8	11	0.272727	145
4930404N11Rik	chr10:81364742-81364980	22	23	45	0.488889	69
4930414L22Rik	chr6:72438683-72440615	163	143	306	0.53268	211
4930427A07Rik	chr12:113163053-113165458	215	101	316	0.68038	521
4930444M15Rik	chr14:76515878-76516352	38	42	80	0.475	68
4930447C04Rik	chr12:72917708-72917765	5	31	36	0.138889	116
4930453N24Rik	chr16:64768924-64769162	50	67	117	0.42735	552
4930470H14Rik	chr17:4081830-4082995	30	17	47	0.638298	233
4930483K19Rik	chr10:76545871-76546800	6	11	17	0.352941	59
4930500J02Rik	chr2:104567861-104568230	295	320	615	0.479675	618
4930503L19Rik	chr18:70472291-70472480	226	142	368	0.61413	329
4930506C21Rik	chr17:8297029-8297243	22	29	51	0.431373	94
4930511M06Rik	chr18:57546014-57548375	12	35	47	0.255319	42
4930513N10Rik	chr8:95806830-95809180	22	21	43	0.511628	67
4930519F16Rik	chrX:103234022-103234269	8	11	19	0.421053	60
4930548H24Rik	chr5:31487282-31488262	1	20	21	0.047619	67
4930579G24Rik	chr3:79631129-79632819	32	47	79	0.405063	89
4931406C07Rik	chr9:15306214-15306448	43	41	84	0.511905	186
4931406P16Rik	chr7:34284702-34285609	80	85	165	0.484848	667
4931428F04Rik	chr8:105285256-105285869	8	13	21	0.380952	129
4932438A13Rik	chr3:37052324-37053033	46	37	83	0.554217	1006
4933404O12Rik	chr5:136933739-136937109	16	19	35	0.457143	108
4933413G19Rik	chr6:128375510-128375599	11	14	25	0.44	0
4933421O10Rik	chr4:33027139-33030521	12	14	26	0.461538	28
4933426M11Rik	chr12:80877096-80880833	59	50	109	0.541284	792
4933434E20Rik	chr3:90061638-90063341	48	76	124	0.387097	367
4933439C10Rik	chr11:59505685-59506886	9	5	14	0.642857	43
5031426D15Rik	chr2:6922702-6928722	2	6	8	0.25	7
5031439G07Rik	chr15:84955806-84955928	52	42	94	0.553191	293
5430405H02Rik	chr2:156853431-156854304	15	21	36	0.416667	159
5430416N02Rik	chr5:100429326-100429535	55	50	105	0.52381	96
5530601H04Rik	chrX:105066759-105066877	6	12	18	0.333333	134
5730408K05Rik	chr19:8888387-8888770	13	9	22	0.590909	14
5730455P16Rik	chr11:80360492-80364018	10	13	23	0.434783	214
5830415F09Rik	chr4:46387568-46387742	52	52	104	0.5	143
5830417I10Rik	chr3:88825390-88829371	103	71	174	0.591954	744
5830418K08Rik	chr9:15357626-15357788	156	167	323	0.482972	733
5930430L01Rik	chr5:148990056-148993943	16	0	16	1	11
6030458C11Rik	chr15:12823561-12823706	219	411	630	0.347619	533
6330416G13Rik	chr4:63583786-63586353	16	17	33	0.484848	99
6330419J24Rik	chrX:56374586-56375208	4	14	18	0.222222	59
6430562O15Rik	chr13:99411842-99412826	88	77	165	0.533333	121
6720489N17Rik	chr13:62607373-62607499	32	10	42	0.761905	126
6820431F20Rik	chr8:20268286-20272219	75	1	76	0.986842	3616
8030462N17Rik	chr18:77673900-77674684	22	25	47	0.468085	514
8430419L09Rik	chr6:135233979-135236240	26	33	59	0.440678	166
9030617O03Rik	chr12:100871304-100872610	17	4	21	0.809524	122
9030624J02Rik	chr7:118838113-118838231	88	84	172	0.511628	701
9130011E15Rik	chr19:45975219-45975275	143	117	260	0.55	521
9130221H12Rik	chr7:25228723-25230264	59	66	125	0.472	357
9130401M01Rik	chr15:58031984-58032079	141	129	270	0.522222	704
9430008C03Rik	chr2:158361405-158361522	40	69	109	0.366972	353
9430015G10Rik	chr4:156125417-156127263	229	210	439	0.52164	539
9430016H08Rik	chr1:57413240-57413387	12	13	25	0.48	276
9430037G07Rik	chr9:88595325-88598247	4	7	11	0.363636	72
9430038I01Rik	chr7:137410640-137410756	75	48	123	0.609756	131
9530027J09Rik	chrX:48276792-48278190	183	404	587	0.311755	513
9530068E07Rik	chr11:52406945-52408723	61	98	159	0.383648	286
9530082P21Rik	chr17:23751678-23754065	5	5	10	0.5	37
9530091C08Rik	chr9:68765346-68773322	43	0	43	1	27
9630033F20Rik	chr6:127085116-127088302	375	482	857	0.437573	1009
9830147E19Rik	chr7:42642480-42642604	58	37	95	0.610526	414
9930021J03Rik	chr19:29753600-29755017	34	36	70	0.485714	398
9930104L06Rik	chr4:124942583-124944661	89	62	151	0.589404	151
A130077B15Rik	chr10:122565023-122567377	0	116	116	0	800
A230046K03Rik	chr10:83594171-83596473	173	157	330	0.524242	992
A230050P20Rik	chr9:20873542-20874307	21	23	44	0.477273	122
A230072C01Rik	chrX:20985979-20987349	3	8	11	0.272727	112
A230073K19Rik	chr7:59281879-59289166	7	8	15	0.466667	149
A230103J11Rik	chr8:85060244-85060460	24	33	57	0.421053	189
A330032B11Rik	chr19:37194876-37196541	15	0	15	1	54
A430005L14Rik	chr4:153961490-153961924	73	65	138	0.528986	303
A430107P09Rik	chr14:53666216-53668335	0	8	8	0	5
A4galt	chr15:83226722-83228594	7	2	9	0.777778	336
A530054K11Rik	chr13:67617001-67621849	8	7	15	0.533333	294
A630089N07Rik	chr16:98062512-98064238	66	19	85	0.776471	315
A730017L22Rik	chr2:130872541-130874442	5	13	18	0.277778	27
A830018L16Rik	chr1:11596151-11601821	1	8	9	0.111111	18
A830080D01Rik	chrX:159592071-159593081	45	108	153	0.294118	1498
A930004D18Rik	chr2:18025189-18028238	6	18	24	0.25	137
AA414768	chrX:12936873-12938541	14	11	25	0.56	174
AA465934	chr11:83291967-83292097	0	40	40	0	71
AA987161	chr13:67589439-67593915	16	17	33	0.484848	346
Aaas	chr15:102339944-102340068	62	80	142	0.43662	824
Aacs	chr5:125516216-125517403	81	81	162	0.5	374
Aagab	chr9:63640207-63641889	86	93	179	0.480447	505
Aak1	chr6:86987204-87003227	60	52	112	0.535714	466
Aamp	chr1:74282027-74282171	139	82	221	0.628959	1843
Aar2	chr2:156566865-156568972	76	74	150	0.506667	343
Aard	chr15:52044799-52045722	444	284	728	0.60989	1143
Aars	chr8:111055019-111055569	719	589	1308	0.549694	4142
Aars2	chr17:45520286-45520843	132	155	287	0.45993	538
Aarsd1	chr11:101417103-101417234	100	116	216	0.462963	654
Aasdh	chr5:76882267-76883062	19	12	31	0.612903	169
Aasdhppt	chr9:4309254-4309494	41	32	73	0.561644	732
Aatf	chr11:84513292-84513501	60	69	129	0.465116	491
Abca1	chr4:53062390-53062579	26	79	105	0.247619	531
Abca3	chr17:24409269-24410204	30	26	56	0.535714	177
Abca5	chr11:110304093-110304212	7	4	11	0.636364	155
Abcb10	chr8:123982402-123983122	119	73	192	0.619792	298
Abcb1a	chr5:8747355-8748570	17	124	141	0.120567	383
Abcb1b	chr5:8865750-8866314	98	112	210	0.466667	445
Abcb6	chr1:75179570-75180283	48	54	102	0.470588	360
Abcb7	chrX:104413657-104413846	55	160	215	0.255814	1139
Abcb8	chr5:24408568-24408818	43	38	81	0.530864	413
Abcc1	chr16:14473460-14474878	44	30	74	0.594595	283
Abcc10	chr17:46321553-46321662	9	1	10	0.9	108
Abcc3	chr11:94350936-94351102	53	0	53	1	126
Abcc4	chr14:118654150-118654374	167	230	397	0.420655	910
Abcc5	chr16:20405389-20405544	263	340	603	0.436153	2343
Abcd3	chr3:121796449-121796485	241	257	498	0.483936	682
Abcd4	chr12:84615326-84615444	219	54	273	0.802198	616
Abce1	chr8:79683442-79685277	218	275	493	0.442191	3602
Abcf1	chr17:35963321-35963392	61	68	129	0.472868	2299
Abcf2	chr5:24565341-24566003	80	106	186	0.430108	2247
Abcf3	chr16:20560357-20561603	23	32	55	0.418182	645
Abcg2	chr6:58684333-58684457	5	23	28	0.178571	548
Abhd1	chr5:30954091-30954265	6	5	11	0.545455	105
Abhd10	chr16:45742777-45742955	37	53	90	0.411111	189
Abhd11	chr5:135011887-135012175	120	120	240	0.5	382
Abhd12	chr2:150846244-150846363	78	56	134	0.58209	312
Abhd13	chr8:9987385-9992154	20	34	54	0.37037	189
Abhd14a	chr9:106445526-106445834	79	72	151	0.523179	196
Abhd16a	chr17:35102670-35102987	3	5	8	0.375	170
Abhd17a	chr10:80586515-80587030	26	38	64	0.40625	444
Abhd17b	chr19:21684098-21685637	10	6	16	0.625	223
Abhd17c	chr7:84109356-84110801	88	49	137	0.642336	570
Abhd2	chr7:79359960-79361601	36	50	86	0.418605	212
Abhd4	chr14:54267768-54269169	233	130	363	0.641873	708
Abhd5	chr9:122379513-122381523	8	9	17	0.470588	103
Abi1	chr2:22953435-22953611	63	65	128	0.492188	827
Abi2	chr1:60476740-60481163	6	4	10	0.6	353
Abi3	chr11:95830072-95832876	17	8	25	0.68	99
Abl2	chr1:156640993-156649619	160	183	343	0.466472	941
Abr	chr11:76508888-76509419	124	134	258	0.48062	895
Abracl	chr10:18023067-18023252	61	36	97	0.628866	305
Abtb1	chr6:88841769-88841935	45	61	106	0.424528	281
Abtb2	chr2:103717160-103718423	13	8	21	0.619048	122
Acaa1a	chr9:119349958-119350295	12	1	13	0.923077	437
Acaa2	chr18:74801297-74801367	19	148	167	0.113772	251
Acaca	chr11:84399560-84401651	208	138	346	0.601156	1239
Acacb	chr5:114249494-114250758	55	21	76	0.723684	305
Acad10	chr5:121627265-121627423	11	7	18	0.611111	134
Acad11	chr9:104126582-104127646	19	24	43	0.44186	183
Acad12	chr5:121609766-121610166	28	5	33	0.848485	74
Acad9	chr3:36090831-36092857	69	45	114	0.605263	547
Acadl	chr1:66863173-66863309	156	111	267	0.58427	496
Acadm	chr3:153944396-153944643	193	430	623	0.309791	1298
Acads	chr5:115113064-115113213	110	117	227	0.484581	605
Acadsb	chr7:131444237-131446211	84	147	231	0.363636	410
Acadvl	chr11:70012958-70013083	16	16	32	0.5	340
Acap2	chr16:31092413-31096446	23	20	43	0.534884	749
Acap3	chr4:155905813-155907251	32	16	48	0.666667	187
Acat1	chr9:53591968-53592111	3	6	9	0.333333	91
Acat2	chr17:12947357-12947479	144	141	285	0.505263	978
Acat3	chr17:12927338-12927460	329	226	555	0.592793	1475
Acbd3	chr1:180752159-180754204	10	9	19	0.526316	412
Acbd4	chr11:103111542-103112199	3	7	10	0.3	63
Acbd5	chr2:23112505-23114512	71	81	152	0.467105	282
Acbd6	chr1:155686949-155687233	39	30	69	0.565217	238
Accs	chr2:93842919-93842988	9	4	13	0.692308	59
Accsl	chr2:93869022-93869157	76	124	200	0.38	281
Acd	chr8:105700703-105700839	41	55	96	0.427083	202
Acer2	chr4:86932032-86932490	93	87	180	0.516667	241
Acer3	chr7:98257696-98257777	7	2	9	0.777778	179
Acin1	chr14:54679241-54679352	394	401	795	0.495597	2534
Acly	chr11:100523440-100523621	876	817	1693	0.517425	5128
Acn9	chr6:7038854-7039220	7	6	13	0.538462	52
Aco1	chr4:40197554-40199009	224	286	510	0.439216	747
Aco2	chr15:81914628-81915137	297	227	524	0.566794	3312
Acot11	chr4:106755845-106755989	6	5	11	0.545455	60
Acot13	chr13:24831226-24831489	21	39	60	0.35	69
Acot7	chr4:152178100-152178340	0	8	8	0	436
Acot8	chr2:164799720-164799945	13	27	40	0.325	189
Acot9	chrX:155295683-155295768	33	117	150	0.22	955
Acox1	chr11:116198596-116199045	63	58	121	0.520661	326
Acox3	chr5:35612015-35613801	60	164	224	0.267857	305
Acp1	chr12:30893326-30895953	156	195	351	0.444444	1096
Acp2	chr2:91210607-91214098	14	20	34	0.411765	324
Acp5	chr9:22129863-22130129	38	12	50	0.76	123
Acp6	chr3:97171642-97171742	52	50	102	0.509804	1728
Acsf2	chr11:94571271-94571436	23	114	137	0.167883	291
Acsf3	chr8:122817392-122817881	5	5	10	0.5	92
Acsl1	chr8:46534340-46536050	80	55	135	0.592593	447
Acsl3	chr1:78706258-78707743	105	70	175	0.6	729
Acsl4	chrX:142350960-142351137	41	98	139	0.294964	504
Acsl5	chr19:55295373-55295522	21	15	36	0.583333	174
Acsm3	chr7:119784274-119784896	9	10	19	0.473684	39
Acss1	chr2:150638364-150638539	130	82	212	0.613208	382
Actb	chr5:142903116-142903941	213	183	396	0.537879	18710
Actg1	chr11:120348425-120348484	1721	885	2606	0.660399	17013
Actl6a	chr3:32725247-32725333	371	657	1028	0.360895	1946
Actn1	chr12:80178302-80178452	924	349	1273	0.725844	4366
Actn4	chr7:28918954-28919068	900	934	1834	0.490731	6239
Actr10	chr12:70961867-70964717	114	62	176	0.647727	542
Actr1a	chr19:46384220-46384345	173	196	369	0.468835	967
Actr1b	chr1:36700337-36700377	64	76	140	0.457143	838
Actr2	chr11:20094230-20094445	470	501	971	0.484037	4056
Actr3	chr1:125435285-125435727	184	199	383	0.480418	1930
Actr3b	chr5:25849851-25850341	7	7	14	0.5	115
Actr5	chr2:158638633-158639211	47	35	82	0.573171	133
Actr6	chr10:89726637-89726760	60	71	131	0.458015	244
Actr8	chr14:29991592-29991755	58	48	106	0.54717	422
Acvr2b	chr9:119428201-119428568	6	3	9	0.666667	92
Acy1	chr9:106437629-106437737	33	37	70	0.471429	357
Acyp1	chr12:85272398-85272827	13	11	24	0.541667	94
Acyp2	chr11:30649301-30649396	6	9	15	0.4	33
Ada	chr2:163731105-163731232	9	17	26	0.346154	70
Adad2	chr8:119615933-119616176	12	4	16	0.75	110
Adal	chr2:121140428-121140666	7	5	12	0.583333	211
Adam10	chr9:70778000-70780229	32	38	70	0.457143	459
Adam17	chr12:21373336-21373632	109	131	240	0.454167	593
Adam19	chr11:46143792-46147347	224	334	558	0.401434	1264
Adam22	chr5:8152379-8152449	6	10	16	0.375	195
Adam23	chr1:63592608-63596515	180	362	542	0.332103	1412
Adam9	chr8:24996655-24996850	71	79	150	0.473333	425
Adamts2	chr11:50803569-50807573	4	7	11	0.363636	16
Adamts7	chr9:90197000-90197162	54	3	57	0.947368	218
Adamts9	chr6:92889882-92890018	14	21	35	0.4	263
Adap1	chr5:139280705-139280817	30	29	59	0.508475	281
Adar	chr3:89750929-89753455	66	112	178	0.370787	609
Adat1	chr8:111982162-111982765	9	26	35	0.257143	125
Adat2	chr10:13562815-13563376	36	41	77	0.467532	238
Adat3	chr10:80606314-80607654	31	19	50	0.62	104
Adck1	chr12:88461015-88461726	43	17	60	0.716667	262
Adck2	chr6:39587369-39588769	10	6	16	0.625	54
Adck4	chr7:27252261-27252326	5	15	20	0.25	100
Adck5	chr15:76593431-76593631	4	7	11	0.363636	257
Adcy1	chr11:7169413-7178505	8	11	19	0.421053	204
Add1	chr5:34630470-34632305	157	163	320	0.490625	1152
Adh5	chr3:138455085-138455499	944	968	1912	0.493724	3138
Adi1	chr12:28680966-28682174	111	184	295	0.376271	448
Adipor1	chr1:134431530-134432341	76	88	164	0.463415	989
Adipor2	chr6:119353150-119355928	122	132	254	0.480315	1034
Adk	chr14:21447814-21448569	58	64	122	0.47541	293
Adnp2	chr18:80127135-80130994	149	251	400	0.3725	907
Ado	chr10:67544511-67548955	55	105	160	0.34375	390
Adpgk	chr9:59314731-59316200	110	165	275	0.4	649
Adprhl2	chr4:126317720-126317904	28	19	47	0.595745	329
Adprm	chr11:67051681-67051778	62	35	97	0.639175	237
Adrb3	chr8:27227257-27228750	3	19	22	0.136364	363
Adrbk1	chr19:4289313-4289413	18	31	49	0.367347	502
Adrbk2	chr5:112910478-112915074	10	5	15	0.666667	162
Adrm1	chr2:180171588-180171688	8	16	24	0.333333	1587
Adsl	chr15:80968662-80970947	215	323	538	0.399628	933
Adss	chr1:177796212-177796509	293	422	715	0.40979	2025
Adssl1	chr12:112640958-112641355	23	7	30	0.766667	83
Aebp2	chr6:140650756-140655481	119	114	233	0.51073	975
Aen	chr7:78907144-78908833	146	175	321	0.454829	1148
Aes	chr10:81565472-81566371	167	212	379	0.440633	1335
Afap1	chr5:35999699-36003922	79	91	170	0.464706	345
Afap1l1	chr18:61730262-61731310	20	14	34	0.588235	85
Aff1	chr5:103850702-103855322	648	730	1378	0.470247	2564
Aff4	chr11:53415388-53421830	368	518	886	0.41535	3122
Afg3l1	chr8:123501848-123503916	183	222	405	0.451852	1193
Afg3l2	chr18:67448888-67449136	206	216	422	0.488152	1122
Afmid	chr11:117838493-117839908	6	4	10	0.6	60
Aftph	chr11:20725685-20727639	53	46	99	0.535354	445
Aga	chr8:53520237-53520344	38	11	49	0.77551	116
Agap1	chr1:89888691-89895282	18	17	35	0.514286	292
Agap3	chr5:24501010-24501265	11	12	23	0.478261	295
Agfg1	chr1:82894999-82896275	329	439	768	0.428385	1115
Agfg2	chr5:137667681-137667774	39	28	67	0.58209	183
Aggf1	chr13:95374846-95375357	262	280	542	0.483395	861
Agl	chr3:116791006-116791209	59	40	99	0.59596	337
Ago1	chr4:126453826-126453948	152	132	284	0.535211	900
Ago2	chr15:73128324-73128460	139	213	352	0.394886	1800
Agpat1	chr17:34612253-34613449	39	34	73	0.534247	447
Agpat2	chr2:26596291-26596466	19	23	42	0.452381	401
Agpat3	chr10:78284189-78284350	30	50	80	0.375	322
Agpat4	chr17:12218985-12219640	63	37	100	0.63	336
Agpat5	chr8:18881738-18884413	73	69	142	0.514085	535
Agpat6	chr8:23190716-23191692	66	69	135	0.488889	681
Agps	chr2:75925922-75931350	59	99	158	0.373418	1580
Agrn	chr4:156185088-156185135	1061	787	1848	0.574134	3656
Agtpbp1	chr13:59514087-59514295	15	20	35	0.428571	278
Agtrap	chr4:148087917-148088064	212	304	516	0.410853	1284
