gene	coord	190plus2_CAST	190plus2_129S1	190plus2_total	190plus2_CAST/all	190plus2_htseqCount
2010107G23Rik	chr10:62107656-62109123	16	5	21	0.761905	56
2010315B03Rik	chr9:124291804-124294101	9	25	34	0.264706	29
2010320M18Rik	chr8:70776862-70777606	8	7	15	0.533333	24
2210016F16Rik	chr13:58384824-58385225	6	21	27	0.222222	111
2210016L21Rik	chr5:114947682-114948540	36	31	67	0.537313	185
2210018M11Rik	chr7:98594752-98595312	10	9	19	0.526316	129
2210039B01Rik	chr12:73551156-73551986	48	31	79	0.607595	60
2210409E12Rik	chr11:88972638-88973014	162	6	168	0.964286	179
2310003H01Rik	chr11:120376706-120377661	25	33	58	0.431034	159
2310009A05Rik	chr9:73039718-73039865	4	8	12	0.333333	16
2310011J03Rik	chr10:80320183-80320548	17	30	47	0.361702	150
2310022A10Rik	chr7:27580337-27582098	75	70	145	0.517241	338
2310022B05Rik	chr8:124662848-124663369	134	29	163	0.822086	180
2310033P09Rik	chr11:59210227-59210734	9	6	15	0.6	75
2310035C23Rik	chr1:105753503-105755131	13	5	18	0.722222	151
2310039H08Rik	chr17:46772635-46773407	9	3	12	0.75	31
2310045N01Rik	chr8:70145811-70145890	4	4	8	0.5	51
2310067B10Rik	chr11:115798275-115799033	38	53	91	0.417582	329
2410002F23Rik	chr7:44250613-44252319	96	79	175	0.548571	393
2410003L11Rik	chr11:97622607-97622893	14	54	68	0.205882	85
2410004N09Rik	chr18:33795853-33795989	90	104	194	0.463918	108
2410006H16Rik	chr11:62604655-62604806	183	275	458	0.399563	543
2410007B07Rik	chr3:75655390-75655731	9	77	86	0.104651	129
2410015M20Rik	chr17:56608638-56608692	39	24	63	0.619048	128
2410016O06Rik	chr12:83950608-83952953	52	22	74	0.702703	196
2410088K16Rik	chr1:88755534-88755733	31	50	81	0.382716	41
2410089E03Rik	chr15:8270679-8271158	72	95	167	0.431138	194
2410127L17Rik	chr19:18691417-18691595	32	42	74	0.432432	287
2410137M14Rik	chr17:36978651-36978933	4	12	16	0.25	46
2510002D24Rik	chr16:18839090-18840113	23	23	46	0.5	48
2510003E04Rik	chr10:62558470-62559883	8	11	19	0.421053	106
2510039O18Rik	chr4:147946601-147947314	93	95	188	0.494681	360
2610001J05Rik	chr6:13869074-13870740	11	19	30	0.366667	46
2610002J02Rik	chr4:155256135-155256687	42	29	71	0.591549	78
2610301B20Rik	chr4:10897899-10899423	23	22	45	0.511111	89
2610305D13Rik	chr4:147615280-147615406	70	15	85	0.823529	973
2610318N02Rik	chr16:17123512-17123654	16	20	36	0.444444	303
2610507B11Rik	chr11:78289804-78290625	205	240	445	0.460674	1497
2610524H06Rik	chr5:114823313-114823468	45	75	120	0.375	100
2700029M09Rik	chr8:60905548-60905720	34	43	77	0.441558	206
2700038G22Rik	chr5:23853767-23855033	15	69	84	0.178571	66
2700049A03Rik	chr12:71242944-71243303	88	44	132	0.666667	216
2700060E02Rik	chr14:19822566-19822690	140	140	280	0.5	1180
2700062C07Rik	chr18:24477269-24477767	12	12	24	0.5	80
2700081O15Rik	chr19:7422643-7425904	12	6	18	0.666667	130
2700097O09Rik	chr12:55045661-55045943	3	5	8	0.375	78
2700099C18Rik	chr17:94774892-94775129	1	8	9	0.111111	81
2810004N23Rik	chr8:124860946-124861271	406	188	594	0.683502	492
2810008D09Rik	chr11:117078776-117078955	74	123	197	0.375635	98
2810013P06Rik	chr8:123042575-123044602	30	6	36	0.833333	94
2810025M15Rik	chr1:157419869-157420236	114	85	199	0.572864	259
2810403A07Rik	chr3:88711630-88712933	17	22	39	0.435897	265
2810408A11Rik	chr11:69898847-69899092	3	8	11	0.272727	48
2810408M09Rik	chr2:165490112-165491711	41	24	65	0.630769	76
2810428I15Rik	chr8:70506662-70506739	20	9	29	0.689655	197
2810429I04Rik	chr13:3485049-3485220	6	5	11	0.545455	17
2810474O19Rik	chr6:149334592-149335663	43	42	85	0.505882	870
2900026A02Rik	chr5:113086323-113091024	10	6	16	0.625	121
2900097C17Rik	chr2:156388063-156392979	14	15	29	0.482759	613
3010026O09Rik	chr11:50199536-50200115	13	14	27	0.481481	78
3110040N11Rik	chr7:81789355-81789453	25	21	46	0.543478	57
3110043O21Rik	chr4:35191282-35193068	6	8	14	0.428571	60
3110082I17Rik	chr5:139455417-139455546	132	89	221	0.597285	160
4632415L05Rik	chr3:19894871-19898984	20	11	31	0.645161	59
4833420G17Rik	chr13:119485727-119486117	157	76	233	0.67382	219
4833439L19Rik	chr13:54565182-54565382	159	260	419	0.379475	497
4921524J17Rik	chr8:85408759-85409890	8	2	10	0.8	83
4930404N11Rik	chr10:81364742-81364980	28	28	56	0.5	89
4930414L22Rik	chr6:72438683-72440615	20	28	48	0.416667	57
4930427A07Rik	chr12:113163053-113165458	102	61	163	0.625767	232
4930432K21Rik	chr8:84171818-84171910	7	6	13	0.538462	60
4930444M15Rik	chr14:76515878-76516352	8	6	14	0.571429	23
4930447C04Rik	chr12:72906191-72906279	18	38	56	0.321429	154
4930452B06Rik	chr14:8516451-8516567	33	15	48	0.6875	134
4930453N24Rik	chr16:64768924-64769162	7	15	22	0.318182	152
4930461G14Rik	chr9:58469145-58469623	4	21	25	0.16	28
4930470H14Rik	chr17:4081830-4082995	122	97	219	0.557078	763
4930486L24Rik	chr13:60844309-60844426	0	16	16	0	46
4930500J02Rik	chr2:104567861-104568230	178	242	420	0.42381	288
4930503L19Rik	chr18:70467759-70468517	28	41	69	0.405797	73
4930506C21Rik	chr17:8297029-8297243	8	15	23	0.347826	42
4930511M06Rik	chr18:57546014-57548375	51	42	93	0.548387	111
4930524B15Rik	chr11:31978242-31979651	8	6	14	0.571429	58
4930528D03Rik	chr13:59733936-59734838	1	9	10	0.1	14
4931406C07Rik	chr9:15297843-15297941	8	19	27	0.296296	70
4931406P16Rik	chr7:34239744-34239822	11	23	34	0.323529	175
4931428F04Rik	chr8:105280409-105282144	29	14	43	0.674419	110
4933402E13Rik	chrX:62290365-62292078	1	10	11	0.0909091	44
4933404O12Rik	chr5:136933739-136937109	7	8	15	0.466667	89
4933413G19Rik	chr6:128375510-128375599	8	14	22	0.363636	1
4933421O10Rik	chr4:33027139-33030521	39	30	69	0.565217	70
4933426M11Rik	chr12:80877096-80880833	43	14	57	0.754386	285
4933434E20Rik	chr3:90061638-90063341	41	47	88	0.465909	140
4933438K21Rik	chr4:147063366-147064898	6	2	8	0.75	154
5031439G07Rik	chr15:84955806-84955928	39	40	79	0.493671	218
5330411J11Rik	chr2:59382493-59383954	4	29	33	0.121212	44
5430405H02Rik	chr2:156853431-156854304	8	16	24	0.333333	97
5430416N02Rik	chr5:100429326-100429535	35	25	60	0.583333	57
5730455P16Rik	chr11:80360492-80364018	7	3	10	0.7	87
5830415F09Rik	chr4:46382059-46382685	7	8	15	0.466667	43
5830417I10Rik	chr3:88825390-88829371	72	38	110	0.654545	391
5830418K08Rik	chr9:15331936-15335305	27	24	51	0.529412	207
6030440G07Rik	chr12:111013207-111013872	3	21	24	0.125	3
6030458C11Rik	chr15:12823561-12823706	94	175	269	0.349442	189
6330416G13Rik	chr4:63583786-63586353	38	37	75	0.506667	124
6330419J24Rik	chrX:56374586-56375208	2	10	12	0.166667	28
6430562O15Rik	chr13:99411842-99412826	35	50	85	0.411765	81
6720489N17Rik	chr13:62607373-62607499	9	1	10	0.9	49
6820431F20Rik	chr8:20268286-20272219	69	2	71	0.971831	2772
8030462N17Rik	chr18:77673900-77674684	6	9	15	0.4	140
8430419L09Rik	chr6:135233979-135236240	13	23	36	0.361111	92
9030624G23Rik	chr12:24043202-24044854	0	16	16	0	159
9030624J02Rik	chr7:118838113-118838231	43	41	84	0.511905	320
9130011E15Rik	chr19:45974967-45975113	73	67	140	0.521429	259
9130221H12Rik	chr7:25228723-25230264	68	63	131	0.519084	326
9130401M01Rik	chr15:58031984-58032079	61	59	120	0.508333	251
9330159F19Rik	chr10:29227207-29230779	12	0	12	1	57
9330159M07Rik	chr9:88841798-88844266	0	11	11	0	22
9430008C03Rik	chr2:158361405-158361522	24	36	60	0.4	178
9430015G10Rik	chr4:156125417-156127263	172	197	369	0.466125	361
9430016H08Rik	chr1:57413240-57413387	7	6	13	0.538462	125
9430038I01Rik	chr7:137375569-137376351	27	14	41	0.658537	36
9530027J09Rik	chrX:48276792-48278190	119	204	323	0.368421	219
9530068E07Rik	chr11:52406945-52408723	37	68	105	0.352381	165
9530091C08Rik	chr9:68765346-68773322	25	10	35	0.714286	45
9630033F20Rik	chr6:127085116-127088302	178	227	405	0.439506	444
9830147E19Rik	chr7:42609526-42614223	23	12	35	0.657143	188
9930104L06Rik	chr4:124942583-124944661	25	24	49	0.510204	75
A130010J15Rik	chr1:193174245-193177832	4	7	11	0.363636	27
A130077B15Rik	chr10:122565023-122567377	0	150	150	0	1908
A230046K03Rik	chr10:83594171-83596473	51	34	85	0.6	326
A230050P20Rik	chr9:20873542-20874307	26	39	65	0.4	115
A230072C01Rik	chrX:20985979-20987349	30	18	48	0.625	123
A230103J11Rik	chr8:85060244-85060460	30	15	45	0.666667	136
A430005L14Rik	chr4:153961490-153961924	36	21	57	0.631579	124
A430107P09Rik	chr14:53666216-53668335	0	19	19	0	11
A4galt	chr15:83226722-83228594	7	9	16	0.4375	295
A630089N07Rik	chr16:98062512-98064238	79	48	127	0.622047	842
A730017L22Rik	chr2:130872541-130874442	16	52	68	0.235294	79
A830018L16Rik	chr1:11596151-11601821	8	9	17	0.470588	18
A830080D01Rik	chrX:159592071-159593081	35	0	35	1	226
A930004D18Rik	chr2:18025189-18028238	2	9	11	0.181818	75
A930016O22Rik	chr7:19417466-19419553	1	19	20	0.05	6
AA414768	chrX:12936873-12938541	6	4	10	0.6	116
AA465934	chr11:83291967-83292097	1	14	15	0.0666667	18
Aaas	chr15:102339944-102340068	78	78	156	0.5	724
Aacs	chr5:125516216-125517403	27	25	52	0.519231	164
Aagab	chr9:63640207-63641889	40	37	77	0.519481	217
Aak1	chr6:86987204-87003227	7	4	11	0.636364	179
Aamp	chr1:74282027-74282171	55	65	120	0.458333	766
Aar2	chr2:156566865-156568972	59	44	103	0.572816	180
Aard	chr15:52044799-52045722	345	199	544	0.634191	726
Aars	chr8:111055019-111055569	1392	691	2083	0.668267	5008
Aars2	chr17:45520286-45520843	109	136	245	0.444898	342
Aarsd1	chr11:101417103-101417234	80	102	182	0.43956	405
Aasdh	chr5:76882267-76883062	38	46	84	0.452381	111
Aasdhppt	chr9:4308694-4308919	6	6	12	0.5	161
Aatf	chr11:84510199-84510417	24	30	54	0.444444	207
Abca1	chr4:53042314-53042434	16	16	32	0.5	181
Abca3	chr17:24409269-24410204	23	20	43	0.534884	171
Abcb10	chr8:123968001-123968135	92	20	112	0.821429	181
Abcb1a	chr5:8747355-8748570	1	30	31	0.0322581	144
Abcb1b	chr5:8865750-8866314	6	9	15	0.4	85
Abcb6	chr1:75179570-75180283	42	19	61	0.688525	159
Abcb7	chrX:104280565-104284258	22	31	53	0.415094	269
Abcb8	chr5:24408568-24408818	26	17	43	0.604651	194
Abcc1	chr16:14473460-14474878	47	20	67	0.701493	171
Abcc10	chr17:46313631-46313820	72	14	86	0.837209	206
Abcc4	chr14:118630979-118631142	71	138	209	0.339713	450
Abcc5	chr16:20405389-20405544	105	144	249	0.421687	669
Abcd3	chr3:121776997-121777066	163	182	345	0.472464	311
Abcd4	chr12:84613905-84614044	122	29	151	0.807947	433
Abce1	chr8:79683442-79685277	140	101	241	0.580913	969
Abcf1	chr17:35963321-35963392	36	33	69	0.521739	1323
Abcf2	chr5:24565341-24566003	45	37	82	0.54878	696
Abcf3	chr16:20551806-20551862	9	11	20	0.45	225
Abcg2	chr6:58684333-58684457	8	5	13	0.615385	172
Abhd10	chr16:45729725-45731959	29	18	47	0.617021	82
Abhd11	chr5:135011887-135012175	133	106	239	0.556485	336
Abhd12	chr2:150837352-150837434	46	31	77	0.597403	197
Abhd14a	chr9:106445526-106445834	83	63	146	0.568493	115
Abhd17a	chr10:80586515-80587030	30	28	58	0.517241	274
Abhd17c	chr7:84109356-84110801	29	25	54	0.537037	195
Abhd4	chr14:54267768-54269169	190	110	300	0.633333	445
Abi1	chr2:22953435-22953611	27	21	48	0.5625	339
Abi3	chr11:95830072-95832876	10	16	26	0.384615	64
Abl2	chr1:156640993-156649619	29	17	46	0.630435	273
Abr	chr11:76425267-76425326	72	80	152	0.473684	522
Abracl	chr10:18023067-18023252	14	11	25	0.56	71
Abtb1	chr6:88841769-88841935	48	52	100	0.48	229
Acaa2	chr18:74801297-74801367	23	116	139	0.165468	166
Acaca	chr11:84399560-84401651	165	118	283	0.583039	506
Acacb	chr5:114249494-114250758	53	30	83	0.638554	305
Acad10	chr5:121630098-121630235	39	19	58	0.672414	106
Acad11	chr9:104126582-104127646	6	10	16	0.375	88
Acad12	chr5:121605543-121605701	18	4	22	0.818182	66
Acad9	chr3:36090831-36092857	13	18	31	0.419355	280
Acadl	chr1:66863173-66863309	182	107	289	0.629758	366
Acadm	chr3:153944396-153944643	108	219	327	0.330275	495
Acads	chr5:115113064-115113213	140	171	311	0.450161	686
Acadsb	chr7:131444237-131446211	25	29	54	0.462963	114
Acadvl	chr11:70012958-70013083	9	3	12	0.75	108
Acap2	chr16:31092413-31096446	9	9	18	0.5	289
Acat2	chr17:12947357-12947479	124	89	213	0.58216	492
Acat3	chr17:12927338-12927460	139	121	260	0.534615	564
Acbd3	chr1:180752159-180754204	10	8	18	0.555556	218
Acbd4	chr11:103111542-103112199	48	34	82	0.585366	104
Acbd5	chr2:23112505-23114512	20	26	46	0.434783	93
Acbd6	chr1:155686949-155687233	26	30	56	0.464286	181
Acd	chr8:105700703-105700839	91	48	139	0.654676	233
Acer2	chr4:86932032-86932490	61	95	156	0.391026	142
Acin1	chr14:54679241-54679352	328	308	636	0.515723	1483
Acly	chr11:100523440-100523621	407	343	750	0.542667	2074
Aco1	chr4:40197554-40199009	139	123	262	0.530534	325
Aco2	chr15:81914628-81915137	177	141	318	0.556604	1768
Acot1	chr12:84016780-84017669	15	4	19	0.789474	59
Acot13	chr13:24831226-24831489	11	47	58	0.189655	44
Acot2	chr12:83992502-83993875	6	6	12	0.5	47
Acot7	chr4:152186134-152186385	7	15	22	0.318182	350
Acot8	chr2:164799720-164799945	18	17	35	0.514286	122
Acot9	chrX:155295683-155295768	14	0	14	1	74
Acox1	chr11:116180291-116180406	28	37	65	0.430769	202
Acox3	chr5:35612015-35613801	16	28	44	0.363636	126
Acp1	chr12:30893326-30895953	128	95	223	0.573991	510
Acp2	chr2:91210607-91214098	11	9	20	0.55	148
Acp5	chr9:22129863-22130129	59	34	93	0.634409	177
Acp6	chr3:97171642-97171742	81	46	127	0.637795	1352
Acrbp	chr6:125053490-125054193	4	10	14	0.285714	45
Acsf2	chr11:94571562-94571680	43	162	205	0.209756	316
Acsf3	chr8:122817392-122817881	51	29	80	0.6375	140
Acsl1	chr8:46534340-46536050	41	20	61	0.672131	176
Acsl3	chr1:78706258-78707743	58	34	92	0.630435	263
Acsl4	chrX:142317993-142320834	12	20	32	0.375	123
Acsm3	chr7:119784274-119784896	2	10	12	0.166667	26
Acss1	chr2:150628494-150628631	186	84	270	0.688889	323
Actb	chr5:142903116-142903941	78	82	160	0.4875	6811
Actg1	chr11:120348425-120348484	996	713	1709	0.582797	11116
Actl6a	chr3:32725247-32725333	143	254	397	0.360202	577
Actn1	chr12:80178302-80178452	434	317	751	0.577896	1795
Actn4	chr7:28918954-28919068	483	463	946	0.510571	2751
Actr10	chr12:70961867-70964717	91	27	118	0.771186	293
Actr1a	chr19:46384220-46384345	86	77	163	0.527607	383
Actr1b	chr1:36700337-36700377	62	76	138	0.449275	497
Actr2	chr11:20094230-20094445	188	237	425	0.442353	1535
Actr3	chr1:125405845-125405988	77	76	153	0.503268	764
Actr5	chr2:158638633-158639211	25	27	52	0.480769	80
Actr6	chr10:89717073-89717244	22	23	45	0.488889	83
Actr8	chr14:29991592-29991755	28	30	58	0.482759	222
Acy1	chr9:106437629-106437737	21	27	48	0.4375	170
Acyp1	chr12:85272398-85272827	8	4	12	0.666667	33
Adam15	chr3:89340055-89340179	9	17	26	0.346154	105
Adam17	chr12:21373336-21373632	53	39	92	0.576087	244
Adam19	chr11:46143792-46147347	68	87	155	0.43871	342
Adam23	chr1:63592608-63596515	99	202	301	0.328904	618
Adam9	chr8:24992074-24992243	25	15	40	0.625	124
Adamts2	chr11:50803569-50807573	3	10	13	0.230769	12
Adamts7	chr9:90197000-90197162	38	1	39	0.974359	130
Adap1	chr5:139280705-139280817	4	8	12	0.333333	79
Adar	chr3:89750929-89753455	42	57	99	0.424242	381
Adat1	chr8:111982162-111982765	5	11	16	0.3125	84
Adat2	chr10:13560114-13560264	4	13	17	0.235294	83
Adck1	chr12:88461015-88461726	7	9	16	0.4375	77
Adck2	chr6:39580996-39581091	6	4	10	0.6	49
Adck4	chr7:27257223-27257949	22	26	48	0.458333	99
Add1	chr5:34630470-34632305	131	170	301	0.435216	907
Adh5	chr3:138455085-138455499	515	422	937	0.549626	1211
Adi1	chr12:28680966-28682174	323	270	593	0.544688	554
Adipor1	chr1:134431530-134432341	53	74	127	0.417323	611
Adipor2	chr6:119353150-119355928	63	69	132	0.477273	408
Adk	chr14:21447814-21448569	14	9	23	0.608696	72
Adm2	chr15:89323972-89324730	11	11	22	0.5	52
Adnp2	chr18:80127135-80130994	101	96	197	0.51269	321
Ado	chr10:67544511-67548955	45	64	109	0.412844	249
Adpgk	chr9:59314731-59316200	98	93	191	0.513089	345
Adprhl2	chr4:126317720-126317904	16	30	46	0.347826	231
Adprm	chr11:67041481-67042107	5	9	14	0.357143	77
Adrb3	chr8:27227257-27228750	1	10	11	0.0909091	319
Adrbk1	chr19:4289313-4289413	22	24	46	0.478261	333
Adrm1	chr2:180171588-180171688	12	11	23	0.521739	946
Adsl	chr15:80968662-80970947	96	139	235	0.408511	415
Adss	chr1:177796212-177796509	164	203	367	0.446866	652
Adssl1	chr12:112640958-112641355	47	15	62	0.758065	104
Aebp2	chr6:140650756-140655481	70	46	116	0.603448	482
Aen	chr7:78907144-78908833	87	77	164	0.530488	514
Aes	chr10:81565472-81566371	268	288	556	0.482014	1741
Afap1	chr5:35999699-36003922	23	56	79	0.291139	181
Aff1	chr5:103850702-103855322	217	223	440	0.493182	966
Aff4	chr11:53415388-53421830	109	156	265	0.411321	824
Afg3l1	chr8:123501848-123503916	288	139	427	0.674473	1081
Afg3l2	chr18:67442310-67442387	127	139	266	0.477444	475
Aftph	chr11:20725685-20727639	20	27	47	0.425532	182
Aga	chr8:53520237-53520344	21	5	26	0.807692	95
Agap1	chr1:89888691-89895282	27	14	41	0.658537	215
Agap3	chr5:24501010-24501265	20	20	40	0.5	218
Agfg1	chr1:82894999-82896275	154	230	384	0.401042	420
Agfg2	chr5:137667681-137667774	60	41	101	0.594059	172
Aggf1	chr13:95370757-95370959	112	107	219	0.511416	332
Ago1	chr4:126453558-126453691	92	81	173	0.531792	463
Ago2	chr15:73113708-73113902	10	15	25	0.4	307
Agpat1	chr17:34612253-34613449	29	36	65	0.446154	326
Agpat2	chr2:26596291-26596466	28	25	53	0.528302	242
Agpat3	chr10:78284189-78284350	28	46	74	0.378378	220
Agpat4	chr17:12218985-12219640	80	41	121	0.661157	383
Agpat5	chr8:18881738-18884413	35	22	57	0.614035	156
Agpat6	chr8:23190716-23191692	28	34	62	0.451613	276
Agps	chr2:75925922-75931350	18	32	50	0.36	435
Agrn	chr4:156185088-156185135	865	757	1622	0.533292	2061
Agtrap	chr4:148087917-148088064	209	191	400	0.5225	905
Ahctf1	chr1:179763470-179763673	172	145	317	0.542587	677
Ahcy	chr2:155074365-155074497	93	108	201	0.462687	1356
Ahcyl2	chr6:29909040-29912310	11	22	33	0.333333	118
Ahdc1	chr4:133061376-133066277	91	84	175	0.52	699
Ahnak	chr19:9001699-9019196	23	29	52	0.442308	498
Ahsa2	chr11:23496691-23496881	44	40	84	0.52381	372
AI314180	chr4:58820128-58820175	10	12	22	0.454545	221
AI413582	chr17:27563769-27564016	11	17	28	0.392857	53
AI414108	chr9:27352685-27357543	53	30	83	0.638554	219
AI464131	chr4:41495601-41499690	6	5	11	0.545455	236
AI506816	chr5:23710017-23710408	1	19	20	0.05	35
AI507597	chr4:141614958-141615604	10	7	17	0.588235	50
AI597479	chr1:43113186-43115946	9	10	19	0.473684	79
AI661453	chr17:47469276-47470638	59	45	104	0.567308	195
AI837181	chr19:5425937-5427316	15	32	47	0.319149	139
AI846148	chr19:7382672-7383026	43	17	60	0.716667	251
Aida	chr1:183322489-183324501	20	45	65	0.307692	147
Aifm2	chr10:61736583-61738652	47	41	88	0.534091	141
Aig1	chr10:13829243-13829398	9	8	17	0.529412	28
Aim1l	chr4:134092050-134092209	22	30	52	0.423077	186
Aim2	chr1:173464971-173466036	100	52	152	0.657895	151
Aimp1	chr3:132683793-132683879	30	45	75	0.4	329
Aimp2	chr5:143909581-143909839	21	24	45	0.466667	174
Aip	chr19:4115320-4115496	25	30	55	0.454545	197
Ajuba	chr14:54567469-54569056	169	116	285	0.592982	320
AK010878	chr12:102757541-102757810	19	9	28	0.678571	81
Ak2	chr4:129010563-129011529	276	126	402	0.686567	1148
Ak4	chr4:101463553-101467771	19	12	31	0.612903	101
Ak6	chr13:100664051-100664196	19	35	54	0.351852	59
Ak7	chr12:105781671-105782447	194	42	236	0.822034	290
Akap1	chr11:88844259-88845865	153	156	309	0.495146	703
Akap10	chr11:61915024-61915581	25	13	38	0.657895	104
Akap11	chr14:78509880-78514320	2	10	12	0.166667	189
Akap12	chr10:4358478-4359471	1223	1159	2382	0.513434	3310
Akap13	chr7:75750574-75754609	12	17	29	0.413793	142
Akap2	chr4:57892869-57896984	131	140	271	0.483395	313
Akap7	chr10:25169090-25171248	6	12	18	0.333333	72
Akap8	chr17:32303676-32305706	30	30	60	0.5	613
Akap9	chr5:4079659-4080204	14	11	25	0.56	215
Akip1	chr7:109707398-109707511	5	4	9	0.555556	68
Akirin1	chr4:123743433-123743573	22	22	44	0.5	204
Akirin2	chr4:34566215-34566908	34	68	102	0.333333	295
Akr1a1	chr4:116641858-116641977	173	192	365	0.473973	1928
Akr1b3	chr6:34317340-34317489	364	341	705	0.516312	0
Akr1b8	chr6:34365903-34365985	18	57	75	0.24	100
Akr7a5	chr4:139318092-139318786	61	58	119	0.512605	217
Akt1	chr12:112659129-112659276	63	52	115	0.547826	333
Akt1s1	chr7:44854592-44855421	15	20	35	0.428571	212
Akt2	chr7:27638062-27639453	63	42	105	0.6	385
Aktip	chr8:91129600-91129805	9	12	21	0.428571	166
Alad	chr4:62514074-62514260	27	54	81	0.333333	164
Alas1	chr9:106241116-106241338	23	30	53	0.433962	213
Aldh16a1	chr7:45154392-45154538	134	145	279	0.480287	609
Aldh18a1	chr19:40586127-40586192	310	369	679	0.456554	765
Aldh1b1	chr4:45802455-45804608	9	24	33	0.272727	50
Aldh1l1	chr6:90598887-90599171	51	69	120	0.425	203
Aldh1l2	chr10:83487447-83490634	28	16	44	0.636364	122
Aldh2	chr5:121593362-121593824	1220	996	2216	0.550542	2854
Aldh3a2	chr11:61256739-61256880	116	83	199	0.582915	238
Aldh4a1	chr4:139648158-139649691	204	224	428	0.476636	410
Aldh6a1	chr12:84439413-84439715	51	28	79	0.64557	155
Aldh7a1	chr18:56562033-56562298	217	215	432	0.502315	559
Aldh9a1	chr1:167367405-167368530	337	197	534	0.631086	872
Aldoa	chr7:126797337-126797548	749	639	1388	0.539625	5752
Alg1	chr16:5244441-5244907	30	58	88	0.340909	150
Alg10b	chr15:90227324-90230554	23	36	59	0.389831	65
