gene	coord	109plus1_CAST	109plus1_129S1	109plus1_total	109plus1_CAST/all	109plus1_htseqCount
2700060E02Rik	chr14:19822566-19822690	332	336	668	0.497006	3170
2700062C07Rik	chr18:24477269-24477767	32	33	65	0.492308	222
2700081O15Rik	chr19:7422643-7425904	53	44	97	0.546392	485
2700089E24Rik	chr6:133105239-133107750	14	31	45	0.311111	176
2700097O09Rik	chr12:55079981-55080110	17	11	28	0.607143	231
2700099C18Rik	chr17:94774892-94775129	22	28	50	0.44	138
2810004N23Rik	chr8:124860946-124861271	782	440	1222	0.639935	1438
2810006K23Rik	chr5:124340609-124341852	7	11	18	0.388889	327
2810008D09Rik	chr11:117078776-117078955	126	145	271	0.464945	149
2810013P06Rik	chr8:123042575-123044602	47	31	78	0.602564	187
2810025M15Rik	chr1:157419869-157420236	132	146	278	0.47482	519
2810403A07Rik	chr3:88711630-88712933	42	54	96	0.4375	723
2810408A11Rik	chr11:69899517-69899588	6	2	8	0.75	43
2810408I11Rik	chr1:64679869-64680385	4	6	10	0.4	48
2810408M09Rik	chr2:165490112-165491711	77	86	163	0.472393	159
2810417H13Rik	chr9:65893372-65893534	1	14	15	0.0666667	93
2810428I15Rik	chr8:70506662-70506739	57	24	81	0.703704	484
2810429I04Rik	chr13:3485049-3485220	5	3	8	0.625	27
2810474O19Rik	chr6:149334592-149335663	215	219	434	0.495392	3267
2900011O08Rik	chr16:14099793-14101494	16	43	59	0.271186	162
2900026A02Rik	chr5:113095590-113095764	71	50	121	0.586777	299
2900041M22Rik	chr11:117612262-117613417	13	26	39	0.333333	36
2900076A07Rik	chr7:81529347-81529527	13	12	25	0.52	18
2900097C17Rik	chr2:156388063-156392979	49	39	88	0.556818	1580
3010026O09Rik	chr11:50199536-50200115	17	12	29	0.586207	119
3110002H16Rik	chr18:12188560-12188637	16	17	33	0.484848	268
3110021N24Rik	chr4:108727456-108727545	5	5	10	0.5	23
3110040N11Rik	chr7:81789355-81789453	81	55	136	0.595588	157
3110043O21Rik	chr4:35218414-35218916	17	19	36	0.472222	187
3110062M04Rik	chr6:34871771-34874695	10	0	10	1	34
3110082I17Rik	chr5:139460469-139460534	340	233	573	0.593368	443
3830406C13Rik	chr14:12301148-12303231	2	7	9	0.222222	93
4632415L05Rik	chr3:19894871-19898984	25	23	48	0.520833	131
4833420G17Rik	chr13:119485727-119486117	503	175	678	0.741888	626
4833439L19Rik	chr13:54565182-54565382	248	308	556	0.446043	916
4921524J17Rik	chr8:85408759-85409890	20	9	29	0.689655	312
4930402H24Rik	chr2:130839964-130840110	20	10	30	0.666667	192
4930404N11Rik	chr10:81364742-81364980	18	26	44	0.409091	78
4930413G21Rik	chr7:122969058-122970459	7	2	9	0.777778	22
4930414L22Rik	chr6:72438683-72440615	262	256	518	0.505792	344
4930427A07Rik	chr12:113163053-113165458	247	123	370	0.667568	611
4930429B21Rik	chr3:32365489-32367438	7	2	9	0.777778	41
4930431F12Rik	chr5:44966799-44967143	14	14	28	0.5	220
4930432K21Rik	chr8:84172161-84172597	14	19	33	0.424242	124
4930444M15Rik	chr14:76515878-76516352	28	47	75	0.373333	83
4930447C04Rik	chr12:72916674-72916730	17	54	71	0.239437	244
4930452B06Rik	chr14:8662259-8662348	46	18	64	0.71875	194
4930453N24Rik	chr16:64768924-64769162	53	63	116	0.456897	636
4930461G14Rik	chr9:58469145-58469623	12	92	104	0.115385	63
4930470H14Rik	chr17:4081830-4082995	70	94	164	0.426829	1099
4930483K19Rik	chr10:76545871-76546800	8	13	21	0.380952	69
4930486L24Rik	chr13:60853100-60853324	0	25	25	0	106
4930500J02Rik	chr2:104567861-104568230	312	309	621	0.502415	549
4930503L19Rik	chr18:70472291-70472480	207	225	432	0.479167	331
4930506C21Rik	chr17:8297029-8297243	11	37	48	0.229167	106
4930511M06Rik	chr18:57546014-57548375	55	121	176	0.3125	202
4930513N10Rik	chr8:95806830-95809180	70	24	94	0.744681	81
4930519F16Rik	chrX:103234022-103234269	10	27	37	0.27027	84
4930524B15Rik	chr11:31978242-31979651	10	8	18	0.555556	83
4930528D03Rik	chr13:59733936-59734838	8	25	33	0.242424	42
4930579G18Rik	chr14:54651065-54651268	5	4	9	0.555556	182
4930579G24Rik	chr3:79631129-79632819	24	48	72	0.333333	82
4930591A17Rik	chr2:179416472-179416880	2	9	11	0.181818	24
4931406C07Rik	chr9:15301367-15301607	51	50	101	0.50495	227
4931406P16Rik	chr7:34284702-34285609	79	97	176	0.448864	735
4931428F04Rik	chr8:105285256-105285869	90	41	131	0.687023	323
4932438A13Rik	chr3:37052324-37053033	42	78	120	0.35	1288
4933402E13Rik	chrX:62290365-62292078	4	20	24	0.166667	127
4933404O12Rik	chr5:136933739-136937109	56	135	191	0.293194	186
4933408N05Rik	chr8:114347252-114347339	0	13	13	0	29
4933413G19Rik	chr6:128375510-128375599	10	13	23	0.434783	0
4933421O10Rik	chr4:33027139-33030521	55	90	145	0.37931	157
4933426M11Rik	chr12:80877096-80880833	94	58	152	0.618421	962
4933434E20Rik	chr3:90061638-90063341	104	128	232	0.448276	463
4933438K21Rik	chr4:147063366-147064898	8	3	11	0.727273	311
4933439C10Rik	chr11:59505685-59506886	6	11	17	0.352941	52
5031425E22Rik	chr5:23431808-23434353	9	2	11	0.818182	63
5031426D15Rik	chr2:6922702-6928722	3	19	22	0.136364	13
5031439G07Rik	chr15:84955806-84955928	56	70	126	0.444444	374
5330411J11Rik	chr2:59382493-59383954	23	70	93	0.247312	90
5430405H02Rik	chr2:156853431-156854304	32	26	58	0.551724	293
5430416N02Rik	chr5:100429326-100429535	60	57	117	0.512821	129
5530601H04Rik	chrX:105066759-105066877	12	13	25	0.48	128
5730408K05Rik	chr19:8888387-8888770	19	20	39	0.487179	27
5730455P16Rik	chr11:80360492-80364018	11	11	22	0.5	272
5730559C18Rik	chr1:136227514-136227662	8	7	15	0.533333	67
5830415F09Rik	chr4:46389318-46389423	59	70	129	0.457364	170
5830417I10Rik	chr3:88825390-88829371	141	98	239	0.589958	1083
5830418K08Rik	chr9:15357626-15357788	200	225	425	0.470588	977
5830444B04Rik	chr4:155410837-155411812	13	0	13	1	20
5930430L01Rik	chr5:148990056-148993943	29	2	31	0.935484	25
6030440G07Rik	chr12:111013207-111013872	8	27	35	0.228571	11
6030443J06Rik	chr5:22553987-22558171	8	29	37	0.216216	56
6030458C11Rik	chr15:12823561-12823706	307	669	976	0.314549	701
6330408A02Rik	chr7:13258967-13260898	6	5	11	0.545455	54
6330416G13Rik	chr4:63583786-63586353	69	60	129	0.534884	196
6330419J24Rik	chrX:56376030-56378470	3	10	13	0.230769	61
6430562O15Rik	chr13:99411842-99412826	103	96	199	0.517588	188
6720489N17Rik	chr13:62607373-62607499	93	90	183	0.508197	224
6820431F20Rik	chr8:20268286-20272219	164	5	169	0.970414	7283
8030462N17Rik	chr18:77673900-77674684	42	35	77	0.545455	708
8430419L09Rik	chr6:135233979-135236240	38	41	79	0.481013	150
8430429K09Rik	chr11:3471332-3471586	7	10	17	0.411765	14
9030617O03Rik	chr12:100871304-100872610	54	20	74	0.72973	152
9030624G23Rik	chr12:24096843-24097269	6	30	36	0.166667	454
9030624J02Rik	chr7:118838113-118838231	151	98	249	0.606426	865
9130011E15Rik	chr19:45975219-45975275	218	209	427	0.510539	759
9130019O22Rik	chr7:127386774-127387166	26	28	54	0.481481	77
9130023H24Rik	chr7:128234451-128238031	31	15	46	0.673913	88
9130221H12Rik	chr7:25228723-25230264	113	83	196	0.576531	459
9130401M01Rik	chr15:58031984-58032079	170	173	343	0.495627	773
9230114K14Rik	chr5:52196893-52197984	4	7	11	0.363636	42
9330159F19Rik	chr10:29227207-29230779	146	20	166	0.879518	261
9430008C03Rik	chr2:158361405-158361522	91	95	186	0.489247	506
9430015G10Rik	chr4:156125417-156127263	273	306	579	0.471503	662
9430016H08Rik	chr1:57413240-57413387	7	16	23	0.304348	307
9430037G07Rik	chr9:88595325-88598247	9	14	23	0.391304	149
9430038I01Rik	chr7:137410640-137410756	88	111	199	0.442211	171
9530027J09Rik	chrX:48276792-48278190	225	593	818	0.275061	670
9530053A07Rik	chr7:28162591-28162974	7	6	13	0.538462	34
9530068E07Rik	chr11:52406945-52408723	48	68	116	0.413793	319
9530082P21Rik	chr17:23751678-23754065	14	6	20	0.7	65
9530091C08Rik	chr9:68765346-68773322	68	0	68	1	70
9630033F20Rik	chr6:127085116-127088302	609	634	1243	0.489944	1473
9830147E19Rik	chr7:42642480-42642604	136	70	206	0.660194	767
9930014A18Rik	chr15:60822965-60824783	7	5	12	0.583333	88
9930021J03Rik	chr19:29753600-29755017	29	32	61	0.47541	487
9930104L06Rik	chr4:124942583-124944661	95	103	198	0.479798	204
A130010J15Rik	chr1:193174245-193177832	6	23	29	0.206897	95
A130077B15Rik	chr10:122565023-122567377	3	385	388	0.00773196	6913
A230020J21Rik	chr1:191025351-191026569	7	5	12	0.583333	12
A230046K03Rik	chr10:83594171-83596473	229	183	412	0.555825	1417
A230050P20Rik	chr9:20873542-20874307	38	67	105	0.361905	206
A230072C01Rik	chrX:20985979-20987349	40	59	99	0.40404	332
A230073K19Rik	chr7:59281879-59289166	5	14	19	0.263158	224
A230103J11Rik	chr8:85060244-85060460	61	39	100	0.61	357
A330032B11Rik	chr19:37194876-37196541	29	6	35	0.828571	117
A330035P11Rik	chr14:122097939-122098617	3	13	16	0.1875	16
A430005L14Rik	chr4:153961490-153961924	127	119	246	0.51626	531
A430107P09Rik	chr14:53666216-53668335	3	84	87	0.0344828	57
A4galt	chr15:83226722-83228594	11	6	17	0.647059	564
A530054K11Rik	chr13:67623468-67623563	22	26	48	0.458333	341
A630072M18Rik	chr5:20950989-20956398	5	22	27	0.185185	86
A630075F10Rik	chr2:170061240-170062921	3	37	40	0.075	15
A630089N07Rik	chr16:98082346-98082439	425	179	604	0.703642	5095
A730017L22Rik	chr2:130872541-130874442	25	56	81	0.308642	348
A730036I17Rik	chr2:129231809-129233785	10	7	17	0.588235	84
A730082K24Rik	chr7:114948650-114948921	11	0	11	1	33
A830018L16Rik	chr1:11596151-11601821	31	30	61	0.508197	64
A830080D01Rik	chrX:159592071-159593081	75	0	75	1	624
A930004D18Rik	chr2:18025189-18028238	33	70	103	0.320388	223
A930011O12Rik	chr14:64590273-64593961	14	15	29	0.482759	140
A930013F10Rik	chr8:22634384-22636809	18	8	26	0.692308	65
A930016O22Rik	chr7:19417466-19419553	0	34	34	0	19
AA414768	chrX:12936873-12938541	9	8	17	0.529412	134
AA465934	chr11:83291967-83292097	8	43	51	0.156863	82
AA543186	chr2:25327450-25328721	0	12	12	0	8
AA987161	chr13:67589439-67593915	8	12	20	0.4	355
Aaas	chr15:102339944-102340068	82	93	175	0.468571	1084
Aacs	chr5:125516216-125517403	125	103	228	0.548246	538
Aagab	chr9:63640207-63641889	105	93	198	0.530303	574
Aak1	chr6:86987204-87003227	73	94	167	0.437126	663
Aamp	chr1:74282027-74282171	177	140	317	0.55836	2329
Aar2	chr2:156566865-156568972	91	89	180	0.505556	471
Aard	chr15:52044799-52045722	554	298	852	0.650235	1470
Aars	chr8:111055019-111055569	1945	844	2789	0.697383	8949
Aars2	chr17:45520286-45520843	187	204	391	0.478261	678
Aarsd1	chr11:101417350-101417433	157	197	354	0.443503	886
Aasdh	chr5:76901918-76902185	140	102	242	0.578512	260
Aasdhppt	chr9:4308694-4308919	48	34	82	0.585366	844
Aass	chr6:23077079-23077174	6	34	40	0.15	77
Aatf	chr11:84513292-84513501	84	93	177	0.474576	639
Abca1	chr4:53084384-53084560	51	94	145	0.351724	812
Abca3	chr17:24409269-24410204	23	24	47	0.489362	216
Abca5	chr11:110311311-110311458	3	8	11	0.272727	156
Abcb10	chr8:123982402-123983122	237	120	357	0.663866	469
Abcb1a	chr5:8747355-8748570	13	172	185	0.0702703	541
Abcb1b	chr5:8865750-8866314	105	174	279	0.376344	556
Abcb6	chr1:75179570-75180283	59	54	113	0.522124	380
Abcb7	chrX:104413657-104413846	62	182	244	0.254098	1251
Abcb8	chr5:24408568-24408818	69	77	146	0.472603	570
Abcc1	chr16:14473460-14474878	82	33	115	0.713043	369
Abcc10	chr17:46323693-46325766	111	38	149	0.744966	279
Abcc3	chr11:94350936-94351102	49	0	49	1	119
Abcc4	chr14:118706036-118706219	178	400	578	0.307958	1233
Abcc5	chr16:20405389-20405544	317	387	704	0.450284	2609
Abcd3	chr3:121796449-121796485	285	376	661	0.431165	846
Abcd4	chr12:84613905-84614044	103	37	140	0.735714	462
Abce1	chr8:79683442-79685277	482	312	794	0.607053	5860
Abcf1	chr17:35963321-35963392	73	73	146	0.5	3065
Abcf2	chr5:24565341-24566003	115	139	254	0.452756	2863
Abcf3	chr16:20551806-20551862	20	18	38	0.526316	651
Abcg2	chr6:58684333-58684457	31	30	61	0.508197	966
Abhd1	chr5:30954816-30955095	7	12	19	0.368421	139
Abhd10	chr16:45742777-45742955	52	54	106	0.490566	214
Abhd11	chr5:135011887-135012175	198	167	365	0.542466	593
Abhd11os	chr5:135012122-135012332	0	11	11	0	47
Abhd12	chr2:150846244-150846363	102	65	167	0.610778	370
Abhd13	chr8:9987385-9992154	35	36	71	0.492958	265
Abhd14a	chr9:106445526-106445834	67	90	157	0.426752	213
Abhd16a	chr17:35102670-35102987	20	15	35	0.571429	248
Abhd17a	chr10:80586515-80587030	38	40	78	0.487179	540
Abhd17b	chr19:21684098-21685637	11	9	20	0.55	327
Abhd17c	chr7:84109356-84110801	80	68	148	0.540541	585
Abhd2	chr7:79359960-79361601	50	26	76	0.657895	224
Abhd4	chr14:54267768-54269169	259	182	441	0.587302	819
Abi1	chr2:22953435-22953611	115	98	213	0.539906	1146
Abi2	chr1:60476740-60481163	12	9	21	0.571429	467
Abi3	chr11:95830072-95832876	7	4	11	0.636364	59
Abl2	chr1:156640993-156649619	265	214	479	0.553236	1162
Ablim1	chr19:57044881-57044972	20	14	34	0.588235	146
Abr	chr11:76508888-76509419	143	193	336	0.425595	1218
Abracl	chr10:18023067-18023252	82	45	127	0.645669	351
Abtb1	chr6:88841769-88841935	64	69	133	0.481203	318
Abtb2	chr2:103710676-103710854	7	5	12	0.583333	117
Acaa1a	chr9:119349958-119350295	20	7	27	0.740741	483
Acaa2	chr18:74801297-74801367	29	256	285	0.101754	359
Acaca	chr11:84399560-84401651	405	236	641	0.631825	1728
Acacb	chr5:114249494-114250758	138	36	174	0.793103	482
Acad10	chr5:121645369-121645510	32	11	43	0.744186	153
Acad11	chr9:104126582-104127646	33	45	78	0.423077	254
Acad12	chr5:121607896-121608036	21	7	28	0.75	88
Acad9	chr3:36090831-36092857	92	78	170	0.541176	849
Acadl	chr1:66863173-66863309	214	170	384	0.557292	630
Acadm	chr3:153944396-153944643	227	528	755	0.300662	1522
Acads	chr5:115113064-115113213	133	172	305	0.436066	715
Acadsb	chr7:131444237-131446211	120	156	276	0.434783	446
Acadvl	chr11:70012958-70013083	18	14	32	0.5625	282
Acap2	chr16:31092413-31096446	16	36	52	0.307692	892
Acap3	chr4:155905813-155907251	74	46	120	0.616667	408
Acat1	chr9:53591968-53592111	2	7	9	0.222222	74
Acat2	chr17:12947357-12947479	205	147	352	0.582386	1263
Acat3	chr17:12927338-12927460	417	279	696	0.599138	1876
Acbd3	chr1:180752159-180754204	15	17	32	0.46875	565
Acbd4	chr11:103111542-103112199	17	14	31	0.548387	80
Acbd5	chr2:23112505-23114512	107	82	189	0.566138	334
Acbd6	chr1:155686949-155687233	30	41	71	0.422535	310
Accs	chr2:93842919-93842988	4	7	11	0.363636	47
Accsl	chr2:93865682-93866229	10	11	21	0.47619	93
Acd	chr8:105700703-105700839	112	53	165	0.678788	330
Acer1	chr17:56953490-56955247	6	2	8	0.75	25
Acer2	chr4:86932032-86932490	118	164	282	0.41844	358
Acer3	chr7:98309348-98309527	20	5	25	0.8	199
Acin1	chr14:54679241-54679352	578	584	1162	0.497418	3309
Acly	chr11:100523440-100523621	1187	1185	2372	0.500422	6717
Acn9	chr6:7038854-7039220	11	8	19	0.578947	80
Acnat1	chr4:49443532-49447910	0	14	14	0	73
Aco1	chr4:40197554-40199009	299	369	668	0.447605	915
Aco2	chr15:81914628-81915137	394	331	725	0.543448	4531
Acot1	chr12:84016780-84017669	5	3	8	0.625	48
Acot13	chr13:24831226-24831489	27	55	82	0.329268	94
Acot2	chr12:83992502-83993875	6	5	11	0.545455	70
Acot7	chr4:152186134-152186385	3	14	17	0.176471	722
Acot8	chr2:164799720-164799945	23	27	50	0.46	189
Acot9	chrX:155295683-155295768	59	0	59	1	309
Acox1	chr11:116198596-116199045	64	89	153	0.418301	470
Acox3	chr5:35612015-35613801	48	158	206	0.23301	296
Acp1	chr12:30893326-30895953	395	259	654	0.603976	2038
Acp2	chr2:91210607-91214098	26	24	50	0.52	299
Acp5	chr9:22129863-22130129	84	26	110	0.763636	286
Acp6	chr3:97176331-97176576	93	81	174	0.534483	2258
Acsf2	chr11:94571562-94571680	29	68	97	0.298969	203
Acsf3	chr8:122817392-122817881	62	51	113	0.548673	209
Acsl1	chr8:46534340-46536050	87	74	161	0.540373	455
Acsl3	chr1:78706258-78707743	79	91	170	0.464706	722
Acsl4	chrX:142350960-142351137	49	97	146	0.335616	631
Acsl5	chr19:55295373-55295522	17	11	28	0.607143	140
Acsm3	chr7:119784274-119784896	17	22	39	0.435897	74
Acss1	chr2:150638364-150638539	435	196	631	0.689382	829
Actb	chr5:142903116-142903941	203	303	506	0.401186	22469
Actg1	chr11:120348425-120348484	2499	1766	4265	0.585932	26993
Actl6a	chr3:32725247-32725333	436	849	1285	0.3393	2374
Actn1	chr12:80178302-80178452	870	499	1369	0.6355	4361
Actn4	chr7:28918954-28919068	996	983	1979	0.503284	6422
Actr10	chr12:70961867-70964717	272	106	378	0.719577	1059
Actr1a	chr19:46384220-46384345	246	226	472	0.521186	1185
Actr1b	chr1:36700337-36700377	83	89	172	0.482558	978
Actr2	chr11:20094230-20094445	656	740	1396	0.469914	5138
Actr3	chr1:125435285-125435727	191	202	393	0.486005	2062
Actr3b	chr5:25849851-25850341	18	22	40	0.45	86
Actr5	chr2:158638633-158639211	40	58	98	0.408163	152
Actr6	chr10:89726637-89726760	43	78	121	0.355372	251
Actr8	chr14:29991592-29991755	55	43	98	0.561224	499
Acvr1b	chr15:101210737-101212601	3	6	9	0.333333	423
Acvr2a	chr2:48893507-48893652	5	3	8	0.625	260
Acvr2b	chr9:119428201-119428568	10	4	14	0.714286	114
Acy1	chr9:106437629-106437737	49	38	87	0.563218	388
Acyp1	chr12:85272398-85272827	6	7	13	0.461538	63
Acyp2	chr11:30649301-30649396	8	12	20	0.4	50
Ada	chr2:163731105-163731232	8	3	11	0.727273	62
Adad2	chr8:119615933-119616176	23	10	33	0.69697	110
Adal	chr2:121155335-121156680	6	12	18	0.333333	344
Adam10	chr9:70778000-70780229	29	38	67	0.432836	430
Adam15	chr3:89347869-89347945	5	14	19	0.263158	106
Adam17	chr12:21373336-21373632	204	123	327	0.623853	771
