gene	coord	190minus1_CAST	190minus1_129S1	190minus1_total	190minus1_CAST/all	190minus1_htseqCount
2810025M15Rik	chr1:157419869-157420236	127	136	263	0.48289	471
2810403A07Rik	chr3:88711630-88712933	34	29	63	0.539683	354
2810408A11Rik	chr11:69899517-69899588	6	5	11	0.545455	28
2810408I11Rik	chr1:64690464-64690659	9	19	28	0.321429	43
2810408M09Rik	chr2:165490112-165491711	9	22	31	0.290323	48
2810417H13Rik	chr9:65893372-65893534	2	6	8	0.25	76
2810428I15Rik	chr8:70506662-70506739	30	21	51	0.588235	254
2810474O19Rik	chr6:149334592-149335663	86	72	158	0.544304	884
2900041M22Rik	chr11:117612262-117613417	6	23	29	0.206897	24
2900076A07Rik	chr7:81531211-81531498	29	20	49	0.591837	29
2900097C17Rik	chr2:156388063-156392979	21	18	39	0.538462	527
3010026O09Rik	chr11:50199536-50200115	15	16	31	0.483871	89
3110040N11Rik	chr7:81789355-81789453	123	44	167	0.736527	140
3110043O21Rik	chr4:35218414-35218916	13	19	32	0.40625	155
3110082I17Rik	chr5:139460469-139460534	199	133	332	0.599398	201
3632451O06Rik	chr14:49772862-49774239	3	8	11	0.272727	37
3830406C13Rik	chr14:12301148-12303231	0	10	10	0	51
4833420G17Rik	chr13:119485727-119486117	134	81	215	0.623256	210
4833439L19Rik	chr13:54565182-54565382	114	206	320	0.35625	416
4921524J17Rik	chr8:85408759-85409890	18	14	32	0.5625	222
4930404N11Rik	chr10:81364742-81364980	15	21	36	0.416667	66
4930414L22Rik	chr6:72438683-72440615	40	41	81	0.493827	63
4930427A07Rik	chr12:113163053-113165458	92	39	131	0.70229	238
4930429B21Rik	chr3:32365489-32367438	6	8	14	0.428571	12
4930447C04Rik	chr12:72916674-72916730	23	42	65	0.353846	164
4930452B06Rik	chr14:8558034-8558190	33	18	51	0.647059	126
4930453N24Rik	chr16:64768924-64769162	10	17	27	0.37037	134
4930461G14Rik	chr9:58469145-58469623	8	19	27	0.296296	24
4930470H14Rik	chr17:4081830-4082995	9	12	21	0.428571	108
4930483K19Rik	chr10:76545871-76546800	5	7	12	0.416667	31
4930500J02Rik	chr2:104567861-104568230	173	202	375	0.461333	308
4930502E18Rik	chrX:53737666-53738222	16	13	29	0.551724	56
4930503L19Rik	chr18:70471673-70471979	105	121	226	0.464602	175
4930506C21Rik	chr17:8297029-8297243	33	49	82	0.402439	131
4930511M06Rik	chr18:57546014-57548375	23	13	36	0.638889	49
4930513N10Rik	chr8:95806830-95809180	21	15	36	0.583333	21
4930528D03Rik	chr13:59733936-59734838	0	32	32	0	14
4930579G24Rik	chr3:79631129-79632819	14	8	22	0.636364	50
4931406C07Rik	chr9:15297843-15297941	7	19	26	0.269231	121
4931406P16Rik	chr7:34256412-34256570	21	34	55	0.381818	223
4932438A13Rik	chr3:37052324-37053033	5	12	17	0.294118	466
4933404O12Rik	chr5:136933739-136937109	29	61	90	0.322222	109
4933421O10Rik	chr4:33027139-33030521	10	6	16	0.625	14
4933426M11Rik	chr12:80877096-80880833	49	26	75	0.653333	404
4933434E20Rik	chr3:90061638-90063341	76	78	154	0.493506	253
5031439G07Rik	chr15:84955806-84955928	48	33	81	0.592593	246
5430405H02Rik	chr2:156853431-156854304	14	16	30	0.466667	134
5430416N02Rik	chr5:100429326-100429535	110	65	175	0.628571	143
5530601H04Rik	chrX:105066759-105066877	11	3	14	0.785714	63
5730455P16Rik	chr11:80360492-80364018	4	6	10	0.4	162
5830415F09Rik	chr4:46382059-46382685	11	17	28	0.392857	45
5830417I10Rik	chr3:88825390-88829371	50	40	90	0.555556	402
5830418K08Rik	chr9:15341441-15341624	122	107	229	0.532751	475
6030458C11Rik	chr15:12819904-12821553	95	178	273	0.347985	202
6330416G13Rik	chr4:63583786-63586353	136	149	285	0.477193	236
6430562O15Rik	chr13:99411842-99412826	59	55	114	0.517544	63
6720489N17Rik	chr13:62603015-62605380	14	2	16	0.875	51
6820431F20Rik	chr8:20268286-20272219	104	1	105	0.990476	4039
8030462N17Rik	chr18:77673900-77674684	21	21	42	0.5	297
8430419L09Rik	chr6:135233979-135236240	8	9	17	0.470588	116
9030624G23Rik	chr12:24043202-24044854	16	35	51	0.313725	232
9030624J02Rik	chr7:118838113-118838231	61	76	137	0.445255	386
9130011E15Rik	chr19:45975219-45975275	52	37	89	0.58427	173
9130019O22Rik	chr7:127382260-127385630	12	0	12	1	26
9130221H12Rik	chr7:25228723-25230264	49	52	101	0.485149	251
9130401M01Rik	chr15:58031984-58032079	135	85	220	0.613636	450
9430008C03Rik	chr2:158361405-158361522	19	30	49	0.387755	128
9430015G10Rik	chr4:156125417-156127263	119	170	289	0.411765	285
9430016H08Rik	chr1:57413240-57413387	6	10	16	0.375	125
9430038I01Rik	chr7:137375569-137376351	6	6	12	0.5	32
9530027J09Rik	chrX:48276792-48278190	156	208	364	0.428571	267
9530068E07Rik	chr11:52406945-52408723	55	43	98	0.561224	181
9530091C08Rik	chr9:68765346-68773322	22	0	22	1	28
9630033F20Rik	chr6:127085116-127088302	161	177	338	0.476331	373
9830147E19Rik	chr7:42616233-42616359	27	4	31	0.870968	214
9930021J03Rik	chr19:29753600-29755017	6	5	11	0.545455	228
9930104L06Rik	chr4:124942583-124944661	8	14	22	0.363636	78
A130077B15Rik	chr10:122565023-122567377	0	42	42	0	457
A230046K03Rik	chr10:83594171-83596473	164	110	274	0.59854	739
A230050P20Rik	chr9:20873542-20874307	27	24	51	0.529412	78
A230072C01Rik	chrX:20985979-20987349	26	18	44	0.590909	122
A230103J11Rik	chr8:85060244-85060460	54	28	82	0.658537	243
A2m	chr6:121675119-121675246	6	4	10	0.6	78
A330032B11Rik	chr19:37194876-37196541	7	1	8	0.875	43
A430005L14Rik	chr4:153961490-153961924	42	49	91	0.461538	209
A530054K11Rik	chr13:67623468-67623563	6	4	10	0.6	159
A630089N07Rik	chr16:98062512-98064238	20	12	32	0.625	298
A730017L22Rik	chr2:130872541-130874442	2	20	22	0.0909091	39
A830018L16Rik	chr1:11596151-11601821	8	3	11	0.727273	32
A830080D01Rik	chrX:159592071-159593081	59	0	59	1	395
AA465934	chr11:83291967-83292097	8	44	52	0.153846	65
Aaas	chr15:102339944-102340068	71	57	128	0.554688	649
Aacs	chr5:125516216-125517403	50	73	123	0.406504	212
Aaed1	chr13:64291836-64292228	6	13	19	0.315789	108
Aagab	chr9:63640207-63641889	60	55	115	0.521739	365
Aak1	chr6:86987204-87003227	7	10	17	0.411765	216
Aamdc	chr7:97558131-97558226	7	11	18	0.388889	35
Aamp	chr1:74282027-74282171	64	61	125	0.512	814
Aar2	chr2:156566865-156568972	15	16	31	0.483871	110
Aard	chr15:52044799-52045722	285	209	494	0.576923	643
Aars	chr8:111055019-111055569	1555	693	2248	0.691726	5307
Aars2	chr17:45520286-45520843	57	74	131	0.435115	217
Aarsd1	chr11:101417103-101417234	100	133	233	0.429185	483
Aasdh	chr5:76901918-76902185	68	74	142	0.478873	164
Aasdhppt	chr9:4308694-4308919	28	24	52	0.538462	440
Aatf	chr11:84510199-84510417	44	28	72	0.611111	214
Abca1	chr4:53042314-53042434	2	10	12	0.166667	224
Abca3	chr17:24409269-24410204	16	10	26	0.615385	152
Abcb10	chr8:123982402-123983122	154	29	183	0.84153	256
Abcb1a	chr5:8738695-8738892	1	16	17	0.0588235	118
Abcb1b	chr5:8865750-8866314	20	45	65	0.307692	149
Abcb6	chr1:75179570-75180283	23	24	47	0.489362	130
Abcb7	chrX:104413657-104413846	87	94	181	0.480663	749
Abcb8	chr5:24406668-24406801	13	30	43	0.302326	165
Abcc1	chr16:14473460-14474878	66	42	108	0.611111	271
Abcc4	chr14:118654150-118654374	78	101	179	0.435754	427
Abcc5	chr16:20405389-20405544	102	144	246	0.414634	746
Abcd3	chr3:121796449-121796485	144	167	311	0.463023	281
Abcd4	chr12:84613905-84614044	137	65	202	0.678218	444
Abce1	chr8:79683442-79685277	268	166	434	0.617512	2706
Abcf1	chr17:35963321-35963392	26	29	55	0.472727	902
Abcf2	chr5:24565341-24566003	46	49	95	0.484211	872
Abcf3	chr16:20551806-20551862	8	15	23	0.347826	287
Abcg2	chr6:58684333-58684457	7	7	14	0.5	215
Abhd10	chr16:45742777-45742955	28	52	80	0.35	167
Abhd11	chr5:135011887-135012175	89	56	145	0.613793	205
Abhd12	chr2:150904357-150904731	41	32	73	0.561644	190
Abhd13	chr8:9987385-9992154	12	22	34	0.352941	130
Abhd14a	chr9:106445526-106445834	58	51	109	0.53211	127
Abhd17a	chr10:80586515-80587030	32	18	50	0.64	210
Abhd17c	chr7:84109356-84110801	44	30	74	0.594595	258
Abhd2	chr7:79359960-79361601	3	8	11	0.272727	95
Abhd4	chr14:54267768-54269169	169	81	250	0.676	404
Abi1	chr2:22953435-22953611	51	51	102	0.5	446
Abi2	chr1:60476740-60481163	11	9	20	0.55	207
Abi3	chr11:95830072-95832876	24	6	30	0.8	63
Abl2	chr1:156640993-156649619	53	73	126	0.420635	411
Ablim2	chr5:35857128-35857180	9	3	12	0.75	76
Abr	chr11:76478995-76479180	62	50	112	0.553571	370
Abracl	chr10:18023067-18023252	32	41	73	0.438356	215
Abtb1	chr6:88841769-88841935	28	37	65	0.430769	188
Acaa1a	chr9:119349958-119350295	7	1	8	0.875	226
Acaa2	chr18:74801297-74801367	39	147	186	0.209677	218
Acaca	chr11:84399560-84401651	124	100	224	0.553571	631
Acacb	chr5:114249494-114250758	60	32	92	0.652174	223
Acad11	chr9:104126582-104127646	22	36	58	0.37931	140
Acad12	chr5:121607360-121607497	16	3	19	0.842105	46
Acad9	chr3:36090831-36092857	35	27	62	0.564516	308
Acadl	chr1:66863173-66863309	121	92	213	0.568075	299
Acadm	chr3:153944396-153944643	138	297	435	0.317241	741
Acads	chr5:115113064-115113213	110	90	200	0.55	492
Acadsb	chr7:131444237-131446211	75	107	182	0.412088	255
Acadvl	chr11:70012958-70013083	7	6	13	0.538462	128
Acap2	chr16:31092413-31096446	12	20	32	0.375	362
Acat1	chr9:53591968-53592111	7	8	15	0.466667	70
Acat2	chr17:12947357-12947479	185	121	306	0.604575	703
Acat3	chr17:12927338-12927460	225	153	378	0.595238	938
Acbd3	chr1:180752159-180754204	10	5	15	0.666667	252
Acbd4	chr11:103106095-103106234	17	21	38	0.447368	71
Acbd5	chr2:23112505-23114512	72	76	148	0.486486	184
Acbd6	chr1:155686949-155687233	20	34	54	0.37037	183
Acd	chr8:105700703-105700839	46	26	72	0.638889	138
Acer2	chr4:86932032-86932490	31	24	55	0.563636	87
Acer3	chr7:98257696-98257777	12	5	17	0.705882	163
Acin1	chr14:54679241-54679352	238	241	479	0.496868	1082
Acly	chr11:100523440-100523621	709	727	1436	0.493733	3510
Acn9	chr6:7038854-7039220	10	6	16	0.625	47
Aco1	chr4:40197554-40199009	182	169	351	0.518519	417
Aco2	chr15:81914628-81915137	301	251	552	0.54529	2812
Acot1	chr12:84016780-84017669	20	6	26	0.769231	73
Acot13	chr13:24831226-24831489	20	92	112	0.178571	127
Acot2	chr12:83992502-83993875	17	15	32	0.53125	64
Acot7	chr4:152186134-152186385	4	13	17	0.235294	283
Acot8	chr2:164799720-164799945	22	17	39	0.564103	108
Acot9	chrX:155295683-155295768	68	0	68	1	298
Acox1	chr11:116178682-116178844	22	35	57	0.385965	192
Acox3	chr5:35612015-35613801	0	10	10	0	77
Acp1	chr12:30893326-30895953	226	138	364	0.620879	1059
Acp2	chr2:91210607-91214098	6	4	10	0.6	125
Acp5	chr9:22129863-22130129	66	40	106	0.622642	180
Acp6	chr3:97171642-97171742	54	71	125	0.432	1369
Acsf2	chr11:94571271-94571436	32	133	165	0.193939	249
Acsf3	chr8:122817392-122817881	10	9	19	0.526316	78
Acsl1	chr8:46534340-46536050	92	37	129	0.713178	367
Acsl3	chr1:78706258-78707743	132	117	249	0.53012	772
Acsl4	chrX:142350960-142351137	94	60	154	0.61039	491
Acsl5	chr19:55295373-55295522	12	10	22	0.545455	140
Acss1	chr2:150638364-150638539	133	115	248	0.53629	300
Acss2	chr2:155549476-155549579	3	5	8	0.375	194
Actb	chr5:142903116-142903941	36	46	82	0.439024	5346
Actg1	chr11:120348425-120348484	879	632	1511	0.581734	9040
Actl6a	chr3:32725247-32725333	160	399	559	0.286225	918
Actn1	chr12:80178302-80178452	343	191	534	0.642322	1433
Actn4	chr7:28918954-28919068	315	269	584	0.539384	1696
Actr10	chr12:70961867-70964717	155	79	234	0.662393	588
Actr1a	chr19:46384220-46384345	157	138	295	0.532203	568
Actr1b	chr1:36700337-36700377	58	60	118	0.491525	443
Actr2	chr11:20094230-20094445	349	428	777	0.449163	2524
Actr3	chr1:125435285-125435727	121	115	236	0.512712	1153
Actr3b	chr5:25849851-25850341	5	3	8	0.625	66
Actr5	chr2:158638633-158639211	23	45	68	0.338235	102
Actr6	chr10:89726637-89726760	33	49	82	0.402439	163
Actr8	chr14:29992961-29993221	35	37	72	0.486111	296
Acy1	chr9:106437629-106437737	33	26	59	0.559322	199
Acy3	chr19:3988606-3988715	5	6	11	0.454545	25
Acyp1	chr12:85272398-85272827	14	23	37	0.378378	80
Ada	chr2:163730298-163730399	5	6	11	0.454545	32
Adam10	chr9:70778000-70780229	22	20	42	0.52381	244
Adam17	chr12:21373336-21373632	124	68	192	0.645833	389
Adam19	chr11:46143792-46147347	205	205	410	0.5	673
Adam23	chr1:63592608-63596515	23	70	93	0.247312	228
Adam9	chr8:24990267-24990400	26	22	48	0.541667	166
Adar	chr3:89750929-89753455	22	33	55	0.4	282
Adat2	chr10:13560114-13560264	18	16	34	0.529412	87
Adck1	chr12:88446641-88446757	7	6	13	0.538462	120
Adck4	chr7:27257223-27257949	28	14	42	0.666667	82
Add1	chr5:34630470-34632305	135	173	308	0.438312	730
Adh5	chr3:138455085-138455499	831	844	1675	0.496119	2139
Adi1	chr12:28680966-28682174	366	203	569	0.643234	533
Adipor1	chr1:134431530-134432341	59	71	130	0.453846	730
Adipor2	chr6:119353150-119355928	95	93	188	0.505319	606
Adk	chr14:21447814-21448569	49	47	96	0.510417	185
Adnp2	chr18:80127135-80130994	59	82	141	0.41844	263
Ado	chr10:67544511-67548955	60	65	125	0.48	241
Adpgk	chr9:59314731-59316200	96	121	217	0.442396	391
Adprhl2	chr4:126317720-126317904	14	25	39	0.358974	204
Adprm	chr11:67051681-67051778	45	24	69	0.652174	139
Adrb3	chr8:27227257-27228750	2	6	8	0.25	140
Adrbk1	chr19:4289313-4289413	22	27	49	0.44898	368
Adrm1	chr2:180171588-180171688	5	9	14	0.357143	612
Adsl	chr15:80968662-80970947	85	158	243	0.349794	391
Adss	chr1:177796212-177796509	207	206	413	0.501211	1017
Adssl1	chr12:112640958-112641355	108	30	138	0.782609	223
Aebp2	chr6:140650756-140655481	85	55	140	0.607143	634
Aen	chr7:78907144-78908833	126	83	209	0.602871	718
Aes	chr10:81565472-81566371	236	262	498	0.473896	1532
Aff1	chr5:103850702-103855322	272	279	551	0.493648	782
Aff4	chr11:53415388-53421830	168	205	373	0.450402	950
Afg3l1	chr8:123501848-123503916	228	116	344	0.662791	863
Afg3l2	chr18:67448888-67449136	127	177	304	0.417763	608
Afmid	chr11:117838493-117839908	6	9	15	0.4	41
Aftph	chr11:20725685-20727639	22	30	52	0.423077	278
Aga	chr8:53520237-53520344	79	24	103	0.76699	207
Agap1	chr1:89888691-89895282	8	14	22	0.363636	200
Agap3	chr5:24501397-24502047	11	11	22	0.5	196
Agfg1	chr1:82894999-82896275	256	381	637	0.401884	753
Agfg2	chr5:137667681-137667774	71	50	121	0.586777	272
Aggf1	chr13:95370757-95370959	103	99	202	0.509901	298
Agl	chr3:116779256-116779380	16	15	31	0.516129	177
Ago1	chr4:126453558-126453691	103	78	181	0.569061	439
Ago2	chr15:73128324-73128460	74	73	147	0.503401	746
Agpat1	chr17:34612253-34613449	29	37	66	0.439394	413
Agpat2	chr2:26596291-26596466	18	13	31	0.580645	196
Agpat3	chr10:78284189-78284350	32	34	66	0.484848	260
Agpat4	chr17:12218985-12219640	71	44	115	0.617391	313
Agpat5	chr8:18881738-18884413	36	55	91	0.395604	353
Agpat6	chr8:23190716-23191692	20	25	45	0.444444	228
Agps	chr2:75925922-75931350	36	62	98	0.367347	980
Agrn	chr4:156197214-156197488	547	441	988	0.553644	1360
Agtrap	chr4:148087917-148088064	111	125	236	0.470339	532
Ahctf1	chr1:179781643-179781783	202	244	446	0.452915	1001
Ahcy	chr2:155074365-155074497	181	203	384	0.471354	3029
Ahcyl2	chr6:29909040-29912310	38	40	78	0.487179	184
Ahdc1	chr4:133061376-133066277	27	27	54	0.5	316
Ahnak	chr19:9001699-9019196	11	16	27	0.407407	339
Ahsa2	chr11:23496691-23496881	34	39	73	0.465753	288
AI314180	chr4:58864347-58864428	26	20	46	0.565217	435
AI413582	chr17:27563769-27564016	20	18	38	0.526316	55
AI414108	chr9:27352685-27357543	87	56	143	0.608392	219
AI506816	chr5:23710017-23710408	8	12	20	0.4	21
AI597479	chr1:43113186-43115946	20	32	52	0.384615	180
AI661453	chr17:47469276-47470638	37	25	62	0.596774	154
AI837181	chr19:5425937-5427316	10	10	20	0.5	97
AI846148	chr19:7382672-7383026	21	9	30	0.7	176
AI987944	chr7:41376746-41376872	12	11	23	0.521739	71
Aida	chr1:183322489-183324501	42	57	99	0.424242	225
Aifm2	chr10:61739028-61739260	25	40	65	0.384615	154
Aig1	chr10:13868618-13868830	23	21	44	0.522727	43
Aim1l	chr4:134092050-134092209	35	23	58	0.603448	166
Aim2	chr1:173464971-173466036	191	50	241	0.792531	221
Aimp1	chr3:132683793-132683879	80	74	154	0.519481	614
Aimp2	chr5:143909581-143909839	18	23	41	0.439024	160
Aip	chr19:4115320-4115496	21	23	44	0.477273	219
Ajuba	chr14:54567469-54569056	95	54	149	0.637584	235
AK010878	chr12:102757541-102757810	29	6	35	0.828571	84
Ak2	chr4:129010563-129011529	259	139	398	0.650754	1275
Ak4	chr4:101463553-101467771	190	187	377	0.503979	355
Ak6	chr13:100664051-100664196	58	59	117	0.495726	96
Ak7	chr12:105781671-105782447	143	28	171	0.836257	260
Akap1	chr11:88844259-88845865	194	174	368	0.527174	847
Akap10	chr11:61915024-61915581	18	27	45	0.4	165
Akap11	chr14:78522591-78522702	67	65	132	0.507576	445
Akap12	chr10:4358478-4359471	1260	1159	2419	0.520876	3477
Akap2	chr4:57892869-57896984	44	56	100	0.44	187
Akap7	chr10:25283893-25284041	21	36	57	0.368421	89
Akap8	chr17:32303676-32305706	20	19	39	0.512821	646
Akap9	chr5:4077828-4077967	17	23	40	0.425	233
Akip1	chr7:109711750-109712181	23	16	39	0.589744	104
Akirin1	chr4:123749948-123750299	39	28	67	0.58209	311
Akirin2	chr4:34566215-34566908	55	50	105	0.52381	306
Akr1a1	chr4:116641858-116641977	220	195	415	0.53012	2566
Akr1b10	chr6:34396612-34396949	9	9	18	0.5	41
Akr1b3	chr6:34317340-34317489	595	581	1176	0.505952	0
Akr1b8	chr6:34364237-34364318	10	34	44	0.227273	66
Akr1e1	chr13:4595071-4595154	7	14	21	0.333333	118
Akr7a5	chr4:139318092-139318786	22	54	76	0.289474	157
Akt1	chr12:112659129-112659276	63	32	95	0.663158	291
Akt1s1	chr7:44854592-44855421	8	11	19	0.421053	152
Akt2	chr7:27638062-27639453	59	57	116	0.508621	441
Aktip	chr8:91129600-91129805	29	20	49	0.591837	314
Alad	chr4:62514074-62514260	39	44	83	0.46988	196
Alas1	chr9:106241116-106241338	14	20	34	0.411765	208
Aldh16a1	chr7:45154392-45154538	89	83	172	0.517442	430
Aldh18a1	chr19:40586127-40586192	372	315	687	0.541485	829
Aldh1l1	chr6:90598887-90599171	46	60	106	0.433962	204
Aldh1l2	chr10:83487447-83490634	23	12	35	0.657143	162
Aldh2	chr5:121593362-121593824	616	553	1169	0.526946	1667
Aldh3a2	chr11:61266854-61267127	177	119	296	0.597973	320
Aldh4a1	chr4:139648158-139649691	116	140	256	0.453125	255
Aldh6a1	chr12:84442071-84442145	76	46	122	0.622951	279
Aldh7a1	chr18:56562033-56562298	219	172	391	0.560102	471
Aldh9a1	chr1:167367405-167368530	217	169	386	0.562176	814
