gene	coord	109minus1_CAST	109minus1_129S1	109minus1_total	109minus1_CAST/all	109minus1_htseqCount
2610002J02Rik	chr4:155256135-155256687	9	12	21	0.428571	50
2610002M06Rik	chrX:107790736-107790779	5	4	9	0.555556	56
2610301B20Rik	chr4:10897899-10899423	28	45	73	0.383562	107
2610305D13Rik	chr4:147615280-147615406	120	34	154	0.779221	1606
2610318N02Rik	chr16:17113398-17113626	11	3	14	0.785714	175
2610507B11Rik	chr11:78289804-78290625	217	196	413	0.525424	1576
2610524H06Rik	chr5:114823313-114823468	27	97	124	0.217742	122
2700029M09Rik	chr8:60905548-60905720	69	45	114	0.605263	320
2700038G22Rik	chr5:23853767-23855033	34	114	148	0.22973	95
2700049A03Rik	chr12:71242944-71243303	44	43	87	0.505747	204
2700060E02Rik	chr14:19822566-19822690	217	184	401	0.541147	1616
2700062C07Rik	chr18:24477269-24477767	24	21	45	0.533333	102
2700089E24Rik	chr6:133105239-133107750	1	11	12	0.0833333	60
2700097O09Rik	chr12:55079981-55080110	11	5	16	0.6875	95
2700099C18Rik	chr17:94774892-94775129	5	15	20	0.25	59
2810004N23Rik	chr8:124860946-124861271	421	276	697	0.604017	688
2810006K23Rik	chr5:124340609-124341852	5	6	11	0.454545	94
2810008D09Rik	chr11:117078776-117078955	81	114	195	0.415385	98
2810013P06Rik	chr8:123042575-123044602	10	2	12	0.833333	64
2810025M15Rik	chr1:157419869-157420236	96	108	204	0.470588	304
2810403A07Rik	chr3:88711630-88712933	11	18	29	0.37931	217
2810408M09Rik	chr2:165490112-165491711	8	37	45	0.177778	68
2810417H13Rik	chr9:65893372-65893534	4	11	15	0.266667	79
2810428I15Rik	chr8:70506662-70506739	33	16	49	0.673469	300
2810474O19Rik	chr6:149334592-149335663	48	30	78	0.615385	822
2900011O08Rik	chr16:14099793-14101494	7	15	22	0.318182	59
2900041M22Rik	chr11:117612262-117613417	4	21	25	0.16	24
2900097C17Rik	chr2:156388063-156392979	16	20	36	0.444444	465
3010026O09Rik	chr11:50199536-50200115	10	14	24	0.416667	72
3110040N11Rik	chr7:81789355-81789453	63	37	100	0.63	95
3110043O21Rik	chr4:35218414-35218916	7	5	12	0.583333	70
3110082I17Rik	chr5:139460469-139460534	162	138	300	0.54	191
4632415L05Rik	chr3:19894871-19898984	18	1	19	0.947368	45
4833420G17Rik	chr13:119485727-119486117	124	59	183	0.677596	187
4833439L19Rik	chr13:54565182-54565382	127	173	300	0.423333	357
4921524J17Rik	chr8:85408759-85409890	13	9	22	0.590909	160
4930404N11Rik	chr10:81364742-81364980	10	8	18	0.555556	57
4930414L22Rik	chr6:72438683-72440615	50	58	108	0.462963	101
4930427A07Rik	chr12:113163053-113165458	54	36	90	0.6	208
4930444M15Rik	chr14:76515878-76516352	15	16	31	0.483871	23
4930447C04Rik	chr12:72916674-72916730	17	33	50	0.34	117
4930452B06Rik	chr14:8515253-8515375	6	5	11	0.545455	76
4930453N24Rik	chr16:64768924-64769162	18	22	40	0.45	220
4930461G14Rik	chr9:58469145-58469623	1	25	26	0.0384615	35
4930470H14Rik	chr17:4081830-4082995	143	118	261	0.547893	701
4930486L24Rik	chr13:60853100-60853324	0	15	15	0	58
4930500J02Rik	chr2:104567861-104568230	243	210	453	0.536424	326
4930502E18Rik	chrX:53737666-53738222	7	12	19	0.368421	46
4930503L19Rik	chr18:70472291-70472480	86	80	166	0.518072	133
4930506C21Rik	chr17:8297029-8297243	18	25	43	0.418605	57
4930511M06Rik	chr18:57546014-57548375	39	33	72	0.541667	89
4930524B15Rik	chr11:31978242-31979651	4	4	8	0.5	40
4930579G24Rik	chr3:79631129-79632819	5	11	16	0.3125	33
4930591A17Rik	chr2:179416472-179416880	1	9	10	0.1	16
4931406C07Rik	chr9:15290667-15290816	4	7	11	0.363636	54
4931406P16Rik	chr7:34284702-34285609	21	19	40	0.525	256
4931428F04Rik	chr8:105280409-105282144	7	4	11	0.636364	56
4932438A13Rik	chr3:37052324-37053033	3	5	8	0.375	215
4933404O12Rik	chr5:136925704-136925895	4	6	10	0.4	59
4933421O10Rik	chr4:33027139-33030521	26	27	53	0.490566	55
4933426M11Rik	chr12:80877096-80880833	14	21	35	0.4	223
4933434E20Rik	chr3:90061638-90063341	46	63	109	0.422018	199
4933438K21Rik	chr4:147063366-147064898	7	1	8	0.875	83
4933439C10Rik	chr11:59505685-59506886	6	2	8	0.75	13
5031439G07Rik	chr15:84953130-84953321	29	27	56	0.517857	153
5330411J11Rik	chr2:59382493-59383954	5	38	43	0.116279	40
5430405H02Rik	chr2:156853431-156854304	22	19	41	0.536585	127
5430416N02Rik	chr5:100429326-100429535	66	25	91	0.725275	61
5530601H04Rik	chrX:105066759-105066877	6	4	10	0.6	58
5730408K05Rik	chr19:8888387-8888770	7	9	16	0.4375	10
5730455P16Rik	chr11:80360492-80364018	6	4	10	0.6	97
5830415F09Rik	chr4:46382059-46382685	8	16	24	0.333333	53
5830417I10Rik	chr3:88825390-88829371	30	26	56	0.535714	286
5830418K08Rik	chr9:15331936-15335305	18	21	39	0.461538	240
6030458C11Rik	chr15:12823561-12823706	128	248	376	0.340426	237
6330416G13Rik	chr4:63583786-63586353	14	16	30	0.466667	88
6430562O15Rik	chr13:99411842-99412826	56	48	104	0.538462	86
6720489N17Rik	chr13:62607373-62607499	34	4	38	0.894737	61
6820431F20Rik	chr8:20268286-20272219	67	1	68	0.985294	2316
8030462N17Rik	chr18:77673900-77674684	9	6	15	0.6	195
9030624J02Rik	chr7:118838113-118838231	66	54	120	0.55	385
9130011E15Rik	chr19:45975219-45975275	40	50	90	0.444444	176
9130221H12Rik	chr7:25228723-25230264	44	29	73	0.60274	190
9130401M01Rik	chr15:58031984-58032079	156	113	269	0.579926	511
9330159M07Rik	chr9:88841798-88844266	0	8	8	0	20
9430008C03Rik	chr2:158361405-158361522	27	35	62	0.435484	163
9430015G10Rik	chr4:156125417-156127263	124	152	276	0.449275	257
9430016H08Rik	chr1:57413240-57413387	9	11	20	0.45	183
9430038I01Rik	chr7:137410640-137410756	44	33	77	0.571429	62
9530027J09Rik	chrX:48276792-48278190	161	254	415	0.387952	309
9530068E07Rik	chr11:52406945-52408723	34	23	57	0.596491	125
9530082P21Rik	chr17:23751678-23754065	12	3	15	0.8	35
9530091C08Rik	chr9:68765346-68773322	19	0	19	1	28
9630033F20Rik	chr6:127085116-127088302	243	256	499	0.486974	514
9830147E19Rik	chr7:42609526-42614223	23	10	33	0.69697	182
9930104L06Rik	chr4:124942583-124944661	6	5	11	0.545455	56
A130077B15Rik	chr10:122565023-122567377	0	131	131	0	1542
A230046K03Rik	chr10:83594171-83596473	78	57	135	0.577778	440
A230050P20Rik	chr9:20873542-20874307	15	24	39	0.384615	87
A230072C01Rik	chrX:20985979-20987349	32	17	49	0.653061	148
A230103J11Rik	chr8:85060244-85060460	22	18	40	0.55	121
A330032B11Rik	chr19:37194876-37196541	10	2	12	0.833333	48
A430005L14Rik	chr4:153961490-153961924	67	61	128	0.523438	237
A4galt	chr15:83226722-83228594	4	4	8	0.5	272
A630089N07Rik	chr16:98062512-98064238	42	42	84	0.5	797
A730017L22Rik	chr2:130872541-130874442	5	47	52	0.0961538	59
A830080D01Rik	chrX:159592071-159593081	39	0	39	1	214
A930005H10Rik	chr3:115886214-115886375	2	10	12	0.166667	21
AA414768	chrX:12936873-12938541	10	5	15	0.666667	110
AA465934	chr11:83291967-83292097	2	27	29	0.0689655	44
Aaas	chr15:102339944-102340068	46	52	98	0.469388	457
Aacs	chr5:125516216-125517403	25	35	60	0.416667	141
Aagab	chr9:63640207-63641889	55	61	116	0.474138	256
Aamp	chr1:74282027-74282171	73	74	147	0.496599	993
Aar2	chr2:156566865-156568972	49	35	84	0.583333	146
Aard	chr15:52044799-52045722	353	198	551	0.640653	664
Aars	chr8:111055019-111055569	1243	578	1821	0.682592	4466
Aars2	chr17:45520286-45520843	53	71	124	0.427419	223
Aarsd1	chr11:101417350-101417433	113	119	232	0.487069	448
Aasdh	chr5:76896377-76896690	12	5	17	0.705882	75
Aasdhppt	chr9:4308694-4308919	26	20	46	0.565217	365
Aatf	chr11:84513292-84513501	52	53	105	0.495238	319
Abca1	chr4:53030789-53034083	2	6	8	0.25	208
Abcb10	chr8:123961996-123962205	91	41	132	0.689394	170
Abcb1a	chr5:8747355-8748570	9	62	71	0.126761	186
Abcb1b	chr5:8865750-8866314	66	51	117	0.564103	234
Abcb6	chr1:75179570-75180283	22	19	41	0.536585	162
Abcb7	chrX:104302952-104303039	50	68	118	0.423729	530
Abcb8	chr5:24408568-24408818	20	17	37	0.540541	193
Abcc1	chr16:14473460-14474878	13	7	20	0.65	105
Abcc4	chr14:118630979-118631142	62	85	147	0.421769	349
Abcc5	chr16:20405389-20405544	101	157	258	0.391473	789
Abcd3	chr3:121796449-121796485	130	154	284	0.457746	320
Abcd4	chr12:84613905-84614044	73	26	99	0.737374	259
Abce1	chr8:79683442-79685277	311	160	471	0.660297	2114
Abcf1	chr17:35963321-35963392	37	37	74	0.5	1087
Abcf2	chr5:24565341-24566003	78	71	149	0.52349	1166
Abcf3	chr16:20551806-20551862	12	10	22	0.545455	273
Abcg2	chr6:58684333-58684457	7	3	10	0.7	292
Abhd10	chr16:45729725-45731959	28	32	60	0.466667	105
Abhd11	chr5:135011887-135012175	95	87	182	0.521978	259
Abhd12	chr2:150846244-150846363	58	35	93	0.623656	165
Abhd14a	chr9:106445526-106445834	46	36	82	0.560976	113
Abhd16a	chr17:35102670-35102987	5	3	8	0.625	112
Abhd17a	chr10:80586515-80587030	28	33	61	0.459016	272
Abhd17b	chr19:21684098-21685637	7	8	15	0.466667	125
Abhd17c	chr7:84109356-84110801	58	33	91	0.637363	312
Abhd4	chr14:54267768-54269169	120	80	200	0.6	289
Abi1	chr2:22953435-22953611	42	31	73	0.575342	371
Abi3	chr11:95830072-95832876	13	8	21	0.619048	41
Abl2	chr1:156640993-156649619	23	24	47	0.489362	230
Abr	chr11:76478995-76479180	46	36	82	0.560976	302
Abracl	chr10:18023067-18023252	37	22	59	0.627119	168
Abtb1	chr6:88841769-88841935	36	31	67	0.537313	172
Acaa2	chr18:74801297-74801367	24	127	151	0.15894	159
Acaca	chr11:84399560-84401651	138	105	243	0.567901	582
Acacb	chr5:114249494-114250758	47	19	66	0.712121	171
Acad12	chr5:121605543-121605701	6	2	8	0.75	48
Acad9	chr3:36090831-36092857	32	28	60	0.533333	309
Acadl	chr1:66863173-66863309	110	58	168	0.654762	229
Acadm	chr3:153944396-153944643	135	286	421	0.320665	665
Acads	chr5:115113064-115113213	92	96	188	0.489362	389
Acadsb	chr7:131444237-131446211	37	31	68	0.544118	149
Acadvl	chr11:70012958-70013083	6	7	13	0.461538	120
Acap2	chr16:31092413-31096446	9	8	17	0.529412	178
Acat2	chr17:12947357-12947479	117	87	204	0.573529	525
Acat3	chr17:12927338-12927460	263	194	457	0.575492	968
Acbd3	chr1:180752159-180754204	5	4	9	0.555556	170
Acbd5	chr2:23112505-23114512	25	44	69	0.362319	104
Acbd6	chr1:155686949-155687233	18	21	39	0.461538	148
Acd	chr8:105700703-105700839	61	30	91	0.67033	154
Acer2	chr4:86932032-86932490	69	92	161	0.428571	149
Acin1	chr14:54679241-54679352	253	247	500	0.506	1247
Acly	chr11:100523440-100523621	475	476	951	0.499474	2542
Acn9	chr6:7038854-7039220	9	12	21	0.428571	41
Aco1	chr4:40197554-40199009	118	122	240	0.491667	296
Aco2	chr15:81914628-81915137	202	176	378	0.534392	2170
Acot1	chr12:84016780-84017669	8	12	20	0.4	17
Acot13	chr13:24831226-24831489	10	43	53	0.188679	47
Acot2	chr12:83992502-83993875	5	9	14	0.357143	33
Acot7	chr4:152178100-152178340	1	11	12	0.0833333	374
Acot8	chr2:164799720-164799945	27	18	45	0.6	84
Acot9	chrX:155295683-155295768	69	0	69	1	294
Acox1	chr11:116179608-116179777	21	22	43	0.488372	135
Acp1	chr12:30893326-30895953	162	125	287	0.56446	901
Acp2	chr2:91210607-91214098	4	12	16	0.25	123
Acp5	chr9:22129863-22130129	56	19	75	0.746667	106
Acp6	chr3:97171642-97171742	45	50	95	0.473684	1028
Acsf2	chr11:94558865-94558975	6	27	33	0.181818	80
Acsf3	chr8:122817392-122817881	18	4	22	0.818182	88
Acsl1	chr8:46534340-46536050	23	16	39	0.589744	208
Acsl3	chr1:78706258-78707743	52	60	112	0.464286	314
Acsl4	chrX:142343074-142343197	26	23	49	0.530612	248
Acsl5	chr19:55295373-55295522	22	15	37	0.594595	127
Acss1	chr2:150638364-150638539	78	86	164	0.47561	206
Actb	chr5:142903116-142903941	60	83	143	0.41958	7814
Actg1	chr11:120348425-120348484	1038	764	1802	0.576027	11336
Actl6a	chr3:32725247-32725333	212	443	655	0.323664	1032
Actn1	chr12:80178302-80178452	339	220	559	0.60644	1344
Actn4	chr7:28918954-28919068	393	321	714	0.55042	2171
Actr10	chr12:70961867-70964717	144	65	209	0.688995	579
Actr1a	chr19:46384220-46384345	117	149	266	0.43985	505
Actr1b	chr1:36700337-36700377	60	71	131	0.458015	443
Actr2	chr11:20094230-20094445	248	230	478	0.518828	1623
Actr3	chr1:125405845-125405988	88	97	185	0.475676	847
Actr3b	chr5:25849851-25850341	7	9	16	0.4375	53
Actr5	chr2:158638633-158639211	18	32	50	0.36	73
Actr6	chr10:89726637-89726760	27	19	46	0.586957	125
Actr8	chr14:29991592-29991755	34	36	70	0.485714	235
Acy1	chr9:106437629-106437737	28	21	49	0.571429	132
Adam17	chr12:21361659-21361791	81	45	126	0.642857	298
Adam19	chr11:46143792-46147347	64	80	144	0.444444	366
Adam23	chr1:63592608-63596515	30	69	99	0.30303	315
Adam9	chr8:24990267-24990400	12	16	28	0.428571	124
Adamts2	chr11:50803569-50807573	1	11	12	0.0833333	10
Adap1	chr5:139273335-139273563	8	12	20	0.4	109
Adar	chr3:89750929-89753455	34	40	74	0.459459	263
Adat1	chr8:111966908-111968544	4	11	15	0.266667	79
Adat2	chr10:13562815-13563376	17	25	42	0.404762	106
Adck1	chr12:88431021-88431179	6	6	12	0.5	97
Add1	chr5:34630470-34632305	82	116	198	0.414141	538
Adh5	chr3:138455085-138455499	781	729	1510	0.517219	1931
Adi1	chr12:28680966-28682174	219	181	400	0.5475	420
Adipor1	chr1:134431530-134432341	55	54	109	0.504587	499
Adipor2	chr6:119353150-119355928	67	82	149	0.449664	391
Adk	chr14:21447814-21448569	49	46	95	0.515789	173
Adnp2	chr18:80127135-80130994	73	98	171	0.426901	334
Ado	chr10:67544511-67548955	48	33	81	0.592593	203
Adpgk	chr9:59314731-59316200	59	91	150	0.393333	305
Adprhl2	chr4:126317720-126317904	12	23	35	0.342857	187
Adprm	chr11:67051681-67051778	21	25	46	0.456522	122
Adrb3	chr8:27227257-27228750	0	9	9	0	165
Adrbk1	chr19:4289313-4289413	20	17	37	0.540541	312
Adrm1	chr2:180171588-180171688	11	13	24	0.458333	944
Adsl	chr15:80968662-80970947	106	177	283	0.374558	489
Adss	chr1:177796212-177796509	233	275	508	0.458661	1148
Aebp2	chr6:140650756-140655481	55	40	95	0.578947	422
Aen	chr7:78907144-78908833	83	92	175	0.474286	497
Aes	chr10:81565472-81566371	213	208	421	0.505938	1185
Aff1	chr5:103850702-103855322	215	226	441	0.487528	721
Aff4	chr11:53415388-53421830	144	178	322	0.447205	861
Afg3l1	chr8:123501848-123503916	249	108	357	0.697479	876
Afg3l2	chr18:67442310-67442387	130	165	295	0.440678	561
Aftph	chr11:20725685-20727639	26	25	51	0.509804	219
Aga	chr8:53517754-53517868	22	14	36	0.611111	95
Agap1	chr1:89888691-89895282	14	16	30	0.466667	145
Agap3	chr5:24501010-24501265	12	12	24	0.5	196
Agfg1	chr1:82894999-82896275	192	283	475	0.404211	534
Agfg2	chr5:137664216-137664372	16	15	31	0.516129	96
Aggf1	chr13:95370757-95370959	151	147	298	0.506711	389
Ago1	chr4:126453558-126453691	61	68	129	0.472868	398
Ago2	chr15:73113708-73113902	14	15	29	0.482759	361
Agpat1	chr17:34612253-34613449	21	39	60	0.35	282
Agpat2	chr2:26596291-26596466	18	27	45	0.4	273
Agpat3	chr10:78284189-78284350	15	22	37	0.405405	170
Agpat4	chr17:12218985-12219640	42	34	76	0.552632	239
Agpat5	chr8:18881738-18884413	33	46	79	0.417722	283
Agpat6	chr8:23190716-23191692	47	48	95	0.494737	320
Agps	chr2:75925922-75931350	25	36	61	0.409836	512
Agrn	chr4:156185088-156185135	514	429	943	0.545069	1195
Agtrap	chr4:148087917-148088064	171	213	384	0.445312	790
Ahctf1	chr1:179781643-179781783	203	237	440	0.461364	929
Ahcy	chr2:155074365-155074497	213	166	379	0.562005	3061
Ahcyl2	chr6:29909040-29912310	10	13	23	0.434783	120
Ahdc1	chr4:133061376-133066277	39	28	67	0.58209	348
Ahnak	chr19:9001699-9019196	33	33	66	0.5	482
Ahsa2	chr11:23496691-23496881	36	56	92	0.391304	367
AI314180	chr4:58842568-58842648	5	6	11	0.454545	312
AI413582	chr17:27563769-27564016	6	7	13	0.461538	43
AI414108	chr9:27352685-27357543	25	13	38	0.657895	123
AI506816	chr5:23710017-23710408	0	21	21	0	37
AI597479	chr1:43113186-43115946	14	6	20	0.7	100
AI837181	chr19:5425937-5427316	21	19	40	0.525	140
AI846148	chr19:7382672-7383026	30	28	58	0.517241	286
Aida	chr1:183322489-183324501	26	44	70	0.371429	190
Aifm2	chr10:61739028-61739260	8	6	14	0.571429	69
Aig1	chr10:13829243-13829398	10	5	15	0.666667	26
Aim1l	chr4:134092050-134092209	16	11	27	0.592593	90
Aim2	chr1:173464971-173466036	88	37	125	0.704	178
Aimp1	chr3:132683793-132683879	50	64	114	0.438596	611
Aimp2	chr5:143909581-143909839	17	25	42	0.404762	228
Aip	chr19:4115320-4115496	44	22	66	0.666667	207
Ajuba	chr14:54576232-54577661	245	176	421	0.581948	553
AK010878	chr12:102757541-102757810	33	16	49	0.673469	88
Ak2	chr4:129010563-129011529	180	185	365	0.493151	951
Ak4	chr4:101463553-101467771	88	128	216	0.407407	220
Ak6	chr13:100664051-100664196	58	55	113	0.513274	108
Ak7	chr12:105781671-105782447	143	58	201	0.711443	285
Akap1	chr11:88844259-88845865	139	171	310	0.448387	716
Akap10	chr11:61871307-61873021	9	10	19	0.473684	115
Akap11	chr14:78509880-78514320	13	20	33	0.393939	320
Akap12	chr10:4358478-4359471	978	832	1810	0.540331	2746
Akap2	chr4:57892869-57896984	63	53	116	0.543103	217
Akap7	chr10:25267308-25267468	9	26	35	0.257143	100
Akap8	chr17:32303676-32305706	36	34	70	0.514286	797
Akap9	chr5:4079659-4080204	18	17	35	0.514286	170
Akip1	chr7:109711750-109712181	13	22	35	0.371429	85
Akirin1	chr4:123749948-123750299	26	30	56	0.464286	264
Akirin2	chr4:34566215-34566908	58	49	107	0.542056	285
Akr1a1	chr4:116641858-116641977	190	171	361	0.526316	1923
Akr1b10	chr6:34396612-34396949	8	12	20	0.4	25
Akr1b3	chr6:34317340-34317489	656	671	1327	0.494348	0
Akr1b8	chr6:34365903-34365985	16	20	36	0.444444	50
Akr1c13	chr13:4197801-4197910	27	21	48	0.5625	50
Akr1e1	chr13:4595071-4595154	6	9	15	0.4	65
Akr7a5	chr4:139318092-139318786	48	35	83	0.578313	166
Akt1	chr12:112659129-112659276	54	32	86	0.627907	235
Akt1s1	chr7:44854592-44855421	26	27	53	0.490566	306
Akt2	chr7:27638062-27639453	59	49	108	0.546296	413
Aktip	chr8:91129600-91129805	23	14	37	0.621622	206
Alad	chr4:62514074-62514260	32	54	86	0.372093	163
Alas1	chr9:106241116-106241338	19	12	31	0.612903	142
Aldh16a1	chr7:45154392-45154538	126	115	241	0.522822	573
Aldh18a1	chr19:40586127-40586192	340	276	616	0.551948	725
Aldh1l1	chr6:90598186-90598385	13	9	22	0.590909	82
Aldh1l2	chr10:83487447-83490634	21	6	27	0.777778	121
Aldh2	chr5:121593362-121593824	488	455	943	0.517497	1198
Aldh3a2	chr11:61265064-61265295	92	60	152	0.605263	161
Aldh4a1	chr4:139648158-139649691	73	159	232	0.314655	218
Aldh6a1	chr12:84433856-84434035	26	12	38	0.684211	137
Aldh7a1	chr18:56562033-56562298	215	180	395	0.544304	493
Aldh9a1	chr1:167367405-167368530	171	87	258	0.662791	565
Aldoa	chr7:126797337-126797548	729	672	1401	0.520343	5448
Alg1	chr16:5244441-5244907	55	55	110	0.5	132
Alg10b	chr15:90227324-90230554	43	91	134	0.320896	141
Alg11	chr8:22067881-22071627	33	27	60	0.55	125
Alg13	chrX:144373548-144374448	343	561	904	0.379425	2052
Alg14	chr3:121361556-121362011	23	30	53	0.433962	56
Alg2	chr4:47469833-47472458	18	20	38	0.473684	120
Alg3	chr16:20605458-20605717	14	11	25	0.56	119
Alg5	chr3:54746466-54746617	14	22	36	0.388889	92
Alg6	chr4:99761871-99763460	23	9	32	0.71875	144
Alg8	chr7:97391528-97392158	12	10	22	0.545455	70
Alg9	chr9:50842734-50843639	14	17	31	0.451613	96
Alkbh1	chr12:87443642-87443839	180	98	278	0.647482	312
Alkbh2	chr5:114127876-114128176	56	46	102	0.54902	135
Alkbh3	chr2:94004733-94004780	18	11	29	0.62069	67
