gene	coord	87minus1_CAST	87minus1_129S1	87minus1_total	87minus1_CAST/all	87minus1_htseqCount
4933402E13Rik	chrX:62290365-62292078	14	42	56	0.25	160
4933404O12Rik	chr5:136933739-136937109	45	89	134	0.335821	186
4933406J08Rik	chr2:122204811-122206393	14	7	21	0.666667	83
4933408N05Rik	chr8:114347252-114347339	0	8	8	0	19
4933413G19Rik	chr6:128375510-128375599	7	7	14	0.5	0
4933421O10Rik	chr4:33027139-33030521	30	39	69	0.434783	82
4933426M11Rik	chr12:80877096-80880833	113	66	179	0.631285	983
4933434E20Rik	chr3:90061638-90063341	133	133	266	0.5	554
4933438K21Rik	chr4:147063366-147064898	10	1	11	0.909091	247
4933439C10Rik	chr11:59507831-59507938	15	11	26	0.576923	41
5031426D15Rik	chr2:6922702-6928722	6	26	32	0.1875	18
5031439G07Rik	chr15:84955806-84955928	90	103	193	0.466321	506
5033406O09Rik	chr12:111941991-111943211	6	9	15	0.4	22
5330411J11Rik	chr2:59382493-59383954	9	95	104	0.0865385	76
5430405H02Rik	chr2:156862599-156862945	33	33	66	0.5	271
5430416N02Rik	chr5:100429326-100429535	140	88	228	0.614035	198
5530601H04Rik	chrX:105066759-105066877	17	22	39	0.435897	214
5730408K05Rik	chr19:8888387-8888770	12	13	25	0.48	31
5730455P16Rik	chr11:80360492-80364018	36	17	53	0.679245	365
5830415F09Rik	chr4:46389318-46389423	59	79	138	0.427536	172
5830417I10Rik	chr3:88825390-88829371	140	89	229	0.611354	1227
5830418K08Rik	chr9:15357626-15357788	317	340	657	0.482496	1296
5830444B04Rik	chr4:155410837-155411812	13	0	13	1	20
5930412G12Rik	chr5:128585272-128585406	6	5	11	0.545455	24
5930430L01Rik	chr5:148990056-148993943	58	3	61	0.95082	36
6030419C18Rik	chr9:58498965-58499742	7	8	15	0.466667	85
6030440G07Rik	chr12:111013207-111013872	16	29	45	0.355556	18
6030443J06Rik	chr5:22553987-22558171	6	33	39	0.153846	50
6030458C11Rik	chr15:12823561-12823706	340	717	1057	0.321665	716
6330408A02Rik	chr7:13258967-13260898	7	3	10	0.7	93
6330416G13Rik	chr4:63583786-63586353	79	101	180	0.438889	271
6330419J24Rik	chrX:56376030-56378470	20	33	53	0.377358	122
6430562O15Rik	chr13:99411842-99412826	102	128	230	0.443478	199
6720489N17Rik	chr13:62607373-62607499	127	88	215	0.590698	319
6820431F20Rik	chr8:20268286-20272219	183	1	184	0.994565	8700
8030462N17Rik	chr18:77673900-77674684	45	36	81	0.555556	829
8430419L09Rik	chr6:135233979-135236240	46	45	91	0.505495	240
8430429K09Rik	chr11:3471332-3471586	10	9	19	0.526316	20
9030617O03Rik	chr12:100871304-100872610	8	3	11	0.727273	108
9030624G23Rik	chr12:24043202-24044854	4	33	37	0.108108	348
9030624J02Rik	chr7:118838113-118838231	159	137	296	0.537162	995
9030625G05Rik	chr18:74973089-74973370	23	15	38	0.605263	17
9130011E15Rik	chr19:45975219-45975275	134	134	268	0.5	496
9130019O22Rik	chr7:127382260-127385630	9	3	12	0.75	69
9130221H12Rik	chr7:25228723-25230264	100	80	180	0.555556	511
9130401M01Rik	chr15:58031984-58032079	328	192	520	0.630769	1135
9230114K14Rik	chr5:52196893-52197984	10	13	23	0.434783	68
9330159F19Rik	chr10:29227207-29230779	10	0	10	1	57
9330159M07Rik	chr9:88858390-88858444	2	8	10	0.2	78
9430008C03Rik	chr2:158361405-158361522	60	100	160	0.375	496
9430015G10Rik	chr4:156125417-156127263	290	292	582	0.498282	718
9430016H08Rik	chr1:57413240-57413387	27	18	45	0.6	407
9430020K01Rik	chr18:4680226-4682869	8	7	15	0.533333	127
9430037G07Rik	chr9:88595325-88598247	32	21	53	0.603774	296
9430038I01Rik	chr7:137410640-137410756	76	71	147	0.517007	166
9530027J09Rik	chrX:48276792-48278190	428	608	1036	0.413127	837
9530053A07Rik	chr7:28164269-28164540	21	6	27	0.777778	29
9530068E07Rik	chr11:52406945-52408723	95	106	201	0.472637	393
9530077C05Rik	chr9:22424113-22424807	7	10	17	0.411765	50
9530082P21Rik	chr17:23751678-23754065	11	10	21	0.52381	71
9530091C08Rik	chr9:68765346-68773322	54	0	54	1	61
9630033F20Rik	chr6:127085116-127088302	459	513	972	0.472222	1263
9830147E19Rik	chr7:42642480-42642604	221	100	321	0.688474	1051
9930021J03Rik	chr19:29753600-29755017	54	74	128	0.421875	683
9930104L06Rik	chr4:124942583-124944661	116	105	221	0.524887	240
A130010J15Rik	chr1:193174245-193177832	10	33	43	0.232558	131
A130077B15Rik	chr10:122565023-122567377	2	218	220	0.00909091	2842
A230046K03Rik	chr10:83594171-83596473	295	275	570	0.517544	1900
A230050P20Rik	chr9:20873542-20874307	16	39	55	0.290909	141
A230072C01Rik	chrX:20985979-20987349	70	50	120	0.583333	323
A230072E10Rik	chrX:151313335-151315141	0	10	10	0	60
A230073K19Rik	chr7:59281879-59289166	19	11	30	0.633333	297
A230103J11Rik	chr8:85060244-85060460	29	44	73	0.39726	311
A2m	chr6:121670902-121671082	13	9	22	0.590909	118
A330032B11Rik	chr19:37194876-37196541	56	4	60	0.933333	189
A330035P11Rik	chr14:122097939-122098617	0	11	11	0	20
A430005L14Rik	chr4:153961490-153961924	92	113	205	0.44878	473
A430033K04Rik	chr5:138646114-138648905	19	17	36	0.527778	121
A430107P09Rik	chr14:53666216-53668335	0	82	82	0	42
A4galt	chr15:83226722-83228594	11	8	19	0.578947	689
A530054K11Rik	chr13:67623468-67623563	37	41	78	0.474359	443
A630072M18Rik	chr5:20950989-20956398	2	11	13	0.153846	78
A630075F10Rik	chr2:170061240-170062921	0	35	35	0	13
A630089N07Rik	chr16:98082346-98082439	205	105	310	0.66129	2340
A730017L22Rik	chr2:130872541-130874442	19	37	56	0.339286	189
A730082K24Rik	chr7:114948650-114948921	11	0	11	1	39
A830018L16Rik	chr1:11596151-11601821	30	20	50	0.6	109
A830080D01Rik	chrX:159592071-159593081	151	237	388	0.389175	2944
A930004D18Rik	chr2:18025189-18028238	26	70	96	0.270833	205
A930005H10Rik	chr3:115886214-115886375	6	23	29	0.206897	38
A930013F10Rik	chr8:22634384-22636809	24	16	40	0.6	78
A930016O22Rik	chr7:19417466-19419553	13	39	52	0.25	16
AA414768	chrX:12936873-12938541	38	11	49	0.77551	330
AA465934	chr11:83291967-83292097	5	59	64	0.078125	100
AA467197	chr2:122640701-122641076	24	0	24	1	15
AA987161	chr13:67596649-67596775	34	32	66	0.515152	483
Aaas	chr15:102339944-102340068	106	115	221	0.479638	1265
Aacs	chr5:125516216-125517403	107	84	191	0.560209	470
Aaed1	chr13:64291836-64292228	14	20	34	0.411765	205
Aagab	chr9:63640207-63641889	156	146	302	0.516556	783
Aak1	chr6:86987204-87003227	136	122	258	0.527132	860
Aamdc	chr7:97558131-97558226	7	17	24	0.291667	75
Aamp	chr1:74282027-74282171	184	151	335	0.549254	2420
Aar2	chr2:156566865-156568972	107	84	191	0.560209	472
Aard	chr15:52044799-52045722	860	635	1495	0.575251	2327
Aars	chr8:111055019-111055569	1036	984	2020	0.512871	6287
Aars2	chr17:45520286-45520843	156	188	344	0.453488	653
Aarsd1	chr11:101417350-101417433	194	231	425	0.456471	938
Aasdh	chr5:76901918-76902185	108	94	202	0.534653	280
Aasdhppt	chr9:4309254-4309494	66	46	112	0.589286	1090
Aass	chr6:23077079-23077174	0	12	12	0	88
Aatf	chr11:84513292-84513501	89	74	163	0.546012	623
Abca1	chr4:53143930-53144095	154	201	355	0.433803	1204
Abca2	chr2:25447200-25447400	17	14	31	0.548387	314
Abca3	chr17:24409269-24410204	50	31	81	0.617284	241
Abca5	chr11:110326560-110326721	24	41	65	0.369231	245
Abca7	chr10:80014947-80015187	4	7	11	0.363636	142
Abcb10	chr8:123982402-123983122	223	186	409	0.545232	517
Abcb1a	chr5:8747355-8748570	17	125	142	0.119718	474
Abcb1b	chr5:8865750-8866314	176	247	423	0.416076	633
Abcb6	chr1:75179570-75180283	70	57	127	0.551181	363
Abcb7	chrX:104413657-104413846	241	262	503	0.479125	2805
Abcb8	chr5:24408568-24408818	57	78	135	0.422222	484
Abcc1	chr16:14473460-14474878	88	35	123	0.715447	347
Abcc10	chr17:46323693-46325766	9	6	15	0.6	121
Abcc3	chr11:94350936-94351102	36	2	38	0.947368	92
Abcc4	chr14:118706036-118706219	311	343	654	0.475535	1499
Abcc5	chr16:20405389-20405544	392	516	908	0.431718	3237
Abcd2	chr15:91145871-91149205	0	10	10	0	4
Abcd3	chr3:121796449-121796485	400	452	852	0.469484	1043
Abcd4	chr12:84615326-84615444	314	80	394	0.796954	893
Abce1	chr8:79683442-79685277	403	458	861	0.46806	6094
Abcf1	chr17:35963321-35963392	95	90	185	0.513514	2940
Abcf2	chr5:24565341-24566003	125	125	250	0.5	3006
Abcf3	chr16:20560357-20561603	26	30	56	0.464286	945
Abcg2	chr6:58684333-58684457	23	39	62	0.370968	995
Abhd1	chr5:30954816-30955095	11	20	31	0.354839	139
Abhd10	chr16:45742777-45742955	74	101	175	0.422857	295
Abhd11	chr5:135011887-135012175	143	131	274	0.521898	475
Abhd12	chr2:150904357-150904731	108	84	192	0.5625	482
Abhd13	chr8:9987385-9992154	54	47	101	0.534653	310
Abhd14a	chr9:106445526-106445834	104	83	187	0.55615	238
Abhd15	chr11:77518316-77520628	11	0	11	1	9
Abhd16a	chr17:35102670-35102987	9	6	15	0.6	210
Abhd17a	chr10:80586515-80587030	56	50	106	0.528302	614
Abhd17b	chr19:21684098-21685637	16	15	31	0.516129	389
Abhd17c	chr7:84109356-84110801	148	122	270	0.548148	907
Abhd2	chr7:79359960-79361601	70	90	160	0.4375	405
Abhd4	chr14:54267768-54269169	311	189	500	0.622	908
Abhd5	chr9:122379513-122381523	22	11	33	0.666667	150
Abhd6	chr14:8045468-8045625	18	5	23	0.782609	111
Abhd8	chr8:71458378-71458548	4	4	8	0.5	59
Abi1	chr2:22953435-22953611	155	117	272	0.569853	1340
Abi2	chr1:60476740-60481163	16	15	31	0.516129	608
Abi3	chr11:95830072-95832876	64	38	102	0.627451	201
Abl2	chr1:156640993-156649619	262	272	534	0.490637	1266
Ablim1	chr19:57033264-57037337	12	5	17	0.705882	133
Ablim2	chr5:35883306-35884979	9	13	22	0.409091	123
Abr	chr11:76508888-76509419	169	192	361	0.468144	1160
Abracl	chr10:18023067-18023252	74	63	137	0.540146	405
Abtb1	chr6:88841769-88841935	64	77	141	0.453901	425
Abtb2	chr2:103717160-103718423	78	11	89	0.876404	191
Acaa1a	chr9:119349958-119350295	23	4	27	0.851852	578
Acaa2	chr18:74801297-74801367	43	280	323	0.133127	469
Acaca	chr11:84399560-84401651	372	286	658	0.56535	1955
Acacb	chr5:114249494-114250758	156	66	222	0.702703	560
Acad10	chr5:121656014-121656213	24	16	40	0.6	154
Acad11	chr9:104126582-104127646	57	81	138	0.413043	293
Acad12	chr5:121607896-121608036	58	11	69	0.84058	136
Acad9	chr3:36090831-36092857	93	104	197	0.472081	1018
Acadl	chr1:66863173-66863309	245	162	407	0.601966	681
Acadm	chr3:153944396-153944643	377	737	1114	0.33842	2223
Acads	chr5:115113064-115113213	177	203	380	0.465789	1001
Acadsb	chr7:131444237-131446211	204	259	463	0.440605	822
Acadvl	chr11:70012958-70013083	26	17	43	0.604651	467
Acap2	chr16:31092413-31096446	26	40	66	0.393939	1086
Acat1	chr9:53610213-53610350	19	15	34	0.558824	175
Acat2	chr17:12947357-12947479	263	193	456	0.576754	1444
Acat3	chr17:12927338-12927460	524	355	879	0.596132	2417
Acbd3	chr1:180752159-180754204	24	19	43	0.55814	720
Acbd4	chr11:103111542-103112199	28	35	63	0.444444	96
Acbd5	chr2:23112505-23114512	116	135	251	0.462151	449
Acbd6	chr1:155686949-155687233	45	53	98	0.459184	365
Accs	chr2:93838011-93838152	17	7	24	0.708333	118
Accsl	chr2:93869022-93869157	110	149	259	0.42471	400
Acd	chr8:105700703-105700839	59	66	125	0.472	287
Acer1	chr17:56953490-56955247	8	0	8	1	13
Acer2	chr4:86932032-86932490	109	129	238	0.457983	385
Acer3	chr7:98309348-98309527	40	17	57	0.701754	384
Acin1	chr14:54679241-54679352	553	555	1108	0.499097	3088
Ackr3	chr1:90213795-90215722	28	20	48	0.583333	98
Acly	chr11:100527795-100528000	1735	1640	3375	0.514074	9363
Acn9	chr6:7038854-7039220	13	7	20	0.65	78
Acnat1	chr4:49443532-49447910	0	10	10	0	75
Aco1	chr4:40197554-40199009	421	437	858	0.490676	1198
Aco2	chr15:81914628-81915137	509	403	912	0.558114	6017
Acot1	chr12:84016780-84017669	24	17	41	0.585366	107
Acot11	chr4:106755845-106755989	6	14	20	0.3	97
Acot13	chr13:24831226-24831489	37	113	150	0.246667	160
Acot2	chr12:83992502-83993875	14	14	28	0.5	101
Acot7	chr4:152178100-152178340	7	10	17	0.411765	615
Acot8	chr2:164799720-164799945	29	34	63	0.460317	226
Acot9	chrX:155295683-155295768	150	174	324	0.462963	1845
Acox1	chr11:116198596-116199045	96	95	191	0.502618	550
