gene	coord	109minus2_CAST	109minus2_129S1	109minus2_total	109minus2_CAST/all	109minus2_htseqCount
4930506C21Rik	chr17:8297029-8297243	14	29	43	0.325581	55
4930511M06Rik	chr18:57546014-57548375	17	21	38	0.447368	45
4930513N10Rik	chr8:95806830-95809180	7	1	8	0.875	26
4930528D03Rik	chr13:59733936-59734838	0	21	21	0	9
4931406P16Rik	chr7:34236714-34239237	13	14	27	0.481481	147
4932438A13Rik	chr3:37052324-37053033	5	6	11	0.454545	200
4933404O12Rik	chr5:136922307-136922427	1	10	11	0.0909091	55
4933413G19Rik	chr6:128375510-128375599	8	2	10	0.8	0
4933421O10Rik	chr4:33027139-33030521	6	12	18	0.333333	30
4933426M11Rik	chr12:80877096-80880833	19	29	48	0.395833	142
4933434E20Rik	chr3:90061638-90063341	59	61	120	0.491667	222
5031439G07Rik	chr15:84945720-84949278	16	19	35	0.457143	117
5330411J11Rik	chr2:59382493-59383954	0	10	10	0	32
5430405H02Rik	chr2:156853431-156854304	11	7	18	0.611111	80
5430416N02Rik	chr5:100429326-100429535	52	44	96	0.541667	81
5530601H04Rik	chrX:105066759-105066877	6	4	10	0.6	45
5730408K05Rik	chr19:8888387-8888770	10	10	20	0.5	19
5730409E04Rik	chr4:126611676-126614371	6	6	12	0.5	21
5830415F09Rik	chr4:46387568-46387742	14	39	53	0.264151	71
5830417I10Rik	chr3:88825390-88829371	57	33	90	0.633333	239
5830418K08Rik	chr9:15323569-15323710	18	21	39	0.461538	209
6030458C11Rik	chr15:12819904-12821553	116	242	358	0.324022	227
6330416G13Rik	chr4:63583786-63586353	16	17	33	0.484848	90
6430562O15Rik	chr13:99411842-99412826	60	53	113	0.530973	86
6720489N17Rik	chr13:62607373-62607499	28	4	32	0.875	67
6820431F20Rik	chr8:20268286-20272219	53	0	53	1	1955
9030624J02Rik	chr7:118838113-118838231	47	31	78	0.602564	321
9130011E15Rik	chr19:45975219-45975275	42	53	95	0.442105	142
9130221H12Rik	chr7:25228723-25230264	36	32	68	0.529412	179
9130401M01Rik	chr15:58031984-58032079	168	117	285	0.589474	553
9430008C03Rik	chr2:158361405-158361522	23	37	60	0.383333	156
9430015G10Rik	chr4:156125417-156127263	91	104	195	0.466667	183
9430016H08Rik	chr1:57413240-57413387	11	8	19	0.578947	161
9430038I01Rik	chr7:137410640-137410756	53	39	92	0.576087	85
9530027J09Rik	chrX:48276792-48278190	190	258	448	0.424107	315
9530068E07Rik	chr11:52406945-52408723	31	45	76	0.407895	103
9530082P21Rik	chr17:23751678-23754065	9	1	10	0.9	34
9530091C08Rik	chr9:68765346-68773322	18	0	18	1	24
9630033F20Rik	chr6:127085116-127088302	240	261	501	0.479042	542
9830147E19Rik	chr7:42609526-42614223	19	13	32	0.59375	163
9930104L06Rik	chr4:124942583-124944661	11	10	21	0.52381	67
A130010J15Rik	chr1:193174245-193177832	0	11	11	0	32
A130077B15Rik	chr10:122565023-122567377	1	120	121	0.00826446	1333
A230046K03Rik	chr10:83594171-83596473	80	48	128	0.625	438
A230050P20Rik	chr9:20873542-20874307	14	21	35	0.4	85
A230072C01Rik	chrX:20985979-20987349	18	16	34	0.529412	153
A230103J11Rik	chr8:85060244-85060460	28	14	42	0.666667	91
A330032B11Rik	chr19:37194876-37196541	10	1	11	0.909091	39
A430005L14Rik	chr4:153961490-153961924	95	100	195	0.487179	307
A4galt	chr15:83226722-83228594	6	4	10	0.6	252
A630089N07Rik	chr16:98062512-98064238	16	14	30	0.533333	367
A730017L22Rik	chr2:130872541-130874442	9	26	35	0.257143	49
A830080D01Rik	chrX:159592071-159593081	43	0	43	1	228
A930004D18Rik	chr2:18025189-18028238	6	12	18	0.333333	53
A930005H10Rik	chr3:115886214-115886375	0	12	12	0	20
AA414768	chrX:12936873-12938541	4	4	8	0.5	108
AA465934	chr11:83291967-83292097	4	52	56	0.0714286	67
AA987161	chr13:67589439-67593915	8	10	18	0.444444	100
Aaas	chr15:102339944-102340068	41	37	78	0.525641	382
Aacs	chr5:125516216-125517403	16	19	35	0.457143	142
Aagab	chr9:63640207-63641889	54	47	101	0.534653	277
Aak1	chr6:86987204-87003227	0	10	10	0	123
Aamp	chr1:74282027-74282171	77	91	168	0.458333	1110
Aar2	chr2:156566865-156568972	70	43	113	0.619469	135
Aard	chr15:52044799-52045722	396	226	622	0.636656	804
Aars	chr8:111055019-111055569	952	490	1442	0.660194	3565
Aars2	chr17:45520286-45520843	55	50	105	0.52381	196
Aarsd1	chr11:101417350-101417433	110	137	247	0.445344	555
Aasdh	chr5:76882267-76883062	9	7	16	0.5625	88
Aasdhppt	chr9:4308694-4308919	28	26	54	0.518519	405
Aatf	chr11:84510199-84510417	49	36	85	0.576471	316
Abca1	chr4:53030789-53034083	4	7	11	0.363636	141
Abcb10	chr8:123964991-123965126	92	20	112	0.821429	164
Abcb1a	chr5:8747355-8748570	17	49	66	0.257576	180
Abcb1b	chr5:8865750-8866314	76	82	158	0.481013	214
Abcb7	chrX:104302952-104303039	49	44	93	0.526882	473
Abcb8	chr5:24408568-24408818	22	20	42	0.52381	170
Abcc3	chr11:94343295-94343775	11	0	11	1	26
Abcc4	chr14:118482692-118484440	28	48	76	0.368421	250
Abcc5	chr16:20405389-20405544	87	126	213	0.408451	626
Abcd3	chr3:121779555-121779697	141	144	285	0.494737	258
Abcd4	chr12:84612325-84612450	62	20	82	0.756098	206
Abce1	chr8:79683442-79685277	342	211	553	0.618445	1915
Abcf1	chr17:35963321-35963392	19	20	39	0.487179	976
Abcf2	chr5:24565341-24566003	84	92	176	0.477273	1013
Abcf3	chr16:20560357-20561603	4	11	15	0.266667	224
Abcg2	chr6:58684333-58684457	7	10	17	0.411765	296
Abhd10	chr16:45740319-45740502	17	38	55	0.309091	105
Abhd11	chr5:135011887-135012175	108	72	180	0.6	274
Abhd12	chr2:150846244-150846363	55	30	85	0.647059	159
Abhd13	chr8:9987385-9992154	10	15	25	0.4	95
Abhd14a	chr9:106445526-106445834	40	52	92	0.434783	107
Abhd16a	chr17:35102670-35102987	5	11	16	0.3125	93
Abhd17a	chr10:80586515-80587030	27	38	65	0.415385	278
Abhd17c	chr7:84109356-84110801	55	34	89	0.617978	291
Abhd4	chr14:54267768-54269169	95	73	168	0.565476	191
Abi1	chr2:22953435-22953611	36	20	56	0.642857	308
Abi2	chr1:60476740-60481163	6	5	11	0.545455	138
Abi3	chr11:95830072-95832876	8	6	14	0.571429	34
Abl2	chr1:156640993-156649619	7	22	29	0.241379	181
Abr	chr11:76416732-76419193	12	20	32	0.375	210
Abracl	chr10:18023067-18023252	55	41	96	0.572917	256
Abtb1	chr6:88840838-88840900	29	37	66	0.439394	132
Acaa1a	chr9:119349958-119350295	10	2	12	0.833333	245
Acaa2	chr18:74801297-74801367	22	101	123	0.178862	171
Acaca	chr11:84399560-84401651	107	87	194	0.551546	322
Acacb	chr5:114249494-114250758	63	14	77	0.818182	139
Acad9	chr3:36090831-36092857	30	19	49	0.612245	262
Acadl	chr1:66863173-66863309	94	52	146	0.643836	213
Acadm	chr3:153944396-153944643	144	352	496	0.290323	766
Acads	chr5:115113064-115113213	96	81	177	0.542373	356
Acadsb	chr7:131444237-131446211	24	40	64	0.375	141
Acadvl	chr11:70012958-70013083	8	9	17	0.470588	128
Acap2	chr16:31092413-31096446	6	12	18	0.333333	161
Acat2	chr17:12947357-12947479	138	104	242	0.570248	566
Acat3	chr17:12927338-12927460	292	210	502	0.581673	1111
Acbd3	chr1:180752159-180754204	4	8	12	0.333333	149
Acbd4	chr11:103111542-103112199	7	5	12	0.583333	39
Acbd5	chr2:23112505-23114512	10	15	25	0.4	93
Acbd6	chr1:155686949-155687233	15	27	42	0.357143	185
Acd	chr8:105698614-105698963	37	21	58	0.637931	108
Acer2	chr4:86932032-86932490	57	82	139	0.410072	151
Acer3	chr7:98257696-98257777	11	3	14	0.785714	99
Acin1	chr14:54679241-54679352	227	198	425	0.534118	1054
Acly	chr11:100523440-100523621	319	330	649	0.491525	1910
Acn9	chr6:7038854-7039220	7	8	15	0.466667	39
Aco1	chr4:40197554-40199009	94	105	199	0.472362	263
Aco2	chr15:81914628-81915137	167	128	295	0.566102	1754
Acot13	chr13:24831226-24831489	23	36	59	0.389831	53
Acot2	chr12:83992502-83993875	9	7	16	0.5625	34
Acot7	chr4:152178100-152178340	0	8	8	0	379
Acot8	chr2:164799720-164799945	9	7	16	0.5625	65
Acot9	chrX:155295683-155295768	64	0	64	1	328
Acox1	chr11:116180291-116180406	27	24	51	0.529412	135
Acox3	chr5:35612015-35613801	11	12	23	0.478261	45
Acp1	chr12:30893326-30895953	212	160	372	0.569892	1114
Acp2	chr2:91210607-91214098	6	7	13	0.461538	104
Acp5	chr9:22129863-22130129	44	19	63	0.698413	99
Acp6	chr3:97171642-97171742	49	63	112	0.4375	1062
Acsf2	chr11:94557102-94558357	2	16	18	0.111111	61
Acsf3	chr8:122817392-122817881	13	23	36	0.361111	69
Acsl1	chr8:46534340-46536050	14	21	35	0.4	139
Acsl3	chr1:78706258-78707743	48	61	109	0.440367	356
Acsl4	chrX:142350960-142351137	39	31	70	0.557143	237
Acsl5	chr19:55295373-55295522	18	15	33	0.545455	159
Acss1	chr2:150638364-150638539	44	42	86	0.511628	171
Actb	chr5:142903116-142903941	95	146	241	0.394191	7596
Actg1	chr11:120348425-120348484	980	676	1656	0.591787	10694
Actl6a	chr3:32725247-32725333	212	408	620	0.341935	1030
Actn1	chr12:80178302-80178452	272	194	466	0.583691	889
Actn4	chr7:28918954-28919068	261	243	504	0.517857	1575
Actr10	chr12:70961867-70964717	180	64	244	0.737705	591
Actr1a	chr19:46384220-46384345	90	120	210	0.428571	386
Actr1b	chr1:36700337-36700377	66	60	126	0.52381	418
Actr2	chr11:20094230-20094445	230	261	491	0.468432	1672
Actr3	chr1:125405845-125405988	121	104	225	0.537778	858
Actr3b	chr5:25849851-25850341	10	10	20	0.5	58
Actr5	chr2:158638633-158639211	13	25	38	0.342105	64
Actr6	chr10:89726637-89726760	44	33	77	0.571429	152
Actr8	chr14:29991592-29991755	32	27	59	0.542373	215
Acy1	chr9:106437629-106437737	27	35	62	0.435484	185
Acyp1	chr12:85272398-85272827	9	11	20	0.45	62
Ada	chr2:163731105-163731232	4	6	10	0.4	40
Adam15	chr3:89348518-89348627	6	4	10	0.6	68
Adam17	chr12:21373336-21373632	100	45	145	0.689655	273
Adam19	chr11:46143792-46147347	34	47	81	0.419753	210
Adam23	chr1:63592608-63596515	27	49	76	0.355263	252
Adam9	chr8:24978428-24978623	14	15	29	0.482759	99
Adap1	chr5:139280705-139280817	6	13	19	0.315789	108
Adar	chr3:89750929-89753455	14	15	29	0.482759	198
Adat2	chr10:13560114-13560264	13	27	40	0.325	146
Adat3	chr10:80606314-80607654	5	5	10	0.5	29
Adck4	chr7:27257223-27257949	5	5	10	0.5	45
Add1	chr5:34630470-34632305	83	83	166	0.5	438
Adh5	chr3:138455085-138455499	801	837	1638	0.489011	2094
Adi1	chr12:28680966-28682174	285	160	445	0.640449	416
Adipor1	chr1:134431530-134432341	33	52	85	0.388235	482
Adipor2	chr6:119353150-119355928	61	72	133	0.458647	336
Adk	chr14:21447814-21448569	41	38	79	0.518987	203
Adm2	chr15:89323972-89324730	2	6	8	0.25	21
Adnp2	chr18:80127135-80130994	72	60	132	0.545455	257
Ado	chr10:67544511-67548955	36	48	84	0.428571	198
Adpgk	chr9:59314731-59316200	76	80	156	0.487179	249
Adprhl2	chr4:126317720-126317904	12	18	30	0.4	239
Adprm	chr11:67051681-67051778	26	18	44	0.590909	132
Adrb3	chr8:27227257-27228750	6	5	11	0.545455	181
Adrbk1	chr19:4289313-4289413	17	31	48	0.354167	251
Adrm1	chr2:180171588-180171688	8	6	14	0.571429	847
Adsl	chr15:80968662-80970947	127	167	294	0.431973	447
Adss	chr1:177796212-177796509	246	314	560	0.439286	1184
Aebp2	chr6:140650756-140655481	77	63	140	0.55	385
Aen	chr7:78907144-78908833	88	54	142	0.619718	509
Aes	chr10:81565472-81566371	155	222	377	0.411141	1052
Aff1	chr5:103850702-103855322	87	84	171	0.508772	473
Aff4	chr11:53415388-53421830	58	115	173	0.33526	629
Afg3l1	chr8:123501848-123503916	174	79	253	0.687747	745
Afg3l2	chr18:67442310-67442387	112	133	245	0.457143	546
Aftph	chr11:20685085-20686198	11	18	29	0.37931	222
Aga	chr8:53520237-53520344	16	8	24	0.666667	114
Agap3	chr5:24501397-24502047	21	13	34	0.617647	176
Agfg1	chr1:82894999-82896275	214	269	483	0.443064	489
Aggf1	chr13:95370757-95370959	121	132	253	0.478261	408
Agl	chr3:116758691-116758916	9	11	20	0.45	136
Ago1	chr4:126435013-126439611	55	38	93	0.591398	289
Agpat1	chr17:34612253-34613449	34	37	71	0.478873	231
Agpat2	chr2:26596291-26596466	16	19	35	0.457143	230
Agpat3	chr10:78284189-78284350	20	18	38	0.526316	158
Agpat4	chr17:12218985-12219640	55	28	83	0.662651	244
Agpat5	chr8:18881738-18884413	59	48	107	0.551402	310
Agpat6	chr8:23175508-23175636	38	37	75	0.506667	305
Agps	chr2:75925922-75931350	20	34	54	0.37037	515
Agrn	chr4:156174177-156174282	345	266	611	0.564648	752
Agtrap	chr4:148087917-148088064	151	204	355	0.425352	668
Ahctf1	chr1:179781643-179781783	187	175	362	0.516575	786
Ahcy	chr2:155074365-155074497	177	169	346	0.511561	2792
Ahcyl2	chr6:29909040-29912310	6	10	16	0.375	93
Ahnak	chr19:9001699-9019196	13	12	25	0.52	292
Ahsa2	chr11:23487882-23490589	28	58	86	0.325581	368
AI314180	chr4:58820128-58820175	9	9	18	0.5	253
AI413582	chr17:27563769-27564016	12	8	20	0.6	48
AI414108	chr9:27352685-27357543	33	18	51	0.647059	126
AI507597	chr4:141614575-141614683	2	6	8	0.25	37
AI597479	chr1:43113186-43115946	13	11	24	0.541667	103
AI837181	chr19:5425937-5427316	29	19	48	0.604167	107
AI846148	chr19:7382672-7383026	41	29	70	0.585714	269
Aida	chr1:183322489-183324501	43	66	109	0.394495	178
Aifm2	chr10:61739028-61739260	9	10	19	0.473684	81
Aig1	chr10:13868618-13868830	13	7	20	0.65	27
Aim1l	chr4:134092050-134092209	19	13	32	0.59375	84
Aim2	chr1:173464971-173466036	133	74	207	0.642512	179
Aimp1	chr3:132683793-132683879	66	77	143	0.461538	756
Aimp2	chr5:143909581-143909839	17	31	48	0.354167	246
Aip	chr19:4115320-4115496	30	38	68	0.441176	211
Ajuba	chr14:54576232-54577661	245	209	454	0.539648	449
AK010878	chr12:102757541-102757810	41	10	51	0.803922	129
Ak2	chr4:129010563-129011529	256	155	411	0.622871	1069
Ak4	chr4:101463553-101467771	53	68	121	0.438017	163
Ak6	chr13:100664051-100664196	68	60	128	0.53125	141
Ak7	chr12:105781671-105782447	222	56	278	0.798561	317
Akap1	chr11:88844259-88845865	119	122	241	0.493776	563
Akap10	chr11:61871307-61873021	20	6	26	0.769231	98
Akap11	chr14:78509880-78514320	28	29	57	0.491228	288
Akap12	chr10:4358478-4359471	755	608	1363	0.553925	1921
Akap13	chr7:75750574-75754609	6	4	10	0.6	67
Akap2	chr4:57892869-57896984	17	17	34	0.5	174
Akap7	chr10:25267308-25267468	7	8	15	0.466667	78
Akap8	chr17:32303676-32305706	30	28	58	0.517241	832
Akap9	chr5:4077828-4077967	21	19	40	0.525	134
Akip1	chr7:109711750-109712181	16	14	30	0.533333	126
Akirin1	chr4:123743433-123743573	19	22	41	0.463415	245
Akirin2	chr4:34566215-34566908	44	34	78	0.564103	301
Akr1a1	chr4:116641858-116641977	188	205	393	0.478372	2192
Akr1b10	chr6:34396612-34396949	4	14	18	0.222222	30
Akr1b3	chr6:34317340-34317489	635	713	1348	0.471068	0
Akr1b8	chr6:34365903-34365985	12	29	41	0.292683	59
Akr1c13	chr13:4197801-4197910	12	20	32	0.375	42
Akr1e1	chr13:4595071-4595154	9	16	25	0.36	104
Akr7a5	chr4:139318092-139318786	37	49	86	0.430233	152
Akt1	chr12:112659129-112659276	46	26	72	0.638889	219
Akt1s1	chr7:44854592-44855421	16	36	52	0.307692	260
Akt2	chr7:27638062-27639453	58	41	99	0.585859	335
Aktip	chr8:91129600-91129805	23	15	38	0.605263	213
Alad	chr4:62514074-62514260	35	61	96	0.364583	185
Alas1	chr9:106241116-106241338	13	8	21	0.619048	103
Aldh16a1	chr7:45154392-45154538	112	114	226	0.495575	525
Aldh18a1	chr19:40586127-40586192	263	269	532	0.494361	549
Aldh1l1	chr6:90598186-90598385	13	12	25	0.52	69
Aldh1l2	chr10:83487447-83490634	22	5	27	0.814815	81
Aldh2	chr5:121593362-121593824	408	370	778	0.524422	1078
Aldh3a2	chr11:61264246-61264331	85	39	124	0.685484	145
Aldh4a1	chr4:139648158-139649691	90	110	200	0.45	168
Aldh6a1	chr12:84430720-84432548	27	16	43	0.627907	124
Aldh7a1	chr18:56562033-56562298	170	162	332	0.512048	442
Aldh9a1	chr1:167367405-167368530	168	109	277	0.606498	458
Aldoa	chr7:126797337-126797548	681	628	1309	0.520244	5362
Alg1	chr16:5244441-5244907	39	62	101	0.386139	149
Alg10b	chr15:90227324-90230554	32	88	120	0.266667	110
Alg11	chr8:22067881-22071627	23	41	64	0.359375	125
Alg13	chrX:144373548-144374448	286	416	702	0.407407	1630
Alg14	chr3:121361556-121362011	30	39	69	0.434783	66
Alg3	chr16:20605458-20605717	17	10	27	0.62963	83
Alg5	chr3:54746466-54746617	24	19	43	0.55814	110
Alg6	chr4:99761871-99763460	16	7	23	0.695652	170
Alg8	chr7:97391528-97392158	25	12	37	0.675676	72
Alg9	chr9:50842734-50843639	18	14	32	0.5625	72
Alkbh1	chr12:87443642-87443839	210	110	320	0.65625	288
Alkbh2	chr5:114127876-114128176	61	39	100	0.61	176
Alkbh3	chr2:94008443-94008592	6	7	13	0.461538	63
