gene	coord	86minus1_CAST	86minus1_129S1	86minus1_total	86minus1_CAST/all	86minus1_htseqCount
2610002J02Rik	chr4:155256135-155256687	15	16	31	0.483871	45
2610015P09Rik	chr16:43943504-43943964	9	8	17	0.529412	68
2610301B20Rik	chr4:10897899-10899423	63	82	145	0.434483	176
2610305D13Rik	chr4:147615280-147615406	131	43	174	0.752874	1581
2610507B11Rik	chr11:78289804-78290625	249	220	469	0.530917	1757
2610524H06Rik	chr5:114823313-114823468	26	95	121	0.214876	120
2700029M09Rik	chr8:60905548-60905720	85	59	144	0.590278	404
2700038G22Rik	chr5:23853767-23855033	21	77	98	0.214286	57
2700049A03Rik	chr12:71242944-71243303	57	22	79	0.721519	206
2700060E02Rik	chr14:19822566-19822690	192	240	432	0.444444	1725
2700062C07Rik	chr18:24477269-24477767	27	30	57	0.473684	117
2700081O15Rik	chr19:7422643-7425904	8	3	11	0.727273	98
2700097O09Rik	chr12:55045661-55045943	9	1	10	0.9	124
2700099C18Rik	chr17:94774892-94775129	20	17	37	0.540541	76
2810004N23Rik	chr8:124860946-124861271	330	198	528	0.625	552
2810008D09Rik	chr11:117078776-117078955	83	118	201	0.412935	108
2810013P06Rik	chr8:123042575-123044602	15	10	25	0.6	49
2810025M15Rik	chr1:157419869-157420236	115	134	249	0.461847	386
2810403A07Rik	chr3:88711630-88712933	30	22	52	0.576923	303
2810408I11Rik	chr1:64679869-64680385	7	10	17	0.411765	31
2810408M09Rik	chr2:165490112-165491711	14	27	41	0.341463	68
2810417H13Rik	chr9:65893372-65893534	10	10	20	0.5	94
2810428I15Rik	chr8:70506662-70506739	28	12	40	0.7	196
2810474O19Rik	chr6:149334592-149335663	57	56	113	0.504425	730
2900011O08Rik	chr16:14099793-14101494	7	14	21	0.333333	51
2900076A07Rik	chr7:81529347-81529527	8	2	10	0.8	25
2900097C17Rik	chr2:156388063-156392979	21	23	44	0.477273	469
3010026O09Rik	chr11:50199536-50200115	11	15	26	0.423077	91
3110002H16Rik	chr18:12181584-12181695	7	9	16	0.4375	181
3110021N24Rik	chr4:108723807-108723912	3	6	9	0.333333	16
3110040N11Rik	chr7:81789355-81789453	77	61	138	0.557971	120
3110043O21Rik	chr4:35218414-35218916	14	25	39	0.358974	159
3110082I17Rik	chr5:139460469-139460534	136	148	284	0.478873	202
3830406C13Rik	chr14:12301148-12303231	11	13	24	0.458333	63
4833420G17Rik	chr13:119485727-119486117	221	92	313	0.70607	226
4833439L19Rik	chr13:54565182-54565382	101	203	304	0.332237	399
4921524J17Rik	chr8:85408759-85409890	27	22	49	0.55102	256
4930404N11Rik	chr10:81364742-81364980	11	7	18	0.611111	46
4930414L22Rik	chr6:72438683-72440615	74	78	152	0.486842	115
4930427A07Rik	chr12:113163053-113165458	74	45	119	0.621849	180
4930432K21Rik	chr8:84172161-84172597	4	10	14	0.285714	48
4930444M15Rik	chr14:76515878-76516352	11	5	16	0.6875	20
4930447C04Rik	chr12:72916674-72916730	27	38	65	0.415385	196
4930452B06Rik	chr14:8558034-8558190	7	11	18	0.388889	103
4930453N24Rik	chr16:64768924-64769162	20	39	59	0.338983	228
4930461G14Rik	chr9:58469145-58469623	15	55	70	0.214286	57
4930470H14Rik	chr17:4081830-4082995	7	10	17	0.411765	147
4930500J02Rik	chr2:104567861-104568230	297	246	543	0.546961	441
4930502E18Rik	chrX:53737666-53738222	32	32	64	0.5	122
4930503L19Rik	chr18:70471673-70471979	72	92	164	0.439024	166
4930506C21Rik	chr17:8297029-8297243	11	29	40	0.275	65
4930511M06Rik	chr18:57546014-57548375	22	17	39	0.564103	49
4930513N10Rik	chr8:95806830-95809180	26	14	40	0.65	32
4930519F16Rik	chrX:103234022-103234269	4	13	17	0.235294	31
4930524B15Rik	chr11:31978242-31979651	4	9	13	0.307692	48
4930528D03Rik	chr13:59733936-59734838	0	8	8	0	12
4930579G24Rik	chr3:79631129-79632819	3	13	16	0.1875	40
4930591A17Rik	chr2:179416472-179416880	2	15	17	0.117647	14
4931406C07Rik	chr9:15301367-15301607	20	22	42	0.47619	110
4931406P16Rik	chr7:34284702-34285609	25	33	58	0.431034	292
4933402E13Rik	chrX:62290365-62292078	3	33	36	0.0833333	114
4933404O12Rik	chr5:136933739-136937109	11	20	31	0.354839	88
4933413G19Rik	chr6:128375510-128375599	6	5	11	0.545455	0
4933421O10Rik	chr4:33027139-33030521	12	14	26	0.461538	19
4933426M11Rik	chr12:80877096-80880833	16	8	24	0.666667	315
4933434E20Rik	chr3:90061638-90063341	61	60	121	0.504132	203
5031439G07Rik	chr15:84955806-84955928	50	57	107	0.46729	200
5430405H02Rik	chr2:156853431-156854304	13	10	23	0.565217	121
5430416N02Rik	chr5:100429326-100429535	69	36	105	0.657143	86
5730408K05Rik	chr19:8888387-8888770	8	11	19	0.421053	12
5830415F09Rik	chr4:46382059-46382685	17	33	50	0.34	68
5830417I10Rik	chr3:88825390-88829371	54	28	82	0.658537	335
5830418K08Rik	chr9:15336553-15336645	60	69	129	0.465116	360
5830444B04Rik	chr4:155410837-155411812	10	0	10	1	10
6030458C11Rik	chr15:12823561-12823706	139	278	417	0.333333	262
6330416G13Rik	chr4:63583786-63586353	19	4	23	0.826087	100
6330419J24Rik	chrX:56376030-56378470	4	6	10	0.4	68
6430562O15Rik	chr13:99411842-99412826	39	49	88	0.443182	65
6720489N17Rik	chr13:62607373-62607499	35	10	45	0.777778	83
6820431F20Rik	chr8:20268286-20272219	95	3	98	0.969388	3937
8030462N17Rik	chr18:77673900-77674684	9	11	20	0.45	246
8430419L09Rik	chr6:135233979-135236240	4	6	10	0.4	62
9030624G23Rik	chr12:24043202-24044854	0	13	13	0	202
9030624J02Rik	chr7:118838113-118838231	74	45	119	0.621849	450
9130011E15Rik	chr19:45975219-45975275	45	38	83	0.542169	161
9130221H12Rik	chr7:25228723-25230264	34	27	61	0.557377	166
9130401M01Rik	chr15:58031984-58032079	183	72	255	0.717647	548
9330151L19Rik	chr12:69197728-69199868	9	2	11	0.818182	26
9430008C03Rik	chr2:158361405-158361522	12	25	37	0.324324	157
9430015G10Rik	chr4:156125417-156127263	135	141	276	0.48913	269
9430016H08Rik	chr1:57413240-57413387	5	12	17	0.294118	153
9430038I01Rik	chr7:137387371-137387433	11	8	19	0.578947	45
9530027J09Rik	chrX:48276792-48278190	150	242	392	0.382653	300
9530068E07Rik	chr11:52406945-52408723	37	62	99	0.373737	143
9530091C08Rik	chr9:68765346-68773322	21	0	21	1	25
9630033F20Rik	chr6:127085116-127088302	262	305	567	0.462081	523
9830147E19Rik	chr7:42642480-42642604	55	7	62	0.887097	239
9930104L06Rik	chr4:124942583-124944661	15	12	27	0.555556	86
A130077B15Rik	chr10:122565023-122567377	0	77	77	0	745
A230046K03Rik	chr10:83594171-83596473	128	84	212	0.603774	616
A230072C01Rik	chrX:20985979-20987349	29	20	49	0.591837	123
A230073K19Rik	chr7:59281879-59289166	5	10	15	0.333333	74
A230103J11Rik	chr8:85060244-85060460	34	10	44	0.772727	166
A330032B11Rik	chr19:37194876-37196541	10	1	11	0.909091	34
A430005L14Rik	chr4:153961490-153961924	50	51	101	0.49505	176
A630089N07Rik	chr16:98082346-98082439	32	17	49	0.653061	475
A730017L22Rik	chr2:130872541-130874442	6	31	37	0.162162	48
A830080D01Rik	chrX:159592071-159593081	45	0	45	1	306
A930004D18Rik	chr2:18025189-18028238	7	16	23	0.304348	75
A930005H10Rik	chr3:115881579-115881838	0	12	12	0	20
AA414768	chrX:12936873-12938541	12	2	14	0.857143	134
AA465934	chr11:83291967-83292097	2	23	25	0.08	50
AA987161	chr13:67589439-67593915	4	10	14	0.285714	128
Aaas	chr15:102339944-102340068	44	53	97	0.453608	515
Aacs	chr5:125516216-125517403	32	32	64	0.5	147
Aagab	chr9:63640207-63641889	60	51	111	0.540541	278
Aak1	chr6:86987204-87003227	3	12	15	0.2	226
Aamp	chr1:74282027-74282171	65	57	122	0.532787	735
Aar2	chr2:156566865-156568972	36	30	66	0.545455	126
Aard	chr15:52044799-52045722	344	192	536	0.641791	655
Aars	chr8:111055019-111055569	878	373	1251	0.701839	3282
Aars2	chr17:45520286-45520843	72	88	160	0.45	224
Aarsd1	chr11:101417350-101417433	85	103	188	0.452128	350
Aasdh	chr5:76882267-76883062	7	3	10	0.7	107
Aasdhppt	chr9:4308694-4308919	30	27	57	0.526316	446
Aatf	chr11:84510199-84510417	37	42	79	0.468354	227
Abca1	chr4:53092729-53092969	20	28	48	0.416667	340
Abca3	chr17:24409269-24410204	9	6	15	0.6	142
Abcb10	chr8:123982402-123983122	123	47	170	0.723529	247
Abcb1a	chr5:8747355-8748570	17	45	62	0.274194	163
Abcb1b	chr5:8865750-8866314	72	75	147	0.489796	269
Abcb6	chr1:75179570-75180283	10	5	15	0.666667	111
Abcb7	chrX:104413657-104413846	73	82	155	0.470968	724
Abcb8	chr5:24406668-24406801	9	19	28	0.321429	186
Abcc1	chr16:14473460-14474878	44	14	58	0.758621	194
Abcc4	chr14:118654150-118654374	86	108	194	0.443299	336
Abcc5	chr16:20405389-20405544	98	181	279	0.351254	886
Abcd3	chr3:121796449-121796485	151	176	327	0.461774	342
Abcd4	chr12:84615326-84615444	88	30	118	0.745763	263
Abce1	chr8:79683442-79685277	320	193	513	0.623782	3039
Abcf1	chr17:35963321-35963392	25	28	53	0.471698	781
Abcf2	chr5:24565341-24566003	45	59	104	0.432692	984
Abcf3	chr16:20551806-20551862	6	13	19	0.315789	286
Abcg2	chr6:58684333-58684457	6	10	16	0.375	257
Abhd10	chr16:45742777-45742955	30	28	58	0.517241	98
Abhd11	chr5:135011887-135012175	114	70	184	0.619565	256
Abhd12	chr2:150846244-150846363	47	26	73	0.643836	135
Abhd13	chr8:9987385-9992154	12	10	22	0.545455	129
Abhd14a	chr9:106445526-106445834	48	43	91	0.527473	80
Abhd17a	chr10:80586515-80587030	19	21	40	0.475	179
Abhd17b	chr19:21684098-21685637	6	8	14	0.428571	141
Abhd17c	chr7:84109356-84110801	47	31	78	0.602564	325
Abhd4	chr14:54267768-54269169	131	83	214	0.61215	327
Abi1	chr2:22953435-22953611	57	54	111	0.513514	519
Abl2	chr1:156640993-156649619	31	13	44	0.704545	302
Abr	chr11:76508888-76509419	68	77	145	0.468966	396
Abracl	chr10:18023067-18023252	33	28	61	0.540984	172
Abtb1	chr6:88838845-88838961	20	12	32	0.625	133
Acaa1a	chr9:119349958-119350295	7	2	9	0.777778	180
Acaa2	chr18:74801297-74801367	27	147	174	0.155172	175
Acaca	chr11:84399560-84401651	140	131	271	0.516605	692
Acacb	chr5:114249494-114250758	44	38	82	0.536585	219
Acad11	chr9:104126582-104127646	10	11	21	0.47619	79
Acad12	chr5:121609766-121610166	16	1	17	0.941176	48
Acad9	chr3:36090831-36092857	31	28	59	0.525424	276
Acadl	chr1:66857399-66857554	96	56	152	0.631579	213
Acadm	chr3:153944396-153944643	190	306	496	0.383065	806
Acads	chr5:115113064-115113213	73	103	176	0.414773	329
Acadsb	chr7:131444237-131446211	60	83	143	0.41958	228
Acadvl	chr11:70012958-70013083	10	6	16	0.625	124
Acat2	chr17:12947357-12947479	122	110	232	0.525862	516
Acat3	chr17:12927338-12927460	203	160	363	0.559229	933
Acbd3	chr1:180752159-180754204	4	8	12	0.333333	220
Acbd5	chr2:23112505-23114512	48	74	122	0.393443	171
Acbd6	chr1:155686949-155687233	18	29	47	0.382979	139
Acd	chr8:105698614-105698963	54	36	90	0.6	126
Acer2	chr4:86932032-86932490	39	51	90	0.433333	141
Acer3	chr7:98309348-98309527	9	8	17	0.529412	177
Acin1	chr14:54679241-54679352	206	217	423	0.486998	1000
Ackr3	chr1:90213795-90215722	17	11	28	0.607143	42
Acly	chr11:100523440-100523621	549	549	1098	0.5	2790
Acn9	chr6:7038854-7039220	6	7	13	0.461538	37
Aco1	chr4:40197554-40199009	111	119	230	0.482609	299
Aco2	chr15:81914628-81915137	213	169	382	0.557592	2098
Acot13	chr13:24831226-24831489	22	66	88	0.25	68
Acot2	chr12:83992502-83993875	4	9	13	0.307692	40
Acot8	chr2:164799720-164799945	6	10	16	0.375	66
Acot9	chrX:155295683-155295768	69	0	69	1	293
Acox1	chr11:116178682-116178844	11	9	20	0.55	159
Acox3	chr5:35612015-35613801	2	19	21	0.0952381	82
Acp1	chr12:30893326-30895953	224	147	371	0.603774	1131
Acp2	chr2:91210607-91214098	8	10	18	0.444444	151
Acp5	chr9:22129863-22130129	72	33	105	0.685714	170
Acp6	chr3:97171642-97171742	36	40	76	0.473684	949
Acsf2	chr11:94569310-94569386	26	92	118	0.220339	166
Acsf3	chr8:122785819-122785964	6	6	12	0.5	56
Acsl1	chr8:46534340-46536050	71	57	128	0.554688	326
Acsl3	chr1:78706258-78707743	75	75	150	0.5	484
Acsl4	chrX:142350960-142351137	55	50	105	0.52381	377
Acsl5	chr19:55295373-55295522	7	11	18	0.388889	98
Acss1	chr2:150628494-150628631	50	42	92	0.543478	135
Actb	chr5:142903116-142903941	49	58	107	0.457944	5212
Actg1	chr11:120348425-120348484	1022	705	1727	0.591778	10353
Actl6a	chr3:32725247-32725333	254	416	670	0.379104	1028
Actn1	chr12:80178302-80178452	306	188	494	0.619433	1256
Actn4	chr7:28918954-28919068	276	283	559	0.493739	1544
Actr10	chr12:70961867-70964717	184	32	216	0.851852	673
Actr1a	chr19:46384220-46384345	115	140	255	0.45098	539
Actr1b	chr1:36700337-36700377	54	38	92	0.586957	372
Actr2	chr11:20094230-20094445	266	340	606	0.438944	2004
Actr3	chr1:125435285-125435727	135	109	244	0.553279	1097
Actr3b	chr5:25849851-25850341	11	6	17	0.647059	72
Actr5	chr2:158638633-158639211	23	29	52	0.442308	66
Actr6	chr10:89726637-89726760	57	43	100	0.57	177
Actr8	chr14:29991592-29991755	19	28	47	0.404255	223
Acy1	chr9:106437629-106437737	28	20	48	0.583333	164
Acyp1	chr12:85272398-85272827	8	17	25	0.32	54
Adam10	chr9:70778000-70780229	10	17	27	0.37037	292
Adam17	chr12:21361659-21361791	131	41	172	0.761628	327
Adam19	chr11:46143792-46147347	149	180	329	0.452888	679
Adam23	chr1:63592608-63596515	11	52	63	0.174603	207
Adam9	chr8:24981951-24982122	32	32	64	0.5	153
Adap1	chr5:139280705-139280817	7	17	24	0.291667	113
Adar	chr3:89750929-89753455	20	24	44	0.454545	223
Adat1	chr8:111978039-111978138	4	7	11	0.363636	82
Adat2	chr10:13560114-13560264	18	26	44	0.409091	142
Adck1	chr12:88461015-88461726	29	17	46	0.630435	92
Adck4	chr7:27257223-27257949	4	6	10	0.4	64
Add1	chr5:34630470-34632305	132	145	277	0.476534	740
Adh5	chr3:138455085-138455499	806	742	1548	0.520672	2033
Adi1	chr12:28680966-28682174	214	148	362	0.59116	363
Adipor1	chr1:134431530-134432341	35	53	88	0.397727	460
Adipor2	chr6:119353150-119355928	62	61	123	0.504065	426
Adk	chr14:21447814-21448569	68	67	135	0.503704	184
Adnp2	chr18:80127135-80130994	96	91	187	0.513369	379
Ado	chr10:67544511-67548955	20	32	52	0.384615	203
Adpgk	chr9:59314731-59316200	94	132	226	0.415929	376
Adprhl2	chr4:126317720-126317904	21	18	39	0.538462	189
Adprm	chr11:67051681-67051778	49	32	81	0.604938	163
Adrb3	chr8:27227257-27228750	3	7	10	0.3	165
Adrbk1	chr19:4289313-4289413	14	16	30	0.466667	290
Adrbk2	chr5:112910478-112915074	7	4	11	0.636364	80
Adrm1	chr2:180171588-180171688	5	8	13	0.384615	714
Adsl	chr15:80968662-80970947	96	152	248	0.387097	389
Adss	chr1:177796212-177796509	272	291	563	0.483126	1290
Aebp2	chr6:140650756-140655481	70	89	159	0.440252	533
Aen	chr7:78907144-78908833	97	78	175	0.554286	507
Aes	chr10:81565472-81566371	159	168	327	0.486239	1061
Afap1	chr5:35999699-36003922	2	8	10	0.2	57
Aff1	chr5:103850702-103855322	341	321	662	0.515106	940
Aff4	chr11:53415388-53421830	173	184	357	0.484594	1032
Afg3l1	chr8:123501848-123503916	209	107	316	0.661392	819
Afg3l2	chr18:67448888-67449136	138	168	306	0.45098	604
Afmid	chr11:117838493-117839908	6	6	12	0.5	57
Aftph	chr11:20725685-20727639	36	29	65	0.553846	249
Aga	chr8:53520237-53520344	67	10	77	0.87013	141
Agap1	chr1:89888691-89895282	10	7	17	0.588235	164
Agap3	chr5:24501010-24501265	3	7	10	0.3	134
Agfg1	chr1:82894999-82896275	253	342	595	0.42521	734
Agfg2	chr5:137664216-137664372	5	6	11	0.454545	121
Aggf1	chr13:95370757-95370959	127	146	273	0.465201	368
Agl	chr3:116772387-116772520	7	5	12	0.583333	176
Ago1	chr4:126441889-126442083	52	67	119	0.436975	370
Ago2	chr15:73128324-73128460	57	84	141	0.404255	731
Agpat1	chr17:34612253-34613449	22	29	51	0.431373	293
Agpat2	chr2:26596291-26596466	21	24	45	0.466667	263
Agpat3	chr10:78284189-78284350	14	22	36	0.388889	153
Agpat4	chr17:12218985-12219640	45	22	67	0.671642	198
Agpat5	chr8:18881738-18884413	49	77	126	0.388889	430
Agpat6	chr8:23190716-23191692	24	32	56	0.428571	237
Agps	chr2:75925922-75931350	40	49	89	0.449438	854
Agrn	chr4:156185088-156185135	426	314	740	0.575676	1175
Agtrap	chr4:148087917-148088064	116	108	224	0.517857	473
Ahctf1	chr1:179781643-179781783	194	263	457	0.424508	1061
Ahcy	chr2:155074365-155074497	144	212	356	0.404494	2941
Ahcyl2	chr6:29909040-29912310	16	23	39	0.410256	156
Ahdc1	chr4:133061376-133066277	3	7	10	0.3	199
Ahnak	chr19:9001699-9019196	16	24	40	0.4	383
Ahsa2	chr11:23496691-23496881	43	64	107	0.401869	335
Ahsg	chr16:22898797-22899451	10	2	12	0.833333	44
AI314180	chr4:58864347-58864428	29	35	64	0.453125	447
AI413582	chr17:27563769-27564016	14	6	20	0.7	33
AI414108	chr9:27352685-27357543	7	8	15	0.466667	99
AI506816	chr5:23710017-23710408	2	13	15	0.133333	22
AI597479	chr1:43113186-43115946	30	38	68	0.441176	194
AI837181	chr19:5425937-5427316	21	12	33	0.636364	113
AI846148	chr19:7382672-7383026	36	27	63	0.571429	261
AI987944	chr7:41372930-41375374	6	4	10	0.6	55
Aida	chr1:183322489-183324501	49	68	117	0.418803	213
Aifm2	chr10:61739028-61739260	6	18	24	0.25	101
Aig1	chr10:13829243-13829398	12	9	21	0.571429	28
Aim1l	chr4:134092050-134092209	12	10	22	0.545455	115
Aim2	chr1:173464971-173466036	184	73	257	0.715953	240
Aimp1	chr3:132683793-132683879	81	84	165	0.490909	693
Aimp2	chr5:143909581-143909839	30	22	52	0.576923	217
Aip	chr19:4115320-4115496	34	34	68	0.5	198
Ajuba	chr14:54576232-54577661	156	128	284	0.549296	392
AK010878	chr12:102757541-102757810	22	10	32	0.6875	88
Ak2	chr4:129010563-129011529	159	126	285	0.557895	915
Ak4	chr4:101463553-101467771	362	416	778	0.465296	693
Ak6	chr13:100664051-100664196	58	54	112	0.517857	103
Ak7	chr12:105781671-105782447	137	41	178	0.769663	262
Akap1	chr11:88844259-88845865	149	165	314	0.474522	696
Akap10	chr11:61915024-61915581	24	28	52	0.461538	160
Akap11	chr14:78536712-78536860	129	129	258	0.5	549
Akap12	chr10:4358478-4359471	973	781	1754	0.554732	2486
Akap2	chr4:57892869-57896984	49	77	126	0.388889	232
Akap7	chr10:25283893-25284041	14	21	35	0.4	104
Akap8	chr17:32303676-32305706	27	14	41	0.658537	875
Akap9	chr5:4072615-4072700	21	21	42	0.5	262
Akip1	chr7:109711750-109712181	19	19	38	0.5	115
Akirin1	chr4:123749948-123750299	50	59	109	0.458716	379
Akirin2	chr4:34566215-34566908	60	49	109	0.550459	307
Akr1a1	chr4:116641858-116641977	141	154	295	0.477966	1898
Akr1b3	chr6:34317340-34317489	433	512	945	0.458201	0
Akr1b8	chr6:34363722-34363828	3	20	23	0.130435	18
Akr1e1	chr13:4595071-4595154	3	12	15	0.2	92
Akr7a5	chr4:139318092-139318786	29	33	62	0.467742	150
Akt1	chr12:112659129-112659276	62	33	95	0.652632	253
Akt1s1	chr7:44854592-44855421	16	18	34	0.470588	190
Akt2	chr7:27638062-27639453	55	52	107	0.514019	432
Aktip	chr8:91129600-91129805	21	9	30	0.7	236
Alad	chr4:62514074-62514260	23	56	79	0.291139	175
Alas1	chr9:106241116-106241338	14	12	26	0.538462	110
Aldh16a1	chr7:45154392-45154538	107	76	183	0.584699	426
Aldh18a1	chr19:40586127-40586192	242	245	487	0.49692	540
Aldh1l1	chr6:90598186-90598385	16	8	24	0.666667	119
Aldh1l2	chr10:83487447-83490634	4	7	11	0.363636	141
Aldh2	chr5:121593362-121593824	406	352	758	0.53562	1059
Aldh3a2	chr11:61264246-61264331	104	77	181	0.574586	221
Aldh4a1	chr4:139648158-139649691	52	116	168	0.309524	162
Aldh6a1	chr12:84443729-84443788	56	28	84	0.666667	214
Aldh7a1	chr18:56562033-56562298	215	173	388	0.554124	425
Aldh9a1	chr1:167367405-167368530	127	112	239	0.531381	571
Aldoa	chr7:126797337-126797548	830	761	1591	0.521684	6200
