gene	coord	190minus2_CAST	190minus2_129S1	190minus2_total	190minus2_CAST/all	190minus2_htseqCount
2810006K23Rik	chr5:124340609-124341852	3	5	8	0.375	64
2810008D09Rik	chr11:117078776-117078955	79	184	263	0.30038	96
2810025M15Rik	chr1:157419869-157420236	140	110	250	0.56	468
2810403A07Rik	chr3:88711630-88712933	19	22	41	0.463415	350
2810408I11Rik	chr1:64690464-64690659	5	9	14	0.357143	41
2810408M09Rik	chr2:165490112-165491711	9	3	12	0.75	43
2810417H13Rik	chr9:65893372-65893534	10	13	23	0.434783	89
2810428I15Rik	chr8:70506662-70506739	45	19	64	0.703125	271
2810474O19Rik	chr6:149334592-149335663	58	62	120	0.483333	872
2900026A02Rik	chr5:113086323-113091024	5	11	16	0.3125	113
2900041M22Rik	chr11:117612262-117613417	10	26	36	0.277778	28
2900076A07Rik	chr7:81531211-81531498	34	25	59	0.576271	30
2900097C17Rik	chr2:156388063-156392979	14	23	37	0.378378	604
3010026O09Rik	chr11:50199536-50200115	12	22	34	0.352941	92
3110002H16Rik	chr18:12188560-12188637	10	9	19	0.526316	149
3110040N11Rik	chr7:81789355-81789453	97	66	163	0.595092	164
3110043O21Rik	chr4:35191282-35193068	8	7	15	0.533333	147
3110082I17Rik	chr5:139460469-139460534	181	110	291	0.621993	217
4833420G17Rik	chr13:119485727-119486117	152	88	240	0.633333	203
4833439L19Rik	chr13:54565182-54565382	148	204	352	0.420455	432
4921524J17Rik	chr8:85408759-85409890	22	14	36	0.611111	210
4930404N11Rik	chr10:81364742-81364980	21	19	40	0.525	87
4930414L22Rik	chr6:72438683-72440615	42	29	71	0.591549	53
4930427A07Rik	chr12:113163053-113165458	130	69	199	0.653266	236
4930444M15Rik	chr14:76515878-76516352	7	14	21	0.333333	23
4930447C04Rik	chr12:72916674-72916730	22	35	57	0.385965	135
4930452B06Rik	chr14:8662259-8662348	34	16	50	0.68	143
4930453N24Rik	chr16:64768924-64769162	16	24	40	0.4	144
4930461G14Rik	chr9:58469145-58469623	12	35	47	0.255319	43
4930470H14Rik	chr17:4081830-4082995	10	10	20	0.5	111
4930483K19Rik	chr10:76545871-76546800	9	6	15	0.6	58
4930500J02Rik	chr2:104567861-104568230	195	214	409	0.476773	302
4930502E18Rik	chrX:53737666-53738222	21	13	34	0.617647	68
4930503L19Rik	chr18:70472291-70472480	115	119	234	0.491453	175
4930506C21Rik	chr17:8297029-8297243	24	45	69	0.347826	99
4930511M06Rik	chr18:57546014-57548375	18	30	48	0.375	47
4930513N10Rik	chr8:95806830-95809180	20	14	34	0.588235	21
4930528D03Rik	chr13:59733936-59734838	0	27	27	0	15
4930579G24Rik	chr3:79631129-79632819	13	21	34	0.382353	55
4931406C07Rik	chr9:15297843-15297941	11	6	17	0.647059	102
4931406P16Rik	chr7:34284702-34285609	26	28	54	0.481481	235
4931428F04Rik	chr8:105280409-105282144	8	3	11	0.727273	67
4932438A13Rik	chr3:37052324-37053033	2	7	9	0.222222	493
4933402E13Rik	chrX:62290365-62292078	7	40	47	0.148936	84
4933404O12Rik	chr5:136933739-136937109	22	43	65	0.338462	105
4933413G19Rik	chr6:128375510-128375599	9	4	13	0.692308	0
4933421O10Rik	chr4:33027139-33030521	22	6	28	0.785714	20
4933426M11Rik	chr12:80877096-80880833	49	55	104	0.471154	412
4933434E20Rik	chr3:90061638-90063341	50	92	142	0.352113	279
4933438K21Rik	chr4:147063366-147064898	8	1	9	0.888889	130
5031439G07Rik	chr15:84955806-84955928	54	44	98	0.55102	260
5430405H02Rik	chr2:156853431-156854304	25	21	46	0.543478	160
5430416N02Rik	chr5:100429326-100429535	114	61	175	0.651429	143
5530601H04Rik	chrX:105066759-105066877	4	8	12	0.333333	58
5730455P16Rik	chr11:80360492-80364018	10	15	25	0.4	154
5830415F09Rik	chr4:46382059-46382685	19	25	44	0.431818	66
5830417I10Rik	chr3:88825390-88829371	41	33	74	0.554054	410
5830418K08Rik	chr9:15357626-15357788	86	95	181	0.475138	439
6030440G07Rik	chr12:111013207-111013872	1	9	10	0.1	2
6030458C11Rik	chr15:12823561-12823706	89	180	269	0.330855	207
6330416G13Rik	chr4:63583786-63586353	181	156	337	0.537092	264
6330419J24Rik	chrX:56376030-56378470	5	6	11	0.454545	45
6430562O15Rik	chr13:99411842-99412826	45	61	106	0.424528	75
6720489N17Rik	chr13:62607373-62607499	22	9	31	0.709677	47
6820431F20Rik	chr8:20268286-20272219	103	4	107	0.962617	4183
8030462N17Rik	chr18:77673900-77674684	15	21	36	0.416667	310
8430419L09Rik	chr6:135233979-135236240	13	33	46	0.282609	125
9030624G23Rik	chr12:24043202-24044854	19	20	39	0.487179	218
9030624J02Rik	chr7:118838113-118838231	74	64	138	0.536232	443
9130011E15Rik	chr19:45975219-45975275	45	40	85	0.529412	172
9130221H12Rik	chr7:25228723-25230264	70	56	126	0.555556	277
9130401M01Rik	chr15:58031984-58032079	132	100	232	0.568966	432
9430008C03Rik	chr2:158361405-158361522	17	18	35	0.485714	126
9430015G10Rik	chr4:156125417-156127263	128	196	324	0.395062	288
9430016H08Rik	chr1:57413240-57413387	9	7	16	0.5625	149
9430038I01Rik	chr7:137387371-137387433	23	12	35	0.657143	61
9530027J09Rik	chrX:48276792-48278190	143	206	349	0.409742	266
9530068E07Rik	chr11:52406945-52408723	37	47	84	0.440476	178
9530082P21Rik	chr17:23751678-23754065	9	3	12	0.75	43
9530091C08Rik	chr9:68765346-68773322	24	0	24	1	24
9630033F20Rik	chr6:127085116-127088302	180	173	353	0.509915	422
9830147E19Rik	chr7:42616233-42616359	40	23	63	0.634921	211
9930021J03Rik	chr19:29720586-29720773	17	26	43	0.395349	277
9930104L06Rik	chr4:124942583-124944661	18	15	33	0.545455	59
A130077B15Rik	chr10:122565023-122567377	0	39	39	0	430
A230046K03Rik	chr10:83594171-83596473	148	105	253	0.58498	687
A230050P20Rik	chr9:20873542-20874307	19	19	38	0.5	78
A230072C01Rik	chrX:20985979-20987349	44	20	64	0.6875	138
A230103J11Rik	chr8:85060244-85060460	58	25	83	0.698795	221
A2m	chr6:121675119-121675246	26	12	38	0.684211	113
A330032B11Rik	chr19:37194876-37196541	14	2	16	0.875	33
A430005L14Rik	chr4:153961490-153961924	58	55	113	0.513274	206
A530054K11Rik	chr13:67617001-67621849	12	7	19	0.631579	145
A630089N07Rik	chr16:98062512-98064238	26	5	31	0.83871	310
A730017L22Rik	chr2:130872541-130874442	5	18	23	0.217391	29
A830080D01Rik	chrX:159592071-159593081	52	0	52	1	363
A930013F10Rik	chr8:22634384-22636809	4	6	10	0.4	42
AA414768	chrX:12936873-12938541	8	3	11	0.727273	88
AA465934	chr11:83291967-83292097	3	37	40	0.075	54
AA987161	chr13:67589439-67593915	8	5	13	0.615385	175
Aaas	chr15:102339944-102340068	68	61	129	0.527132	616
Aacs	chr5:125516216-125517403	74	59	133	0.556391	257
Aaed1	chr13:64291836-64292228	7	6	13	0.538462	99
Aagab	chr9:63640207-63641889	63	64	127	0.496063	370
Aamdc	chr7:97550331-97550741	5	18	23	0.217391	28
Aamp	chr1:74282027-74282171	65	65	130	0.5	820
Aar2	chr2:156566865-156568972	33	19	52	0.634615	122
Aard	chr15:52044799-52045722	327	164	491	0.665988	606
Aars	chr8:111055019-111055569	1531	692	2223	0.688709	5579
Aars2	chr17:45520286-45520843	55	69	124	0.443548	210
Aarsd1	chr11:101417350-101417433	92	111	203	0.453202	525
Aasdh	chr5:76901918-76902185	82	84	166	0.493976	158
Aasdhppt	chr9:4308694-4308919	22	18	40	0.55	376
Aatf	chr11:84513292-84513501	43	45	88	0.488636	260
Abca1	chr4:53132922-53133015	2	9	11	0.181818	258
Abca3	chr17:24409269-24410204	21	29	50	0.42	190
Abcb10	chr8:123982402-123983122	177	36	213	0.830986	272
Abcb1a	chr5:8740409-8740615	3	17	20	0.15	114
Abcb1b	chr5:8865750-8866314	15	39	54	0.277778	131
Abcb6	chr1:75179570-75180283	12	14	26	0.461538	133
Abcb7	chrX:104413657-104413846	66	86	152	0.434211	786
Abcb8	chr5:24408568-24408818	17	20	37	0.459459	169
Abcc1	chr16:14473460-14474878	72	57	129	0.55814	358
Abcc4	chr14:118654150-118654374	97	118	215	0.451163	422
Abcc5	chr16:20405389-20405544	104	126	230	0.452174	764
Abcd3	chr3:121796449-121796485	135	183	318	0.424528	319
Abcd4	chr12:84613905-84614044	157	57	214	0.733645	454
Abce1	chr8:79683442-79685277	305	167	472	0.646186	2708
Abcf1	chr17:35963321-35963392	26	34	60	0.433333	1049
Abcf2	chr5:24565341-24566003	41	59	100	0.41	945
Abcf3	chr16:20551806-20551862	9	17	26	0.346154	278
Abcg2	chr6:58684333-58684457	4	6	10	0.4	195
Abhd10	chr16:45740319-45740502	52	36	88	0.590909	146
Abhd11	chr5:135011887-135012175	111	81	192	0.578125	245
Abhd12	chr2:150904357-150904731	50	38	88	0.568182	162
Abhd13	chr8:9987385-9992154	20	12	32	0.625	152
Abhd14a	chr9:106445526-106445834	58	51	109	0.53211	123
Abhd17a	chr10:80586515-80587030	21	31	52	0.403846	207
Abhd17b	chr19:21684098-21685637	5	7	12	0.416667	105
Abhd17c	chr7:84109356-84110801	46	21	67	0.686567	263
Abhd2	chr7:79359960-79361601	15	12	27	0.555556	101
Abhd4	chr14:54267768-54269169	163	121	284	0.573944	442
Abi1	chr2:22953435-22953611	53	42	95	0.557895	412
Abi2	chr1:60476740-60481163	7	4	11	0.636364	234
Abi3	chr11:95830072-95832876	14	16	30	0.466667	78
Abl2	chr1:156640993-156649619	68	66	134	0.507463	383
Abr	chr11:76508888-76509419	75	85	160	0.46875	384
Abracl	chr10:18023067-18023252	47	30	77	0.61039	203
Abtb1	chr6:88841769-88841935	29	34	63	0.460317	175
Acaa1a	chr9:119349958-119350295	6	2	8	0.75	243
Acaa2	chr18:74801297-74801367	33	126	159	0.207547	213
Acaca	chr11:84399560-84401651	138	134	272	0.507353	651
Acacb	chr5:114249494-114250758	47	33	80	0.5875	245
Acad10	chr5:121645369-121645510	33	15	48	0.6875	100
Acad11	chr9:104126582-104127646	8	18	26	0.307692	120
Acad12	chr5:121607360-121607497	15	3	18	0.833333	53
Acad9	chr3:36090831-36092857	46	26	72	0.638889	293
Acadl	chr1:66863173-66863309	133	70	203	0.655172	292
Acadm	chr3:153944396-153944643	204	293	497	0.410463	778
Acads	chr5:115113064-115113213	114	133	247	0.461538	475
Acadsb	chr7:131444237-131446211	57	90	147	0.387755	238
Acadvl	chr11:70012958-70013083	7	6	13	0.538462	133
Acap2	chr16:31092413-31096446	9	9	18	0.5	343
Acat1	chr9:53591968-53592111	8	8	16	0.5	80
Acat2	chr17:12947357-12947479	195	105	300	0.65	854
Acat3	chr17:12927338-12927460	223	163	386	0.57772	1008
Acbd3	chr1:180752159-180754204	10	9	19	0.526316	263
Acbd4	chr11:103111542-103112199	19	12	31	0.612903	76
Acbd5	chr2:23112505-23114512	52	36	88	0.590909	169
Acbd6	chr1:155686949-155687233	14	19	33	0.424242	189
Acd	chr8:105700703-105700839	55	32	87	0.632184	165
Acer2	chr4:86932032-86932490	34	65	99	0.343434	104
Acer3	chr7:98309348-98309527	13	17	30	0.433333	158
Acin1	chr14:54679241-54679352	262	279	541	0.484288	1220
Acly	chr11:100523440-100523621	803	711	1514	0.530383	3821
Acn9	chr6:7038854-7039220	6	3	9	0.666667	50
Aco1	chr4:40197554-40199009	221	256	477	0.463312	487
Aco2	chr15:81914628-81915137	334	290	624	0.535256	3093
Acot1	chr12:84016780-84017669	17	11	28	0.607143	77
Acot13	chr13:24831226-24831489	44	80	124	0.354839	116
Acot2	chr12:83992502-83993875	7	7	14	0.5	59
Acot7	chr4:152178100-152178340	3	9	12	0.25	298
Acot8	chr2:164799720-164799945	24	20	44	0.545455	117
Acot9	chrX:155295683-155295768	63	0	63	1	258
Acox1	chr11:116179608-116179777	35	59	94	0.37234	236
Acox3	chr5:35612015-35613801	11	14	25	0.44	87
Acp1	chr12:30893326-30895953	197	230	427	0.461358	1149
Acp2	chr2:91210607-91214098	8	11	19	0.421053	131
Acp5	chr9:22129863-22130129	70	49	119	0.588235	203
Acp6	chr3:97171642-97171742	62	64	126	0.492063	1420
Acrbp	chr6:125053490-125054193	8	17	25	0.32	56
Acsf2	chr11:94571562-94571680	43	142	185	0.232432	248
Acsf3	chr8:122813560-122813671	12	2	14	0.857143	73
Acsl1	chr8:46534340-46536050	79	46	125	0.632	383
Acsl3	chr1:78706258-78707743	107	119	226	0.473451	763
Acsl4	chrX:142350960-142351137	89	90	179	0.497207	511
Acsl5	chr19:55295373-55295522	41	17	58	0.706897	125
Acss1	chr2:150667885-150668240	157	120	277	0.566787	305
Acss2	chr2:155549476-155549579	4	6	10	0.4	228
Actb	chr5:142903116-142903941	53	43	96	0.552083	5887
Actg1	chr11:120348425-120348484	922	694	1616	0.570545	9861
Actl6a	chr3:32725247-32725333	219	385	604	0.362583	904
Actn1	chr12:80178302-80178452	389	221	610	0.637705	1596
Actn4	chr7:28918954-28919068	330	311	641	0.514821	1726
Actr10	chr12:70961867-70964717	201	79	280	0.717857	644
Actr1a	chr19:46384220-46384345	165	142	307	0.537459	670
Actr1b	chr1:36700337-36700377	48	48	96	0.5	454
Actr2	chr11:20094230-20094445	333	355	688	0.484012	2481
Actr3	chr1:125405845-125405988	113	108	221	0.511312	1184
Actr3b	chr5:25849851-25850341	8	7	15	0.533333	67
Actr5	chr2:158638633-158639211	24	26	50	0.48	77
Actr6	chr10:89726637-89726760	65	30	95	0.684211	145
Actr8	chr14:29991592-29991755	31	40	71	0.43662	287
Acy1	chr9:106437629-106437737	23	25	48	0.479167	200
Acyp1	chr12:85272398-85272827	14	11	25	0.56	77
Adam10	chr9:70778000-70780229	24	27	51	0.470588	258
Adam15	chr3:89347869-89347945	5	5	10	0.5	134
Adam17	chr12:21373336-21373632	130	64	194	0.670103	403
Adam19	chr11:46143792-46147347	193	229	422	0.457346	723
Adam23	chr1:63592608-63596515	30	86	116	0.258621	261
Adam9	chr8:24992074-24992243	24	28	52	0.461538	157
Adamts2	chr11:50803569-50807573	1	11	12	0.0833333	14
Adar	chr3:89750929-89753455	29	29	58	0.5	276
Adat2	chr10:13560114-13560264	12	20	32	0.375	84
Adck1	chr12:88461015-88461726	24	21	45	0.533333	137
Adck4	chr7:27257223-27257949	8	7	15	0.533333	81
Add1	chr5:34630470-34632305	159	157	316	0.503165	896
Adh5	chr3:138455085-138455499	862	794	1656	0.520531	2224
Adhfe1	chr1:9553623-9553819	2	8	10	0.2	32
Adi1	chr12:28680966-28682174	319	200	519	0.614644	597
Adipor1	chr1:134431530-134432341	79	57	136	0.580882	705
Adipor2	chr6:119353150-119355928	87	110	197	0.441624	630
Adk	chr14:21447814-21448569	58	45	103	0.563107	197
Adnp2	chr18:80127135-80130994	74	70	144	0.513889	317
Ado	chr10:67544511-67548955	74	85	159	0.465409	278
Adpgk	chr9:59314731-59316200	98	112	210	0.466667	379
Adprhl2	chr4:126317720-126317904	21	15	36	0.583333	262
Adprm	chr11:67051681-67051778	40	30	70	0.571429	126
Adrb3	chr8:27227257-27228750	3	5	8	0.375	133
Adrbk1	chr19:4289313-4289413	32	26	58	0.551724	348
Adrm1	chr2:180171588-180171688	5	9	14	0.357143	671
Adsl	chr15:80968662-80970947	98	146	244	0.401639	391
Adss	chr1:177796212-177796509	204	204	408	0.5	974
Adssl1	chr12:112640958-112641355	125	38	163	0.766871	252
Aebp2	chr6:140650756-140655481	75	50	125	0.6	619
Aen	chr7:78907144-78908833	155	114	269	0.576208	763
Aes	chr10:81565472-81566371	242	315	557	0.43447	1703
Afap1	chr5:35999699-36003922	20	17	37	0.540541	150
Aff1	chr5:103850702-103855322	307	289	596	0.515101	872
Aff4	chr11:53415388-53421830	164	221	385	0.425974	1019
Afg3l1	chr8:123501848-123503916	249	121	370	0.672973	1013
Afg3l2	chr18:67448888-67449136	128	180	308	0.415584	643
Aftph	chr11:20725685-20727639	36	27	63	0.571429	275
Aga	chr8:53520237-53520344	88	29	117	0.752137	216
Agap1	chr1:89888691-89895282	9	9	18	0.5	226
Agap3	chr5:24501010-24501265	20	6	26	0.769231	193
Agfg1	chr1:82894999-82896275	251	342	593	0.423272	745
Agfg2	chr5:137667681-137667774	56	44	100	0.56	233
Aggf1	chr13:95370757-95370959	110	113	223	0.493274	303
Agl	chr3:116791006-116791209	5	5	10	0.5	198
Ago1	chr4:126453826-126453948	100	80	180	0.555556	468
Ago2	chr15:73128324-73128460	86	101	187	0.459893	848
Agpat1	chr17:34612253-34613449	42	24	66	0.636364	368
Agpat2	chr2:26596291-26596466	10	16	26	0.384615	189
Agpat3	chr10:78284189-78284350	32	39	71	0.450704	295
Agpat4	chr17:12218985-12219640	51	38	89	0.573034	351
Agpat5	chr8:18881738-18884413	49	51	100	0.49	376
Agpat6	chr8:23190716-23191692	23	28	51	0.45098	242
Agps	chr2:75925922-75931350	44	67	111	0.396396	939
Agrn	chr4:156185088-156185135	569	443	1012	0.562253	1509
Agtrap	chr4:148087917-148088064	133	105	238	0.558824	571
Ahctf1	chr1:179803353-179804015	215	211	426	0.504695	1045
Ahcy	chr2:155074365-155074497	179	181	360	0.497222	3043
Ahcyl2	chr6:29909040-29912310	32	33	65	0.492308	215
Ahdc1	chr4:133061376-133066277	24	31	55	0.436364	314
Ahnak	chr19:9001699-9019196	12	12	24	0.5	302
Ahsa2	chr11:23496691-23496881	52	34	86	0.604651	314
AI314180	chr4:58864347-58864428	21	30	51	0.411765	487
AI413582	chr17:27563769-27564016	16	14	30	0.533333	87
AI414108	chr9:27352685-27357543	72	49	121	0.595041	209
AI506816	chr5:23710017-23710408	12	20	32	0.375	17
AI597479	chr1:43113186-43115946	35	30	65	0.538462	185
AI661453	chr17:47469276-47470638	34	29	63	0.539683	145
AI837181	chr19:5425937-5427316	11	23	34	0.323529	83
AI846148	chr19:7382672-7383026	44	19	63	0.698413	221
AI987944	chr7:41372930-41375374	8	9	17	0.470588	85
Aida	chr1:183322489-183324501	64	80	144	0.444444	218
Aifm2	chr10:61739028-61739260	37	24	61	0.606557	155
Aig1	chr10:13868618-13868830	22	24	46	0.478261	52
Aim1l	chr4:134092050-134092209	20	19	39	0.512821	174
Aim2	chr1:173464971-173466036	170	59	229	0.742358	233
Aimp1	chr3:132683793-132683879	62	81	143	0.433566	648
Aimp2	chr5:143909581-143909839	11	21	32	0.34375	188
Aip	chr19:4115320-4115496	40	28	68	0.588235	237
Ajuba	chr14:54567469-54569056	99	65	164	0.603659	263
AK010878	chr12:102757541-102757810	27	3	30	0.9	79
Ak2	chr4:129010563-129011529	249	160	409	0.608802	1347
Ak4	chr4:101463553-101467771	227	259	486	0.467078	420
Ak6	chr13:100664051-100664196	71	60	131	0.541985	84
Ak7	chr12:105781671-105782447	148	49	197	0.751269	288
Akap1	chr11:88844259-88845865	191	193	384	0.497396	910
Akap10	chr11:61915024-61915581	23	35	58	0.396552	174
Akap11	chr14:78509880-78514320	74	68	142	0.521127	421
Akap12	chr10:4358478-4359471	1408	1227	2635	0.534345	3965
Akap2	chr4:57892869-57896984	42	56	98	0.428571	205
Akap7	chr10:25283893-25284041	12	13	25	0.48	102
Akap8	chr17:32303676-32305706	31	30	61	0.508197	661
Akap9	chr5:4077828-4077967	23	24	47	0.489362	240
Akip1	chr7:109711750-109712181	18	25	43	0.418605	146
Akirin1	chr4:123749948-123750299	53	24	77	0.688312	294
Akirin2	chr4:34566215-34566908	48	65	113	0.424779	367
Akr1a1	chr4:116641858-116641977	228	237	465	0.490323	2596
Akr1b3	chr6:34317340-34317489	638	587	1225	0.520816	0
Akr1b8	chr6:34364237-34364318	8	39	47	0.170213	60
Akr1e1	chr13:4595071-4595154	13	11	24	0.541667	109
Akr7a5	chr4:139318092-139318786	34	52	86	0.395349	150
Akt1	chr12:112659129-112659276	75	45	120	0.625	305
