chr	start	gene	A	BC	WT
chrX	48025145	Apln	-0.67656290112392	-3.11733169533376	-4.69757731268641
chrX	48171970	Zdhhc9	-0.200225364617295	-0.895387953034398	-1.50579110157672
chrX	48256933	Utp14a	0.112064084866525	-0.995988466284313	-1.21914148992868
chrX	48276791	9530027J09Rik	-0.849847163591394	-0.358705590740702	0.189992548653046
chrX	48341357	Bcorl1	-0.234512053252114	-2.02762050667637	-2.67071061844099
chrX	48474943	Aifm1	-0.0328083175435338	-1.46934462977633	-1.51543193221342
chrX	48519284	Rab33a	0.367533620631959	-3.55225861888267	-3.31228989091944
chrX	48541625	Zfp280c	-0.370343783703589	-2.92471789560265	-3.12608399619111
chrX	48623577	Slc25a14	-0.33868243351901	-1.72221239201016	-2.33477074478862
chrX	48695003	Rbmx2	0.167098336535119	-1.67668316643061	-2.03528057761287
chrX	49009706	Enox2	-0.224052473562446	-1.67754236063544	-1.80874412001571
chrX	49782536	Igsf1	-1.38005099033059	-2.26881348471323	-2.85885129100033
chrX	50537388	Gm35612	-0.63765043220914	-1.90743724067095	-2.48071168899737
chrX	50563119	Firre	-0.20339032368773	-3.54805608964113	-4.21355800905819
chrX	50841370	Stk26	-1.49247026417449	-2.84898936772869	-3.7450947597317
chrX	51003913	Rap2c	-0.363019733509286	-1.59309246991531	-2.43241465167412
chrX	51113493	Mbnl3	-1.25904269057643	-1.66656598034295	-2.42611770203805
chrX	51386636	Hs6st2	-0.213463847317234	-2.04572716509457	-2.91515616706276
chrX	51753958	Usp26	-1.41637315830321	-2.60547728946172	-3.97308052961066
chrX	52053017	Gpc4	-0.386123902617082	0.494546680877266	-0.541061774293703
chrX	52272426	Gpc3	-0.059044125889522	-2.03706523978997	-2.52281277071543
chrX	52741692	Mir363	0.614433695188674	-2.94051283541438	-3.7368247507405
chrX	52741837	Mir92-2	-0.911718274291246	-2.45092133401166	-3.86242530432849
chrX	52742330	Mir18b	-2.90754453621079	-0.906552361634456	-2.77478945184043
chrX	52791199	Ccdc160	0.245387807313037	-2.27622107208489	-2.153917978384
chrX	52912213	Phf6	-0.453282562592963	-1.43205174865693	-1.99227378526241
chrX	52988077	Hprt	-0.0831186408441801	-1.41557429288475	-1.50397227068406
chrX	53243414	Fam122b	-0.887072927708916	-1.38894167361432	-2.0914691267163
chrX	53344593	Mospd1	-0.622183722405966	-1.44837884504393	-2.73554029863727
chrX	53607921	Rtl8c	-0.325306270210569	-3.51311992857194	-6.88239473108176
chrX	53642488	Rtl8a	-0.3833165659647	-3.12721716276921	-3.72344552394849
chrX	53669176	Rtl8b	-0.253764355277046	-2.02575564912671	-3.99748705418448
chrX	53724830	4930502E18Rik	-1.2634053460863	-1.38708291088594	-2.11019103866897
chrX	53772685	Zfp36l3	-0.531713434794678	-4.66228351084753	-4.79324893179292
chrX	56346399	Zfp449	-0.687083634366541	-2.03155449987389	-2.18274015153268
chrX	56374516	Smim10l2a	-0.977634566637205	-1.68804879225734	-2.5589168390831
chrX	56454838	Ints6l	-0.951795488925019	-1.46410559092781	-2.18683410333852
chrX	56585511	Mmgt1	-0.337921335780861	-1.43520866330799	-1.52209259752675
chrX	56609834	Slc9a6	-0.742347634382136	-1.2721878909134	-1.63700141086887
chrX	56731760	Fhl1	-1.15881768169719	-0.909519221252886	-2.35814346602665
chrX	56797952	Map7d3	-0.0888451337173762	-1.92324133116149	-1.95652299592276
chrX	57053569	Htatsf1	-0.106469248795084	-0.85644804910762	-1.32348507822478
chrX	57383347	Rbmx	-0.426437401564581	-1.93922576412667	-2.99537700777019
chrX	58030627	Zic3	-0.0785211698671604	-1.16034814365656	-0.959932851770906
chrX	59062145	Fgf13	-2.71505531530321	-2.4016388378017	-3.98711527332861
chrX	60055955	Mcf2	-0.0119230040073414	-0.627628932189964	-0.339828518632437
chrX	60223289	Atp11c	-1.07208292979441	-1.11491561082872	-1.93267880176306
chrX	60548007	Gm715	-1.04025772413112	-3.15062384248436	-1.64884668226504
chrX	60891365	Sox3	-0.576903994687613	-1.43938021717333	-0.625610614967035
chrX	61709615	Ldoc1	-0.695774157071151	-1.61058202548419	-1.80421090830364
chrX	66649317	Slitrk2	-0.858132730357484	-2.80292476357441	-2.65572645061972
chrX	68678540	Fmr1	-0.634836803479751	-1.03881769763935	-1.98852635663039
chrX	68761838	Fmr1nb	-0.258634139318592	-1.01245539500809	-2.15628864210994
chrX	70343069	Ids	-1.43837236726707	-1.03418345295682	-2.02308112892683
chrX	70385912	1110012L19Rik	-0.556474914733924	-1.15647434547873	-1.69110565239998
chrX	70459752	Tmem185a	-1.15478896028754	-1.78764884826109	-2.69530575348657
chrX	71210766	Mtm1	-1.23250879450014	-1.39564481157061	-1.22013304980298
chrX	71364759	Mtmr1	-1.41172936720217	-1.7136079690032	-2.23413933096336
chrX	71420059	Cd99l2	-1.60592472234778	-1.68080190182859	-2.89540357532891
chrX	71555916	Hmgb3	-1.00786601855186	-1.30221392128593	-2.38900877205077
chrX	71816079	Vma21	-0.49607710488825	-0.974500208585445	-1.53726829793746
chrX	71962624	Prrg3	-1.93501987291316	-2.57710160381602	-3.71240922627255
chrX	72432675	Gabra3	-0.888014203553593	-3.34179880792893	-4.11535408548649
chrX	72913564	Cetn2	-0.129351904277346	-1.72858203054531	-1.96624964972444
chrX	72918520	Nsdhl	-0.0664963255478056	-1.29755483083183	-1.62666569377759
chrX	72987338	Zfp185	-0.491607014266572	-1.03480705541998	-1.95673953438138
chrX	73033980	Pnma5	0.234028556986518	-0.515052975560635	-2.05281285558112
chrX	73074344	Xlr4a	-0.475029302959248	0.269703585630404	-0.0398239725076976
chrX	73086292	Xlr3a	0.0077699973807096	-0.0870981266069067	-0.855927778976556
chrX	73107634	Xlr5a	-1.74054684145324	0.245105914279502	-0.220882702997378
chrX	73148840	Xlr5b	0.774794514257419	0.105349299009709	0.265765814146629
chrX	73192178	Xlr3b	0.029436612115885	0.194246222956746	-0.995741348465079
chrX	73214332	Xlr4b	-1.34254108462352	1.1013074594029	-0.8247652769491
chrX	73228305	F8a	0.0238698516747826	-0.572321029023664	-0.760285912221443
chrX	73254539	Xlr3c	-0.401874467613053	-1.00616503855575	-1.15351691815297
chrX	73342619	Zfp275	-0.421430488003805	-2.08682466646864	-2.43986038684534
chrX	73437314	Haus7	-0.027130222104317	-0.625183453490015	-0.689057004224833
chrX	73639440	Dusp9	0.191261097374825	-1.54148390529325	-0.913445858908832
chrX	73673132	Slc6a8	-0.136290798289746	-0.753910389763977	-0.946653298516461
chrX	73686177	Bcap31	0.167134158073554	-1.00227445304416	-1.4817858971686
chrX	73716596	Abcd1	0.190486197942719	-0.678367045384346	-0.870264618310522
chrX	73778962	Idh3g	0.14291367112797	-0.374680580145058	-0.278364429283829
chrX	73787027	Ssr4	0.0914515603410255	-1.07386429114751	-1.15662163175445
chrX	73793356	Pdzd4	0.0634732392477899	-1.11675533062062	-0.686279235162648
chrX	73853779	L1cam	-0.268264916635151	-1.46017234432689	-2.5639658496759
chrX	73894351	Arhgap4	-0.329555669223109	0.0756510204772353	-0.181080603412637
chrX	73916869	Naa10	0.263581060453392	-1.12859282394156	-0.792136755769955
chrX	73922120	Renbp	-0.0869698971602343	-0.0855496671513487	-0.396241866639106
chrX	73942791	Hcfc1	-0.349615102016415	-1.19223358459156	-0.869864816153816
chrX	74013913	Irak1	0.102978068461863	-1.3107557468706	-1.58898469950697
chrX	74026591	Mecp2	0.00750964720543996	-1.32873298681731	-1.62050771502353
chrX	74223460	Flna	-0.247331266152225	-1.28131092641532	-1.35399625908156
chrX	74254686	Emd	0.0947567244891696	-1.48317976506447	-1.4344925165627
chrX	74270815	Rpl10	0.248047179461632	-1.22709478890029	-0.799955009203029
chrX	74272491	Snora70	-0.597638737027264	-0.436827239572519	-0.635898740828977
chrX	74273216	Dnase1l1	-0.782085039963576	-1.91419192383244	-2.5720784187026
chrX	74282717	Taz	0.142161665228779	-1.29385124088741	-1.50309062534503
chrX	74297096	Atp6ap1	-0.124026022815758	-1.04100567486002	-1.20695353613772
chrX	74305011	Gdi1	0.0766488547935887	-0.659898192632192	-0.985804532213369
chrX	74313032	Fam50a	0.162111101556555	-0.795968776002468	-1.13059255699594
chrX	74329065	Plxna3	-0.141340323457182	-1.93208118215986	-2.19327371901026
chrX	74352161	Lage3	0.0810714343660004	-1.24517349693002	-1.02304344852095
chrX	74365717	Ubl4a	0.00207031552194043	-1.56260287675464	-1.68277079729795
chrX	74369218	Slc10a3	0.690567845022462	-1.64880859106686	-1.73837930047136
chrX	74384719	Fam3a	0.269771202595044	-1.18984872008211	-1.60228620748663
chrX	74393290	Ikbkg	-0.120596385892538	-0.83856734114763	-1.13066016404323
chrX	74409485	G6pdx	-0.0808218584083637	-1.59731007610819	-1.52453853939019
chrX	75095853	Dkc1	0.103814025621987	-0.776145641739477	-0.751196633759426
chrX	75109732	Mpp1	-0.15122772444899	-0.287379173988858	-0.89314967959612
chrX	75382398	Fundc2	0.00242856519479174	-1.5702206304514	-1.62953926712363
chrX	75404845	Cmc4	0.0628283782492087	-1.09586230208495	-2.13120153157095
chrX	75410441	Mtcp1	0.0540064302609345	0.0210061556882867	-0.765410956176591
chrX	75416627	Brcc3	-0.120215837254978	-0.951832786816884	-1.43680401569794
chrX	75514296	Vbp1	0.0984352140305176	-1.2034393869111	-1.62017309676144
chrX	75572044	Rab39b	-0.389219006198155	-1.77621832672044	-1.86351281684
chrX	75725457	4933407K13Rik	-0.399258103767508	-1.90531308511922	-3.05183079536643
chrX	75785652	Pls3	0.00139441048870272	-2.60196331013726	-3.12788913504339
chrX	77511226	Tbl1x	-0.350485690131688	-1.28843315935391	-1.81255882794663
chrX	77762029	Prkx	-0.512148264574512	-0.718362155660738	-1.24493888521858
chrX	79623230	Mageb16	-0.0658746915369296	-0.605980721889043	-0.647915451859064
chrX	81070643	Tmem47	-0.324800239987929	-1.38069647386565	-1.86333344120976
chrX	82948869	Dmd	-0.458807971792054	-1.95786745205067	-1.9931075652168
chrX	85574021	Tab3	-0.710956218256587	-1.32246384230713	-1.7084659938023
chrX	85701936	Gk	-0.658126110497902	-1.85058731511897	-2.73651154902352
chrX	86191774	Nr0b1	0.0172227825978104	1.39039317572967	1.66652522389022
chrX	93304765	Pola1	-0.0357354117860177	-1.45010837250227	-1.6044454026009
chrX	93654862	Pcyt1b	-0.174901069665708	-2.11702609400357	-1.77960711041317
chrX	93764615	Pdk3	-0.282592454451759	-2.24224083978185	-2.08350607529587
chrX	93968655	AU015836	-0.45964632869792	-0.696329840418057	-0.560260007891899
chrX	94074630	Zfx	-0.112001366373438	-1.56851678579609	-1.66424923644915
chrX	94188708	Eif2s3x	0.0589599158275199	-0.997064107338149	-0.931893298752649
chrX	94234929	Klhl15	-0.544395911900222	-1.6890778979249	-2.56255279149982
chrX	94367109	Apoo	-0.269956188139166	-1.3827777902424	-1.46029578852472
chrX	94535473	Maged1	-0.416899642664837	-2.27735101189315	-2.21746434655875
chrX	94636068	Gspt2	-0.340760316918729	-1.38560516985059	-1.91632559276889
chrX	94724568	Zxdb	-0.84663088519468	-2.4778508592762	-2.351253225583
chrX	95022506	Spin4	-0.563486195825986	-1.52241587563986	-1.48049132274315
chrX	95048934	Arhgef9	-0.430383935564483	-1.72157390741658	-1.95937177301002
chrX	95420313	Amer1	-0.696203125511977	-2.37281727286983	-3.00931737121639
chrX	95639193	Zc4h2	-0.269538239249744	-1.29799006317826	-1.65040452815383
chrX	95935312	Las1l	0.195424287761605	-1.2529777037747	-1.24504667230784
chrX	96096044	Msn	-0.873095801721319	-1.45639943005723	-2.157160263312
chrX	97333840	Eda2r	-0.709493898129687	0.692303534964358	-0.186555350688893
chrX	98937780	Yipf6	-0.231628870137002	-0.427375145500577	-0.900494517657195
chrX	99042580	Stard8	-0.495338669731322	0.0937792325222815	-0.859891913286538
chrX	99136060	Efnb1	-0.700674978887012	-0.152262219779077	-1.24073889451694
chrX	99465733	Pja1	-0.285549866622632	-2.14676308086181	-2.24478255137502
chrX	99821068	Tmem28	-2.20998577331898	-2.93902966608981	-2.29578594181522
chrX	100429012	Otud6a	-1.35524485510988	-0.495749006808334	-1.06834857450544
chrX	100494290	Igbp1	0.0111605308644101	-0.835091678572311	-1.03021986028213
chrX	100622870	Pdzd11	0.0515761830559489	-1.53633419553725	-2.01150200573112
chrX	100626064	Kif4	-0.352375468620794	-1.34505133258937	-1.685183111241
chrX	100767721	Dlg3	-0.291773564828564	-2.24707893873013	-2.29664890233947
chrX	100838647	Tex11	-0.302701346849847	-0.537788794071961	-1.02068826052251
chrX	101079209	Slc7a3	-0.0662530342842704	-2.10213390580478	-1.16430676910422
chrX	101097785	Snx12	-0.00906024719262469	-1.48051257306101	-1.4293290564253
chrX	101254527	Foxo4	0.206692644053768	-2.30990958951874	-2.04698476719557
chrX	101264384	Il2rg	0.488239653394514	-2.42017525947608	-1.82859601064085
chrX	101274090	Med12	-0.312545361068316	-2.02436504953136	-2.06318121623773
chrX	101299178	Nlgn3	-0.134581761531899	-2.4235807740012	-2.00624828013955
chrX	101404383	Zmym3	0.178333708206098	-0.391303703298439	-0.324042950478295
chrX	101429650	Nono	0.103752192339266	-1.83970319534888	-1.56224233481833
chrX	101532734	Taf1	-0.194683410911245	-0.411432976204957	-0.559092974333957
chrX	101640050	Ogt	-0.216623068497354	-0.547699457480592	-1.0168513629531
chrX	102119464	Pin4	0.373062419761328	-1.26696312090817	-1.36123665621984
chrX	102142819	Ercc6l	-0.179702681330766	-2.23392860170902	-2.22855304591915
chrX	102184940	Rps4x	0.257100530565592	-1.52694516950772	-0.956515480325707
chrX	102247377	Cited1	-1.22550864365352	-0.702832969480376	-2.08441880344073
chrX	102284637	Hdac8	-0.954039777231167	-2.00888504893982	-2.1687631129764
chrX	102513974	Phka1	-2.05201880606624	-2.06044327303501	-2.23763873330364
chrX	103184058	Nap1l2	-1.19407959951596	-3.20124130807354	-4.15599149396352
chrX	103356475	Chic1	-0.350312809134952	-1.23919635814771	-1.66146426107944
chrX	103414466	Tsx	-1.19846904376922	-1.10657190677679	-1.93562534802115
chrX	103460372	Xist	12.2431138452585	16.2591161351545	17.263872452061
chrX	103560909	Ftx	-0.503671477839327	-2.03004168356471	-2.20316041459612
chrX	103572920	Mir421	0.219140809752019	-2.11740937054985	-3.34040541258882
chrX	103697413	Slc16a2	-0.370341864980816	-4.08243888461115	-4.67342902547837
chrX	103957166	Rlim	-0.14650273477286	-2.75722036655014	-2.9027962677607
chrX	104077435	Nexmif	-0.828714659815563	-2.92115644044539	-2.67712411381069
chrX	104280564	Abcb7	-0.367058922656043	-2.18830318289858	-2.59408012986588
chrX	104482781	Uprt	-1.17826921323376	-3.05452142038518	-3.41780240690271
chrX	104536969	Zdhhc15	-0.51360132438561	-2.48318404894114	-2.40988537600906
chrX	105040853	5530601H04Rik	-0.0704277052884949	-0.749004299789625	-0.556858361486922
chrX	105079755	Pbdc1	0.138987148192942	-0.835828229991709	-0.784573822207821
chrX	105120377	Magee1	-1.07907648356961	-1.10114623742629	-1.69851752826332
chrX	105797614	Atrx	-0.487450964414942	-1.14519199444292	-1.38374998072301
chrX	105968084	Magt1	-0.213724547086854	-2.22349490281603	-2.39809045702036
chrX	106015699	Cox7b	0.16534396093423	-1.89963393065623	-1.63001539672688
chrX	106027223	Atp7a	-0.644360662018064	-1.61530529368822	-1.75194248245229
chrX	106187099	Pgk1	0.00127856338354297	-2.66160507713388	-2.4736217624791
chrX	106206873	Taf9b	-0.708518880467896	-1.29040697484353	-2.91409576007102
chrX	106420042	Fndc3c1	-1.71505277608621	-3.76395780011619	-5.3506087397374
chrX	106576508	Cysltr1	-1.64440551967856	-2.84146940493496	-4.38959421891082
chrX	106920624	Lpar4	-0.251920313816627	-3.05608814875512	-3.25133442024792
chrX	107397194	Itm2a	-1.32596803745801	-1.83429453691939	-2.32966142387674
chrX	107782751	2610002M06Rik	-0.761943040419699	-1.43584448554435	-2.24570457830956
chrX	108742207	Brwd3	-0.871375196301908	-1.4872884655354	-1.78605288986445
chrX	108834477	2810403D21Rik	-0.628051118121152	-0.30087610098969	-1.68919279861715
chrX	109004536	Hmgn5	-1.02067396142149	-1.36349589386165	-2.50143626723422
chrX	109095406	Sh3bgrl	-0.736592191076321	-1.77697062983191	-2.39463773489269
chrX	111387836	Rps6ka6	-0.653035387874488	-1.98447115985084	-2.05555118317913
chrX	111575203	Hdx	-0.85643736742073	-1.98074925602964	-2.77467345600566
chrX	112311351	Apool	-0.483266634590544	-0.804556753669114	-1.170530657145
chrX	112600525	Zfp711	-2.74013781837015	-1.69726677418115	-2.60349030693881
chrX	113040591	Chm	-0.502051471471504	-0.687773381614271	-1.57491995687472
chrX	122394560	Nap1l3	-1.36088066715874	-0.90268687078414	-2.28077672657779
chrX	129749741	Diaph2	-0.705094389301216	-1.1281601610871	-2.0784553064216
chrX	133891069	Tspan6	-0.935122884661705	-1.99634667257003	-2.14684155868035
chrX	134059175	Cstf2	-0.162649612081845	-0.62501002617073	-0.75114667186093
chrX	134222954	Trmt2b	-0.482245767620767	-0.937640584105852	-1.84225666590859
chrX	134295224	Tmem35a	-0.311708077165387	-1.66475470848535	-2.27574876152524
chrX	134308083	Cenpi	-0.0690545940365387	-0.52084691624635	-1.12213634615299
chrX	134460115	Taf7l	-1.10091636007702	-1.01154533309794	-1.52740495783331
chrX	134585653	Rpl36a	0.263027289143228	-1.52428799643475	-1.27004334753224
chrX	134588168	Gla	0.0899429191552352	-2.1668691220621	-1.61786631518065
chrX	134601178	Hnrnph2	-0.0015768223908423	-2.24009460280102	-2.21288762186164
chrX	134686518	Armcx4	-0.48432466767361	-3.13292310526518	-3.35027282731321
chrX	134717937	Armcx1	-0.333095472436078	-2.96873902551632	-2.98855346449123
chrX	134748454	Armcx6	-0.320733532662702	-3.51931443135754	-4.04801199437508
chrX	134756567	Armcx3	-0.405015959107627	-4.073697154221	-3.84736006977431
chrX	134804141	Armcx2	-0.519109248111603	-3.72480122399024	-4.06703384245798
chrX	135208685	Tceal6	-2.98011985046449	-4.3034607666241	-5.11841972038998
chrX	135579786	Nxf7	-0.314151112591944	0.930060467499923	0.692363972808609
chrX	135742691	Armcx5	-0.593650053158135	-1.18113955359955	-1.59502778966636
chrX	135742691	Gprasp1	-0.464937997251398	-0.994755407547822	-1.73797334562442
chrX	135786113	Mir1970	0.618342674962757	-0.691774440445597	-1.54595974537767
chrX	135839033	Gprasp2	-0.403576571051856	-1.3060454502855	-1.90518040674031
