gene	coord	273minus3_CAST	273minus3_129S1	273minus3_total	273minus3_CAST/all	273minus3_htseqCount
2010320M18Rik	chr8:70776862-70777606	17	18	35	0.485714	58
2200002D01Rik	chr7:29247897-29247965	5	10	15	0.333333	26
2210013O21Rik	chrX:153723554-153723937	13	15	28	0.464286	179
2210015D19Rik	chr11:5780206-5780635	8	40	48	0.166667	49
2210016F16Rik	chr13:58384824-58385225	19	45	64	0.296875	166
2210016L21Rik	chr5:114947682-114948540	44	26	70	0.628571	189
2210018M11Rik	chr7:98594752-98595312	23	39	62	0.370968	175
2210039B01Rik	chr12:73551156-73551986	76	15	91	0.835165	26
2210409E12Rik	chr11:88972638-88973014	172	20	192	0.895833	198
2310003H01Rik	chr11:120372110-120372226	3	5	8	0.375	59
2310009A05Rik	chr9:73042432-73042775	38	58	96	0.395833	43
2310011J03Rik	chr10:80320183-80320548	10	39	49	0.204082	132
2310022A10Rik	chr7:27580337-27582098	57	42	99	0.575758	218
2310022B05Rik	chr8:124662848-124663369	197	85	282	0.698582	277
2310033P09Rik	chr11:59210227-59210734	9	5	14	0.642857	72
2310045N01Rik	chr8:70145811-70145890	6	2	8	0.75	54
2310067B10Rik	chr11:115798275-115799033	21	17	38	0.552632	170
2410002F23Rik	chr7:44250613-44252319	87	96	183	0.47541	353
2410003L11Rik	chr11:97622607-97622893	17	69	86	0.197674	106
2410004N09Rik	chr18:33795853-33795989	138	165	303	0.455446	157
2410006H16Rik	chr11:62604655-62604806	328	395	723	0.453665	880
2410007B07Rik	chr3:75655390-75655731	22	143	165	0.133333	246
2410015M20Rik	chr17:56608638-56608692	67	45	112	0.598214	373
2410016O06Rik	chr12:83950608-83952953	74	18	92	0.804348	231
2410088K16Rik	chr1:88755534-88755733	43	26	69	0.623188	41
2410089E03Rik	chr15:8270679-8271158	15	24	39	0.384615	141
2410127L17Rik	chr19:18691417-18691595	61	74	135	0.451852	540
2410137M14Rik	chr17:36978651-36978933	3	17	20	0.15	48
2510002D24Rik	chr16:18839090-18840113	28	30	58	0.482759	92
2510003E04Rik	chr10:62558470-62559883	22	18	40	0.55	144
2510039O18Rik	chr4:147946601-147947314	69	100	169	0.408284	287
2610001J05Rik	chr6:13869074-13870740	68	92	160	0.425	182
2610002J02Rik	chr4:155256135-155256687	10	15	25	0.4	64
2610002M06Rik	chrX:107790736-107790779	5	5	10	0.5	113
2610020H08Rik	chr7:119825536-119825638	0	14	14	0	47
2610044O15Rik8	chr8:129216354-129217749	2	7	9	0.222222	59
2610301B20Rik	chr4:10897899-10899423	45	76	121	0.371901	169
2610305D13Rik	chr4:147615280-147615406	156	26	182	0.857143	1979
2610318N02Rik	chr16:17113398-17113626	9	6	15	0.6	226
2610507B11Rik	chr11:78289804-78290625	189	188	377	0.501326	1389
2610524H06Rik	chr5:114823313-114823468	43	145	188	0.228723	145
2700029M09Rik	chr8:60905548-60905720	269	109	378	0.71164	984
2700038G22Rik	chr5:23853767-23855033	27	141	168	0.160714	74
2700049A03Rik	chr12:71242944-71243303	59	39	98	0.602041	217
2700060E02Rik	chr14:19822566-19822690	256	278	534	0.479401	2104
2700062C07Rik	chr18:24477269-24477767	24	14	38	0.631579	87
2700097O09Rik	chr12:55079981-55080110	31	16	47	0.659574	289
2700099C18Rik	chr17:94774892-94775129	8	8	16	0.5	58
2810001G20Rik	chr11:64082653-64083259	6	11	17	0.352941	24
2810004N23Rik	chr8:124860946-124861271	375	269	644	0.582298	679
2810006K23Rik	chr5:124340609-124341852	4	8	12	0.333333	92
2810008D09Rik	chr11:117078776-117078955	88	153	241	0.365145	112
2810013P06Rik	chr8:123042575-123044602	26	12	38	0.684211	95
2810025M15Rik	chr1:157419869-157420236	162	98	260	0.623077	458
2810403A07Rik	chr3:88711630-88712933	22	37	59	0.372881	386
2810408I11Rik	chr1:64690464-64690659	11	30	41	0.268293	73
2810408M09Rik	chr2:165490112-165491711	26	27	53	0.490566	53
2810417H13Rik	chr9:65893372-65893534	37	57	94	0.393617	316
2810428I15Rik	chr8:70506662-70506739	37	19	56	0.660714	288
2810474O19Rik	chr6:149334592-149335663	38	33	71	0.535211	456
2900041M22Rik	chr11:117612262-117613417	6	29	35	0.171429	40
2900076A07Rik	chr7:81531211-81531498	42	28	70	0.6	31
2900097C17Rik	chr2:156388063-156392979	27	31	58	0.465517	606
3010026O09Rik	chr11:50199536-50200115	13	12	25	0.52	92
3110002H16Rik	chr18:12188560-12188637	16	13	29	0.551724	173
3110040N11Rik	chr7:81789355-81789453	106	65	171	0.619883	179
3110043O21Rik	chr4:35191282-35193068	18	17	35	0.514286	148
3110082I17Rik	chr5:139460469-139460534	210	248	458	0.458515	284
3632451O06Rik	chr14:49772862-49774239	17	24	41	0.414634	82
3830406C13Rik	chr14:12301148-12303231	5	15	20	0.25	55
4632415L05Rik	chr3:19894871-19898984	7	2	9	0.777778	52
4833420G17Rik	chr13:119485727-119486117	139	63	202	0.688119	192
4833439L19Rik	chr13:54565182-54565382	99	202	301	0.328904	350
4921524J17Rik	chr8:85408759-85409890	34	16	50	0.68	300
4930414L22Rik	chr6:72438683-72440615	41	31	72	0.569444	73
4930427A07Rik	chr12:113163053-113165458	136	83	219	0.621005	269
4930444M15Rik	chr14:76515878-76516352	16	13	29	0.551724	32
4930447C04Rik	chr12:72917708-72917765	13	32	45	0.288889	120
4930452B06Rik	chr14:8558034-8558190	25	21	46	0.543478	131
4930453N24Rik	chr16:64768924-64769162	19	25	44	0.431818	203
4930461G14Rik	chr9:58469145-58469623	20	68	88	0.227273	61
4930470H14Rik	chr17:4081830-4082995	8	16	24	0.333333	177
4930483K19Rik	chr10:76545871-76546800	7	3	10	0.7	42
4930500J02Rik	chr2:104567861-104568230	237	233	470	0.504255	355
4930502E18Rik	chrX:53737666-53738222	18	25	43	0.418605	117
4930503L19Rik	chr18:70472291-70472480	172	102	274	0.627737	210
4930506C21Rik	chr17:8297029-8297243	12	34	46	0.26087	96
4930511M06Rik	chr18:57546014-57548375	19	14	33	0.575758	48
4930513N10Rik	chr8:95806830-95809180	17	8	25	0.68	21
4930548H24Rik	chr5:31487282-31488262	0	14	14	0	36
4930579G24Rik	chr3:79631129-79632819	13	11	24	0.541667	59
4931406C07Rik	chr9:15301367-15301607	22	21	43	0.511628	126
4931406P16Rik	chr7:34257632-34257727	47	21	68	0.691176	280
4931428F04Rik	chr8:105280409-105282144	40	13	53	0.754717	122
4932438A13Rik	chr3:37052324-37053033	3	8	11	0.272727	310
4933404O12Rik	chr5:136933739-136937109	28	37	65	0.430769	93
4933421O10Rik	chr4:33027139-33030521	30	7	37	0.810811	21
4933426M11Rik	chr12:80877096-80880833	27	30	57	0.473684	243
4933434E20Rik	chr3:90061638-90063341	59	62	121	0.487603	248
5031439G07Rik	chr15:84955806-84955928	43	39	82	0.52439	247
5430405H02Rik	chr2:156853431-156854304	16	8	24	0.666667	129
5430416N02Rik	chr5:100429326-100429535	135	98	233	0.579399	163
5530601H04Rik	chrX:105066759-105066877	8	5	13	0.615385	71
5730408K05Rik	chr19:8888387-8888770	6	10	16	0.375	11
5830415F09Rik	chr4:46389318-46389423	38	58	96	0.395833	86
5830417I10Rik	chr3:88825390-88829371	39	21	60	0.65	291
5830418K08Rik	chr9:15331936-15335305	56	71	127	0.440945	373
6030458C11Rik	chr15:12823561-12823706	88	153	241	0.365145	166
6330416G13Rik	chr4:63583786-63586353	14	22	36	0.388889	97
6330419J24Rik	chrX:56376030-56378470	4	18	22	0.181818	91
6430562O15Rik	chr13:99411842-99412826	50	53	103	0.485437	78
6720489N17Rik	chr13:62603015-62605380	39	16	55	0.709091	112
6820431F20Rik	chr8:20268286-20272219	80	1	81	0.987654	3559
8030462N17Rik	chr18:77673900-77674684	20	12	32	0.625	273
9030624J02Rik	chr7:118838113-118838231	40	53	93	0.430108	308
9130011E15Rik	chr19:45965362-45965436	27	27	54	0.5	122
9130019O22Rik	chr7:127382260-127385630	10	0	10	1	29
9130221H12Rik	chr7:25228723-25230264	63	45	108	0.583333	216
9130401M01Rik	chr15:58031984-58032079	134	132	266	0.503759	484
9430008C03Rik	chr2:158359182-158359432	5	12	17	0.294118	97
9430015G10Rik	chr4:156125417-156127263	126	166	292	0.431507	268
9430016H08Rik	chr1:57413240-57413387	9	4	13	0.692308	112
9430038I01Rik	chr7:137410640-137410756	35	38	73	0.479452	84
9530027J09Rik	chrX:48276792-48278190	200	267	467	0.428266	337
9530068E07Rik	chr11:52406945-52408723	25	31	56	0.446429	149
9530082P21Rik	chr17:23751678-23754065	5	7	12	0.416667	37
9530091C08Rik	chr9:68765346-68773322	17	0	17	1	24
9630033F20Rik	chr6:127085116-127088302	214	206	420	0.509524	530
9830147E19Rik	chr7:42609526-42614223	62	21	83	0.746988	268
9930021J03Rik	chr19:29714402-29719606	5	5	10	0.5	154
A130010J15Rik	chr1:193174245-193177832	3	5	8	0.375	58
A130077B15Rik	chr10:122565023-122567377	0	80	80	0	579
A230046K03Rik	chr10:83594171-83596473	163	117	280	0.582143	800
A230050P20Rik	chr9:20873542-20874307	15	27	42	0.357143	93
A230072C01Rik	chrX:20985979-20987349	45	18	63	0.714286	151
A230073K19Rik	chr7:59281879-59289166	9	4	13	0.692308	127
A230103J11Rik	chr8:85060244-85060460	41	22	63	0.650794	178
A2m	chr6:121679092-121679238	25	22	47	0.531915	125
A330032B11Rik	chr19:37194876-37196541	17	0	17	1	97
A430005L14Rik	chr4:153961490-153961924	91	80	171	0.532164	333
A530054K11Rik	chr13:67623468-67623563	5	10	15	0.333333	143
A630089N07Rik	chr16:98066544-98066665	28	26	54	0.518519	373
A730017L22Rik	chr2:130872541-130874442	8	22	30	0.266667	40
A830080D01Rik	chrX:159592071-159593081	30	39	69	0.434783	484
A930004D18Rik	chr2:18025189-18028238	0	10	10	0	56
AA465934	chr11:83291967-83292097	7	56	63	0.111111	79
AA987161	chr13:67589439-67593915	14	13	27	0.518519	209
Aaas	chr15:102339944-102340068	46	46	92	0.5	465
Aacs	chr5:125516216-125517403	41	37	78	0.525641	205
Aaed1	chr13:64291836-64292228	6	6	12	0.5	103
Aagab	chr9:63640207-63641889	59	42	101	0.584158	356
Aak1	chr6:86987204-87003227	14	15	29	0.482759	163
Aamp	chr1:74282027-74282171	73	71	144	0.506944	863
Aar2	chr2:156566865-156568972	12	9	21	0.571429	122
Aard	chr15:52044799-52045722	457	289	746	0.612601	905
Aars	chr8:111055019-111055569	938	422	1360	0.689706	3502
Aars2	chr17:45520286-45520843	62	69	131	0.473282	240
Aarsd1	chr11:101417350-101417433	87	111	198	0.439394	437
Aasdh	chr5:76901918-76902185	31	33	64	0.484375	101
Aasdhppt	chr9:4309254-4309494	29	37	66	0.439394	499
Aass	chr6:23074528-23074704	12	28	40	0.3	100
Aatf	chr11:84513292-84513501	47	63	110	0.427273	262
Abca1	chr4:53030789-53034083	1	9	10	0.1	127
Abca3	chr17:24409269-24410204	7	3	10	0.7	92
Abcb10	chr8:123961996-123962205	113	29	142	0.795775	238
Abcb1a	chr5:8740409-8740615	2	19	21	0.0952381	131
Abcb1b	chr5:8865750-8866314	45	51	96	0.46875	150
Abcb6	chr1:75179570-75180283	5	12	17	0.294118	87
Abcb7	chrX:104302952-104303039	70	69	139	0.503597	691
Abcb8	chr5:24408568-24408818	31	28	59	0.525424	210
Abcc1	chr16:14473460-14474878	48	25	73	0.657534	249
Abcc4	chr14:118627452-118627701	48	57	105	0.457143	235
Abcc5	chr16:20405389-20405544	69	126	195	0.353846	606
Abcd3	chr3:121779555-121779697	107	122	229	0.467249	269
Abcd4	chr12:84613905-84614044	90	24	114	0.789474	262
Abce1	chr8:79683442-79685277	419	240	659	0.635812	3528
Abcf1	chr17:35963321-35963392	35	24	59	0.59322	1025
Abcf2	chr5:24565341-24566003	55	68	123	0.447154	1049
Abcf3	chr16:20551806-20551862	13	9	22	0.590909	293
Abcg2	chr6:58684333-58684457	9	11	20	0.45	319
Abhd1	chr5:30954816-30955095	9	10	19	0.473684	47
Abhd10	chr16:45742777-45742955	42	68	110	0.381818	151
Abhd11	chr5:135011887-135012175	103	73	176	0.585227	225
Abhd12	chr2:150846244-150846363	49	26	75	0.653333	138
Abhd13	chr8:9987385-9992154	71	42	113	0.628319	265
Abhd14a	chr9:106445526-106445834	80	88	168	0.47619	164
Abhd16a	chr17:35102670-35102987	8	10	18	0.444444	84
Abhd17a	chr10:80586515-80587030	26	28	54	0.481481	255
Abhd17c	chr7:84109356-84110801	46	34	80	0.575	283
Abhd4	chr14:54267768-54269169	76	43	119	0.638655	216
Abhd8	chr8:71461246-71461972	15	6	21	0.714286	152
Abi1	chr2:22953435-22953611	52	38	90	0.577778	399
Abi3	chr11:95830072-95832876	28	26	54	0.518519	93
Abl2	chr1:156640993-156649619	42	41	83	0.506024	316
Abr	chr11:76425267-76425326	25	26	51	0.490196	218
Abracl	chr10:18023067-18023252	75	35	110	0.681818	337
Abtb1	chr6:88838845-88838961	18	12	30	0.6	110
Acaa1a	chr9:119349958-119350295	6	3	9	0.666667	235
Acaa2	chr18:74801297-74801367	53	156	209	0.253589	227
Acaca	chr11:84399560-84401651	129	120	249	0.518072	624
Acacb	chr5:114249494-114250758	23	17	40	0.575	151
Acad11	chr9:104126582-104127646	10	13	23	0.434783	98
Acad12	chr5:121605543-121605701	8	3	11	0.727273	42
Acad9	chr3:36082109-36082228	21	17	38	0.552632	304
Acadl	chr1:66863173-66863309	97	55	152	0.638158	204
Acadm	chr3:153944396-153944643	137	287	424	0.323113	719
Acads	chr5:115113064-115113213	72	84	156	0.461538	334
Acadsb	chr7:131444237-131446211	44	69	113	0.389381	168
Acadvl	chr11:70012958-70013083	8	14	22	0.363636	148
Acat1	chr9:53591968-53592111	9	5	14	0.642857	100
Acat2	chr17:12947357-12947479	182	147	329	0.553191	842
Acat3	chr17:12927338-12927460	345	252	597	0.577889	1385
Acbd4	chr11:103111542-103112199	15	9	24	0.625	64
Acbd5	chr2:23112505-23114512	30	21	51	0.588235	130
Acbd6	chr1:155677204-155677234	30	21	51	0.588235	197
Acd	chr8:105700703-105700839	37	31	68	0.544118	145
Acer2	chr4:86932032-86932490	45	59	104	0.432692	147
Acer3	chr7:98309348-98309527	27	20	47	0.574468	218
Acin1	chr14:54679241-54679352	203	211	414	0.490338	956
Ackr3	chr1:90213795-90215722	5	6	11	0.454545	37
Acly	chr11:100523440-100523621	570	523	1093	0.5215	2961
Acn9	chr6:7038854-7039220	9	5	14	0.642857	68
Aco1	chr4:40197554-40199009	120	168	288	0.416667	336
Aco2	chr15:81914628-81915137	250	207	457	0.547046	2545
Acot1	chr12:84016780-84017669	19	8	27	0.703704	58
Acot13	chr13:24831226-24831489	62	95	157	0.394904	158
Acot2	chr12:83992502-83993875	5	6	11	0.454545	43
Acot8	chr2:164795652-164795809	11	9	20	0.55	97
Acot9	chrX:155295683-155295768	98	111	209	0.4689	1009
Acox1	chr11:116179608-116179777	10	8	18	0.555556	143
Acp1	chr12:30893326-30895953	314	230	544	0.577206	1703
Acp5	chr9:22129863-22130129	132	95	227	0.581498	407
Acp6	chr3:97171642-97171742	66	52	118	0.559322	1244
Acsf2	chr11:94561240-94561391	12	68	80	0.15	126
Acsf3	chr8:122817392-122817881	16	14	30	0.533333	68
Acsl1	chr8:46534340-46536050	104	39	143	0.727273	352
Acsl3	chr1:78706258-78707743	121	93	214	0.565421	690
Acsl4	chrX:142350960-142351137	90	70	160	0.5625	507
Acsl5	chr19:55295373-55295522	18	16	34	0.529412	133
Acss1	chr2:150638364-150638539	35	23	58	0.603448	161
Actb	chr5:142903116-142903941	48	63	111	0.432432	7361
Actg1	chr11:120348425-120348484	1163	694	1857	0.626279	11091
Actl6a	chr3:32725247-32725333	250	566	816	0.306373	1203
Actn1	chr12:80178302-80178452	320	199	519	0.61657	1232
Actn4	chr7:28918954-28919068	285	319	604	0.471854	1765
Actr10	chr12:70961867-70964717	196	68	264	0.742424	719
Actr1a	chr19:46384220-46384345	124	150	274	0.452555	693
Actr1b	chr1:36700337-36700377	62	68	130	0.476923	520
Actr2	chr11:20094230-20094445	240	319	559	0.429338	1949
Actr3	chr1:125405845-125405988	145	136	281	0.516014	1174
Actr3b	chr5:25849851-25850341	27	22	49	0.55102	97
Actr5	chr2:158638633-158639211	42	18	60	0.7	95
Actr6	chr10:89726637-89726760	70	82	152	0.460526	262
Actr8	chr14:29991592-29991755	42	41	83	0.506024	284
Acy1	chr9:106437629-106437737	22	28	50	0.44	223
Acyp1	chr12:85272398-85272827	27	22	49	0.55102	114
Ada	chr2:163731105-163731232	13	17	30	0.433333	57
Adam10	chr9:70778000-70780229	13	11	24	0.541667	195
Adam17	chr12:21373336-21373632	136	50	186	0.731183	386
Adam19	chr11:46143792-46147347	93	92	185	0.502703	404
Adam23	chr1:63592608-63596515	10	43	53	0.188679	229
Adam9	chr8:24996655-24996850	20	16	36	0.555556	159
Adamts2	chr11:50803569-50807573	1	15	16	0.0625	18
Adap1	chr5:139273335-139273563	6	20	26	0.230769	118
Adar	chr3:89750929-89753455	19	25	44	0.431818	207
Adat2	chr10:13560114-13560264	9	15	24	0.375	79
Adck1	chr12:88461015-88461726	22	10	32	0.6875	106
Add1	chr5:34630470-34632305	100	111	211	0.473934	542
Adh5	chr3:138455085-138455499	1085	1030	2115	0.513002	2737
Adi1	chr12:28680966-28682174	227	140	367	0.618529	407
Adipor1	chr1:134431530-134432341	39	55	94	0.414894	433
Adipor2	chr6:119353150-119355928	68	92	160	0.425	550
Adk	chr14:21447814-21448569	85	89	174	0.488506	363
Adnp2	chr18:80127135-80130994	41	47	88	0.465909	243
Ado	chr10:67544511-67548955	63	66	129	0.488372	253
Adpgk	chr9:59314731-59316200	101	125	226	0.446903	389
Adprhl2	chr4:126317720-126317904	20	6	26	0.769231	209
Adprm	chr11:67051681-67051778	49	44	93	0.526882	177
Adrbk1	chr19:4289313-4289413	37	15	52	0.711538	396
Adrm1	chr2:180171588-180171688	2	6	8	0.25	835
Adsl	chr15:80968662-80970947	99	135	234	0.423077	455
Adss	chr1:177796212-177796509	225	266	491	0.458248	1146
Adssl1	chr12:112640958-112641355	11	6	17	0.647059	64
Aebp2	chr6:140650756-140655481	68	56	124	0.548387	472
Aen	chr7:78907144-78908833	115	72	187	0.614973	608
Aes	chr10:81565472-81566371	189	238	427	0.442623	1323
AF067061	chr13:120263774-120264517	18	10	28	0.642857	95
Aff1	chr5:103850702-103855322	71	83	154	0.461039	382
Aff4	chr11:53415388-53421830	129	145	274	0.470803	748
Afg3l1	chr8:123501848-123503916	208	120	328	0.634146	811
Afg3l2	chr18:67442310-67442387	134	149	283	0.473498	613
Aftph	chr11:20725685-20727639	33	26	59	0.559322	227
Aga	chr8:53520237-53520344	135	12	147	0.918367	294
Agap3	chr5:24501397-24502047	20	28	48	0.416667	215
Agfg1	chr1:82894999-82896275	306	414	720	0.425	767
Agfg2	chr5:137667681-137667774	40	32	72	0.555556	182
Aggf1	chr13:95374846-95375357	165	175	340	0.485294	449
Agl	chr3:116791006-116791209	14	11	25	0.56	235
Ago1	chr4:126453558-126453691	86	70	156	0.551282	431
Ago2	chr15:73113708-73113902	46	24	70	0.657143	435
Agpat1	chr17:34612253-34613449	39	25	64	0.609375	317
Agpat2	chr2:26596291-26596466	10	13	23	0.434783	174
Agpat3	chr10:78284189-78284350	14	33	47	0.297872	179
Agpat4	chr17:12218985-12219640	37	31	68	0.544118	195
Agpat5	chr8:18881738-18884413	100	67	167	0.598802	575
Agpat6	chr8:23190716-23191692	57	36	93	0.612903	329
Agps	chr2:75925922-75931350	38	62	100	0.38	848
Agrn	chr4:156185088-156185135	290	227	517	0.560928	796
Agtrap	chr4:148087917-148088064	101	100	201	0.502488	459
Ahctf1	chr1:179781643-179781783	196	221	417	0.470024	992
Ahcy	chr2:155074365-155074497	205	197	402	0.50995	3691
Ahcyl2	chr6:29909040-29912310	5	6	11	0.454545	145
Ahdc1	chr4:133061376-133066277	33	33	66	0.5	190
Ahnak	chr19:9001699-9019196	15	21	36	0.416667	344
Ahsa2	chr11:23496691-23496881	41	72	113	0.362832	363
AI314180	chr4:58864347-58864428	27	20	47	0.574468	412
AI413582	chr17:27563769-27564016	22	7	29	0.758621	53
AI414108	chr9:27352685-27357543	27	22	49	0.55102	132
AI506816	chr5:23710017-23710408	1	29	30	0.0333333	29
AI597479	chr1:43113186-43115946	22	38	60	0.366667	155
AI837181	chr19:5425937-5427316	34	25	59	0.576271	134
AI846148	chr19:7382672-7383026	34	29	63	0.539683	208
AI987944	chr7:41376746-41376872	20	32	52	0.384615	112
Aida	chr1:183322489-183324501	40	55	95	0.421053	176
Aifm2	chr10:61739028-61739260	28	51	79	0.35443	152
Aim1l	chr4:134092050-134092209	13	12	25	0.52	74
Aim2	chr1:173464971-173466036	129	49	178	0.724719	189
Aimp1	chr3:132683793-132683879	83	103	186	0.446237	897
Aimp2	chr5:143909581-143909839	27	24	51	0.529412	246
Aip	chr19:4115320-4115496	27	35	62	0.435484	197
Aire	chr10:78036685-78036784	51	30	81	0.62963	75
Ajuba	chr14:54567469-54569056	149	133	282	0.528369	337
AK010878	chr12:102757541-102757810	71	14	85	0.835294	159
Ak2	chr4:129010563-129011529	281	169	450	0.624444	1534
Ak4	chr4:101463553-101467771	450	359	809	0.556242	703
Ak6	chr13:100664051-100664196	97	128	225	0.431111	164
Ak7	chr12:105781671-105782447	382	93	475	0.804211	785
Akap1	chr11:88844259-88845865	105	127	232	0.452586	555
Akap10	chr11:61871307-61873021	33	26	59	0.559322	182
Akap11	chr14:78536712-78536860	63	51	114	0.552632	360
Akap12	chr10:4358478-4359471	1090	870	1960	0.556122	2930
Akap17b	chrX:36614686-36614920	6	6	12	0.5	138
Akap2	chr4:57892869-57896984	30	29	59	0.508475	153
Akap7	chr10:25267308-25267468	16	23	39	0.410256	85
Akap8	chr17:32303676-32305706	23	24	47	0.489362	590
Akap9	chr5:4077828-4077967	38	22	60	0.633333	201
Akip1	chr7:109711750-109712181	19	11	30	0.633333	124
Akirin1	chr4:123749948-123750299	37	37	74	0.5	350
Akirin2	chr4:34566215-34566908	37	73	110	0.336364	336
Akr1a1	chr4:116641858-116641977	154	115	269	0.572491	1790
Akr1b10	chr6:34396612-34396949	6	11	17	0.352941	53
Akr1b3	chr6:34317340-34317489	940	937	1877	0.500799	0
Akr1b8	chr6:34365903-34365985	23	61	84	0.27381	96
Akr1c13	chr13:4194677-4194793	10	8	18	0.555556	50
Akr1e1	chr13:4595071-4595154	19	23	42	0.452381	189
Akr7a5	chr4:139318092-139318786	22	35	57	0.385965	159
Akt1	chr12:112659129-112659276	66	55	121	0.545455	319
Akt1s1	chr7:44854592-44855421	8	12	20	0.4	129
Akt2	chr7:27638062-27639453	54	46	100	0.54	389
Aktip	chr8:91129600-91129805	38	21	59	0.644068	321
Alad	chr4:62514074-62514260	29	65	94	0.308511	223
Alas1	chr9:106241116-106241338	22	30	52	0.423077	161
Aldh16a1	chr7:45154392-45154538	92	80	172	0.534884	419
