gene	coord	228minus1_CAST	228minus1_129S1	228minus1_total	228minus1_CAST/all	228minus1_htseqCount
2310009A05Rik	chr9:73039718-73039865	6	6	12	0.5	18
2310011J03Rik	chr10:80318255-80319547	2	12	14	0.142857	46
2310022A10Rik	chr7:27580337-27582098	65	79	144	0.451389	377
2310022B05Rik	chr8:124662848-124663369	228	71	299	0.762542	316
2310035C23Rik	chr1:105753503-105755131	9	15	24	0.375	193
2310039H08Rik	chr17:46772635-46773407	21	14	35	0.6	70
2310067B10Rik	chr11:115798275-115799033	25	38	63	0.396825	243
2410002F23Rik	chr7:44250613-44252319	58	68	126	0.460317	220
2410003L11Rik	chr11:97622607-97622893	16	44	60	0.266667	61
2410004N09Rik	chr18:33795853-33795989	298	382	680	0.438235	368
2410006H16Rik	chr11:62604655-62604806	770	917	1687	0.456432	1942
2410007B07Rik	chr3:75655390-75655731	13	69	82	0.158537	131
2410015M20Rik	chr17:56608638-56608692	50	50	100	0.5	250
2410016O06Rik	chr12:83950608-83952953	34	14	48	0.708333	112
2410021H03Rik	chr17:69277060-69277206	11	5	16	0.6875	28
2410088K16Rik	chr1:88755534-88755733	35	15	50	0.7	23
2410089E03Rik	chr15:8262928-8263080	2	9	11	0.181818	124
2410127L17Rik	chr19:18691417-18691595	92	82	174	0.528736	612
2510002D24Rik	chr16:18839090-18840113	26	22	48	0.541667	74
2510003E04Rik	chr10:62558470-62559883	17	11	28	0.607143	130
2510039O18Rik	chr4:147946601-147947314	67	64	131	0.51145	288
2610001J05Rik	chr6:13869074-13870740	113	137	250	0.452	256
2610002J02Rik	chr4:155256135-155256687	11	20	31	0.354839	73
2610002M06Rik	chrX:107790736-107790779	1	7	8	0.125	116
2610301B20Rik	chr4:10897899-10899423	81	83	164	0.493902	186
2610305D13Rik	chr4:147615280-147615406	123	19	142	0.866197	1413
2610318N02Rik	chr16:17113398-17113626	9	10	19	0.473684	172
2610507B11Rik	chr11:78289804-78290625	140	154	294	0.47619	1058
2610524H06Rik	chr5:114823313-114823468	57	150	207	0.275362	154
2700029M09Rik	chr8:60905548-60905720	200	110	310	0.645161	831
2700038G22Rik	chr5:23853767-23855033	15	92	107	0.140187	60
2700049A03Rik	chr12:71242944-71243303	61	29	90	0.677778	227
2700060E02Rik	chr14:19822566-19822690	265	274	539	0.491651	2059
2700062C07Rik	chr18:24477269-24477767	17	12	29	0.586207	64
2700097O09Rik	chr12:55079981-55080110	20	13	33	0.606061	279
2700099C18Rik	chr17:94774892-94775129	11	7	18	0.611111	70
2810004N23Rik	chr8:124860946-124861271	219	137	356	0.615169	359
2810008D09Rik	chr11:117078776-117078955	108	136	244	0.442623	94
2810025M15Rik	chr1:157419869-157420236	133	103	236	0.563559	435
2810403A07Rik	chr3:88711630-88712933	27	48	75	0.36	456
2810408I11Rik	chr1:64690464-64690659	8	21	29	0.275862	55
2810410L24Rik	chr11:120189440-120189856	3	8	11	0.272727	17
2810417H13Rik	chr9:65901558-65903551	57	83	140	0.407143	425
2810428I15Rik	chr8:70506662-70506739	39	24	63	0.619048	322
2810474O19Rik	chr6:149334592-149335663	12	13	25	0.48	264
2900009J06Rik	chr1:127773928-127774054	2	6	8	0.25	14
2900041M22Rik	chr11:117612262-117613417	5	10	15	0.333333	28
2900076A07Rik	chr7:81531211-81531498	41	18	59	0.694915	38
2900097C17Rik	chr2:156388063-156392979	17	29	46	0.369565	663
3010026O09Rik	chr11:50199536-50200115	14	12	26	0.538462	81
3110002H16Rik	chr18:12188560-12188637	6	16	22	0.272727	176
3110040N11Rik	chr7:81789355-81789453	148	100	248	0.596774	243
3110043O21Rik	chr4:35218414-35218916	23	24	47	0.489362	150
3110056K07Rik	chr12:71009702-71010479	11	1	12	0.916667	31
3110082I17Rik	chr5:139460469-139460534	95	65	160	0.59375	106
3632451O06Rik	chr14:49772862-49774239	50	73	123	0.406504	218
3830406C13Rik	chr14:12301148-12303231	2	8	10	0.2	44
4632415L05Rik	chr3:19894871-19898984	7	12	19	0.368421	75
4833420G17Rik	chr13:119485727-119486117	138	53	191	0.722513	202
4833439L19Rik	chr13:54565182-54565382	106	154	260	0.407692	325
4921524J17Rik	chr8:85408759-85409890	30	15	45	0.666667	330
4930404N11Rik	chr10:81364742-81364980	6	5	11	0.545455	36
4930414L22Rik	chr6:72438683-72440615	21	12	33	0.636364	44
4930427A07Rik	chr12:113163053-113165458	89	51	140	0.635714	243
4930429B21Rik	chr3:32365489-32367438	7	18	25	0.28	15
4930430F08Rik	chr10:100589027-100589259	8	2	10	0.8	135
4930447C04Rik	chr12:72916674-72916730	5	20	25	0.2	79
4930452B06Rik	chr14:8516451-8516567	8	10	18	0.444444	120
4930453N24Rik	chr16:64768924-64769162	15	13	28	0.535714	124
4930461G14Rik	chr9:58469145-58469623	11	46	57	0.192982	43
4930470H14Rik	chr17:4081830-4082995	45	44	89	0.505618	221
4930483K19Rik	chr10:76545871-76546800	4	22	26	0.153846	65
4930500J02Rik	chr2:104567861-104568230	145	190	335	0.432836	315
4930503L19Rik	chr18:70471673-70471979	122	112	234	0.521368	185
4930506C21Rik	chr17:8297029-8297243	14	39	53	0.264151	105
4930511M06Rik	chr18:57546014-57548375	16	14	30	0.533333	47
4930513N10Rik	chr8:95806830-95809180	20	12	32	0.625	25
4930519G04Rik	chr5:114882795-114883879	14	0	14	1	7
4930558J18Rik	chr1:57375248-57375519	10	4	14	0.714286	32
4930579G24Rik	chr3:79631129-79632819	15	16	31	0.483871	54
4931406C07Rik	chr9:15301367-15301607	12	26	38	0.315789	105
4931406H21Rik	chr14:25586804-25590661	7	1	8	0.875	41
4931406P16Rik	chr7:34263553-34263750	34	27	61	0.557377	269
4931428F04Rik	chr8:105280409-105282144	83	25	108	0.768519	193
4933404O12Rik	chr5:136933739-136937109	45	54	99	0.454545	119
4933421O10Rik	chr4:33027139-33030521	51	14	65	0.784615	27
4933426M11Rik	chr12:80877096-80880833	27	32	59	0.457627	316
4933434E20Rik	chr3:90061638-90063341	94	96	190	0.494737	324
4933438K21Rik	chr4:147063366-147064898	7	3	10	0.7	150
4933439C10Rik	chr11:59510720-59511067	11	16	27	0.407407	43
5031439G07Rik	chr15:84955806-84955928	63	67	130	0.484615	320
5430405H02Rik	chr2:156853431-156854304	15	16	31	0.483871	141
5430416N02Rik	chr5:100429326-100429535	160	115	275	0.581818	241
5830415F09Rik	chr4:46389318-46389423	42	70	112	0.375	110
5830417I10Rik	chr3:88825390-88829371	16	13	29	0.551724	250
5830418K08Rik	chr9:15346941-15347036	85	118	203	0.418719	473
6030458C11Rik	chr15:12819904-12821553	6	23	29	0.206897	104
6330416G13Rik	chr4:63583786-63586353	130	89	219	0.593607	181
6330419J24Rik	chrX:56376030-56378470	16	16	32	0.5	74
6430562O15Rik	chr13:99411842-99412826	49	51	100	0.49	71
6820431F20Rik	chr8:20268286-20272219	98	3	101	0.970297	4023
8030462N17Rik	chr18:77673900-77674684	18	13	31	0.580645	222
8430419L09Rik	chr6:135233979-135236240	20	43	63	0.31746	138
9030624G23Rik	chr12:24043202-24044854	15	20	35	0.428571	265
9030624J02Rik	chr7:118838113-118838231	34	65	99	0.343434	307
9130011E15Rik	chr19:45974967-45975113	24	34	58	0.413793	138
9130221H12Rik	chr7:25228723-25230264	38	34	72	0.527778	195
9130401M01Rik	chr15:58031984-58032079	77	86	163	0.472393	316
9430008C03Rik	chr2:158359182-158359432	3	11	14	0.214286	116
9430015G10Rik	chr4:156125417-156127263	88	208	296	0.297297	251
9430016H08Rik	chr1:57413240-57413387	7	10	17	0.411765	79
9430038I01Rik	chr7:137410640-137410756	28	20	48	0.583333	48
9530027J09Rik	chrX:48276792-48278190	130	161	291	0.446735	229
9530068E07Rik	chr11:52406945-52408723	60	78	138	0.434783	166
9530091C08Rik	chr9:68765346-68773322	13	1	14	0.928571	21
9630033F20Rik	chr6:127085116-127088302	79	51	130	0.607692	139
9830147E19Rik	chr7:42616233-42616359	10	7	17	0.588235	152
9930104L06Rik	chr4:124942583-124944661	26	32	58	0.448276	78
9930111H07Rik	chr1:85784061-85784694	10	1	11	0.909091	14
A130077B15Rik	chr10:122565023-122567377	0	57	57	0	417
A230046K03Rik	chr10:83594171-83596473	156	93	249	0.626506	804
A230050P20Rik	chr9:20873542-20874307	22	31	53	0.415094	131
A230072C01Rik	chrX:20985979-20987349	37	15	52	0.711538	132
A230073K19Rik	chr7:59281879-59289166	5	3	8	0.625	116
A230103J11Rik	chr8:85060244-85060460	77	37	114	0.675439	299
A2m	chr6:121679092-121679238	135	106	241	0.560166	360
A330032B11Rik	chr19:37194876-37196541	12	3	15	0.8	108
A330069E16Rik	chr2:91237722-91238357	8	3	11	0.727273	41
A430005L14Rik	chr4:153961490-153961924	60	57	117	0.512821	204
A630089N07Rik	chr16:98082346-98082439	7	19	26	0.269231	261
A730017L22Rik	chr2:130872541-130874442	4	25	29	0.137931	35
A830018L16Rik	chr1:11596151-11601821	9	7	16	0.5625	33
A830080D01Rik	chrX:159592071-159593081	21	37	58	0.362069	362
A930013F10Rik	chr8:22634384-22636809	8	2	10	0.8	42
AA465934	chr11:83291967-83292097	14	54	68	0.205882	112
AA987161	chr13:67589439-67593915	7	8	15	0.466667	230
Aaas	chr15:102339944-102340068	46	58	104	0.442308	496
Aacs	chr5:125516216-125517403	74	70	144	0.513889	281
Aagab	chr9:63640207-63641889	64	64	128	0.5	347
Aamdc	chr7:97558131-97558226	7	9	16	0.4375	28
Aamp	chr1:74282027-74282171	72	68	140	0.514286	812
Aard	chr15:52044799-52045722	317	193	510	0.621569	662
Aars	chr8:111055019-111055569	665	318	983	0.676501	2503
Aars2	chr17:45520286-45520843	35	38	73	0.479452	161
Aarsd1	chr11:101417350-101417433	90	115	205	0.439024	349
Aasdh	chr5:76901918-76902185	31	25	56	0.553571	101
Aasdhppt	chr9:4308694-4308919	21	25	46	0.456522	442
Aass	chr6:23078828-23078995	10	4	14	0.714286	81
Aatf	chr11:84510199-84510417	31	29	60	0.516667	223
Abca7	chr10:80013846-80013980	5	10	15	0.333333	105
Abcb10	chr8:123968001-123968135	102	39	141	0.723404	192
Abcb1a	chr5:8740409-8740615	0	18	18	0	74
Abcb1b	chr5:8861424-8861630	9	9	18	0.5	81
Abcb6	chr1:75178931-75179068	30	22	52	0.576923	147
Abcb7	chrX:104413657-104413846	94	70	164	0.573171	690
Abcb8	chr5:24406668-24406801	15	27	42	0.357143	166
Abcc1	chr16:14473460-14474878	82	67	149	0.550336	408
Abcc4	chr14:118627452-118627701	6	17	23	0.26087	149
Abcc5	chr16:20405389-20405544	66	140	206	0.320388	600
Abcd3	chr3:121779555-121779697	114	120	234	0.487179	205
Abcd4	chr12:84615326-84615444	128	72	200	0.64	479
Abce1	chr8:79683442-79685277	374	189	563	0.664298	3286
Abcf1	chr17:35963321-35963392	27	34	61	0.442623	851
Abcf2	chr5:24565341-24566003	36	34	70	0.514286	621
Abcf3	chr16:20551644-20551703	3	5	8	0.375	206
Abcg2	chr6:58684333-58684457	3	5	8	0.375	169
Abhd10	chr16:45742777-45742955	43	110	153	0.281046	191
Abhd11	chr5:135011887-135012175	66	73	139	0.47482	202
Abhd11os	chr5:135012122-135012332	4	7	11	0.363636	41
Abhd12	chr2:150904357-150904731	54	35	89	0.606742	151
Abhd13	chr8:9987385-9992154	60	45	105	0.571429	256
Abhd14a	chr9:106445526-106445834	66	62	128	0.515625	140
Abhd16a	chr17:35102670-35102987	6	3	9	0.666667	88
Abhd17a	chr10:80586515-80587030	27	22	49	0.55102	238
Abhd17c	chr7:84109356-84110801	25	22	47	0.531915	159
Abhd2	chr7:79359960-79361601	17	15	32	0.53125	93
Abhd4	chr14:54267768-54269169	136	90	226	0.60177	374
Abhd8	chr8:71461246-71461972	39	14	53	0.735849	178
Abi1	chr2:22953435-22953611	57	43	100	0.57	443
Abi2	chr1:60476740-60481163	9	3	12	0.75	241
Abi3	chr11:95842021-95842476	18	19	37	0.486486	108
Abl2	chr1:156640993-156649619	45	51	96	0.46875	383
Abr	chr11:76424034-76424173	16	14	30	0.533333	240
Abracl	chr10:18023067-18023252	83	60	143	0.58042	379
Abtb1	chr6:88841769-88841935	14	24	38	0.368421	90
Acaa2	chr18:74801297-74801367	62	103	165	0.375758	230
Acaca	chr11:84399560-84401651	135	81	216	0.625	580
Acacb	chr5:114249494-114250758	42	25	67	0.626866	186
Acad11	chr9:104126582-104127646	4	7	11	0.363636	73
Acad9	chr3:36090831-36092857	26	21	47	0.553191	248
Acadl	chr1:66863173-66863309	148	72	220	0.672727	286
Acadm	chr3:153944396-153944643	148	182	330	0.448485	471
Acads	chr5:115113064-115113213	105	104	209	0.502392	361
Acadsb	chr7:131444237-131446211	64	68	132	0.484848	168
Acadvl	chr11:70012958-70013083	12	6	18	0.666667	192
Acap2	chr16:31092413-31096446	15	9	24	0.625	327
Acat1	chr9:53610213-53610350	17	25	42	0.404762	131
Acat2	chr17:12947357-12947479	274	185	459	0.59695	1121
Acat3	chr17:12927338-12927460	330	220	550	0.6	1343
Acbd3	chr1:180752159-180754204	11	9	20	0.55	212
Acbd4	chr11:103106095-103106234	6	5	11	0.545455	46
Acbd5	chr2:23112505-23114512	53	58	111	0.477477	199
Acbd6	chr1:155686949-155687233	40	27	67	0.597015	218
Acd	chr8:105700703-105700839	44	17	61	0.721311	141
Acer2	chr4:86932032-86932490	17	20	37	0.459459	77
Acer3	chr7:98257696-98257777	22	14	36	0.611111	230
Acin1	chr14:54679241-54679352	214	216	430	0.497674	1089
Acly	chr11:100523440-100523621	720	603	1323	0.544218	3431
Acn9	chr6:7038854-7039220	11	8	19	0.578947	69
Aco1	chr4:40197554-40199009	158	168	326	0.484663	351
Aco2	chr15:81914628-81915137	288	240	528	0.545455	3152
Acot1	chr12:84016780-84017669	17	7	24	0.708333	67
Acot13	chr13:24831226-24831489	59	253	312	0.189103	255
Acot7	chr4:152178100-152178340	1	11	12	0.0833333	432
Acot8	chr2:164799720-164799945	18	11	29	0.62069	73
Acot9	chrX:155295683-155295768	75	88	163	0.460123	794
Acox1	chr11:116178682-116178844	17	18	35	0.485714	179
Acp1	chr12:30893326-30895953	332	268	600	0.553333	1852
Acp2	chr2:91210607-91214098	9	4	13	0.692308	94
Acp5	chr9:22129863-22130129	150	129	279	0.537634	559
Acp6	chr3:97171642-97171742	64	50	114	0.561404	1075
Acsf2	chr11:94571271-94571436	26	110	136	0.191176	230
Acsl1	chr8:46534340-46536050	136	44	180	0.755556	586
Acsl3	chr1:78706258-78707743	156	160	316	0.493671	1023
Acsl4	chrX:142350960-142351137	134	128	262	0.51145	720
Acsl5	chr19:55295373-55295522	16	8	24	0.666667	108
Acsm3	chr7:119784274-119784896	4	6	10	0.4	28
Acss1	chr2:150628494-150628631	68	44	112	0.607143	173
Acss2	chr2:155561953-155562743	7	9	16	0.4375	300
Actb	chr5:142903116-142903941	49	54	103	0.475728	5512
Actg1	chr11:120348425-120348484	1052	737	1789	0.588038	10504
Actl6a	chr3:32725247-32725333	198	402	600	0.33	873
Actn1	chr12:80178302-80178452	236	139	375	0.629333	956
Actn4	chr7:28918954-28919068	235	184	419	0.560859	1285
Actr10	chr12:70961867-70964717	208	99	307	0.677524	731
Actr1a	chr19:46384220-46384345	136	143	279	0.487455	618
Actr1b	chr1:36700337-36700377	75	53	128	0.585938	469
Actr2	chr11:20094230-20094445	253	314	567	0.446208	1714
Actr3	chr1:125405845-125405988	175	137	312	0.560897	1407
Actr3b	chr5:25849851-25850341	19	25	44	0.431818	99
Actr5	chr2:158638633-158639211	22	16	38	0.578947	63
Actr6	chr10:89725000-89725078	58	42	100	0.58	160
Actr8	chr14:29991592-29991755	47	29	76	0.618421	290
Acvr1	chr2:58446438-58447673	2	10	12	0.166667	44
Acvr2b	chr9:119428201-119428568	6	7	13	0.461538	106
Acy1	chr9:106437629-106437737	20	17	37	0.540541	176
Acyp1	chr12:85272398-85272827	43	27	70	0.614286	173
Ada	chr2:163728117-163728246	6	2	8	0.75	38
Adam10	chr9:70778000-70780229	19	27	46	0.413043	261
Adam15	chr3:89340055-89340179	0	8	8	0	95
Adam17	chr12:21373336-21373632	107	53	160	0.66875	339
Adam19	chr11:46143792-46147347	109	107	216	0.50463	417
Adam23	chr1:63592608-63596515	13	36	49	0.265306	161
Adam9	chr8:24996655-24996850	65	28	93	0.698925	183
Adar	chr3:89746565-89746658	1	10	11	0.0909091	178
Adat2	chr10:13562815-13563376	13	14	27	0.481481	88
Adck4	chr7:27257223-27257949	7	7	14	0.5	109
Add1	chr5:34630470-34632305	80	91	171	0.467836	478
Adh5	chr3:138455085-138455499	1151	1098	2249	0.511783	2878
Adi1	chr12:28680966-28682174	311	173	484	0.642562	551
Adipor1	chr1:134431530-134432341	85	59	144	0.590278	627
Adipor2	chr6:119353150-119355928	94	100	194	0.484536	544
Adk	chr14:21447814-21448569	78	66	144	0.541667	278
Adnp2	chr18:80127135-80130994	27	32	59	0.457627	173
Ado	chr10:67544511-67548955	36	36	72	0.5	224
Adpgk	chr9:59314731-59316200	72	94	166	0.433735	304
Adprhl2	chr4:126317720-126317904	12	11	23	0.521739	191
Adprm	chr11:67051681-67051778	36	25	61	0.590164	131
Adrb3	chr8:27227257-27228750	4	4	8	0.5	76
Adrbk1	chr19:4289313-4289413	30	28	58	0.517241	425
Adrm1	chr2:180171588-180171688	8	1	9	0.888889	541
Adsl	chr15:80968662-80970947	39	88	127	0.307087	211
Adss	chr1:177796212-177796509	179	152	331	0.540785	834
Adssl1	chr12:112640958-112641355	107	32	139	0.769784	253
Aebp2	chr6:140650756-140655481	79	55	134	0.589552	548
Aen	chr7:78907144-78908833	191	136	327	0.584098	831
Aes	chr10:81565472-81566371	238	293	531	0.448211	1589
AF067061	chr13:120263774-120264517	10	9	19	0.526316	66
Aff1	chr5:103850702-103855322	83	52	135	0.614815	341
Aff4	chr11:53415388-53421830	107	103	210	0.509524	702
Afg3l1	chr8:123501848-123503916	182	92	274	0.664234	682
Afg3l2	chr18:67448888-67449136	118	148	266	0.443609	620
Aftph	chr11:20725685-20727639	28	28	56	0.5	302
Aga	chr8:53520237-53520344	248	31	279	0.888889	562
Agap3	chr5:24501397-24502047	24	22	46	0.521739	210
Agfg1	chr1:82894999-82896275	196	318	514	0.381323	591
Agfg2	chr5:137667681-137667774	66	54	120	0.55	286
Aggf1	chr13:95374846-95375357	101	96	197	0.51269	285
Agl	chr3:116784453-116784640	23	25	48	0.479167	266
Ago1	chr4:126453558-126453691	47	46	93	0.505376	323
Ago2	chr15:73128324-73128460	28	47	75	0.373333	547
Agpat1	chr17:34612253-34613449	16	14	30	0.533333	215
Agpat2	chr2:26596291-26596466	5	6	11	0.454545	78
Agpat3	chr10:78284189-78284350	6	23	29	0.206897	241
Agpat4	chr17:12218985-12219640	54	44	98	0.55102	244
Agpat5	chr8:18881738-18884413	120	69	189	0.634921	552
Agpat6	chr8:23190716-23191692	40	27	67	0.597015	249
Agps	chr2:75925922-75931350	50	57	107	0.46729	883
Agrn	chr4:156185088-156185135	270	223	493	0.547667	721
Agtrap	chr4:148087917-148088064	70	55	125	0.56	302
Ahctf1	chr1:179803353-179804015	204	197	401	0.508728	823
Ahcy	chr2:155074365-155074497	233	262	495	0.470707	4393
Ahcyl2	chr6:29909040-29912310	37	40	77	0.480519	256
Ahsa2	chr11:23496691-23496881	28	33	61	0.459016	277
AI314180	chr4:58864347-58864428	30	26	56	0.535714	535
AI413582	chr17:27563769-27564016	28	14	42	0.666667	98
AI414108	chr9:27352685-27357543	20	9	29	0.689655	119
AI450353	chr11:83293430-83294929	3	19	22	0.136364	35
AI506816	chr5:23710017-23710408	11	21	32	0.34375	32
AI597479	chr1:43113186-43115946	27	19	46	0.586957	152
AI661453	chr17:47469276-47470638	6	6	12	0.5	40
AI837181	chr19:5425937-5427316	19	8	27	0.703704	92
AI846148	chr19:7382672-7383026	12	9	21	0.571429	192
AI987944	chr7:41372930-41375374	18	19	37	0.486486	87
Aida	chr1:183322489-183324501	48	68	116	0.413793	180
Aifm2	chr10:61736583-61738652	58	71	129	0.449612	210
Aig1	chr10:13868618-13868830	11	8	19	0.578947	31
Aim1l	chr4:134082575-134082687	7	7	14	0.5	88
Aim2	chr1:173464971-173466036	103	22	125	0.824	141
Aimp1	chr3:132683793-132683879	85	132	217	0.391705	926
Aimp2	chr5:143909581-143909839	11	19	30	0.366667	153
Aip	chr19:4115320-4115496	40	60	100	0.4	287
Aire	chr10:78036685-78036784	120	76	196	0.612245	172
Ajuba	chr14:54567469-54569056	79	47	126	0.626984	156
AK010878	chr12:102757541-102757810	43	12	55	0.781818	125
Ak2	chr4:129010563-129011529	280	247	527	0.531309	1607
Ak4	chr4:101463553-101467771	659	467	1126	0.585258	1052
Ak6	chr13:100664051-100664196	58	82	140	0.414286	84
Ak7	chr12:105781671-105782447	204	49	253	0.806324	378
Akap1	chr11:88844259-88845865	110	129	239	0.460251	568
Akap10	chr11:61915024-61915581	20	19	39	0.512821	148
Akap11	chr14:78509880-78514320	82	82	164	0.5	386
Akap12	chr10:4358478-4359471	1416	1032	2448	0.578431	3684
Akap2	chr4:57892869-57896984	10	10	20	0.5	128
Akap7	chr10:25283893-25284041	7	16	23	0.304348	70
Akap8	chr17:32303676-32305706	19	19	38	0.5	528
Akap9	chr5:4070299-4070531	8	13	21	0.380952	226
Akip1	chr7:109711750-109712181	21	17	38	0.552632	118
Akirin1	chr4:123749948-123750299	24	15	39	0.615385	223
Akirin2	chr4:34566215-34566908	68	54	122	0.557377	346
Akr1a1	chr4:116641858-116641977	170	147	317	0.536278	1893
Akr1b10	chr6:34396612-34396949	18	17	35	0.514286	61
Akr1b3	chr6:34317340-34317489	700	790	1490	0.469799	0
Akr1b8	chr6:34363722-34363828	5	41	46	0.108696	42
Akr1e1	chr13:4595071-4595154	9	14	23	0.391304	116
Akr7a5	chr4:139318092-139318786	41	44	85	0.482353	162
Akt1	chr12:112659129-112659276	66	44	110	0.6	332
Akt2	chr7:27638062-27639453	56	45	101	0.554455	391
Aktip	chr8:91129600-91129805	29	14	43	0.674419	271
Alad	chr4:62514074-62514260	35	44	79	0.443038	193
Alas1	chr9:106241116-106241338	22	14	36	0.611111	159
Aldh16a1	chr7:45154392-45154538	76	59	135	0.562963	303
Aldh18a1	chr19:40586127-40586192	142	113	255	0.556863	336
Aldh1l1	chr6:90598186-90598385	15	16	31	0.483871	105
Aldh1l2	chr10:83487447-83490634	9	6	15	0.6	80
Aldh2	chr5:121593362-121593824	399	364	763	0.522936	1101
Aldh3a2	chr11:61266854-61267127	125	56	181	0.690608	246
Aldh3b1	chr19:3921473-3921593	4	6	10	0.4	35
Aldh4a1	chr4:139648158-139649691	72	153	225	0.32	272
Aldh6a1	chr12:84442071-84442145	115	59	174	0.66092	339
Aldh7a1	chr18:56562033-56562298	160	104	264	0.606061	344
Aldh9a1	chr1:167367405-167368530	216	243	459	0.470588	982
Aldoa	chr7:126797337-126797548	2869	2773	5642	0.508508	21586
Aldoc	chr11:78326262-78326760	163	148	311	0.524116	571
Alg1	chr16:5244441-5244907	41	26	67	0.61194	84
