gene	coord	228plus1_CAST	228plus1_129S1	228plus1_total	228plus1_CAST/all	228plus1_htseqCount
1810037I17Rik	chr3:122925479-122926194	142	160	302	0.470199	679
1810043H04Rik	chr11:120100174-120100424	12	9	21	0.571429	100
1810055G02Rik	chr19:3716491-3717881	15	12	27	0.555556	87
1810058I24Rik	chr6:35261159-35262059	51	30	81	0.62963	282
2010012O05Rik	chr19:46701515-46703382	6	17	23	0.26087	47
2010107E04Rik	chr12:111963230-111963353	336	184	520	0.646154	1611
2010107G23Rik	chr10:62107656-62109123	70	27	97	0.721649	272
2010315B03Rik	chr9:124291804-124294101	3	45	48	0.0625	57
2010320M18Rik	chr8:70776862-70777606	6	5	11	0.545455	30
2200002D01Rik	chr7:29247897-29247965	6	11	17	0.352941	42
2210013O21Rik	chrX:153723554-153723937	25	19	44	0.568182	324
2210015D19Rik	chr11:5780206-5780635	12	21	33	0.363636	43
2210016F16Rik	chr13:58384824-58385225	7	33	40	0.175	132
2210016L21Rik	chr5:114947682-114948540	45	40	85	0.529412	234
2210018M11Rik	chr7:98626466-98626720	36	26	62	0.580645	207
2210039B01Rik	chr12:73551156-73551986	59	12	71	0.830986	29
2210409E12Rik	chr11:88972638-88973014	337	31	368	0.915761	467
2310011J03Rik	chr10:80320183-80320548	10	9	19	0.526316	81
2310022A10Rik	chr7:27580337-27582098	97	121	218	0.444954	519
2310022B05Rik	chr8:124662848-124663369	279	97	376	0.742021	359
2310033P09Rik	chr11:59210227-59210734	7	12	19	0.368421	71
2310035C23Rik	chr1:105753503-105755131	14	13	27	0.518519	272
2310039H08Rik	chr17:46772635-46773407	20	19	39	0.512821	101
2310045N01Rik	chr8:70145811-70145890	4	4	8	0.5	74
2310047M10Rik	chr11:69059775-69061576	4	10	14	0.285714	47
2310067B10Rik	chr11:115798275-115799033	39	59	98	0.397959	373
2410002F23Rik	chr7:44250613-44252319	52	78	130	0.4	338
2410003L11Rik	chr11:97622607-97622893	13	36	49	0.265306	68
2410004N09Rik	chr18:33795853-33795989	307	364	671	0.457526	430
2410006H16Rik	chr11:62604655-62604806	849	948	1797	0.472454	2334
2410007B07Rik	chr3:75655390-75655731	13	94	107	0.121495	186
2410015M20Rik	chr17:56608638-56608692	55	62	117	0.470085	396
2410016O06Rik	chr12:83950608-83952953	51	34	85	0.6	177
2410021H03Rik	chr17:69277060-69277206	65	9	74	0.878378	46
2410088K16Rik	chr1:88755534-88755733	33	33	66	0.5	42
2410089E03Rik	chr15:8262928-8263080	12	16	28	0.428571	167
2410127L17Rik	chr19:18691417-18691595	79	73	152	0.519737	743
2410137M14Rik	chr17:36978651-36978933	4	16	20	0.2	62
2510002D24Rik	chr16:18839090-18840113	40	34	74	0.540541	99
2510003E04Rik	chr10:62558470-62559883	27	15	42	0.642857	203
2510039O18Rik	chr4:147946601-147947314	89	93	182	0.489011	429
2610001J05Rik	chr6:13869074-13870740	105	161	266	0.394737	354
2610002J02Rik	chr4:155256135-155256687	22	12	34	0.647059	62
2610002M06Rik	chrX:107790736-107790779	6	8	14	0.428571	195
2610020H08Rik	chr7:119825536-119825638	4	9	13	0.307692	76
2610301B20Rik	chr4:10897899-10899423	68	88	156	0.435897	218
2610305D13Rik	chr4:147615280-147615406	119	24	143	0.832168	1935
2610318N02Rik	chr16:17113398-17113626	12	5	17	0.705882	270
2610507B11Rik	chr11:78289804-78290625	194	190	384	0.505208	1724
2610524H06Rik	chr5:114823313-114823468	82	193	275	0.298182	275
2700029M09Rik	chr8:60905548-60905720	318	132	450	0.706667	1200
2700038G22Rik	chr5:23853767-23855033	15	136	151	0.0993377	82
2700049A03Rik	chr12:71242944-71243303	89	62	151	0.589404	315
2700060E02Rik	chr14:19822566-19822690	306	347	653	0.468606	3006
2700062C07Rik	chr18:24477269-24477767	10	17	27	0.37037	76
2700097O09Rik	chr12:55079981-55080110	33	10	43	0.767442	352
2700099C18Rik	chr17:94774892-94775129	16	23	39	0.410256	100
2810004N23Rik	chr8:124860946-124861271	321	150	471	0.681529	545
2810008D09Rik	chr11:117078776-117078955	209	206	415	0.503614	244
2810025M15Rik	chr1:157419869-157420236	155	145	300	0.516667	574
2810403A07Rik	chr3:88711630-88712933	38	33	71	0.535211	508
2810408A11Rik	chr11:69899517-69899588	9	14	23	0.391304	50
2810408I11Rik	chr1:64690464-64690659	9	21	30	0.3	89
2810408M09Rik	chr2:165490112-165491711	18	14	32	0.5625	47
2810410L24Rik	chr11:120189440-120189856	3	10	13	0.230769	41
2810417H13Rik	chr9:65893372-65893534	23	39	62	0.370968	194
2810428I15Rik	chr8:70506662-70506739	44	26	70	0.628571	455
2810474O19Rik	chr6:149334592-149335663	38	26	64	0.59375	501
2900041M22Rik	chr11:117612262-117613417	16	45	61	0.262295	49
2900076A07Rik	chr7:81531211-81531498	26	29	55	0.472727	42
2900097C17Rik	chr2:156388063-156392979	25	26	51	0.490196	1080
3010026O09Rik	chr11:50199536-50200115	6	8	14	0.428571	108
3110002H16Rik	chr18:12188560-12188637	12	14	26	0.461538	187
3110040N11Rik	chr7:81789355-81789453	210	110	320	0.65625	334
3110043O21Rik	chr4:35218414-35218916	39	31	70	0.557143	241
3110082I17Rik	chr5:139460469-139460534	162	138	300	0.54	204
3632451O06Rik	chr14:49772862-49774239	31	58	89	0.348315	197
4632415L05Rik	chr3:19894871-19898984	3	8	11	0.272727	105
4833420G17Rik	chr13:119485727-119486117	180	90	270	0.666667	260
4833439L19Rik	chr13:54565182-54565382	156	182	338	0.461538	525
4921524J17Rik	chr8:85408759-85409890	37	19	56	0.660714	431
4930404N11Rik	chr10:81364742-81364980	31	19	50	0.62	92
4930414L22Rik	chr6:72438683-72440615	34	37	71	0.478873	81
4930427A07Rik	chr12:113163053-113165458	146	111	257	0.568093	375
4930429B21Rik	chr3:32365489-32367438	3	8	11	0.272727	20
4930430F08Rik	chr10:100589027-100589259	16	1	17	0.941176	211
4930444M15Rik	chr14:76515878-76516352	7	5	12	0.583333	23
4930447C04Rik	chr12:72916674-72916730	9	17	26	0.346154	109
4930452B06Rik	chr14:8662259-8662348	35	33	68	0.514706	191
4930453N24Rik	chr16:64768924-64769162	16	15	31	0.516129	175
4930461G14Rik	chr9:58469145-58469623	10	50	60	0.166667	51
4930470H14Rik	chr17:4081830-4082995	17	11	28	0.607143	167
4930483K19Rik	chr10:76545871-76546800	11	20	31	0.354839	113
4930500J02Rik	chr2:104567861-104568230	172	222	394	0.436548	390
4930502E18Rik	chrX:53737666-53738222	4	6	10	0.4	51
4930503L19Rik	chr18:70472291-70472480	165	162	327	0.504587	308
4930506C21Rik	chr17:8297029-8297243	21	42	63	0.333333	148
4930511M06Rik	chr18:57546014-57548375	13	31	44	0.295455	74
4930513N10Rik	chr8:95806830-95809180	18	6	24	0.75	27
4930528D03Rik	chr13:59733936-59734838	0	11	11	0	24
4930539E08Rik	chr17:28896395-28898923	3	7	10	0.3	72
4930558J18Rik	chr1:57377405-57377544	6	5	11	0.545455	41
4930579G18Rik	chr14:54651065-54651268	9	4	13	0.692308	87
4930579G24Rik	chr3:79631129-79632819	26	33	59	0.440678	83
4931406C07Rik	chr9:15301367-15301607	19	27	46	0.413043	160
4931406H21Rik	chr14:25586804-25590661	14	7	21	0.666667	52
4931406P16Rik	chr7:34257632-34257727	19	16	35	0.542857	294
4931428F04Rik	chr8:105280409-105282144	55	26	81	0.679012	191
4932438A13Rik	chr3:37052324-37053033	12	20	32	0.375	632
4933402E13Rik	chrX:62290365-62292078	5	19	24	0.208333	109
4933404O12Rik	chr5:136933739-136937109	50	109	159	0.314465	170
4933421O10Rik	chr4:33027139-33030521	30	19	49	0.612245	28
4933426M11Rik	chr12:80877096-80880833	35	41	76	0.460526	454
4933434E20Rik	chr3:90061638-90063341	130	116	246	0.528455	400
4933438K21Rik	chr4:147063366-147064898	8	4	12	0.666667	225
5031425E22Rik	chr5:23431808-23434353	5	6	11	0.454545	50
5031426D15Rik	chr2:6922702-6928722	0	15	15	0	13
5031439G07Rik	chr15:84955806-84955928	94	72	166	0.566265	436
5430405H02Rik	chr2:156853431-156854304	16	21	37	0.432432	209
5430416N02Rik	chr5:100429326-100429535	282	137	419	0.673031	332
5730408K05Rik	chr19:8888387-8888770	8	3	11	0.727273	9
5730409E04Rik	chr4:126611676-126614371	12	14	26	0.461538	42
5730455P16Rik	chr11:80360492-80364018	4	9	13	0.307692	178
5830415F09Rik	chr4:46387568-46387742	40	81	121	0.330579	150
5830417I10Rik	chr3:88825390-88829371	40	23	63	0.634921	306
5830418K08Rik	chr9:15352899-15353099	112	117	229	0.489083	635
5930430L01Rik	chr5:148990056-148993943	19	4	23	0.826087	22
6030440G07Rik	chr12:111013207-111013872	6	8	14	0.428571	11
6030443J06Rik	chr5:22553987-22558171	3	12	15	0.2	14
6030458C11Rik	chr15:12817858-12818284	34	55	89	0.382022	145
6330416G13Rik	chr4:63583786-63586353	162	163	325	0.498462	279
6330419J24Rik	chrX:56376030-56378470	30	34	64	0.46875	101
6430562O15Rik	chr13:99411842-99412826	46	51	97	0.474227	92
6720489N17Rik	chr13:62603015-62605380	9	8	17	0.529412	67
6820431F20Rik	chr8:20268286-20272219	130	5	135	0.962963	6583
8030462N17Rik	chr18:77673900-77674684	13	8	21	0.619048	344
8430419L09Rik	chr6:135233979-135236240	68	53	121	0.561983	236
8430429K09Rik	chr11:3471332-3471586	7	8	15	0.466667	8
9030624G23Rik	chr12:24043202-24044854	22	36	58	0.37931	412
9030624J02Rik	chr7:118838113-118838231	64	55	119	0.537815	479
9130011E15Rik	chr19:45891208-45891334	41	34	75	0.546667	177
9130221H12Rik	chr7:25228723-25230264	49	54	103	0.475728	330
9130401M01Rik	chr15:58031984-58032079	108	107	215	0.502326	523
9330151L19Rik	chr12:69197728-69199868	15	7	22	0.681818	71
9430008C03Rik	chr2:158360943-158361196	6	6	12	0.5	168
9430015G10Rik	chr4:156125417-156127263	99	213	312	0.317308	356
9430016H08Rik	chr1:57413240-57413387	9	4	13	0.692308	129
9430020K01Rik	chr18:4680226-4682869	6	9	15	0.4	84
9430038I01Rik	chr7:137410640-137410756	31	19	50	0.62	58
9530027J09Rik	chrX:48276792-48278190	185	222	407	0.454545	357
9530068E07Rik	chr11:52406945-52408723	52	43	95	0.547368	237
9530091C08Rik	chr9:68765346-68773322	17	0	17	1	24
9630033F20Rik	chr6:127085116-127088302	59	58	117	0.504274	271
9830147E19Rik	chr7:42609526-42614223	15	6	21	0.714286	243
9930021J03Rik	chr19:29714402-29719606	3	8	11	0.272727	181
9930104L06Rik	chr4:124942583-124944661	18	33	51	0.352941	89
A130077B15Rik	chr10:122565023-122567377	0	99	99	0	458
A230046K03Rik	chr10:83594171-83596473	204	136	340	0.6	1086
A230050P20Rik	chr9:20873542-20874307	14	23	37	0.378378	123
A230072C01Rik	chrX:20985979-20987349	23	17	40	0.575	167
A230073K19Rik	chr7:59281879-59289166	4	5	9	0.444444	125
A230103J11Rik	chr8:85060244-85060460	56	38	94	0.595745	378
A2m	chr6:121677982-121678084	75	54	129	0.581395	269
A330032B11Rik	chr19:37194876-37196541	30	2	32	0.9375	184
A330069E16Rik	chr2:91237146-91237401	5	3	8	0.625	71
A430005L14Rik	chr4:153961490-153961924	79	73	152	0.519737	320
A430107P09Rik	chr14:53666216-53668335	1	51	52	0.0192308	26
A530054K11Rik	chr13:67617001-67621849	8	9	17	0.470588	258
A630072M18Rik	chr5:20950989-20956398	7	7	14	0.5	52
A630089N07Rik	chr16:98082346-98082439	30	19	49	0.612245	328
A730017L22Rik	chr2:130872541-130874442	7	6	13	0.538462	56
A830080D01Rik	chrX:159553244-159553894	26	39	65	0.4	558
A930004D18Rik	chr2:18025189-18028238	4	6	10	0.4	37
A930013F10Rik	chr8:22634384-22636809	20	5	25	0.8	47
A930016O22Rik	chr7:19417466-19419553	0	39	39	0	14
AA465934	chr11:83291967-83292097	13	50	63	0.206349	83
AA987161	chr13:67589439-67593915	14	8	22	0.636364	339
Aaas	chr15:102339944-102340068	59	59	118	0.5	726
Aacs	chr5:125516216-125517403	72	96	168	0.428571	336
Aagab	chr9:63640207-63641889	67	102	169	0.39645	559
Aak1	chr6:86987204-87003227	8	9	17	0.470588	203
Aamdc	chr7:97550331-97550741	6	4	10	0.6	36
Aamp	chr1:74282027-74282171	86	88	174	0.494253	1187
Aar2	chr2:156566865-156568972	19	8	27	0.703704	74
Aard	chr15:52044799-52045722	445	348	793	0.56116	1287
Aars	chr8:111055019-111055569	1240	539	1779	0.697021	5396
Aars2	chr17:45520286-45520843	58	61	119	0.487395	290
Aarsd1	chr11:101417350-101417433	117	155	272	0.430147	626
Aasdh	chr5:76896377-76896690	57	51	108	0.527778	163
Aasdhppt	chr9:4309254-4309494	34	44	78	0.435897	663
Aass	chr6:23091199-23091339	6	22	28	0.214286	117
Aatf	chr11:84513292-84513501	34	45	79	0.43038	301
Abca2	chr2:25447200-25447400	8	7	15	0.533333	260
Abca3	chr17:24409269-24410204	10	12	22	0.454545	224
Abca7	chr10:80014947-80015187	4	15	19	0.210526	190
Abcb10	chr8:123982402-123983122	184	69	253	0.727273	310
Abcb1a	chr5:8740409-8740615	2	24	26	0.0769231	109
Abcb1b	chr5:8865750-8866314	26	33	59	0.440678	140
Abcb6	chr1:75179570-75180283	40	32	72	0.555556	188
Abcb7	chrX:104413657-104413846	111	98	209	0.5311	1185
Abcb8	chr5:24408568-24408818	15	16	31	0.483871	239
Abcc1	chr16:14473460-14474878	127	70	197	0.64467	524
Abcc4	chr14:118654150-118654374	64	101	165	0.387879	415
Abcc5	chr16:20405389-20405544	77	163	240	0.320833	858
Abcd3	chr3:121796449-121796485	127	129	256	0.496094	322
Abcd4	chr12:84615326-84615444	162	74	236	0.686441	564
Abce1	chr8:79683442-79685277	423	248	671	0.630402	4629
Abcf1	chr17:35963321-35963392	27	36	63	0.428571	1125
Abcf2	chr5:24565341-24566003	55	41	96	0.572917	934
Abcf3	chr16:20551806-20551862	9	7	16	0.5625	344
Abcg2	chr6:58684333-58684457	2	10	12	0.166667	261
Abhd10	chr16:45742777-45742955	48	77	125	0.384	262
Abhd11	chr5:135011887-135012175	77	82	159	0.484277	270
Abhd11os	chr5:135012122-135012332	14	4	18	0.777778	45
Abhd12	chr2:150846244-150846363	70	36	106	0.660377	279
Abhd13	chr8:9987385-9992154	110	46	156	0.705128	370
Abhd14a	chr9:106447531-106447678	91	83	174	0.522989	218
Abhd17a	chr10:80586515-80587030	20	25	45	0.444444	309
Abhd17b	chr19:21684098-21685637	6	6	12	0.5	150
Abhd17c	chr7:84109356-84110801	45	29	74	0.608108	291
Abhd2	chr7:79359960-79361601	23	30	53	0.433962	160
Abhd4	chr14:54267768-54269169	180	125	305	0.590164	565
Abhd5	chr9:122379513-122381523	6	7	13	0.461538	82
Abhd8	chr8:71461246-71461972	26	10	36	0.722222	220
Abi1	chr2:22953435-22953611	49	50	99	0.494949	657
Abi3	chr11:95830072-95832876	36	34	70	0.514286	178
Abl2	chr1:156640993-156649619	38	53	91	0.417582	491
Ablim2	chr5:35857128-35857180	10	1	11	0.909091	116
Abr	chr11:76416732-76419193	40	26	66	0.606061	283
Abracl	chr10:18023067-18023252	84	76	160	0.525	454
Abtb1	chr6:88840838-88840900	15	30	45	0.333333	160
Abtb2	chr2:103717160-103718423	7	3	10	0.7	85
Acaa1a	chr9:119349958-119350295	9	0	9	1	253
Acaa2	chr18:74801297-74801367	61	121	182	0.335165	278
Acaca	chr11:84399560-84401651	176	134	310	0.567742	896
Acacb	chr5:114249494-114250758	41	35	76	0.539474	286
Acad11	chr9:104126582-104127646	12	16	28	0.428571	134
Acad9	chr3:36090831-36092857	28	28	56	0.5	365
Acadl	chr1:66863173-66863309	146	73	219	0.666667	400
Acadm	chr3:153944396-153944643	140	221	361	0.387812	722
Acads	chr5:115113064-115113213	129	114	243	0.530864	642
Acadsb	chr7:131444237-131446211	70	101	171	0.409357	319
Acadvl	chr11:70012958-70013083	7	9	16	0.4375	247
Acap2	chr16:31092413-31096446	10	17	27	0.37037	443
Acat1	chr9:53591968-53592111	15	23	38	0.394737	178
Acat2	chr17:12947357-12947479	201	146	347	0.579251	1136
Acat3	chr17:12927338-12927460	358	278	636	0.562893	1920
Acbd3	chr1:180752159-180754204	7	6	13	0.538462	282
Acbd4	chr11:103105245-103105478	14	8	22	0.636364	80
Acbd5	chr2:23112505-23114512	48	62	110	0.436364	241
Acbd6	chr1:155686949-155687233	39	50	89	0.438202	330
Acd	chr8:105700703-105700839	64	40	104	0.615385	216
Acer2	chr4:86932032-86932490	21	20	41	0.512195	106
Acer3	chr7:98309348-98309527	27	16	43	0.627907	286
Acin1	chr14:54679241-54679352	254	263	517	0.491296	1431
Acly	chr11:100523440-100523621	889	796	1685	0.527596	4882
Acn9	chr6:7038854-7039220	11	17	28	0.392857	104
Aco1	chr4:40197554-40199009	200	220	420	0.47619	553
Aco2	chr15:81914628-81915137	379	338	717	0.528591	4745
Acot1	chr12:84016780-84017669	15	6	21	0.714286	94
Acot13	chr13:24831226-24831489	60	227	287	0.209059	260
Acot2	chr12:83992502-83993875	11	12	23	0.478261	64
Acot7	chr4:152178100-152178340	4	15	19	0.210526	604
Acot8	chr2:164799720-164799945	10	16	26	0.384615	96
Acot9	chrX:155295683-155295768	90	106	196	0.459184	1241
Acox1	chr11:116180291-116180406	32	44	76	0.421053	251
Acp1	chr12:30893326-30895953	513	334	847	0.605667	2725
Acp5	chr9:22129863-22130129	142	126	268	0.529851	650
Acp6	chr3:97171642-97171742	53	49	102	0.519608	1571
Acsf2	chr11:94571562-94571680	40	135	175	0.228571	345
Acsl1	chr8:46534340-46536050	198	56	254	0.779528	839
Acsl3	chr1:78706258-78707743	165	158	323	0.510836	1384
Acsl4	chrX:142350960-142351137	127	104	231	0.549784	902
Acsl5	chr19:55295373-55295522	29	15	44	0.659091	135
Acss1	chr2:150638364-150638539	131	96	227	0.577093	333
Acss2	chr2:155561953-155562743	5	9	14	0.357143	292
Actb	chr5:142903116-142903941	83	81	164	0.506098	8460
Actg1	chr11:120348425-120348484	1441	1003	2444	0.589607	15855
Actl6a	chr3:32725247-32725333	221	397	618	0.357605	1167
Actn1	chr12:80178302-80178452	207	130	337	0.614243	1283
Actn4	chr7:28918954-28919068	294	262	556	0.528777	1805
Actr10	chr12:70961867-70964717	253	118	371	0.681941	1013
Actr1a	chr19:46384220-46384345	156	209	365	0.427397	980
Actr1b	chr1:36700337-36700377	80	67	147	0.544218	696
Actr2	chr11:20094230-20094445	389	457	846	0.459811	3442
Actr3	chr1:125435285-125435727	206	170	376	0.547872	1892
Actr3b	chr5:25849851-25850341	9	23	32	0.28125	118
Actr5	chr2:158638633-158639211	17	24	41	0.414634	91
Actr6	chr10:89726637-89726760	61	69	130	0.469231	228
Actr8	chr14:29991592-29991755	28	42	70	0.4	397
Acvr2b	chr9:119428201-119428568	8	11	19	0.421053	126
Acy1	chr9:106437629-106437737	24	49	73	0.328767	275
Acyp1	chr12:85272398-85272827	29	42	71	0.408451	214
Ada	chr2:163728117-163728246	5	5	10	0.5	47
Adam10	chr9:70778000-70780229	18	32	50	0.36	309
Adam15	chr3:89348518-89348627	10	10	20	0.5	144
Adam17	chr12:21373336-21373632	139	63	202	0.688119	448
Adam19	chr11:46143792-46147347	216	223	439	0.492027	905
Adam23	chr1:63592608-63596515	19	52	71	0.267606	275
Adam9	chr8:24996655-24996850	93	45	138	0.673913	309
Adamts2	chr11:50803569-50807573	0	23	23	0	35
Adamts7	chr9:90191365-90191500	4	7	11	0.363636	69
Adamtsl4	chr3:95676204-95676969	4	6	10	0.4	40
Adap1	chr5:139280705-139280817	10	16	26	0.384615	138
Adar	chr3:89750929-89753455	20	17	37	0.540541	272
Adat2	chr10:13560114-13560264	23	21	44	0.522727	124
Adck1	chr12:88461015-88461726	14	9	23	0.608696	131
Adck4	chr7:27257223-27257949	28	20	48	0.583333	127
Add1	chr5:34630470-34632305	137	130	267	0.513109	814
Adh5	chr3:138455085-138455499	1256	1238	2494	0.503609	4033
Adi1	chr12:28680966-28682174	333	219	552	0.603261	769
Adipor1	chr1:134431530-134432341	98	89	187	0.524064	959
Adipor2	chr6:119353150-119355928	106	113	219	0.484018	908
Adk	chr14:21447814-21448569	87	62	149	0.583893	373
Adm2	chr15:89323972-89324730	14	7	21	0.666667	62
Adnp2	chr18:80127135-80130994	46	49	95	0.484211	239
Ado	chr10:67544511-67548955	112	113	225	0.497778	432
Adpgk	chr9:59314731-59316200	105	151	256	0.410156	538
Adprhl2	chr4:126317720-126317904	26	30	56	0.464286	304
Adprm	chr11:67051681-67051778	41	30	71	0.577465	192
Adrbk1	chr19:4289313-4289413	52	25	77	0.675325	622
Adrm1	chr2:180171588-180171688	8	6	14	0.571429	683
Adsl	chr15:80968662-80970947	55	83	138	0.398551	318
Adss	chr1:177796212-177796509	212	252	464	0.456897	1288
Adssl1	chr12:112640958-112641355	152	77	229	0.663755	432
Aebp2	chr6:140650756-140655481	85	76	161	0.52795	778
Aen	chr7:78907144-78908833	229	162	391	0.585678	1151
Aes	chr10:81565472-81566371	321	381	702	0.457265	2345
AF067061	chr13:120263774-120264517	18	16	34	0.529412	88
Afap1	chr5:35999699-36003922	5	6	11	0.454545	176
Aff1	chr5:103850702-103855322	205	184	389	0.526992	712
Aff4	chr11:53415388-53421830	161	196	357	0.45098	1043
Afg3l1	chr8:123501848-123503916	237	117	354	0.669492	1198
Afg3l2	chr18:67448888-67449136	160	205	365	0.438356	727
Aftph	chr11:20725685-20727639	38	42	80	0.475	420
Aga	chr8:53520237-53520344	286	49	335	0.853731	690
Agap1	chr1:89888691-89895282	15	11	26	0.576923	207
Agap3	chr5:24501010-24501265	10	4	14	0.714286	280
Agfg1	chr1:82894999-82896275	277	412	689	0.402032	852
Agfg2	chr5:137667681-137667774	97	77	174	0.557471	402
Aggf1	chr13:95370757-95370959	129	98	227	0.568282	403
Agl	chr3:116784453-116784640	38	38	76	0.5	342
Ago1	chr4:126453558-126453691	80	73	153	0.522876	520
Ago2	chr15:73128324-73128460	65	66	131	0.496183	797
Agpat1	chr17:34612253-34613449	39	37	76	0.513158	396
Agpat3	chr10:78284189-78284350	20	49	69	0.289855	392
Agpat4	chr17:12218985-12219640	76	61	137	0.554745	468
Agpat5	chr8:18881738-18884413	125	85	210	0.595238	866
Agpat6	chr8:23190716-23191692	54	37	91	0.593407	362
Agps	chr2:75925922-75931350	45	88	133	0.338346	1451
Agrn	chr4:156185088-156185135	443	315	758	0.584433	1354
Agtrap	chr4:148087917-148088064	85	90	175	0.485714	585
Ahctf1	chr1:179781643-179781783	187	229	416	0.449519	1231
Ahcy	chr2:155074365-155074497	277	337	614	0.45114	5592
Ahcyl2	chr6:29909040-29912310	63	60	123	0.512195	367
Ahdc1	chr4:133061376-133066277	20	9	29	0.689655	301
Ahnak	chr19:9001699-9019196	7	4	11	0.636364	388
Ahsa2	chr11:23496691-23496881	28	40	68	0.411765	365
AI314180	chr4:58864347-58864428	26	31	57	0.45614	720
AI413582	chr17:27563769-27564016	24	17	41	0.585366	117
AI414108	chr9:27352685-27357543	56	34	90	0.622222	239
AI467606	chr7:127092169-127094049	7	3	10	0.7	29
AI506816	chr5:23710017-23710408	5	22	27	0.185185	29
AI597479	chr1:43113186-43115946	40	43	83	0.481928	243
AI661453	chr17:47469276-47470638	8	5	13	0.615385	98
AI837181	chr19:5425937-5427316	30	13	43	0.697674	160
AI846148	chr19:7382672-7383026	35	37	72	0.486111	291
AI987944	chr7:41393227-41393379	46	55	101	0.455446	137
