gene	coord	273plus1_CAST	273plus1_129S1	273plus1_total	273plus1_CAST/all	273plus1_htseqCount
1700030C10Rik	chr12:20815346-20815779	24	8	32	0.75	35
1700030K09Rik	chr8:72460029-72460541	56	37	93	0.602151	147
1700037H04Rik	chr2:131146325-131146975	113	72	185	0.610811	512
1700052N19Rik	chr10:4453472-4455140	113	93	206	0.548544	257
1700061G19Rik	chr17:56886441-56886687	25	16	41	0.609756	178
1700066M21Rik	chr1:57382743-57385422	9	14	23	0.391304	93
1700095A21Rik	chr4:146519039-146519927	21	3	24	0.875	9
1700120C14Rik	chr15:99251788-99252001	13	14	27	0.481481	1
1700123O20Rik	chr14:54689804-54690742	31	20	51	0.607843	132
1810009A15Rik	chr19:8890411-8890759	84	83	167	0.502994	15
1810013L24Rik	chr16:8855794-8858924	23	24	47	0.489362	346
1810026B05Rik	chr7:73549597-73549652	20	21	41	0.487805	146
1810026J23Rik	chr9:21593150-21595970	9	10	19	0.473684	94
1810030O07Rik	chrX:12669527-12669646	18	86	104	0.173077	201
1810032O08Rik	chr11:116674300-116675798	78	64	142	0.549296	152
1810037I17Rik	chr3:122925479-122926194	55	77	132	0.416667	293
1810043H04Rik	chr11:120100174-120100424	4	14	18	0.222222	68
1810055G02Rik	chr19:3716491-3717881	8	6	14	0.571429	111
1810058I24Rik	chr6:35261159-35262059	43	30	73	0.589041	236
2010107E04Rik	chr12:111963230-111963353	284	132	416	0.682692	1133
2010107G23Rik	chr10:62107656-62109123	43	16	59	0.728814	127
2200002D01Rik	chr7:29247897-29247965	4	14	18	0.222222	53
2210013O21Rik	chrX:153723554-153723937	16	17	33	0.484848	209
2210015D19Rik	chr11:5780206-5780635	32	14	46	0.695652	43
2210016F16Rik	chr13:58384824-58385225	13	37	50	0.26	160
2210016L21Rik	chr5:114947682-114948540	39	44	83	0.46988	216
2210018M11Rik	chr7:98594752-98595312	7	13	20	0.35	134
2210039B01Rik	chr12:73551156-73551986	64	11	75	0.853333	31
2210409E12Rik	chr11:88972638-88973014	317	43	360	0.880556	335
2310009A05Rik	chr9:73042432-73042775	31	33	64	0.484375	41
2310011J03Rik	chr10:80320183-80320548	16	27	43	0.372093	94
2310022A10Rik	chr7:27580337-27582098	54	49	103	0.524272	241
2310022B05Rik	chr8:124639091-124639615	158	62	220	0.718182	218
2310033P09Rik	chr11:59210227-59210734	7	9	16	0.4375	75
2310035C23Rik	chr1:105753503-105755131	5	6	11	0.454545	147
2310039H08Rik	chr17:46772635-46773407	4	8	12	0.333333	41
2310045N01Rik	chr8:70145811-70145890	5	7	12	0.416667	49
2310067B10Rik	chr11:115798275-115799033	11	10	21	0.52381	167
2410002F23Rik	chr7:44250613-44252319	66	90	156	0.423077	275
2410003L11Rik	chr11:97622607-97622893	15	36	51	0.294118	77
2410004N09Rik	chr18:33795853-33795989	126	159	285	0.442105	136
2410006H16Rik	chr11:62604655-62604806	425	508	933	0.45552	1189
2410007B07Rik	chr3:75655390-75655731	7	99	106	0.0660377	176
2410015M20Rik	chr17:56608638-56608692	58	57	115	0.504348	304
2410016O06Rik	chr12:83950608-83952953	67	17	84	0.797619	210
2410021H03Rik	chr17:69275362-69275906	21	0	21	1	24
2410088K16Rik	chr1:88755534-88755733	47	41	88	0.534091	51
2410089E03Rik	chr15:8270679-8271158	9	13	22	0.409091	93
2410127L17Rik	chr19:18691417-18691595	59	59	118	0.5	509
2410131K14Rik	chr5:118261100-118263114	5	7	12	0.416667	50
2510002D24Rik	chr16:18839090-18840113	27	27	54	0.5	67
2510003E04Rik	chr10:62558470-62559883	11	10	21	0.52381	134
2510039O18Rik	chr4:147946601-147947314	62	68	130	0.476923	230
2610001J05Rik	chr6:13869074-13870740	58	97	155	0.374194	176
2610002J02Rik	chr4:155256135-155256687	15	11	26	0.576923	47
2610301B20Rik	chr4:10897899-10899423	55	61	116	0.474138	142
2610305D13Rik	chr4:147615280-147615406	103	21	124	0.830645	1559
2610318N02Rik	chr16:17113398-17113626	17	6	23	0.73913	274
2610507B11Rik	chr11:78289804-78290625	203	184	387	0.524548	1356
2610524H06Rik	chr5:114823313-114823468	54	172	226	0.238938	179
2700029M09Rik	chr8:60905548-60905720	256	74	330	0.775758	945
2700038G22Rik	chr5:23853767-23855033	32	123	155	0.206452	69
2700049A03Rik	chr12:71242944-71243303	79	49	128	0.617188	194
2700060E02Rik	chr14:19822566-19822690	239	299	538	0.444238	2187
2700062C07Rik	chr18:24477269-24477767	23	21	44	0.522727	111
2700097O09Rik	chr12:55079981-55080110	23	6	29	0.793103	217
2700099C18Rik	chr17:94774892-94775129	20	23	43	0.465116	106
2810004N23Rik	chr8:124860946-124861271	344	200	544	0.632353	546
2810006K23Rik	chr5:124340609-124341852	4	11	15	0.266667	66
2810008D09Rik	chr11:117078776-117078955	119	150	269	0.442379	128
2810013P06Rik	chr8:123042575-123044602	9	2	11	0.818182	90
2810025M15Rik	chr1:157419869-157420236	148	157	305	0.485246	484
2810403A07Rik	chr3:88711630-88712933	20	15	35	0.571429	291
2810408I11Rik	chr1:64690464-64690659	16	18	34	0.470588	55
2810408M09Rik	chr2:165490112-165491711	17	27	44	0.386364	72
2810417H13Rik	chr9:65893372-65893534	4	19	23	0.173913	113
2810428I15Rik	chr8:70506662-70506739	32	25	57	0.561404	275
2810429I04Rik	chr13:3485049-3485220	5	3	8	0.625	11
2810474O19Rik	chr6:149334592-149335663	39	19	58	0.672414	503
2900041M22Rik	chr11:117612262-117613417	13	42	55	0.236364	48
2900076A07Rik	chr7:81531211-81531498	22	22	44	0.5	23
2900097C17Rik	chr2:156388063-156392979	9	13	22	0.409091	547
3010026O09Rik	chr11:50199536-50200115	13	20	33	0.393939	100
3110002H16Rik	chr18:12188560-12188637	8	11	19	0.421053	163
3110040N11Rik	chr7:81789355-81789453	141	55	196	0.719388	189
3110043O21Rik	chr4:35191282-35193068	17	9	26	0.653846	140
3110082I17Rik	chr5:139460469-139460534	221	161	382	0.578534	231
3830406C13Rik	chr14:12301148-12303231	8	7	15	0.533333	53
4632415L05Rik	chr3:19894871-19898984	10	5	15	0.666667	46
4833420G17Rik	chr13:119485727-119486117	108	44	152	0.710526	190
4833439L19Rik	chr13:54565182-54565382	124	175	299	0.414716	407
4921524J17Rik	chr8:85408759-85409890	15	13	28	0.535714	224
4930414L22Rik	chr6:72438683-72440615	34	25	59	0.576271	65
4930427A07Rik	chr12:113163053-113165458	82	41	123	0.666667	211
4930430F08Rik	chr10:100589027-100589259	10	5	15	0.666667	131
4930444M15Rik	chr14:76515878-76516352	6	6	12	0.5	23
4930447C04Rik	chr12:72916674-72916730	5	16	21	0.238095	75
4930452B06Rik	chr14:8662259-8662348	33	19	52	0.634615	132
4930453N24Rik	chr16:64768924-64769162	23	25	48	0.479167	192
4930461G14Rik	chr9:58469145-58469623	3	46	49	0.0612245	42
4930470H14Rik	chr17:4081830-4082995	14	17	31	0.451613	116
4930483K19Rik	chr10:76545871-76546800	6	7	13	0.461538	22
4930500J02Rik	chr2:104567861-104568230	120	161	281	0.427046	245
4930502E18Rik	chrX:53737666-53738222	3	5	8	0.375	43
4930503L19Rik	chr18:70472291-70472480	130	123	253	0.513834	200
4930506C21Rik	chr17:8297029-8297243	6	51	57	0.105263	125
4930511M06Rik	chr18:57546014-57548375	23	20	43	0.534884	36
4930513N10Rik	chr8:95806830-95809180	11	6	17	0.647059	16
4930579G24Rik	chr3:79631129-79632819	17	21	38	0.447368	63
4931406C07Rik	chr9:15301367-15301607	31	19	50	0.62	110
4931406P16Rik	chr7:34284702-34285609	11	18	29	0.37931	181
4932438A13Rik	chr3:37052324-37053033	8	3	11	0.727273	269
4932702P03Rik	chr13:24911597-24911780	3	5	8	0.375	21
4933402E13Rik	chrX:62290365-62292078	7	24	31	0.225806	67
4933404O12Rik	chr5:136933739-136937109	26	50	76	0.342105	90
4933421O10Rik	chr4:33027139-33030521	6	9	15	0.4	17
4933426M11Rik	chr12:80877096-80880833	32	29	61	0.52459	276
4933434E20Rik	chr3:90061638-90063341	59	68	127	0.464567	230
4933438K21Rik	chr4:147063366-147064898	7	1	8	0.875	158
5031439G07Rik	chr15:84955646-84955723	57	63	120	0.475	266
5430405H02Rik	chr2:156853431-156854304	8	12	20	0.4	89
5430416N02Rik	chr5:100429326-100429535	178	106	284	0.626761	221
5830415F09Rik	chr4:46382059-46382685	25	22	47	0.531915	60
5830417I10Rik	chr3:88825390-88829371	17	14	31	0.548387	209
5830418K08Rik	chr9:15331936-15335305	32	43	75	0.426667	333
5830444B04Rik	chr4:155410837-155411812	8	0	8	1	7
6030458C11Rik	chr15:12823561-12823706	49	84	133	0.368421	144
6330416G13Rik	chr4:63583786-63586353	26	38	64	0.40625	110
6330419J24Rik	chrX:56376030-56378470	10	5	15	0.666667	55
6430562O15Rik	chr13:99411842-99412826	51	39	90	0.566667	74
6720489N17Rik	chr13:62607373-62607499	21	9	30	0.7	78
6820431F20Rik	chr8:20268286-20272219	127	3	130	0.976923	5164
8030462N17Rik	chr18:77673900-77674684	10	11	21	0.47619	232
8430419L09Rik	chr6:135233979-135236240	39	33	72	0.541667	118
9030624G23Rik	chr12:24043202-24044854	15	16	31	0.483871	216
9030624J02Rik	chr7:118838113-118838231	51	48	99	0.515152	338
9130011E15Rik	chr19:45975219-45975275	20	14	34	0.588235	135
9130221H12Rik	chr7:25228723-25230264	50	53	103	0.485437	248
9130401M01Rik	chr15:58031984-58032079	101	103	204	0.495098	447
9430008C03Rik	chr2:158359182-158359432	6	9	15	0.4	104
9430015G10Rik	chr4:156125417-156127263	100	170	270	0.37037	243
9430016H08Rik	chr1:57413240-57413387	8	9	17	0.470588	117
9430038I01Rik	chr7:137387371-137387433	14	7	21	0.666667	47
9530027J09Rik	chrX:48276792-48278190	123	191	314	0.39172	237
9530068E07Rik	chr11:52406945-52408723	36	42	78	0.461538	142
9530082P21Rik	chr17:23751678-23754065	7	7	14	0.5	44
9530091C08Rik	chr9:68765346-68773322	17	0	17	1	19
9630033F20Rik	chr6:127085116-127088302	185	182	367	0.504087	462
9830147E19Rik	chr7:42609526-42614223	43	17	60	0.716667	214
9930104L06Rik	chr4:124942583-124944661	17	20	37	0.459459	73
A130077B15Rik	chr10:122565023-122567377	0	53	53	0	441
A230046K03Rik	chr10:83594171-83596473	112	86	198	0.565657	621
A230050P20Rik	chr9:20873542-20874307	7	12	19	0.368421	77
A230072C01Rik	chrX:20985979-20987349	20	15	35	0.571429	148
A230073K19Rik	chr7:59281879-59289166	5	4	9	0.555556	91
A230103J11Rik	chr8:85060244-85060460	60	13	73	0.821918	187
A330032B11Rik	chr19:37194876-37196541	8	0	8	1	55
A430005L14Rik	chr4:153961490-153961924	70	67	137	0.510949	246
A630089N07Rik	chr16:98082346-98082439	13	10	23	0.565217	229
A730017L22Rik	chr2:130872541-130874442	2	12	14	0.142857	23
A830080D01Rik	chrX:159592071-159593081	18	35	53	0.339623	489
A930005H10Rik	chr3:115881579-115881838	4	12	16	0.25	37
AA465934	chr11:83291967-83292097	10	38	48	0.208333	74
Aaas	chr15:102339944-102340068	45	51	96	0.46875	538
Aacs	chr5:125516216-125517403	41	38	79	0.518987	193
Aagab	chr9:63640207-63641889	65	72	137	0.474453	379
Aamdc	chr7:97558131-97558226	8	7	15	0.533333	37
Aamp	chr1:74282027-74282171	59	51	110	0.536364	776
Aar2	chr2:156566865-156568972	27	17	44	0.613636	101
Aard	chr15:52044799-52045722	411	268	679	0.605302	897
Aars	chr8:111055019-111055569	1233	525	1758	0.701365	4373
Aars2	chr17:45520286-45520843	51	62	113	0.451327	180
Aarsd1	chr11:101417350-101417433	109	126	235	0.46383	483
Aasdh	chr5:76901918-76902185	28	36	64	0.4375	112
Aasdhppt	chr9:4309254-4309494	26	32	58	0.448276	429
Aass	chr6:23072173-23073090	2	12	14	0.142857	48
Aatf	chr11:84510199-84510417	37	34	71	0.521127	207
Abca3	chr17:24409269-24410204	9	14	23	0.391304	138
Abcb10	chr8:123968001-123968135	123	32	155	0.793548	176
Abcb1a	chr5:8747355-8748570	0	12	12	0	71
Abcb1b	chr5:8865750-8866314	6	16	22	0.272727	107
Abcb6	chr1:75177303-75177486	18	19	37	0.486486	101
Abcb7	chrX:104413657-104413846	60	95	155	0.387097	664
Abcb8	chr5:24408568-24408818	24	27	51	0.470588	202
Abcc1	chr16:14473460-14474878	35	23	58	0.603448	223
Abcc4	chr14:118630979-118631142	44	87	131	0.335878	276
Abcc5	chr16:20389369-20389440	72	126	198	0.363636	567
Abcd3	chr3:121776997-121777066	97	141	238	0.407563	249
Abcd4	chr12:84613905-84614044	67	38	105	0.638095	272
Abce1	chr8:79683442-79685277	329	187	516	0.637597	2630
Abcf1	chr17:35963321-35963392	27	24	51	0.529412	907
Abcf2	chr5:24565341-24566003	47	50	97	0.484536	888
Abcf3	chr16:20551806-20551862	9	11	20	0.45	298
Abcg2	chr6:58684333-58684457	2	7	9	0.222222	201
Abhd10	chr16:45742777-45742955	51	67	118	0.432203	150
Abhd11	chr5:135011887-135012175	109	82	191	0.570681	228
Abhd12	chr2:150846244-150846363	67	34	101	0.663366	178
Abhd13	chr8:9987385-9992154	73	28	101	0.722772	208
Abhd14a	chr9:106445526-106445834	60	70	130	0.461538	156
Abhd16a	chr17:35102670-35102987	5	7	12	0.416667	68
Abhd17a	chr10:80586515-80587030	37	32	69	0.536232	281
Abhd17b	chr19:21684098-21685637	6	6	12	0.5	115
Abhd17c	chr7:84109356-84110801	32	28	60	0.533333	208
Abhd4	chr14:54267768-54269169	140	69	209	0.669856	329
Abhd8	chr8:71461246-71461972	21	5	26	0.807692	95
Abi1	chr2:22953435-22953611	42	29	71	0.591549	350
Abi2	chr1:60476740-60481163	8	4	12	0.666667	188
Abi3	chr11:95830072-95832876	27	20	47	0.574468	84
Abl2	chr1:156640993-156649619	23	13	36	0.638889	256
Abr	chr11:76416732-76419193	11	21	32	0.34375	161
Abracl	chr10:18023067-18023252	60	34	94	0.638298	277
Abtb1	chr6:88841769-88841935	28	43	71	0.394366	155
Acaa1a	chr9:119349958-119350295	7	3	10	0.7	258
Acaa2	chr18:74801297-74801367	43	148	191	0.225131	210
Acaca	chr11:84399560-84401651	136	117	253	0.537549	461
Acacb	chr5:114249494-114250758	20	12	32	0.625	118
Acad10	chr5:121630098-121630235	10	0	10	1	68
Acad11	chr9:104126582-104127646	6	14	20	0.3	102
Acad12	chr5:121605543-121605701	8	2	10	0.8	30
Acad9	chr3:36090831-36092857	29	28	57	0.508772	275
Acadl	chr1:66863173-66863309	102	79	181	0.563536	243
Acadm	chr3:153944396-153944643	134	267	401	0.334165	574
Acads	chr5:115113064-115113213	123	94	217	0.56682	399
Acadsb	chr7:131444237-131446211	70	89	159	0.440252	227
Acadvl	chr11:70012958-70013083	12	10	22	0.545455	159
Acap2	chr16:31092413-31096446	6	7	13	0.461538	247
Acat1	chr9:53610213-53610350	13	10	23	0.565217	86
Acat2	chr17:12947357-12947479	198	131	329	0.601824	802
Acat3	chr17:12927338-12927460	312	241	553	0.564195	1242
Acbd3	chr1:180752159-180754204	7	8	15	0.466667	193
Acbd4	chr11:103111542-103112199	21	14	35	0.6	70
Acbd5	chr2:23112505-23114512	16	25	41	0.390244	111
Acbd6	chr1:155686949-155687233	20	21	41	0.487805	199
Acd	chr8:105700703-105700839	53	23	76	0.697368	165
Acer2	chr4:86932032-86932490	32	44	76	0.421053	127
Acer3	chr7:98309348-98309527	20	18	38	0.526316	176
Acin1	chr14:54679241-54679352	181	168	349	0.518625	794
Acly	chr11:100523440-100523621	520	484	1004	0.517928	2676
Aco1	chr4:40197554-40199009	134	127	261	0.51341	350
Aco2	chr15:81914628-81915137	277	218	495	0.559596	2934
Acot1	chr12:84016780-84017669	31	24	55	0.563636	121
Acot13	chr13:24831226-24831489	50	112	162	0.308642	164
Acot2	chr12:83992502-83993875	12	18	30	0.4	66
Acot7	chr4:152178100-152178340	4	8	12	0.333333	398
Acot8	chr2:164799720-164799945	10	25	35	0.285714	96
Acot9	chrX:155295683-155295768	75	102	177	0.423729	972
Acox1	chr11:116178682-116178844	9	9	18	0.5	144
Acp1	chr12:30893326-30895953	246	223	469	0.52452	1429
Acp2	chr2:91210607-91214098	6	5	11	0.545455	101
Acp5	chr9:22129863-22130129	55	33	88	0.625	165
Acp6	chr3:97171642-97171742	66	70	136	0.485294	1155
Acsf2	chr11:94559463-94559604	16	54	70	0.228571	160
Acsf3	chr8:122817392-122817881	7	3	10	0.7	52
Acsl1	chr8:46534340-46536050	100	40	140	0.714286	379
Acsl3	chr1:78706258-78707743	105	87	192	0.546875	645
Acsl4	chrX:142350960-142351137	70	76	146	0.479452	445
Acsl5	chr19:55295373-55295522	19	9	28	0.678571	105
Acss1	chr2:150638364-150638539	115	81	196	0.586735	214
Actb	chr5:142903116-142903941	57	65	122	0.467213	6553
Actg1	chr11:120348425-120348484	1087	806	1893	0.574221	11308
Actl6a	chr3:32725247-32725333	196	388	584	0.335616	901
Actn1	chr12:80178302-80178452	251	207	458	0.548035	986
Actn4	chr7:28918954-28919068	263	251	514	0.511673	1546
Actr10	chr12:70961867-70964717	175	71	246	0.711382	692
Actr1a	chr19:46384220-46384345	159	153	312	0.509615	648
Actr1b	chr1:36700337-36700377	62	74	136	0.455882	525
Actr2	chr11:20094230-20094445	301	362	663	0.453997	2270
Actr3	chr1:125405845-125405988	124	123	247	0.502024	1120
Actr3b	chr5:25849851-25850341	25	23	48	0.520833	87
Actr5	chr2:158638633-158639211	19	32	51	0.372549	78
Actr6	chr10:89726637-89726760	61	64	125	0.488	200
Actr8	chr14:29991592-29991755	29	29	58	0.5	248
Acy1	chr9:106437629-106437737	28	27	55	0.509091	226
Acy3	chr19:3988398-3988505	5	12	17	0.294118	21
Acyp1	chr12:85272398-85272827	22	27	49	0.44898	104
Ada	chr2:163730481-163730552	7	4	11	0.636364	60
Adam10	chr9:70778000-70780229	14	18	32	0.4375	183
Adam15	chr3:89347869-89347945	9	9	18	0.5	63
Adam17	chr12:21340675-21340819	84	37	121	0.694215	321
Adam19	chr11:46143792-46147347	70	83	153	0.457516	394
Adam23	chr1:63592608-63596515	27	68	95	0.284211	244
Adam9	chr8:24992074-24992243	51	24	75	0.68	191
Adap1	chr5:139273335-139273563	10	11	21	0.47619	95
Adar	chr3:89750929-89753455	16	18	34	0.470588	224
Adat2	chr10:13562815-13563376	14	20	34	0.411765	100
Adck1	chr12:88461015-88461726	27	16	43	0.627907	100
Adck4	chr7:27257223-27257949	19	18	37	0.513514	88
Add1	chr5:34630470-34632305	79	101	180	0.438889	519
Adh5	chr3:138455085-138455499	1078	1011	2089	0.516036	2712
Adi1	chr12:28680966-28682174	274	187	461	0.59436	480
Adipor1	chr1:134431530-134432341	65	80	145	0.448276	598
Adipor2	chr6:119353150-119355928	90	108	198	0.454545	495
Adk	chr14:21447814-21448569	68	69	137	0.49635	258
Adnp2	chr18:80127135-80130994	25	41	66	0.378788	179
Ado	chr10:67544511-67548955	54	74	128	0.421875	256
Adpgk	chr9:59314731-59316200	113	131	244	0.463115	418
Adprhl2	chr4:126317720-126317904	15	22	37	0.405405	243
Adprm	chr11:67051681-67051778	45	32	77	0.584416	149
Adrbk1	chr19:4289313-4289413	31	25	56	0.553571	379
Adrm1	chr2:180171588-180171688	6	6	12	0.5	753
Adsl	chr15:80968662-80970947	102	143	245	0.416327	356
Adss	chr1:177796212-177796509	183	244	427	0.428571	990
Adssl1	chr12:112640958-112641355	57	18	75	0.76	145
Aebp2	chr6:140650756-140655481	82	54	136	0.602941	491
Aen	chr7:78907144-78908833	141	116	257	0.548638	633
Aes	chr10:81565472-81566371	251	273	524	0.479008	1736
AF067061	chr13:120263774-120264517	15	6	21	0.714286	73
Aff1	chr5:103850702-103855322	104	90	194	0.536082	443
Aff4	chr11:53415388-53421830	90	96	186	0.483871	617
Afg3l1	chr8:123501848-123503916	233	116	349	0.667622	951
Afg3l2	chr18:67442310-67442387	112	143	255	0.439216	478
Aftph	chr11:20725685-20727639	18	33	51	0.352941	238
Aga	chr8:53520237-53520344	175	23	198	0.883838	337
Agap1	chr1:89888691-89895282	7	4	11	0.636364	144
Agap3	chr5:24501010-24501265	11	14	25	0.44	185
Agfg1	chr1:82894999-82896275	293	405	698	0.419771	711
Agfg2	chr5:137667681-137667774	38	47	85	0.447059	164
Aggf1	chr13:95370757-95370959	131	125	256	0.511719	375
Agl	chr3:116779256-116779380	5	5	10	0.5	175
Ago1	chr4:126453826-126453948	52	58	110	0.472727	311
Ago2	chr15:73123877-73123999	18	33	51	0.352941	383
Agpat1	chr17:34612253-34613449	32	35	67	0.477612	328
Agpat2	chr2:26596291-26596466	11	14	25	0.44	150
Agpat3	chr10:78284189-78284350	25	34	59	0.423729	207
Agpat4	chr17:12218985-12219640	61	48	109	0.559633	278
Agpat5	chr8:18881738-18884413	79	39	118	0.669492	468
Agpat6	chr8:23190716-23191692	45	22	67	0.671642	259
Agps	chr2:75925922-75931350	28	50	78	0.358974	743
Agrn	chr4:156185088-156185135	317	223	540	0.587037	721
Agtrap	chr4:148087917-148088064	100	102	202	0.49505	482
Ahctf1	chr1:179763470-179763673	169	130	299	0.565217	720
Ahcy	chr2:155074365-155074497	164	164	328	0.5	2872
Ahcyl2	chr6:29909040-29912310	24	20	44	0.545455	159
Ahsa2	chr11:23496691-23496881	43	47	90	0.477778	277
AI314180	chr4:58842568-58842648	10	17	27	0.37037	338
AI413582	chr17:27563769-27564016	26	16	42	0.619048	86
AI414108	chr9:27352685-27357543	20	28	48	0.416667	145
AI467606	chr7:127092169-127094049	3	9	12	0.25	34
AI506816	chr5:23710017-23710408	6	9	15	0.4	22
AI597479	chr1:43113186-43115946	41	37	78	0.525641	165
AI661453	chr17:47469276-47470638	8	4	12	0.666667	56
AI837181	chr19:5425937-5427316	16	9	25	0.64	123
AI846148	chr19:7382672-7383026	20	22	42	0.47619	193
AI987944	chr7:41376746-41376872	9	20	29	0.310345	101
Aida	chr1:183322489-183324501	55	58	113	0.486726	237
Aifm2	chr10:61739028-61739260	31	38	69	0.449275	179
Aig1	chr10:13829243-13829398	12	10	22	0.545455	38
Aim1l	chr4:134092050-134092209	29	26	55	0.527273	126
Aim2	chr1:173464971-173466036	131	42	173	0.757225	167
Aimp1	chr3:132683793-132683879	55	89	144	0.381944	748
Aimp2	chr5:143909581-143909839	10	24	34	0.294118	184
Aip	chr19:4115320-4115496	26	42	68	0.382353	238
Ajuba	chr14:54567469-54569056	91	74	165	0.551515	216
AK010878	chr12:102757541-102757810	48	10	58	0.827586	98
Ak2	chr4:129010563-129011529	276	204	480	0.575	1338
Ak4	chr4:101463553-101467771	145	147	292	0.496575	317
Ak6	chr13:100664051-100664196	65	82	147	0.442177	140
Ak7	chr12:105781671-105782447	310	76	386	0.803109	670
Akap1	chr11:88844259-88845865	98	107	205	0.478049	515
Akap10	chr11:61871307-61873021	32	37	69	0.463768	145
Akap11	chr14:78509880-78514320	21	14	35	0.6	270
Akap12	chr10:4358478-4359471	1072	948	2020	0.530693	2878
Akap7	chr10:25283893-25284041	6	19	25	0.24	103
Akap8	chr17:32303676-32305706	17	16	33	0.515152	438
Akap9	chr5:4067740-4067922	6	11	17	0.352941	168
Akip1	chr7:109711750-109712181	19	13	32	0.59375	111
Akirin1	chr4:123749948-123750299	47	39	86	0.546512	331
Akirin2	chr4:34566215-34566908	53	59	112	0.473214	388
Akr1a1	chr4:116641858-116641977	211	192	403	0.523573	2395
Akr1b10	chr6:34396612-34396949	18	17	35	0.514286	57
Akr1b3	chr6:34317340-34317489	851	918	1769	0.481063	0
Akr1b8	chr6:34365903-34365985	26	60	86	0.302326	108
Akr1e1	chr13:4595071-4595154	13	23	36	0.361111	187
Akr7a5	chr4:139318092-139318786	42	45	87	0.482759	193
Akt1	chr12:112659129-112659276	66	56	122	0.540984	373
Akt2	chr7:27638062-27639453	68	54	122	0.557377	405
Aktip	chr8:91129600-91129805	24	19	43	0.55814	360
Alad	chr4:62514074-62514260	31	46	77	0.402597	170
Alas1	chr9:106241116-106241338	19	26	45	0.422222	171
Aldh16a1	chr7:45154392-45154538	88	68	156	0.564103	381
Aldh18a1	chr19:40586127-40586192	350	321	671	0.52161	742
Aldh1b1	chr4:45802455-45804608	3	7	10	0.3	51
Aldh1l1	chr6:90596868-90596973	10	5	15	0.666667	81
Aldh2	chr5:121593362-121593824	604	442	1046	0.577438	1375
Aldh3a2	chr11:61265064-61265295	121	81	202	0.59901	246
Aldh3b1	chr19:3921473-3921593	5	8	13	0.384615	34
Aldh4a1	chr4:139648158-139649691	99	110	209	0.473684	236
Aldh5a1	chr13:24937251-24937661	7	13	20	0.35	122
Aldh6a1	chr12:84443729-84443788	94	49	143	0.657343	267
Aldh7a1	chr18:56562033-56562298	158	176	334	0.473054	420
