gene	coord	228plus2_CAST	228plus2_129S1	228plus2_total	228plus2_CAST/all	228plus2_htseqCount
2210039B01Rik	chr12:73551156-73551986	86	19	105	0.819048	20
2210409E12Rik	chr11:88972638-88973014	314	20	334	0.94012	323
2310011J03Rik	chr10:80318255-80319547	9	16	25	0.36	58
2310022A10Rik	chr7:27580337-27582098	74	72	146	0.506849	339
2310022B05Rik	chr8:124662848-124663369	187	76	263	0.711027	213
2310033P09Rik	chr11:59210227-59210734	8	2	10	0.8	54
2310035C23Rik	chr1:105718775-105718915	7	13	20	0.35	193
2310039H08Rik	chr17:46772635-46773407	22	13	35	0.628571	77
2310061J03Rik	chr16:55973268-55974617	4	6	10	0.4	14
2310067B10Rik	chr11:115798275-115799033	27	35	62	0.435484	308
2410002F23Rik	chr7:44250613-44252319	46	66	112	0.410714	226
2410003L11Rik	chr11:97622607-97622893	5	42	47	0.106383	62
2410004N09Rik	chr18:33795853-33795989	223	275	498	0.447791	249
2410006H16Rik	chr11:62604655-62604806	651	725	1376	0.47311	1670
2410007B07Rik	chr3:75655390-75655731	17	70	87	0.195402	113
2410015M20Rik	chr17:56608638-56608692	49	39	88	0.556818	262
2410016O06Rik	chr12:83950608-83952953	35	26	61	0.57377	116
2410021H03Rik	chr17:69276126-69276195	62	2	64	0.96875	43
2410088K16Rik	chr1:88755534-88755733	20	15	35	0.571429	24
2410127L17Rik	chr19:18691417-18691595	49	67	116	0.422414	556
2410137M14Rik	chr17:36978651-36978933	1	21	22	0.0454545	40
2510002D24Rik	chr16:18839090-18840113	37	27	64	0.578125	71
2510003E04Rik	chr10:62558470-62559883	10	11	21	0.47619	135
2510009E07Rik	chr16:21649045-21653758	7	3	10	0.7	57
2510039O18Rik	chr4:147946601-147947314	68	82	150	0.453333	269
2610001J05Rik	chr6:13869074-13870740	100	108	208	0.480769	217
2610002J02Rik	chr4:155256135-155256687	25	17	42	0.595238	56
2610002M06Rik	chrX:107790736-107790779	9	1	10	0.9	127
2610301B20Rik	chr4:10897899-10899423	47	76	123	0.382114	175
2610305D13Rik	chr4:147615280-147615406	125	33	158	0.791139	1544
2610318N02Rik	chr16:17113398-17113626	11	5	16	0.6875	186
2610507B11Rik	chr11:78289804-78290625	164	135	299	0.548495	1159
2610524H06Rik	chr5:114823313-114823468	56	139	195	0.287179	157
2700029M09Rik	chr8:60905548-60905720	192	94	286	0.671329	809
2700038G22Rik	chr5:23853767-23855033	15	93	108	0.138889	57
2700049A03Rik	chr12:71242944-71243303	88	50	138	0.637681	232
2700060E02Rik	chr14:19822566-19822690	233	221	454	0.513216	2000
2700062C07Rik	chr18:24477269-24477767	11	12	23	0.478261	68
2700097O09Rik	chr12:55079981-55080110	22	9	31	0.709677	284
2700099C18Rik	chr17:94774892-94775129	18	8	26	0.692308	73
2810004N23Rik	chr8:124860946-124861271	249	136	385	0.646753	372
2810006K23Rik	chr5:124340609-124341852	3	7	10	0.3	56
2810008D09Rik	chr11:117078776-117078955	175	258	433	0.404157	179
2810013P06Rik	chr8:123042575-123044602	9	2	11	0.818182	50
2810025M15Rik	chr1:157419869-157420236	121	124	245	0.493878	424
2810403A07Rik	chr3:88711630-88712933	34	27	61	0.557377	382
2810408I11Rik	chr1:64690464-64690659	17	20	37	0.459459	60
2810408M09Rik	chr2:165490112-165491711	5	7	12	0.416667	39
2810410L24Rik	chr11:120189440-120189856	1	7	8	0.125	31
2810417H13Rik	chr9:65901558-65903551	22	39	61	0.360656	165
2810428I15Rik	chr8:70506662-70506739	43	29	72	0.597222	320
2810468N07Rik	chr17:25573986-25575043	6	4	10	0.6	19
2810474O19Rik	chr6:149334592-149335663	13	13	26	0.5	369
2900041M22Rik	chr11:117612262-117613417	11	43	54	0.203704	40
2900076A07Rik	chr7:81531211-81531498	39	24	63	0.619048	37
2900097C17Rik	chr2:156388063-156392979	29	19	48	0.604167	597
3010026O09Rik	chr11:50199536-50200115	13	15	28	0.464286	89
3110002H16Rik	chr18:12178188-12178274	5	6	11	0.454545	151
3110021N24Rik	chr4:108727456-108727545	4	17	21	0.190476	10
3110040N11Rik	chr7:81789355-81789453	149	80	229	0.650655	216
3110043O21Rik	chr4:35218414-35218916	36	30	66	0.545455	199
3110056K07Rik	chr12:71009702-71010479	5	3	8	0.625	38
3110082I17Rik	chr5:139460469-139460534	116	66	182	0.637363	138
3632451O06Rik	chr14:49772862-49774239	33	44	77	0.428571	126
3830406C13Rik	chr14:12301148-12303231	4	10	14	0.285714	58
4632415L05Rik	chr3:19894871-19898984	8	15	23	0.347826	55
4833420G17Rik	chr13:119485727-119486117	123	76	199	0.61809	197
4833439L19Rik	chr13:54565182-54565382	115	154	269	0.427509	371
4921524J17Rik	chr8:85408759-85409890	22	16	38	0.578947	289
4930404N11Rik	chr10:81364742-81364980	13	7	20	0.65	66
4930414L22Rik	chr6:72438683-72440615	29	22	51	0.568627	49
4930427A07Rik	chr12:113163053-113165458	113	87	200	0.565	271
4930430F08Rik	chr10:100589027-100589259	9	0	9	1	152
4930447C04Rik	chr12:72916674-72916730	5	13	18	0.277778	76
4930452B06Rik	chr14:8662259-8662348	35	23	58	0.603448	160
4930453N24Rik	chr16:64768924-64769162	5	13	18	0.277778	110
4930461G14Rik	chr9:58469145-58469623	5	16	21	0.238095	49
4930470H14Rik	chr17:4081830-4082995	59	44	103	0.572816	303
4930483K19Rik	chr10:76555203-76555307	12	17	29	0.413793	73
4930500J02Rik	chr2:104567861-104568230	134	173	307	0.436482	276
4930502E18Rik	chrX:53727367-53727548	5	5	10	0.5	33
4930503L19Rik	chr18:70471673-70471979	107	115	222	0.481982	204
4930506C21Rik	chr17:8297029-8297243	21	32	53	0.396226	92
4930511M06Rik	chr18:57546014-57548375	14	37	51	0.27451	57
4930513N10Rik	chr8:95806830-95809180	26	13	39	0.666667	27
4930528D03Rik	chr13:59733936-59734838	0	24	24	0	11
4930548H24Rik	chr5:31487282-31488262	0	10	10	0	34
4930579G24Rik	chr3:79631129-79632819	13	10	23	0.565217	60
4931406C07Rik	chr9:15301367-15301607	11	15	26	0.423077	115
4931406H21Rik	chr14:25586804-25590661	16	1	17	0.941176	34
4931406P16Rik	chr7:34284702-34285609	26	24	50	0.52	255
4931428F04Rik	chr8:105280409-105282144	38	17	55	0.690909	128
4932438A13Rik	chr3:37052324-37053033	5	17	22	0.227273	491
4933404O12Rik	chr5:136933739-136937109	41	90	131	0.312977	118
4933421O10Rik	chr4:33027139-33030521	18	10	28	0.642857	27
4933426M11Rik	chr12:80877096-80880833	30	29	59	0.508475	309
4933434E20Rik	chr3:90061638-90063341	83	63	146	0.568493	254
4933439C10Rik	chr11:59509654-59509750	5	5	10	0.5	32
5031439G07Rik	chr15:84955806-84955928	63	54	117	0.538462	272
5430405H02Rik	chr2:156853431-156854304	22	17	39	0.564103	148
5430416N02Rik	chr5:100429326-100429535	210	116	326	0.644172	227
5830415F09Rik	chr4:46389318-46389423	45	43	88	0.511364	88
5830417I10Rik	chr3:88825390-88829371	29	23	52	0.557692	255
5830418K08Rik	chr9:15352899-15353099	104	79	183	0.568306	510
5830444B04Rik	chr4:155410837-155411812	10	0	10	1	9
6030458C11Rik	chr15:12823561-12823706	19	52	71	0.267606	125
6330416G13Rik	chr4:63583786-63586353	88	80	168	0.52381	171
6330419J24Rik	chrX:56376030-56378470	20	20	40	0.5	75
6430562O15Rik	chr13:99411842-99412826	38	41	79	0.481013	54
6720489N17Rik	chr13:62607373-62607499	15	0	15	1	42
6820431F20Rik	chr8:20268286-20272219	116	5	121	0.958678	4981
8030462N17Rik	chr18:77673900-77674684	19	11	30	0.633333	238
8430419L09Rik	chr6:135233979-135236240	39	58	97	0.402062	140
9030624G23Rik	chr12:24096843-24097269	17	24	41	0.414634	257
9030624J02Rik	chr7:118838113-118838231	54	57	111	0.486486	349
9130011E15Rik	chr19:45975219-45975275	49	30	79	0.620253	144
9130221H12Rik	chr7:25228723-25230264	55	43	98	0.561224	239
9130401M01Rik	chr15:58031984-58032079	75	66	141	0.531915	306
9330151L19Rik	chr12:69197728-69199868	20	13	33	0.606061	59
9430008C03Rik	chr2:158360943-158361196	13	18	31	0.419355	89
9430015G10Rik	chr4:156125417-156127263	98	157	255	0.384314	267
9430016H08Rik	chr1:57413240-57413387	4	4	8	0.5	99
9430037G07Rik	chr9:88595325-88598247	6	6	12	0.5	67
9430038I01Rik	chr7:137410640-137410756	41	32	73	0.561644	43
9530027J09Rik	chrX:48276792-48278190	120	185	305	0.393443	208
9530068E07Rik	chr11:52406945-52408723	61	35	96	0.635417	147
9530091C08Rik	chr9:68765346-68773322	16	0	16	1	25
9630033F20Rik	chr6:127085116-127088302	67	68	135	0.496296	207
9830147E19Rik	chr7:42609526-42614223	22	14	36	0.611111	180
9930104L06Rik	chr4:124942583-124944661	12	10	22	0.545455	77
9930111H07Rik	chr1:85784061-85784694	8	0	8	1	14
A130077B15Rik	chr10:122565023-122567377	1	55	56	0.0178571	374
A230046K03Rik	chr10:83594171-83596473	163	107	270	0.603704	800
A230050P20Rik	chr9:20873542-20874307	19	31	50	0.38	86
A230072C01Rik	chrX:20985979-20987349	23	13	36	0.638889	140
A230073K19Rik	chr7:59281879-59289166	7	8	15	0.466667	121
A230103J11Rik	chr8:85060244-85060460	77	36	113	0.681416	320
A2m	chr6:121677982-121678084	59	39	98	0.602041	230
A330032B11Rik	chr19:37194876-37196541	12	0	12	1	70
A430005L14Rik	chr4:153961490-153961924	46	55	101	0.455446	184
A530054K11Rik	chr13:67623468-67623563	14	41	55	0.254545	191
A630089N07Rik	chr16:98062512-98064238	15	17	32	0.46875	307
A730017L22Rik	chr2:130872541-130874442	6	27	33	0.181818	35
A830080D01Rik	chrX:159592071-159593081	38	45	83	0.457831	481
A930005H10Rik	chr3:115886214-115886375	2	14	16	0.125	11
A930013F10Rik	chr8:22634384-22636809	14	3	17	0.823529	43
AA465934	chr11:83291967-83292097	11	22	33	0.333333	68
AA987161	chr13:67596649-67596775	11	15	26	0.423077	227
Aaas	chr15:102339944-102340068	48	58	106	0.45283	488
Aacs	chr5:125516216-125517403	59	60	119	0.495798	228
Aaed1	chr13:64291836-64292228	5	16	21	0.238095	108
Aagab	chr9:63640207-63641889	81	71	152	0.532895	379
Aamp	chr1:74282027-74282171	67	53	120	0.558333	759
Aar2	chr2:156566865-156568972	11	8	19	0.578947	66
Aard	chr15:52044799-52045722	337	237	574	0.587108	804
Aars	chr8:111055019-111055569	1019	460	1479	0.688979	3755
Aars2	chr17:45520286-45520843	41	60	101	0.405941	181
Aarsd1	chr11:101417103-101417234	63	89	152	0.414474	357
Aasdh	chr5:76896377-76896690	37	44	81	0.45679	111
Aasdhppt	chr9:4308694-4308919	24	27	51	0.470588	459
Aass	chr6:23078828-23078995	8	28	36	0.222222	90
Aatf	chr11:84510199-84510417	29	27	56	0.517857	184
Abca3	chr17:24409269-24410204	15	14	29	0.517241	163
Abca7	chr10:80015306-80015572	8	9	17	0.470588	121
Abcb10	chr8:123964991-123965126	113	39	152	0.743421	208
Abcb1b	chr5:8861424-8861630	6	6	12	0.5	91
Abcb6	chr1:75179570-75180283	22	10	32	0.6875	142
Abcb7	chrX:104413657-104413846	99	73	172	0.575581	856
Abcb8	chr5:24406668-24406801	21	39	60	0.35	217
Abcc1	chr16:14473460-14474878	89	69	158	0.563291	387
Abcc4	chr14:118654150-118654374	65	72	137	0.474453	266
Abcc5	chr16:20405389-20405544	62	140	202	0.306931	642
Abcd3	chr3:121779555-121779697	100	96	196	0.510204	228
Abcd4	chr12:84615326-84615444	126	66	192	0.65625	375
Abce1	chr8:79683442-79685277	357	188	545	0.655046	3200
Abcf1	chr17:35963321-35963392	31	21	52	0.596154	752
Abcf2	chr5:24565341-24566003	34	35	69	0.492754	617
Abcf3	chr16:20551806-20551862	6	12	18	0.333333	245
Abcg2	chr6:58684333-58684457	5	14	19	0.263158	197
Abhd10	chr16:45742777-45742955	45	75	120	0.375	196
Abhd11	chr5:135011887-135012175	67	68	135	0.496296	204
Abhd12	chr2:150846244-150846363	51	37	88	0.579545	178
Abhd13	chr8:9987385-9992154	65	33	98	0.663265	244
Abhd14a	chr9:106447531-106447678	62	72	134	0.462687	165
Abhd16a	chr17:35102670-35102987	4	7	11	0.363636	74
Abhd17a	chr10:80583649-80584063	22	15	37	0.594595	249
Abhd17c	chr7:84109356-84110801	40	26	66	0.606061	201
Abhd2	chr7:79359960-79361601	15	22	37	0.405405	118
Abhd4	chr14:54267768-54269169	125	94	219	0.570776	391
Abhd8	chr8:71461246-71461972	12	12	24	0.5	156
Abi1	chr2:22953435-22953611	45	44	89	0.505618	411
Abi3	chr11:95830072-95832876	20	17	37	0.540541	105
Abl2	chr1:156640993-156649619	44	48	92	0.478261	328
Abr	chr11:76508888-76509419	49	20	69	0.710145	219
Abracl	chr10:18023067-18023252	69	51	120	0.575	338
Abtb1	chr6:88840838-88840900	13	23	36	0.361111	118
Acaa1a	chr9:119349958-119350295	9	0	9	1	189
Acaa2	chr18:74801297-74801367	61	116	177	0.344633	186
Acaca	chr11:84399560-84401651	145	105	250	0.58	596
Acacb	chr5:114249494-114250758	35	12	47	0.744681	207
Acad10	chr5:121621990-121622067	15	1	16	0.9375	54
Acad9	chr3:36090831-36092857	27	24	51	0.529412	222
Acadl	chr1:66863173-66863309	116	65	181	0.640884	247
Acadm	chr3:153944396-153944643	139	205	344	0.40407	511
Acads	chr5:115113064-115113213	137	117	254	0.53937	439
Acadsb	chr7:131444237-131446211	72	95	167	0.431138	219
Acap2	chr16:31092413-31096446	6	11	17	0.352941	281
Acat1	chr9:53610213-53610350	21	19	40	0.525	117
Acat2	chr17:12947357-12947479	184	137	321	0.573209	810
Acat3	chr17:12927338-12927460	325	210	535	0.607477	1202
Acbd3	chr1:180752159-180754204	8	8	16	0.5	227
Acbd4	chr11:103106095-103106234	7	14	21	0.333333	66
Acbd5	chr2:23112505-23114512	42	37	79	0.531646	138
Acbd6	chr1:155686949-155687233	29	23	52	0.557692	196
Acd	chr8:105700703-105700839	51	31	82	0.621951	160
Acer2	chr4:86932032-86932490	5	5	10	0.5	69
Acer3	chr7:98257696-98257777	16	8	24	0.666667	228
Acin1	chr14:54679241-54679352	178	193	371	0.479784	961
Acly	chr11:100523440-100523621	682	669	1351	0.504811	3252
Acn9	chr6:7038854-7039220	10	12	22	0.454545	71
Aco1	chr4:40197554-40199009	164	181	345	0.475362	388
Aco2	chr15:81914628-81915137	343	250	593	0.578415	3311
Acot13	chr13:24831226-24831489	60	177	237	0.253165	196
Acot7	chr4:152178100-152178340	2	8	10	0.2	446
Acot8	chr2:164795652-164795809	8	7	15	0.533333	92
Acot9	chrX:155295683-155295768	60	90	150	0.4	852
Acox1	chr11:116179608-116179777	26	41	67	0.38806	169
Acp1	chr12:30893326-30895953	339	225	564	0.601064	1700
Acp5	chr9:22129863-22130129	119	115	234	0.508547	450
Acp6	chr3:97171642-97171742	64	53	117	0.547009	1258
Acsf2	chr11:94571562-94571680	43	110	153	0.281046	232
Acsl1	chr8:46534340-46536050	151	49	200	0.755	597
Acsl3	chr1:78706258-78707743	136	149	285	0.477193	980
Acsl4	chrX:142350960-142351137	103	79	182	0.565934	635
Acsl5	chr19:55295373-55295522	14	10	24	0.583333	107
Acss1	chr2:150638364-150638539	61	48	109	0.559633	205
Acss2	chr2:155561953-155562743	3	10	13	0.230769	211
Actb	chr5:142903116-142903941	22	48	70	0.314286	4869
Actg1	chr11:120348425-120348484	1029	718	1747	0.58901	10420
Actl6a	chr3:32725247-32725333	210	389	599	0.350584	830
Actn1	chr12:80178302-80178452	218	176	394	0.553299	1032
Actn4	chr7:28918954-28919068	239	213	452	0.528761	1321
Actr10	chr12:70961867-70964717	204	91	295	0.691525	746
Actr1a	chr19:46384220-46384345	132	156	288	0.458333	678
Actr1b	chr1:36700337-36700377	62	61	123	0.504065	501
Actr2	chr11:20094230-20094445	319	354	673	0.473997	2149
Actr3	chr1:125405845-125405988	122	150	272	0.448529	1303
Actr3b	chr5:25849851-25850341	5	5	10	0.5	92
Actr5	chr2:158638633-158639211	16	20	36	0.444444	63
Actr6	chr10:89726637-89726760	45	61	106	0.424528	193
Actr8	chr14:29991592-29991755	38	30	68	0.558824	274
Acvr2b	chr9:119428201-119428568	10	5	15	0.666667	99
Acy1	chr9:106437629-106437737	36	31	67	0.537313	240
Acyp1	chr12:85272398-85272827	38	26	64	0.59375	143
Ada	chr2:163728117-163728246	5	3	8	0.625	39
Adam10	chr9:70778000-70780229	8	23	31	0.258065	244
Adam17	chr12:21373336-21373632	112	49	161	0.695652	310
Adam19	chr11:46143792-46147347	147	203	350	0.42	627
Adam22	chr5:8127327-8127432	6	4	10	0.6	97
Adam23	chr1:63592608-63596515	23	46	69	0.333333	180
Adam9	chr8:24996655-24996850	73	40	113	0.646018	251
Adamts14	chr10:61197112-61198959	2	9	11	0.181818	65
Adamts2	chr11:50803569-50807573	1	11	12	0.0833333	23
Adap1	chr5:139271876-139273076	3	11	14	0.214286	95
Adar	chr3:89750929-89753455	9	15	24	0.375	202
Adat2	chr10:13560114-13560264	14	15	29	0.482759	89
Adck1	chr12:88461015-88461726	9	10	19	0.473684	91
Adck4	chr7:27257223-27257949	11	10	21	0.52381	75
Adcy1	chr11:7169413-7178505	7	9	16	0.4375	79
Adcy3	chr12:4212605-4213524	5	5	10	0.5	112
Add1	chr5:34630470-34632305	91	123	214	0.425234	618
Adh5	chr3:138455085-138455499	1043	1064	2107	0.495017	2619
Adi1	chr12:28680966-28682174	299	205	504	0.593254	534
Adipor1	chr1:134431530-134432341	64	59	123	0.520325	638
Adipor2	chr6:119353150-119355928	68	101	169	0.402367	603
Adk	chr14:21447814-21448569	67	66	133	0.503759	238
Adm2	chr15:89323972-89324730	18	5	23	0.782609	48
Adnp2	chr18:80127135-80130994	23	16	39	0.589744	138
Ado	chr10:67544511-67548955	55	66	121	0.454545	235
Adpgk	chr9:59314731-59316200	67	104	171	0.391813	341
Adprhl2	chr4:126317720-126317904	18	16	34	0.529412	195
Adprm	chr11:67051681-67051778	34	21	55	0.618182	130
Adrb3	chr8:27227257-27228750	9	4	13	0.692308	86
Adrbk1	chr19:4289313-4289413	36	34	70	0.514286	469
Adrm1	chr2:180171588-180171688	2	7	9	0.222222	561
Adsl	chr15:80968662-80970947	43	64	107	0.401869	215
Adss	chr1:177796212-177796509	156	204	360	0.433333	884
Adssl1	chr12:112640958-112641355	131	38	169	0.775148	284
Aebp2	chr6:140650756-140655481	52	33	85	0.611765	527
Aen	chr7:78907144-78908833	159	115	274	0.580292	734
Aes	chr10:81565472-81566371	212	285	497	0.426559	1627
AF067061	chr13:120263774-120264517	26	4	30	0.866667	58
Afap1	chr5:35999699-36003922	5	5	10	0.5	103
Aff1	chr5:103850702-103855322	152	114	266	0.571429	520
Aff4	chr11:53415388-53421830	124	186	310	0.4	768
Afg3l1	chr8:123501848-123503916	200	100	300	0.666667	802
Afg3l2	chr18:67442310-67442387	82	124	206	0.398058	492
Aftph	chr11:20725685-20727639	28	27	55	0.509091	290
Aga	chr8:53520237-53520344	234	32	266	0.879699	506
Agap1	chr1:89888691-89895282	3	7	10	0.3	120
Agap3	chr5:24501010-24501265	21	9	30	0.7	201
Agfg1	chr1:82894999-82896275	206	285	491	0.419552	649
Agfg2	chr5:137667681-137667774	76	55	131	0.580153	267
Aggf1	chr13:95370757-95370959	105	110	215	0.488372	270
Agl	chr3:116792018-116792184	17	13	30	0.566667	252
Ago1	chr4:126453558-126453691	62	55	117	0.529915	409
Ago2	chr15:73128324-73128460	48	63	111	0.432432	584
Agpat1	chr17:34612253-34613449	21	29	50	0.42	305
Agpat2	chr2:26596291-26596466	5	5	10	0.5	85
Agpat3	chr10:78284189-78284350	17	15	32	0.53125	253
Agpat4	chr17:12218985-12219640	61	31	92	0.663043	305
Agpat5	chr8:18881738-18884413	103	78	181	0.569061	580
Agpat6	chr8:23190716-23191692	35	17	52	0.673077	243
Agps	chr2:75925922-75931350	54	64	118	0.457627	1054
Agrn	chr4:156185088-156185135	367	324	691	0.531114	926
Agtrap	chr4:148087917-148088064	81	79	160	0.50625	447
Ahctf1	chr1:179803353-179804015	169	166	335	0.504478	866
Ahcy	chr2:155074365-155074497	205	191	396	0.517677	3586
Ahcyl2	chr6:29909040-29912310	54	47	101	0.534653	209
Ahdc1	chr4:133061376-133066277	11	6	17	0.647059	187
Ahsa2	chr11:23496691-23496881	21	29	50	0.42	242
AI314180	chr4:58864347-58864428	18	19	37	0.486486	502
AI413582	chr17:27563769-27564016	37	24	61	0.606557	105
AI414108	chr9:27352685-27357543	25	22	47	0.531915	153
AI450353	chr11:83293430-83294929	0	10	10	0	30
AI506816	chr5:23710017-23710408	3	17	20	0.15	25
AI597479	chr1:43113186-43115946	30	31	61	0.491803	151
AI661453	chr17:47469276-47470638	6	4	10	0.6	60
AI837181	chr19:5425937-5427316	25	18	43	0.581395	122
AI846148	chr19:7382672-7383026	23	24	47	0.489362	204
AI987944	chr7:41376746-41376872	16	12	28	0.571429	82
Aida	chr1:183322489-183324501	49	65	114	0.429825	198
Aifm2	chr10:61739028-61739260	73	51	124	0.58871	208
Aig1	chr10:13868618-13868830	14	8	22	0.636364	39
Aim1l	chr4:134092050-134092209	16	23	39	0.410256	148
Aim2	chr1:173464971-173466036	116	59	175	0.662857	193
Aimp1	chr3:132683793-132683879	84	87	171	0.491228	811
Aimp2	chr5:143909581-143909839	10	10	20	0.5	118
Aip	chr19:4115320-4115496	31	39	70	0.442857	289
Aire	chr10:78036685-78036784	47	33	80	0.5875	75
Ajuba	chr14:54576232-54577661	74	62	136	0.544118	177
AK010878	chr12:102757541-102757810	19	7	26	0.730769	102
Ak2	chr4:129010563-129011529	271	198	469	0.577825	1513
Ak4	chr4:101463553-101467771	498	396	894	0.557047	803
Ak6	chr13:100664051-100664196	73	68	141	0.51773	88
Ak7	chr12:105781671-105782447	196	66	262	0.748092	431
Akap1	chr11:88844259-88845865	145	153	298	0.486577	708
Akap10	chr11:61915024-61915581	22	24	46	0.478261	150
Akap11	chr14:78522591-78522702	46	41	87	0.528736	379
Akap12	chr10:4358478-4359471	1397	1134	2531	0.551956	4045
Akap2	chr4:57892869-57896984	4	25	29	0.137931	98
Akap7	chr10:25283893-25284041	8	17	25	0.32	86
Akap8	chr17:32303676-32305706	9	14	23	0.391304	436
Akap9	chr5:4058436-4058580	15	7	22	0.681818	238
Akip1	chr7:109711750-109712181	20	18	38	0.526316	103
Akirin1	chr4:123743433-123743573	30	32	62	0.483871	256
Akirin2	chr4:34566215-34566908	54	60	114	0.473684	370
Akr1a1	chr4:116641858-116641977	136	162	298	0.456376	1870
Akr1b10	chr6:34396612-34396949	15	3	18	0.833333	50
Akr1b3	chr6:34317340-34317489	676	905	1581	0.427577	0
Akr1b8	chr6:34365903-34365985	9	35	44	0.204545	69
Akr1e1	chr13:4595071-4595154	10	24	34	0.294118	184
Akr7a5	chr4:139318092-139318786	37	51	88	0.420455	171
Akt1	chr12:112659129-112659276	90	48	138	0.652174	395
Akt1s1	chr7:44854592-44855421	2	6	8	0.25	97
