gene	coord	228minus2_CAST	228minus2_129S1	228minus2_total	228minus2_CAST/all	228minus2_htseqCount
2310067B10Rik	chr11:115798275-115799033	20	29	49	0.408163	216
2410002F23Rik	chr7:44250613-44252319	16	23	39	0.410256	111
2410004N09Rik	chr18:33795853-33795989	111	132	243	0.45679	128
2410006H16Rik	chr11:62604655-62604806	289	366	655	0.441221	734
2410007B07Rik	chr3:75655390-75655731	3	30	33	0.0909091	50
2410015M20Rik	chr17:56608638-56608692	23	16	39	0.589744	104
2410127L17Rik	chr19:18691417-18691595	20	28	48	0.416667	230
2510039O18Rik	chr4:147944608-147945461	34	34	68	0.5	142
2610001J05Rik	chr6:13869074-13870740	28	31	59	0.474576	82
2610002J02Rik	chr4:155256135-155256687	4	11	15	0.266667	41
2610301B20Rik	chr4:10897899-10899423	10	17	27	0.37037	69
2610305D13Rik	chr4:147615280-147615406	43	10	53	0.811321	496
2610318N02Rik	chr16:17113398-17113626	8	1	9	0.888889	88
2610507B11Rik	chr11:78289804-78290625	82	95	177	0.463277	582
2610524H06Rik	chr5:114823313-114823468	14	41	55	0.254545	67
2700029M09Rik	chr8:60905548-60905720	65	34	99	0.656566	300
2700038G22Rik	chr5:23853767-23855033	5	45	50	0.1	30
2700049A03Rik	chr12:71242944-71243303	20	7	27	0.740741	126
2700060E02Rik	chr14:19822566-19822690	65	97	162	0.401235	734
2700097O09Rik	chr12:55079981-55080110	9	4	13	0.692308	112
2810004N23Rik	chr8:124860946-124861271	111	58	169	0.656805	171
2810008D09Rik	chr11:117076783-117077202	67	63	130	0.515385	60
2810025M15Rik	chr1:157419869-157420236	43	69	112	0.383929	190
2810403A07Rik	chr3:88708780-88708941	9	7	16	0.5625	209
2810417H13Rik	chr9:65893372-65893534	14	31	45	0.311111	151
2810428I15Rik	chr8:70506662-70506739	19	12	31	0.612903	139
2810474O19Rik	chr6:149334592-149335663	6	2	8	0.75	148
2900097C17Rik	chr2:156388063-156392979	20	10	30	0.666667	358
3110040N11Rik	chr7:81789355-81789453	46	26	72	0.638889	91
3110082I17Rik	chr5:139359739-139360730	23	26	49	0.469388	45
3632451O06Rik	chr14:49772862-49774239	11	18	29	0.37931	70
4632415L05Rik	chr3:19894871-19898984	54	24	78	0.692308	100
4833420G17Rik	chr13:119475937-119476006	84	21	105	0.8	136
4833439L19Rik	chr13:54565182-54565382	45	73	118	0.381356	170
4921524J17Rik	chr8:85408759-85409890	13	12	25	0.52	132
4930414L22Rik	chr6:72438683-72440615	7	3	10	0.7	36
4930427A07Rik	chr12:113163053-113165458	48	24	72	0.666667	150
4930429B21Rik	chr3:32365489-32367438	7	3	10	0.7	9
4930461G14Rik	chr9:58469145-58469623	0	10	10	0	21
4930470H14Rik	chr17:4081830-4082995	367	274	641	0.572543	2091
4930483K19Rik	chr10:76555203-76555307	4	7	11	0.363636	38
4930500J02Rik	chr2:104567861-104568230	76	73	149	0.510067	123
4930503L19Rik	chr18:70472291-70472480	29	23	52	0.557692	86
4930506C21Rik	chr17:8297029-8297243	9	17	26	0.346154	41
4930511M06Rik	chr18:57546014-57548375	43	71	114	0.377193	117
4930513N10Rik	chr8:95806830-95809180	16	7	23	0.695652	17
4930519G04Rik	chr5:114882795-114883879	10	0	10	1	7
4931406C07Rik	chr9:15301367-15301607	8	9	17	0.470588	48
4931406P16Rik	chr7:34236714-34239237	7	8	15	0.466667	126
4931428F04Rik	chr8:105280409-105282144	32	17	49	0.653061	108
4933404O12Rik	chr5:136933739-136937109	9	19	28	0.321429	72
4933421O10Rik	chr4:33027139-33030521	85	60	145	0.586207	122
4933434E20Rik	chr3:90061638-90063341	45	32	77	0.584416	137
5031439G07Rik	chr15:84955806-84955928	35	26	61	0.57377	175
5430405H02Rik	chr2:156853431-156854304	5	18	23	0.217391	77
5430416N02Rik	chr5:100429326-100429535	77	40	117	0.65812	87
5830417I10Rik	chr3:88825390-88829371	9	4	13	0.692308	185
5830418K08Rik	chr9:15336553-15336645	22	33	55	0.4	238
6030440G07Rik	chr12:111013207-111013872	8	17	25	0.32	16
6030458C11Rik	chr15:12808177-12810844	11	12	23	0.478261	80
6330416G13Rik	chr4:63583786-63586353	16	19	35	0.457143	111
6430562O15Rik	chr13:99411842-99412826	10	33	43	0.232558	32
6820431F20Rik	chr8:20268286-20272219	38	3	41	0.926829	2198
8430419L09Rik	chr6:135233979-135236240	29	23	52	0.557692	113
9030624G23Rik	chr12:24043202-24044854	7	13	20	0.35	149
9030624J02Rik	chr7:118775292-118775385	11	22	33	0.333333	178
9130011E15Rik	chr19:45950662-45950755	11	14	25	0.44	66
9130221H12Rik	chr7:25228723-25230264	20	24	44	0.454545	120
9130401M01Rik	chr15:58031984-58032079	31	28	59	0.525424	117
9330159M07Rik	chr9:88841798-88844266	1	7	8	0.125	20
9430008C03Rik	chr2:158360943-158361196	4	6	10	0.4	62
9430015G10Rik	chr4:156125417-156127263	42	82	124	0.33871	121
9530027J09Rik	chrX:48276792-48278190	51	58	109	0.46789	80
9530068E07Rik	chr11:52406945-52408723	20	16	36	0.555556	91
9530091C08Rik	chr9:68765346-68773322	36	17	53	0.679245	73
9630033F20Rik	chr6:127085116-127088302	8	7	15	0.533333	81
9930111H07Rik	chr1:85784061-85784694	51	3	54	0.944444	71
A130077B15Rik	chr10:122565023-122567377	1	208	209	0.00478469	1284
A230046K03Rik	chr10:83594171-83596473	64	44	108	0.592593	380
A230050P20Rik	chr9:20873542-20874307	12	11	23	0.521739	79
A230072C01Rik	chrX:20985979-20987349	43	47	90	0.477778	159
A230103J11Rik	chr8:85060244-85060460	51	20	71	0.71831	197
A2m	chr6:121679092-121679238	54	51	105	0.514286	224
A330032B11Rik	chr19:37194876-37196541	7	2	9	0.777778	54
A430005L14Rik	chr4:153961490-153961924	19	16	35	0.542857	67
A430107P09Rik	chr14:53666216-53668335	0	32	32	0	15
A630089N07Rik	chr16:98062512-98064238	38	100	138	0.275362	1066
A730017L22Rik	chr2:130872541-130874442	10	77	87	0.114943	67
A830018L16Rik	chr1:11596151-11601821	5	27	32	0.15625	22
A930016O22Rik	chr7:19417466-19419553	0	54	54	0	11
AA465934	chr11:83291967-83292097	4	27	31	0.129032	39
Aaas	chr15:102339944-102340068	27	32	59	0.457627	255
Aacs	chr5:125516216-125517403	24	36	60	0.4	151
Aagab	chr9:63640207-63641889	36	30	66	0.545455	167
Aamp	chr1:74282027-74282171	23	23	46	0.5	346
Aard	chr15:52044799-52045722	104	74	178	0.58427	249
Aars	chr8:111055019-111055569	377	160	537	0.702048	1375
Aars2	chr17:45517693-45517830	17	18	35	0.485714	109
Aarsd1	chr11:101417103-101417234	47	63	110	0.427273	186
Aasdh	chr5:76875935-76876422	7	9	16	0.4375	47
Aasdhppt	chr9:4308694-4308919	7	8	15	0.466667	153
Aatf	chr11:84513292-84513501	7	9	16	0.4375	95
Abca2	chr2:25447200-25447400	9	3	12	0.75	147
Abcb10	chr8:123968001-123968135	20	6	26	0.769231	100
Abcb7	chrX:104280565-104284258	30	12	42	0.714286	343
Abcb8	chr5:24406668-24406801	7	12	19	0.368421	94
Abcc1	chr16:14473460-14474878	34	34	68	0.5	221
Abcc5	chr16:20398813-20398960	30	59	89	0.337079	305
Abcd3	chr3:121775617-121775714	28	38	66	0.424242	133
Abcd4	chr12:84613905-84614044	76	49	125	0.608	282
Abce1	chr8:79683442-79685277	119	93	212	0.561321	1184
Abcf1	chr17:35963321-35963392	14	33	47	0.297872	458
Abcf2	chr5:24565341-24566003	14	14	28	0.5	272
Abhd10	chr16:45737524-45737635	6	8	14	0.428571	90
Abhd11	chr5:135011887-135012175	39	31	70	0.557143	100
Abhd12	chr2:150904357-150904731	28	19	47	0.595745	94
Abhd13	chr8:9987385-9992154	12	8	20	0.6	120
Abhd14a	chr9:106444090-106444306	50	30	80	0.625	67
Abhd17a	chr10:80583649-80584063	7	4	11	0.636364	105
Abhd17c	chr7:84109356-84110801	16	9	25	0.64	116
Abhd4	chr14:54267768-54269169	69	38	107	0.64486	172
Abhd8	chr8:71461246-71461972	7	4	11	0.636364	78
Abi1	chr2:22953435-22953611	17	16	33	0.515152	204
Abi3	chr11:95830072-95832876	19	17	36	0.527778	63
Abl2	chr1:156640993-156649619	19	16	35	0.542857	245
Abr	chr11:76508888-76509419	11	6	17	0.647059	151
Abracl	chr10:18023067-18023252	23	17	40	0.575	132
Abtb1	chr6:88838118-88838285	5	11	16	0.3125	45
Acaa2	chr18:74801297-74801367	20	38	58	0.344828	90
Acaca	chr11:84399560-84401651	89	49	138	0.644928	362
Acad9	chr3:36082109-36082228	10	11	21	0.47619	192
Acadl	chr1:66863173-66863309	58	36	94	0.617021	111
Acadm	chr3:153944396-153944643	47	89	136	0.345588	203
Acads	chr5:115113064-115113213	39	43	82	0.47561	186
Acadsb	chr7:131444237-131446211	8	18	26	0.307692	82
Acat2	chr17:12947357-12947479	130	87	217	0.599078	535
Acat3	chr17:12927338-12927460	133	90	223	0.596413	543
Acbd6	chr1:155677204-155677234	10	16	26	0.384615	94
Acd	chr8:105698614-105698963	16	6	22	0.727273	69
Acer2	chr4:86932032-86932490	13	4	17	0.764706	46
Acer3	chr7:98309348-98309527	9	8	17	0.529412	94
Acin1	chr14:54679241-54679352	130	143	273	0.47619	597
Acly	chr11:100523440-100523621	372	297	669	0.556054	1777
Aco1	chr4:40197554-40199009	50	59	109	0.458716	193
Aco2	chr15:81914628-81915137	146	98	244	0.598361	1412
Acot13	chr13:24831226-24831489	24	65	89	0.269663	100
Acot8	chr2:164799720-164799945	5	5	10	0.5	32
Acot9	chrX:155295683-155295768	21	26	47	0.446809	278
Acox1	chr11:116180291-116180406	8	8	16	0.5	111
Acp1	chr12:30893326-30895953	134	95	229	0.585153	666
Acp5	chr9:22129863-22130129	66	88	154	0.428571	299
Acp6	chr3:97171642-97171742	32	28	60	0.533333	621
Acsf2	chr11:94571562-94571680	17	39	56	0.303571	143
Acsl1	chr8:46534340-46536050	93	32	125	0.744	338
Acsl3	chr1:78706258-78707743	62	60	122	0.508197	450
Acsl4	chrX:142350960-142351137	44	42	86	0.511628	318
Acss1	chr2:150628494-150628631	9	20	29	0.310345	89
Acss2	chr2:155549476-155549579	6	3	9	0.666667	184
Actb	chr5:142903116-142903941	21	28	49	0.428571	3102
Actg1	chr11:120348425-120348484	599	377	976	0.61373	5585
Actl6a	chr3:32725247-32725333	79	178	257	0.307393	359
Actn1	chr12:80178302-80178452	151	77	228	0.662281	658
Actn4	chr7:28918954-28919068	140	100	240	0.583333	646
Actr10	chr12:70961867-70964717	70	31	101	0.693069	262
Actr1a	chr19:46384220-46384345	68	64	132	0.515152	320
Actr1b	chr1:36700337-36700377	37	39	76	0.486842	249
Actr2	chr11:20094230-20094445	94	121	215	0.437209	713
Actr3	chr1:125405845-125405988	68	51	119	0.571429	589
Actr3b	chr5:25849851-25850341	6	6	12	0.5	48
Actr6	chr10:89725000-89725078	4	8	12	0.333333	58
Actr8	chr14:29991592-29991755	19	20	39	0.487179	139
Acy1	chr9:106437629-106437737	9	7	16	0.5625	83
Acyp1	chr12:85272398-85272827	13	14	27	0.481481	70
Adam10	chr9:70778000-70780229	6	10	16	0.375	145
Adam17	chr12:21373336-21373632	46	23	69	0.666667	178
Adam19	chr11:46143792-46147347	81	63	144	0.5625	264
Adam9	chr8:24992074-24992243	7	4	11	0.636364	116
Adamts2	chr11:50803569-50807573	2	10	12	0.166667	24
Adcy3	chr12:4194317-4194447	5	7	12	0.416667	69
Add1	chr5:34630470-34632305	53	55	108	0.490741	341
Adh5	chr3:138455085-138455499	411	410	821	0.500609	1050
Adi1	chr12:28680966-28682174	163	117	280	0.582143	285
Adipor1	chr1:134431530-134432341	40	33	73	0.547945	285
Adipor2	chr6:119353150-119355928	43	58	101	0.425743	279
Adk	chr14:21447814-21448569	16	22	38	0.421053	91
Adnp2	chr18:80127135-80130994	19	16	35	0.542857	110
Ado	chr10:67544511-67548955	6	12	18	0.333333	108
Adpgk	chr9:59314731-59316200	52	45	97	0.536082	172
Adprhl2	chr4:126317720-126317904	7	4	11	0.636364	87
Adprm	chr11:67051681-67051778	11	7	18	0.611111	51
Adrbk1	chr19:4289313-4289413	15	19	34	0.441176	217
Adsl	chr15:80968662-80970947	21	27	48	0.4375	117
Adss	chr1:177796212-177796509	73	77	150	0.486667	347
Adssl1	chr12:112640958-112641355	40	15	55	0.727273	90
Adtrp	chr13:41763148-41764792	1	8	9	0.111111	21
Aebp2	chr6:140650756-140655481	34	30	64	0.53125	335
Aen	chr7:78907144-78908833	91	64	155	0.587097	378
Aes	chr10:81565472-81566371	122	154	276	0.442029	798
AF067061	chr13:120263774-120264517	14	7	21	0.666667	25
Aff1	chr5:103850702-103855322	36	29	65	0.553846	250
Aff4	chr11:53415388-53421830	27	78	105	0.257143	407
Afg3l1	chr8:123501848-123503916	87	25	112	0.776786	333
Afg3l2	chr18:67442310-67442387	74	85	159	0.465409	293
Aftph	chr11:20725685-20727639	10	5	15	0.666667	127
Aga	chr8:53520237-53520344	102	13	115	0.886957	209
Agap3	chr5:24501010-24501265	6	12	18	0.333333	133
Agfg1	chr1:82894999-82896275	113	183	296	0.381757	298
Agfg2	chr5:137667681-137667774	16	34	50	0.32	128
Aggf1	chr13:95370757-95370959	24	21	45	0.533333	109
Ago1	chr4:126448767-126448951	29	12	41	0.707317	256
Ago2	chr15:73123877-73123999	18	16	34	0.529412	437
Agpat1	chr17:34612253-34613449	15	13	28	0.535714	129
Agpat3	chr10:78271563-78273775	2	11	13	0.153846	140
Agpat4	chr17:12218985-12219640	31	15	46	0.673913	137
Agpat5	chr8:18881738-18884413	38	21	59	0.644068	215
Agpat6	chr8:23190716-23191692	8	4	12	0.666667	141
Agps	chr2:75925922-75931350	26	38	64	0.40625	384
Agrn	chr4:156179393-156179608	189	138	327	0.577982	517
Agtrap	chr4:148087917-148088064	18	22	40	0.45	185
Ahctf1	chr1:179763470-179763673	71	73	144	0.493056	437
Ahcy	chr2:155074365-155074497	105	98	203	0.517241	1860
Ahcyl2	chr6:29909040-29912310	8	7	15	0.533333	111
Ahsa2	chr11:23496691-23496881	11	20	31	0.354839	125
AI314180	chr4:58842568-58842648	9	12	21	0.428571	284
AI413582	chr17:27563769-27564016	8	15	23	0.347826	50
AI414108	chr9:27352685-27357543	17	13	30	0.566667	120
AI837181	chr19:5425937-5427316	10	7	17	0.588235	41
AI846148	chr19:7382672-7383026	9	11	20	0.45	105
Aida	chr1:183322489-183324501	7	10	17	0.411765	75
Aifm2	chr10:61736583-61738652	30	24	54	0.555556	127
Aim1l	chr4:134092050-134092209	19	16	35	0.542857	56
Aim2	chr1:173464971-173466036	2	31	33	0.0606061	95
Aimp1	chr3:132683793-132683879	29	49	78	0.371795	294
Aimp2	chr5:143909581-143909839	6	13	19	0.315789	86
Aip	chr19:4115320-4115496	12	12	24	0.5	164
Aire	chr10:78036685-78036784	27	28	55	0.490909	75
Ajuba	chr14:54567469-54569056	46	49	95	0.484211	118
AK010878	chr12:102757541-102757810	13	4	17	0.764706	68
Ak2	chr4:129010563-129011529	123	82	205	0.6	713
Ak4	chr4:101463553-101467771	286	231	517	0.553191	471
Ak6	chr13:100664051-100664196	35	26	61	0.57377	33
Ak7	chr12:105781671-105782447	43	11	54	0.796296	148
Akap1	chr11:88844259-88845865	75	67	142	0.528169	342
Akap10	chr11:61915024-61915581	11	7	18	0.611111	77
Akap11	chr14:78509880-78514320	17	23	40	0.425	201
Akap12	chr10:4358478-4359471	727	605	1332	0.545796	1961
Akap8	chr17:32303676-32305706	9	10	19	0.473684	253
Akip1	chr7:109711750-109712181	12	15	27	0.444444	52
Akirin1	chr4:123743433-123743573	7	9	16	0.4375	105
Akirin2	chr4:34566215-34566908	24	20	44	0.545455	151
Akr1a1	chr4:116641858-116641977	62	60	122	0.508197	770
Akr1b10	chr6:34392389-34392495	6	4	10	0.6	30
Akr1b3	chr6:34317340-34317489	263	308	571	0.460595	0
Akr7a5	chr4:139318092-139318786	13	10	23	0.565217	74
Akt1	chr12:112659129-112659276	45	25	70	0.642857	187
Akt2	chr7:27638062-27639453	27	18	45	0.6	196
Aktip	chr8:91129600-91129805	6	6	12	0.5	102
Alad	chr4:62514074-62514260	20	26	46	0.434783	86
Alas1	chr9:106238643-106238822	4	5	9	0.444444	70
Aldh16a1	chr7:45154392-45154538	48	26	74	0.648649	164
Aldh18a1	chr19:40574211-40574369	91	77	168	0.541667	230
Aldh1l1	chr6:90559242-90559476	5	5	10	0.5	73
Aldh1l2	chr10:83487447-83490634	16	6	22	0.727273	63
Aldh2	chr5:121593362-121593824	184	223	407	0.452088	562
Aldh3a2	chr11:61248862-61249097	39	36	75	0.52	101
Aldh4a1	chr4:139648158-139649691	22	41	63	0.349206	121
Aldh6a1	chr12:84430720-84432548	17	8	25	0.68	137
Aldh7a1	chr18:56562033-56562298	58	79	137	0.423358	173
Aldh9a1	chr1:167367405-167368530	121	110	231	0.52381	469
Aldoa	chr7:126797337-126797548	1593	1473	3066	0.519569	11376
Aldoc	chr11:78326262-78326760	98	90	188	0.521277	320
Alg1	chr16:5244441-5244907	10	20	30	0.333333	56
Alg10b	chr15:90227324-90230554	58	57	115	0.504348	139
Alg11	chr8:22067881-22071627	72	19	91	0.791209	139
Alg13	chrX:144373548-144374448	114	170	284	0.401408	661
Alg5	chr3:54746466-54746617	7	5	12	0.583333	47
Alg6	chr4:99746326-99746411	5	11	16	0.3125	87
Alkbh1	chr12:87443642-87443839	148	36	184	0.804348	181
Alkbh2	chr5:114127526-114127769	9	7	16	0.5625	39
Alkbh5	chr11:60554238-60558512	119	121	240	0.495833	753
Alms1	chr6:85677556-85678709	11	5	16	0.6875	165
Alox8	chr11:69183885-69185269	4	8	12	0.333333	9
Alpk3	chr7:81103971-81105612	12	21	33	0.363636	219
Alpl	chr4:137758572-137758732	318	237	555	0.572973	690
Als2	chr1:59215102-59216021	58	184	242	0.239669	232
Alyref	chr11:120597635-120597766	11	13	24	0.458333	228
Amd1	chr10:40290378-40290615	21	17	38	0.552632	0
Amd2	chr10:40290378-40290615	21	17	38	0.552632	0
Amdhd2	chr17:24163582-24163733	21	13	34	0.617647	91
Amfr	chr8:93974059-93974243	35	20	55	0.636364	177
Amhr2	chr15:102454213-102454639	10	3	13	0.769231	44
Ampd2	chr3:108079587-108079773	13	17	30	0.433333	98
Amt	chr9:108300534-108300714	24	22	46	0.521739	229
Amz2	chr11:109436563-109438148	49	30	79	0.620253	136
Anapc1	chr2:128675671-128675891	54	78	132	0.409091	395
Anapc10	chr8:79719658-79719748	6	2	8	0.75	57
Anapc16	chr10:60002956-60003112	89	46	135	0.659259	132
Anapc2	chr2:25279172-25279313	9	7	16	0.5625	165
Anapc4	chr5:52866395-52866734	7	8	15	0.466667	138
Anapc5	chr5:122799339-122799474	334	278	612	0.545752	867
Anapc7	chr5:122440086-122440310	21	10	31	0.677419	163
Angel1	chr12:86700502-86702441	9	2	11	0.818182	80
Angptl6	chr9:20873809-20874072	7	3	10	0.7	41
Ankfy1	chr11:72767513-72772146	2	60	62	0.0322581	200
Ankhd1	chr18:36657974-36658138	4	9	13	0.307692	261
Ankle2	chr5:110254301-110256651	34	23	57	0.596491	171
Ankmy2	chr12:36196220-36197291	106	41	147	0.721088	228
Ankra2	chr13:98272772-98273918	10	13	23	0.434783	78
Ankrd10	chr8:11635411-11635757	109	21	130	0.838462	418
Ankrd11	chr8:122889639-122896156	140	63	203	0.689655	731
Ankrd13a	chr5:114804229-114805820	26	40	66	0.393939	261
Ankrd16	chr2:11789734-11790323	18	11	29	0.62069	46
Ankrd17	chr5:90278243-90278391	16	6	22	0.727273	358
Ankrd27	chr7:35638014-35639237	46	38	84	0.547619	203
Ankrd37	chr8:45997614-45997820	152	36	188	0.808511	143
Ankrd40	chr11:94334428-94334907	5	4	9	0.555556	88
Ankrd46	chr15:36485795-36486127	31	17	48	0.645833	121
Anks3	chr16:4960397-4960568	15	7	22	0.681818	72
Ankzf1	chr1:75198780-75198865	17	19	36	0.472222	160
Anln	chr9:22388970-22389206	140	245	385	0.363636	826
Ano6	chr15:95972495-95975472	6	5	11	0.545455	86
Ano9	chr7:141107396-141107500	37	25	62	0.596774	155
Anp32a	chr9:62377554-62378805	141	164	305	0.462295	870
Anp32b	chr4:46469883-46470007	85	115	200	0.425	964
Anp32e	chr3:95945180-95947387	13	11	24	0.541667	459
Anxa11	chr14:25873944-25874031	43	33	76	0.565789	229
Anxa2	chr9:69488055-69488113	40	46	86	0.465116	831
Anxa4	chr6:86757819-86757913	28	43	71	0.394366	177
Anxa6	chr11:55009110-55009200	73	36	109	0.669725	209
Anxa7	chr14:20473275-20473329	38	37	75	0.506667	255
Ap1ar	chr3:127820760-127820785	27	9	36	0.75	91
Ap1b1	chr11:5041718-5042794	17	23	40	0.425	206
Ap1g1	chr8:109860094-109864209	108	50	158	0.683544	388
Ap1m1	chr8:72246639-72246795	8	0	8	1	113
Ap1s1	chr5:137043064-137043242	29	24	53	0.54717	190
Ap1s2	chrX:163926903-163929546	26	9	35	0.742857	148
Ap2a1	chr7:44909699-44909828	56	70	126	0.444444	484
Ap2a2	chr7:141631292-141633011	68	89	157	0.433121	421
Ap2b1	chr11:83402570-83405033	107	111	218	0.490826	442
Ap2m1	chr16:20541747-20541866	14	17	31	0.451613	630
Ap2s1	chr7:16748912-16749290	32	37	69	0.463768	176
Ap3b1	chr13:94493669-94493741	21	39	60	0.35	234
Ap3d1	chr10:80716474-80716619	20	16	36	0.555556	291
Ap3m1	chr14:21045488-21045763	40	50	90	0.444444	238
Ap3s1	chr18:46789897-46790826	8	11	19	0.421053	129
Ap3s2	chr7:79909835-79909906	26	27	53	0.490566	140
Ap5m1	chr14:49081011-49081129	6	4	10	0.6	78
Apaf1	chr10:91079447-91079636	23	14	37	0.621622	203
Apba3	chr10:81272822-81272959	6	12	18	0.333333	93
Apc	chr18:34312005-34322190	20	14	34	0.588235	239
Apela	chr8:65036890-65037143	85	45	130	0.653846	134
Apex1	chr14:50926456-50927188	35	24	59	0.59322	428
Api5	chr2:94428046-94428139	31	36	67	0.462687	435
Apitd1	chr4:149137476-149137600	5	8	13	0.384615	48
Aplp1	chr7:30443092-30443224	29	37	66	0.439394	227
Aplp2	chr9:31177905-31178078	154	180	334	0.461078	852
Apoa1bp	chr3:88058327-88058495	41	44	85	0.482353	108
Apobec2	chr17:48432479-48432728	40	24	64	0.625	116
Apobec3	chr15:79895411-79895558	18	16	34	0.529412	223
Apoc1	chr7:19689480-19689636	30	26	56	0.535714	115
Apoe	chr7:19696244-19697103	152	63	215	0.706977	4008
Apoo	chrX:94416842-94417092	8	11	19	0.421053	34
Apopt1	chr12:111733667-111734224	27	13	40	0.675	73
App	chr16:85173502-85173707	24	10	34	0.705882	114
Appbp2	chr11:85216436-85216524	3	10	13	0.230769	160
Appl1	chr14:26958453-26958511	21	25	46	0.456522	234
Aprt	chr8:122576753-122576907	273	69	342	0.798246	1016
Aqp3	chr4:41095145-41095271	25	158	183	0.136612	690
Aqp7	chr4:41033074-41034459	15	8	23	0.652174	10
Aqr	chr2:114158870-114159010	11	29	40	0.275	249
Araf	chrX:20851930-20852905	16	28	44	0.363636	267
Arap1	chr7:101411304-101412586	5	5	10	0.5	85
Arcn1	chr9:44742144-44744016	34	31	65	0.523077	499
Arf1	chr11:59211412-59212695	33	30	63	0.52381	803
Arf3	chr15:98742593-98742829	49	43	92	0.532609	430
Arf4	chr14:26655896-26657258	94	89	183	0.513661	410
Arf5	chr6:28426072-28426499	25	26	51	0.490196	395
Arf6	chr12:69372324-69375980	16	9	25	0.64	513
Arfgap2	chr2:91275765-91277371	18	20	38	0.473684	105
Arfgef1	chr1:10174067-10174195	8	8	16	0.5	172
Arfgef2	chr2:166894612-166898051	48	46	94	0.510638	269
Arglu1	chr8:8666576-8667416	34	13	47	0.723404	258
Arhgap1	chr2:91670712-91672320	4	7	11	0.363636	87
