gene	coord	273minus1_CAST	273minus1_129S1	273minus1_total	273minus1_CAST/all	273minus1_htseqCount
4930453N24Rik	chr16:64768924-64769162	25	37	62	0.403226	293
4930461G14Rik	chr9:58469145-58469623	26	73	99	0.262626	92
4930470H14Rik	chr17:4081830-4082995	22	10	32	0.6875	219
4930483K19Rik	chr10:76545871-76546800	8	15	23	0.347826	76
4930500J02Rik	chr2:104567861-104568230	238	261	499	0.476954	466
4930502E18Rik	chrX:53737666-53738222	20	12	32	0.625	144
4930503L19Rik	chr18:70472291-70472480	192	159	351	0.547009	297
4930506C21Rik	chr17:8297029-8297243	16	34	50	0.32	125
4930511M06Rik	chr18:57546014-57548375	19	35	54	0.351852	88
4930513N10Rik	chr8:95806830-95809180	24	9	33	0.727273	40
4930526L06Rik	chr19:11299186-11299884	2	6	8	0.25	32
4930579G24Rik	chr3:79631129-79632819	11	13	24	0.458333	74
4931406C07Rik	chr9:15301367-15301607	21	36	57	0.368421	159
4931406H21Rik	chr14:25586804-25590661	9	4	13	0.692308	31
4931406P16Rik	chr7:34284702-34285609	58	49	107	0.542056	391
4931428F04Rik	chr8:105280409-105282144	66	36	102	0.647059	198
4932438A13Rik	chr3:37052324-37053033	12	14	26	0.461538	640
4933402E13Rik	chrX:62290365-62292078	1	11	12	0.0833333	55
4933404O12Rik	chr5:136933739-136937109	49	72	121	0.404959	182
4933413G19Rik	chr6:128375510-128375599	8	3	11	0.727273	0
4933421O10Rik	chr4:33027139-33030521	18	20	38	0.473684	41
4933426M11Rik	chr12:80877096-80880833	45	44	89	0.505618	493
4933434E20Rik	chr3:90061638-90063341	81	106	187	0.433155	399
4933438K21Rik	chr4:147063366-147064898	12	1	13	0.923077	172
4933439C10Rik	chr11:59507831-59507938	6	7	13	0.461538	31
5031426D15Rik	chr2:6922702-6928722	14	10	24	0.583333	10
5031439G07Rik	chr15:84955806-84955928	92	80	172	0.534884	388
5430405H02Rik	chr2:156853431-156854304	23	13	36	0.638889	195
5430416N02Rik	chr5:100429326-100429535	145	131	276	0.525362	247
5430417L22Rik	chr2:118745762-118748807	2	6	8	0.25	0
5530601H04Rik	chrX:105066759-105066877	7	5	12	0.583333	84
5830415F09Rik	chr4:46389318-46389423	49	72	121	0.404959	153
5830417I10Rik	chr3:88825390-88829371	21	26	47	0.446809	428
5830418K08Rik	chr9:15341441-15341624	160	164	324	0.493827	762
5830444B04Rik	chr4:155410837-155411812	10	0	10	1	14
5930430L01Rik	chr5:148990056-148993943	22	1	23	0.956522	17
6030458C11Rik	chr15:12819904-12821553	80	169	249	0.321285	201
6330416G13Rik	chr4:63583786-63586353	81	66	147	0.55102	199
6330419J24Rik	chrX:56376030-56378470	19	41	60	0.316667	155
6430562O15Rik	chr13:99411842-99412826	61	56	117	0.521368	119
6720489N17Rik	chr13:62607373-62607499	30	20	50	0.6	109
6820431F20Rik	chr8:20268286-20272219	106	1	107	0.990654	5272
8030462N17Rik	chr18:77673900-77674684	29	27	56	0.517857	430
8430419L09Rik	chr6:135233979-135236240	34	31	65	0.523077	198
8430429K09Rik	chr11:3471332-3471586	11	12	23	0.478261	8
9030624G23Rik	chr12:24043202-24044854	5	23	28	0.178571	412
9030624J02Rik	chr7:118838113-118838231	56	67	123	0.455285	481
9030625G05Rik	chr18:74973089-74973370	10	11	21	0.47619	7
9130011E15Rik	chr19:45975219-45975275	47	40	87	0.54023	212
9130221H12Rik	chr7:25228723-25230264	56	53	109	0.513761	277
9130401M01Rik	chr15:58031984-58032079	115	121	236	0.487288	535
9430008C03Rik	chr2:158361405-158361522	14	21	35	0.4	174
9430015G10Rik	chr4:156125417-156127263	135	170	305	0.442623	369
9430016H08Rik	chr1:57413240-57413387	8	9	17	0.470588	130
9430037G07Rik	chr9:88595325-88598247	9	6	15	0.6	85
9430038I01Rik	chr7:137387371-137387433	10	6	16	0.625	75
9530027J09Rik	chrX:48276792-48278190	262	299	561	0.467023	427
9530068E07Rik	chr11:52406945-52408723	28	39	67	0.41791	219
9530082P21Rik	chr17:23751678-23754065	9	2	11	0.818182	55
9530091C08Rik	chr9:68765346-68773322	30	0	30	1	28
9630033F20Rik	chr6:127085116-127088302	231	209	440	0.525	586
9830147E19Rik	chr7:42642480-42642604	80	61	141	0.567376	403
9930021J03Rik	chr19:29714402-29719606	9	13	22	0.409091	264
9930104L06Rik	chr4:124942583-124944661	17	11	28	0.607143	86
A130010J15Rik	chr1:193174245-193177832	14	25	39	0.358974	100
A130077B15Rik	chr10:122565023-122567377	0	89	89	0	707
A230046K03Rik	chr10:83594171-83596473	262	182	444	0.59009	1224
A230050P20Rik	chr9:20873542-20874307	22	25	47	0.468085	138
A230072C01Rik	chrX:20985979-20987349	23	22	45	0.511111	200
A230073K19Rik	chr7:59281879-59289166	8	13	21	0.380952	241
A230103J11Rik	chr8:85060244-85060460	58	28	86	0.674419	288
A2m	chr6:121679092-121679238	93	84	177	0.525424	356
A330032B11Rik	chr19:37194876-37196541	28	2	30	0.933333	156
A430005L14Rik	chr4:153961490-153961924	99	87	186	0.532258	340
A430107P09Rik	chr14:53666216-53668335	0	18	18	0	23
A530054K11Rik	chr13:67623468-67623563	12	12	24	0.5	283
A630072M18Rik	chr5:20950989-20956398	3	8	11	0.272727	34
A630075F10Rik	chr2:170061240-170062921	0	21	21	0	4
A630089N07Rik	chr16:98062512-98064238	40	22	62	0.645161	556
A730017L22Rik	chr2:130872541-130874442	7	18	25	0.28	74
A830018L16Rik	chr1:11596151-11601821	5	19	24	0.208333	68
A830080D01Rik	chrX:159592071-159593081	32	43	75	0.426667	567
A930005H10Rik	chr3:115886214-115886375	2	27	29	0.0689655	27
A930011O12Rik	chr14:64590273-64593961	5	3	8	0.625	65
A930016O22Rik	chr7:19417466-19419553	6	20	26	0.230769	13
AA414768	chrX:12936873-12938541	9	2	11	0.818182	85
AA465934	chr11:83291967-83292097	19	45	64	0.296875	79
AA467197	chr2:122640701-122641076	7	3	10	0.7	11
AA987161	chr13:67589439-67593915	18	24	42	0.428571	382
Aaas	chr15:102339944-102340068	53	49	102	0.519608	660
Aacs	chr5:125516216-125517403	67	98	165	0.406061	406
Aagab	chr9:63640207-63641889	86	95	181	0.475138	506
Aak1	chr6:86987204-87003227	13	14	27	0.481481	254
Aamdc	chr7:97558131-97558226	9	18	27	0.333333	46
Aamp	chr1:74282027-74282171	71	87	158	0.449367	1205
Aar2	chr2:156566865-156568972	29	37	66	0.439394	165
Aard	chr15:52044799-52045722	385	265	650	0.592308	1174
Aars	chr8:111055019-111055569	1048	464	1512	0.693122	4803
Aars2	chr17:45520286-45520843	64	76	140	0.457143	284
Aarsd1	chr11:101417350-101417433	108	137	245	0.440816	645
Aasdh	chr5:76901918-76902185	43	22	65	0.661538	160
Aasdhppt	chr9:4308694-4308919	36	38	74	0.486486	739
Aass	chr6:23092464-23092574	14	32	46	0.304348	143
Aatf	chr11:84513292-84513501	49	60	109	0.449541	334
Abca3	chr17:24409269-24410204	15	21	36	0.416667	166
Abcb10	chr8:123982402-123983122	184	67	251	0.733068	376
Abcb1a	chr5:8738695-8738892	1	9	10	0.1	142
Abcb1b	chr5:8865750-8866314	40	40	80	0.5	192
Abcb6	chr1:75173545-75173649	9	3	12	0.75	139
Abcb7	chrX:104413657-104413846	91	96	187	0.486631	1239
Abcb8	chr5:24408568-24408818	34	32	66	0.515152	251
Abcc1	chr16:14473460-14474878	118	88	206	0.572816	494
Abcc4	chr14:118654150-118654374	49	84	133	0.368421	368
Abcc5	chr16:20405389-20405544	89	139	228	0.390351	880
Abcd1	chrX:73737312-73738287	7	3	10	0.7	133
Abcd3	chr3:121796449-121796485	143	149	292	0.489726	382
Abcd4	chr12:84615326-84615444	125	51	176	0.710227	443
Abce1	chr8:79683442-79685277	471	280	751	0.627164	5790
Abcf1	chr17:35963321-35963392	44	47	91	0.483516	1549
Abcf2	chr5:24565341-24566003	60	62	122	0.491803	1423
Abcf3	chr16:20551644-20551703	7	5	12	0.583333	363
Abcg2	chr6:58684333-58684457	2	11	13	0.153846	356
Abhd10	chr16:45740319-45740502	41	81	122	0.336066	255
Abhd11	chr5:135011887-135012175	85	76	161	0.52795	284
Abhd12	chr2:150904357-150904731	38	48	86	0.44186	236
Abhd13	chr8:9987385-9992154	97	65	162	0.598765	379
Abhd14a	chr9:106445526-106445834	77	55	132	0.583333	189
Abhd17a	chr10:80586515-80587030	27	28	55	0.490909	367
Abhd17b	chr19:21684098-21685637	3	8	11	0.272727	168
Abhd17c	chr7:84109356-84110801	42	39	81	0.518519	338
Abhd2	chr7:79359960-79361601	11	10	21	0.52381	156
Abhd4	chr14:54267768-54269169	106	82	188	0.56383	384
Abhd5	chr9:122377859-122377970	4	5	9	0.444444	73
Abhd8	chr8:71461246-71461972	33	12	45	0.733333	225
Abi1	chr2:22953435-22953611	62	72	134	0.462687	666
Abi2	chr1:60476740-60481163	4	12	16	0.25	350
Abi3	chr11:95830072-95832876	35	29	64	0.546875	161
Abl2	chr1:156640993-156649619	102	111	213	0.478873	629
Abr	chr11:76425267-76425326	49	39	88	0.556818	366
Abracl	chr10:18023067-18023252	99	62	161	0.614907	478
Abtb1	chr6:88841769-88841935	33	24	57	0.578947	125
Acaa1a	chr9:119349958-119350295	10	0	10	1	285
Acaa2	chr18:74801297-74801367	60	150	210	0.285714	306
Acaca	chr11:84399560-84401651	218	186	404	0.539604	1152
Acacb	chr5:114249494-114250758	60	42	102	0.588235	304
Acad11	chr9:104126582-104127646	18	17	35	0.514286	135
Acad9	chr3:36090831-36092857	33	30	63	0.52381	399
Acadl	chr1:66863173-66863309	102	72	174	0.586207	261
Acadm	chr3:153944396-153944643	173	303	476	0.363445	872
Acads	chr5:115113064-115113213	107	97	204	0.52451	470
Acadsb	chr7:131444237-131446211	66	93	159	0.415094	298
Acadvl	chr11:70012958-70013083	10	6	16	0.625	231
Acap2	chr16:31092413-31096446	14	11	25	0.56	472
Acat1	chr9:53591968-53592111	13	20	33	0.393939	159
Acat2	chr17:12947357-12947479	232	168	400	0.58	1307
Acat3	chr17:12927338-12927460	365	295	660	0.55303	1820
Acbd3	chr1:180752159-180754204	9	5	14	0.642857	326
Acbd4	chr11:103111542-103112199	14	10	24	0.583333	80
Acbd5	chr2:23112505-23114512	67	57	124	0.540323	225
Acbd6	chr1:155686949-155687233	28	38	66	0.424242	239
Acd	chr8:105700703-105700839	59	31	90	0.655556	163
Acer2	chr4:86932032-86932490	49	28	77	0.636364	172
Acer3	chr7:98309348-98309527	39	21	60	0.65	320
Acin1	chr14:54679241-54679352	232	241	473	0.490486	1355
Ackr3	chr1:90213795-90215722	3	8	11	0.272727	54
Acly	chr11:100523440-100523621	924	847	1771	0.521739	5045
Acn9	chr6:7038854-7039220	11	8	19	0.578947	96
Aco1	chr4:40197554-40199009	214	223	437	0.489703	545
Aco2	chr15:81914628-81915137	302	260	562	0.537367	3794
Acot1	chr12:84016780-84017669	24	11	35	0.685714	85
Acot11	chr4:106744561-106748484	0	10	10	0	36
Acot13	chr13:24831226-24831489	50	183	233	0.214592	269
Acot2	chr12:83992502-83993875	9	6	15	0.6	52
Acot7	chr4:152178100-152178340	7	9	16	0.4375	519
Acot8	chr2:164799720-164799945	8	15	23	0.347826	103
Acot9	chrX:155295683-155295768	112	143	255	0.439216	1317
Acox1	chr11:116179608-116179777	9	10	19	0.473684	227
Acp1	chr12:30893326-30895953	488	304	792	0.616162	2717
Acp2	chr2:91210607-91214098	1	11	12	0.0833333	128
Acp5	chr9:22129863-22130129	148	133	281	0.52669	628
Acp6	chr3:97171642-97171742	56	63	119	0.470588	1752
Acrbp	chr6:125053490-125054193	9	8	17	0.529412	41
Acsf2	chr11:94571562-94571680	19	84	103	0.184466	229
Acsf3	chr8:122817392-122817881	4	5	9	0.444444	77
Acsl1	chr8:46534340-46536050	165	43	208	0.793269	678
Acsl3	chr1:78706258-78707743	152	144	296	0.513514	1154
Acsl4	chrX:142350960-142351137	130	126	256	0.507812	920
Acsl5	chr19:55295373-55295522	23	10	33	0.69697	147
Acsm3	chr7:119784274-119784896	6	4	10	0.6	30
Acss1	chr2:150628494-150628631	77	73	150	0.513333	257
Actb	chr5:142903116-142903941	97	112	209	0.464115	10870
Actg1	chr11:120348425-120348484	1486	964	2450	0.606531	15556
Actl6a	chr3:32725247-32725333	275	611	886	0.310384	1592
Actn1	chr12:80178302-80178452	333	190	523	0.636711	1705
Actn4	chr7:28918954-28919068	331	333	664	0.498494	2261
Actr10	chr12:70961867-70964717	285	110	395	0.721519	1079
Actr1a	chr19:46384220-46384345	191	227	418	0.456938	992
Actr1b	chr1:36700337-36700377	69	84	153	0.45098	728
Actr2	chr11:20094230-20094445	409	467	876	0.466895	3374
Actr3	chr1:125435285-125435727	179	172	351	0.509972	1857
Actr3b	chr5:25849851-25850341	32	38	70	0.457143	153
Actr5	chr2:158638633-158639211	51	39	90	0.566667	124
Actr6	chr10:89726637-89726760	88	85	173	0.508671	297
Actr8	chr14:29991592-29991755	40	59	99	0.40404	402
Acvr2b	chr9:119428201-119428568	6	7	13	0.461538	135
Acy1	chr9:106437629-106437737	37	31	68	0.544118	338
Acyp1	chr12:85272398-85272827	22	29	51	0.431373	176
Acyp2	chr11:30649301-30649396	4	7	11	0.363636	26
Ada	chr2:163731105-163731232	13	15	28	0.464286	81
Adam10	chr9:70778000-70780229	21	27	48	0.4375	377
Adam17	chr12:21373336-21373632	188	68	256	0.734375	549
Adam19	chr11:46143792-46147347	136	162	298	0.456376	658
Adam23	chr1:63592608-63596515	22	56	78	0.282051	272
Adam9	chr8:24996655-24996850	67	26	93	0.72043	239
Adamts14	chr10:61213530-61213663	0	12	12	0	89
Adamts2	chr11:50803569-50807573	0	16	16	0	29
Adamtsl4	chr3:95676204-95676969	8	3	11	0.727273	37
Adap1	chr5:139280705-139280817	8	12	20	0.4	132
Adar	chr3:89750929-89753455	38	36	74	0.513514	328
Adat1	chr8:111982162-111982765	5	11	16	0.3125	82
Adat2	chr10:13560114-13560264	26	17	43	0.604651	136
Adck1	chr12:88461015-88461726	16	14	30	0.533333	158
Adck4	chr7:27257223-27257949	18	13	31	0.580645	111
Adcy1	chr11:7169413-7178505	6	5	11	0.545455	154
Adcy3	chr12:4206365-4206624	10	6	16	0.625	164
Add1	chr5:34630470-34632305	141	149	290	0.486207	853
Adh5	chr3:138455085-138455499	1208	1212	2420	0.499174	3851
Adi1	chr12:28680966-28682174	201	140	341	0.589443	582
Adipor1	chr1:134431530-134432341	52	70	122	0.42623	677
Adipor2	chr6:119353150-119355928	115	104	219	0.525114	926
Adk	chr14:21447814-21448569	123	110	233	0.527897	497
Adm2	chr15:89323972-89324730	6	5	11	0.545455	26
Adnp2	chr18:80127135-80130994	90	101	191	0.471204	381
Ado	chr10:67544511-67548955	85	80	165	0.515152	407
Adpgk	chr9:59314731-59316200	94	138	232	0.405172	526
Adprhl2	chr4:126317720-126317904	13	15	28	0.464286	264
Adprm	chr11:67051681-67051778	53	37	90	0.588889	223
Adrb3	chr8:27227257-27228750	4	6	10	0.4	126
Adrbk1	chr19:4289313-4289413	43	36	79	0.544304	578
Adrm1	chr2:180171588-180171688	13	9	22	0.590909	960
Adsl	chr15:80968662-80970947	97	200	297	0.326599	510
Adss	chr1:177796212-177796509	293	315	608	0.481908	1560
Adssl1	chr12:112640958-112641355	42	16	58	0.724138	125
Aebp2	chr6:140650756-140655481	87	78	165	0.527273	713
Aen	chr7:78907144-78908833	188	137	325	0.578462	874
Aes	chr10:81565472-81566371	235	288	523	0.449331	1859
AF067061	chr13:120263774-120264517	10	10	20	0.5	116
Afap1	chr5:35999699-36003922	11	14	25	0.44	122
Aff1	chr5:103850702-103855322	225	175	400	0.5625	632
Aff4	chr11:53415388-53421830	146	234	380	0.384211	1273
Afg3l1	chr8:123501848-123503916	222	130	352	0.630682	1161
Afg3l2	chr18:67448888-67449136	181	198	379	0.477573	866
Aftph	chr11:20725685-20727639	41	38	79	0.518987	428
Aga	chr8:53520237-53520344	184	25	209	0.880383	487
Agap1	chr1:89888691-89895282	11	7	18	0.611111	208
Agap3	chr5:24501397-24502047	20	27	47	0.425532	323
Agfg1	chr1:82894999-82896275	311	463	774	0.401809	1164
Agfg2	chr5:137667681-137667774	76	49	125	0.608	355
Aggf1	chr13:95374846-95375357	180	177	357	0.504202	580
Agl	chr3:116791006-116791209	34	25	59	0.576271	382
Ago1	chr4:126453826-126453948	137	115	252	0.543651	635
Ago2	chr15:73128324-73128460	88	104	192	0.458333	1028
Agpat1	chr17:34612253-34613449	39	35	74	0.527027	447
Agpat2	chr2:26596291-26596466	9	23	32	0.28125	186
Agpat3	chr10:78284189-78284350	17	24	41	0.414634	296
Agpat4	chr17:12218985-12219640	42	47	89	0.47191	302
Agpat5	chr8:18881738-18884413	118	108	226	0.522124	899
Agpat6	chr8:23190716-23191692	38	37	75	0.506667	436
Agps	chr2:75925922-75931350	48	100	148	0.324324	1476
