Chromosomes	Start	End	Genes	halftime	Strand	RPKM	initial_ratio	RSS
chrX	164436993	164459170	Asb11	0.942482710467106	+	5.8137351032067	0.4957625	0.476708985764031
chrX	60223289	60592698	Atp11c	0.723444429803773	-	2.86075968967004	0.4596565	0.262263592523332
chrX	74297096	74304721	Atp6ap1	1.4966995299451	+	17.4733937880608	0.613587	0.863707552695706
chrX	12587800	12617049	Atp6ap2	3.46573590279973	+	11.5452536628196	0.445924	0.303446559201939
chrX	106027275	106124926	Atp7a	0.494987079236061	+	5.43904376428648	0.4967145	0.554863775730849
chrX	105797614	105929403	Atrx	0.58957073438599	-	12.2475069957802	0.502332	0.252780452193497
chrX	70459752	70477180	BC023829	0.82800078477558	-	4.23298844772031	0.4537695	0.484049474054345
chrX	136741823	136803364	BC065397	0.516166553325235	+	8.25959952574338	0.426251	0.411595837246894
chrX	73686177	73716175	Bcap31	1.02449759286841	-	43.8022099535476	0.4686575	0.407627352818255
chrX	12036739	12160355	Bcor	1.04111227677136	-	7.88635996907008	0.4242655	0.386199959938217
chrX	48341357	48408049	Bcorl1	1.27338320147429	+	5.01584389814665	0.449639	0.563975199267228
chrX	135797593	135891081	Bhlhb9	0.624619290261581	+	8.24851432535122	0.4570625	0.659029031213682
chrX	75416627	75454001	Brcc3	3.46573590279973	+	5.56173970651121	0.5027875	0.933902952973351
chrX	108737015	108834372	Brwd3	1.73465326126855	-	3.37222563512948	0.4800515	0.456752314311665
chrX	104077433	104201185	C77370	0.400158598879698	-	2.86495574863121	0.585162	0.572863012735438
chrX	13517079	13851367	Cask	1.47658181898055	-	4.42166959389284	0.538058	0.354355154050057
chrX	7731713	7750905	Ccdc120	0.674523481288425	-	7.36810491522505	0.4587915	0.710032096710357
chrX	52791199	52799468	Ccdc160	0.598113909082696	+	20.7425231693902	0.6357145	0.947683516428757
chrX	7593808	7605517	Ccdc22	0.409976711325654	-	0.447265461702709	0.517342	0.353532206929978
chrX	71420059	71492849	Cd99l2	0.293907466471059	-	1.53036219718064	0.6683355	0.235559653228107
chrX	20687953	20699880	Cdk16	0.814125229596746	+	25.5548746496158	0.516283	0.343168797771023
chrX	160771922	160994704	Cdkl5	0.382011533230737	-	1.95949765384621	0.5286465	0.418026756881069
chrX	134308083	134362639	Cenpi	0.660596835706282	+	11.2541935735333	0.5458185	0.456361938913006
chrX	20925453	20931555	Cfp	1.82857766212643	-	10.4263612705492	0.4834405	1.39345343897981
chrX	103356475	103396092	Chic1	0.73640038101368	+	5.41571570531399	0.5213555	0.392398443951264
chrX	113040592	113185517	Chm	0.362608828944936	-	6.45547505221259	0.5392115	0.419526191693077
chrX	7153809	7319358	Clcn5	1.07042662889589	-	3.76386491551288	0.445891	0.555264448368789
chrX	75404845	75416584	Cmc4	1.93931279647714	-	0.579836692230743	0.5705675	0.425651397892655
chrX	157821435	158043294	Cnksr2	0.0118096530954205	-	0.546311277783631	0.7800205	0.873195815321367
chrX	106015699	106022450	Cox7b	0.417233463914683	+	32.5986376250697	0.444424	0.24757520206984
chrX	162901237	163032508	Ctps2	0.922819813372881	+	7.40833036921589	0.312161	0.580637615889012
chrX	56454856	56507843	Ddx26b	0.398422470224169	+	11.7132532913969	0.5570175	0.561259947014901
chrX	13280969	13294052	Ddx3x	3.46573590279973	+	38.8356922924706	0.3849205	0.835414155488181
chrX	129749741	130465834	Diaph2	1.01407062031449	+	4.24427351691543	0.465098	0.446226287100209
chrX	75095853	75109777	Dkc1	3.46573590279973	+	49.9457003908538	0.514702	1.12305183555244
chrX	100767721	100818410	Dlg3	0.335817307020978	+	5.81692628853074	0.6794	0.788086516019453
chrX	82948869	85206141	Dmd	0.601803298993268	+	1.94900733382019	0.4836295	0.280101734586635
chrX	74273216	74282337	Dnase1l1	2.91685277714173	-	11.8049382647651	0.428706	1.25954744307859
chrX	9654266	9663003	Dynlt3	0.512303539028823	-	3.56949724640002	0.2231885	0.787801970896391
chrX	8185328	8193512	Ebp	3.46573590279973	-	24.9041009855028	0.4792365	1.00379463321348
chrX	99975605	100400762	Eda	0.49508632255498	+	5.28842331553856	0.4591925	0.419202137466377
chrX	97333839	97377216	Eda2r	0.655140958303761	-	7.36651979551597	0.5212385	0.529747624328948
chrX	166523006	166585720	Egfl6	0.472416791538704	-	2.41138897708243	0.7832135	0.413719847525358
chrX	159372177	159389928	Eif1ax	1.35084875147959	+	12.2160508081733	0.4372185	0.562515879013653
chrX	94188706	94212862	Eif2s3x	1.49970332183419	-	4.92918906024077	0.4453295	0.369450648344535
chrX	48411045	48463132	Elf4	0.50798830350662	-	4.92831857450807	0.648074	0.428248405098148
chrX	20933394	20950608	Elk1	0.459167182696796	-	4.593853686631	0.567827	0.333107534534054
chrX	74254686	74261548	Emd	1.20208911291114	+	16.0984831322176	0.3415495	0.73673358149394
chrX	49009706	49288259	Enox2	1.69537330725939	-	3.61514611074209	0.435893	0.826736195720147
chrX	7924275	7928607	Eras	0.356055171735898	-	5.00970014467078	0.368677	0.532251178417312
chrX	102141715	102157091	Ercc6l	0.659908830640317	-	20.0705608497453	0.540283	0.408231284726609
chrX	151344174	151471842	Fam120c	0.577485669220527	+	7.75054068177823	0.570733	0.373556691563061
chrX	53243414	53269805	Fam122b	0.118275621647728	-	9.48254399966283	0.4935675	0.468752656919867
chrX	137049593	137082503	Fam199x	0.193643597286238	+	4.10431663803512	0.4003775	0.418438091924638
chrX	74384718	74393272	Fam3a	3.46573590279973	-	23.959260582559	0.4429695	0.735212810172364
chrX	74313032	74320149	Fam50a	0.582427849011412	+	14.1952214157832	0.6517655	0.489571976233181
chrX	151046149	151089521	Fgd1	0.464648762979239	+	13.6904999720176	0.607893	0.230890553679266
chrX	56731786	56793346	Fhl1	0.38722724280013	+	6.04531532173591	0.6528065	0.359622829577537
chrX	164373377	164402650	Figf	3.46573590279973	+	3.65413371864522	0.426099	1.05557313010482
chrX	50555743	50635321	Firre	0.489557823269406	-	25.3295755829817	0.488402	0.274196281812033
chrX	74223460	74249820	Flna	1.59598415488495	-	8.42300839273586	0.3981125	0.705094187320948
chrX	68678540	68717963	Fmr1	0.116951135496235	+	5.88222965462528	0.4808385	0.511529618604284
chrX	68761838	68804567	Fmr1nb	0.338707679235149	+	38.0652187571946	0.5255015	0.48830908953842
chrX	8238667	8252406	Ftsj1	2.91080430776637	-	8.73132713747278	0.4389605	0.783430016622461
chrX	103560906	103623754	Ftx	0.740631736381561	-	2.52843890906946	0.622602	0.850878514565559
chrX	17556563	17572325	Fundc1	0.147736310792579	-	5.85923121601079	0.6191665	0.77585205092447
chrX	74409482	74429194	G6pdx	2.3475803842164	-	43.4783958155188	0.523216	1.29439691539759
chrX	74304997	74311862	Gdi1	0.530775398497783	+	29.1176755133476	0.375432	0.674882474156334
chrX	166170453	166190512	Gemin8	1.03102310890559	+	2.64036374123449	0.5459055	0.640722079903666
chrX	85701936	85776819	Gk	0.389455002185982	-	1.75120087846566	0.581138	0.438040117661581
chrX	8004199	8018492	Glod5	0.705811202019826	-	8.21737302271259	0.332863	1.02653277008759
chrX	10707175	10717242	Gm10489	1.37103967065523	-	13.3989270148407	0.4802865	0.951148230058971
chrX	12762277	12821492	Gm14634	1.10802614060532	+	4.73784919028727	0.623485	0.39787468716865
chrX	60557727	60807993	Gm14661	1.85083098684608	+	0.937936177020954	0.219	0.884098960787905
chrX	99405330	99443797	Gm14812	0.393129921828745	-	0.273074743518386	0.421744	0.642886863078751
chrX	73795214	73797616	Gm14817	3.46573590279973	+	10.8813145883238	0.534188	1.08643871378983
chrX	8042942	8074619	Gm14820	3.46573590279973	+	60.9274528696725	0.342371	0.601592436635288
chrX	102252521	102365498	Gm14858	0.139170902254228	+	1.05213976597292	0.668808	0.346888945155236
chrX	103486933	103487388	Gm14861	0.0729822913644928	+	77.6144161082329	0.594101	0.648234151302081
chrX	157612688	157613121	Gm15173	0.421506998329244	-	59.5279202530758	0.5002235	0.532590735580447
chrX	166618101	166621542	Gm15226	0.5833742712836	-	25.7838817033618	0.7718445	0.69810012484954
chrX	169320621	169368190	Gm15246	0.764290979314849	+	5.07367856050983	0.538158	0.697230130780461
chrX	101295838	101321348	Gm21986	0.466926695164479	+	1.60713066542761	0.621111	0.480960792334163
chrX	19224788	19237856	Gm26652	3.36500100206494	-	18.0893236549031	0.3595235	0.867991331845999
chrX	103422009	103481705	Gm26992	0.765081568253094	+	0	0.412097	0.459746139927326
chrX	7558601	7605381	Gm36995	1.14393566748169	-	0.209821164566145	0.490114	0.331363064364746
chrX	139358467	139359257	Gm8061	0.531571162537715	+	34.7427632467856	0.5900795	0.387054721685512
chrX	74006701	74007502	Gm8545	0.486857062188181	+	24.3164466597388	0.3828505	0.993305033323329
chrX	150983140	151017322	Gnl3l	0.861421965363364	-	20.302290052051	0.4808685	0.649094473332294
chrX	52272425	52613950	Gpc3	0.460408755265212	-	7.85235198638429	0.5078845	0.197964439959853
chrX	52053020	52165252	Gpc4	0.477775060095573	-	8.01546879617209	0.5663765	0.30175076397504
chrX	7697130	7710262	Gpkow	1.23175967593114	+	13.7835531390689	0.4171625	0.752566765699394
chrX	152781920	152808646	Gpr143	1.4042553752985	+	20.1788381624362	0.5246925	0.228810950379601
chrX	135742732	135803474	Gprasp1	0.614983954257566	+	7.72953873725256	0.4432365	0.404765939354148
chrX	7789764	7820567	Gripap1	0.869442576424562	+	3.20752305580225	0.4364885	0.757870105573348
chrX	94636068	94643244	Gspt2	0.56256669199847	+	8.09972666074401	0.4923215	0.500449551010148
chrX	169250192	169320372	Hccs	1.17048574228137	-	5.60618339617232	0.498694	0.461304384061042
chrX	73942791	73966357	Hcfc1	3.15658182947601	-	18.955655512806	0.501834	0.965667819143294
chrX	7930119	7947889	Hdac6	1.1753414709702	-	10.0221415476205	0.5397505	0.357267568762658
chrX	102284638	102505359	Hdac8	0.328676733455109	-	6.48398192145044	0.5594595	0.473583324049034
chrX	71555917	71560676	Hmgb3	0.386884009983808	+	17.8598310063686	0.59499	0.725382229609233
chrX	52988136	53021659	Hprt	1.01275352376859	+	26.3091370120324	0.548915	0.410681698286842
chrX	152001844	152004442	Hsd17b10	0.401022121259082	+	23.4240631141587	0.3930555	1.12200850001777
chrX	57053582	57067183	Htatsf1	0.747475558716335	+	8.02223764071254	0.480905	0.836762863191427
chrX	151800806	151935417	Huwe1	0.72719714255184	+	14.1161384977535	0.4928865	0.320388312058756
chrX	73778962	73786897	Idh3g	3.46573590279973	-	70.00056747337	0.403446	0.398880154759442
chrX	70343068	70365084	Ids	1.98374581162661	-	3.72224097537842	0.4305125	0.814403638925907
chrX	100494290	100516125	Igbp1	0.659525519230842	+	8.95838787142992	0.521077	0.270029944503579
chrX	74393289	74453854	Ikbkg	0.766819175215153	+	9.4977275204642	0.518956	0.28270401278854
chrX	152144267	152225236	Iqsec2	0.056501386885603	+	1.81495879373518	0.658403	0.57241677306637
chrX	74013913	74023918	Irak1	0.951419733575313	-	21.074320109214	0.425757	0.349988784163264
chrX	101449087	101453541	Itgb1bp2	0.857773932907594	+	66.7940885608352	0.444214	0.389277656781165
chrX	20425687	20519939	Jade3	1.76732517549629	+	6.93266588765656	0.5250565	0.400395720522709
chrX	152294827	152327495	Kantr	0.477694435232276	-	11.8272045427457	0.55725	0.322027453167233
chrX	152233019	152274535	Kdm5c	1.58683060119058	+	16.9125072356384	0.564689	0.468067655531735
chrX	18162574	18279936	Kdm6a	2.70810501021871	+	7.48604721446798	0.5099235	0.28888842088951
chrX	100625736	100727214	Kif4	0.527842364657343	+	11.4294692567866	0.496551	0.335523585972596
chrX	153237465	153396132	Klf8	0.328907928241544	+	9.06231614673592	0.491715	0.285646001794841
chrX	23219270	23365082	Klhl13	1.7350585325094	-	9.58476518465212	0.551724	0.23582649991566
chrX	94234598	94277724	Klhl15	0.347953478704115	+	4.22436769043763	0.5064335	0.587335593534565
chrX	73853777	73896105	L1cam	0.321416760811384	-	0.166811485379378	0.558732	0.446465576828194
chrX	74351275	74353618	Lage3	1.45182355819959	-	30.0421915565988	0.44032	0.867548983153155
chrX	38401356	38456454	Lamp2	0.797642988301612	-	23.5484196180067	0.437057	0.424680542164871
chrX	95935334	95956962	Las1l	0.663246248282277	-	10.6680896904888	0.5190505	0.485837338238628
chrX	79623230	79671435	Mageb16	1.14973424539697	-	1.51131760330758	0.5691175	0.811724409404801
chrX	94535473	94542143	Maged1	0.319825402686713	-	19.5810759835285	0.5530305	1.20245212043141
chrX	7673163	7681251	Magix	0.614958621577789	-	27.028084738508	0.425124	0.49917397652339
chrX	105968083	106011906	Magt1	0.289208829443607	-	7.01531887488943	0.567279	0.419017078210069
chrX	159414571	159498757	Map7d2	0.758097122737453	+	1.05248975685803	0.5145365	0.55645988656116
chrX	157535370	157598715	Mbtps2	1.1785759929781	-	7.66179526008841	0.4958145	0.508937380030921
chrX	60055955	60179089	Mcf2	0.802383416763626	-	14.3253168214116	0.516104	0.294558598661838
chrX	74026591	74135363	Mecp2	0.474182752943741	-	15.4423714580341	0.534073	0.465968025293574
chrX	101274029	101297465	Med12	0.249599822375833	+	15.1337642612585	0.6098485	0.565749769458828
chrX	12675368	12762073	Med14	1.69692411925829	-	4.42256511546377	0.545	0.521012946983201
chrX	56585511	56598069	Mmgt1	3.46573590279973	-	8.32229165103351	0.4685495	1.38441013606133
chrX	136732941	136743690	Morf4l2	0.566715647601491	-	29.5840953313168	0.343407	0.347020296366955
chrX	164936168	164980375	Mospd2	0.475123417543237	-	12.9763039574682	0.5540615	0.372356067003102
chrX	75109732	75131016	Mpp1	0.731726554268688	-	16.0775634019674	0.6562575	0.482543074494899
chrX	168654116	168673898	Msl3	1.88677903732458	-	3.75074525951368	0.474564	0.58511543880715
chrX	96096041	96168552	Msn	0.429249631490419	+	4.77911066478072	0.445985	0.528614399174853
chrX	75410443	75416588	Mtcp1	3.03823813147113	-	1.69202435127841	0.557778	0.465030842586057
chrX	71210766	71315691	Mtm1	0.635213403952673	+	4.56655008779779	0.522187	0.275422571081373
chrX	73916872	73921944	Naa10	1.1340971924938	-	25.8441913624959	0.4727685	0.597982074260292
chrX	101849384	102092055	Nhsl2	0.268324303950683	+	2.5287088993813	0.456828	0.363319430665011
chrX	37126794	37150746	Nkap	3.46573590279973	+	10.853258254876	0.4861785	1.3483552676134
chrX	101429317	101448591	Nono	0.688459852057545	+	21.1234299282042	0.4790485	0.299295347259214
chrX	86191763	86195947	Nr0b1	0.288999518620133	+	23.7783222791956	0.4135005	0.762610288685343
chrX	72918556	72958514	Nsdhl	0.801578305703984	+	31.7744289289463	0.5262735	0.353911112999767
chrX	47912386	47965868	Ocrl	1.22087596932863	+	5.5939476570486	0.4716215	0.491952117859199
chrX	166390032	166440704	Ofd1	0.56187852769695	-	11.8535278371071	0.556778	0.398084906134112
chrX	101640059	101684351	Ogt	1.64425302732419	+	29.5302592782478	0.4844665	0.43579309667352
chrX	98554276	98891025	Ophn1	0.31384820193019	-	1.17317612086899	0.657617	0.363047861611683
chrX	7841363	7876626	Otud5	2.84378139802888	+	25.1884268656611	0.4613185	0.26687169295258
chrX	105079755	105117090	Pbdc1	3.06642374504167	+	8.1580008490205	0.565285	0.415963641476826
chrX	93654862	93749951	Pcyt1b	0.524908599295411	+	5.14558111804183	0.4150045	0.53301992858147
chrX	160122208	160138413	Pdha1	0.531492491854381	-	18.8299855021812	0.55495	0.299184945226065
chrX	93764606	93832201	Pdk3	0.370636908588888	-	8.42902412091202	0.540678	0.45889220205071
chrX	100622882	100626568	Pdzd11	1.30090175333173	-	20.3179855872691	0.31187	1.37828298523801
chrX	73793358	73824969	Pdzd4	0.78117810380857	-	12.0775539112235	0.4308105	0.553048277053453
chrX	150588228	150643878	Pfkfb1	0.371105501786543	+	13.2159506491559	0.5914585	0.605736760029756
chrX	106187099	106203699	Pgk1	0.5112952079191	+	27.2974607968509	0.4937545	0.154129615841138
chrX	52912265	52956943	Phf6	0.708990421500338	+	1.7609734605832	0.422222	0.723048785418607
chrX	151520671	151633859	Phf8	1.51261392539	+	12.5381057860206	0.586528	0.324396360095809
chrX	102513974	102644246	Phka1	0.369665316817051	-	3.59596644648397	0.4669795	0.386905253223491
chrX	160502165	160598878	Phka2	0.620795622290964	+	6.27423353843715	0.497582	0.251879253591955
chrX	164419786	164433916	Piga	0.858883121281074	+	27.0649698158654	0.400485	0.156493909759662
chrX	102119446	102127669	Pin4	1.43571418927417	+	9.47563706028165	0.4723215	0.89973387289043
chrX	164269370	164373011	Pir	0.534898082415721	+	6.5643499484165	0.544798	0.202752194571434
chrX	139240225	139357738	Platr21	0.324967073751816	-	1.7255053468647	0.6139335	0.487171492156937
chrX	136822670	136839733	Plp1	0.408583903825773	+	0.969526292956187	0.424731	0.820233126163296
chrX	75785653	75875182	Pls3	0.19869071449513	-	74.8031111242833	0.5236895	0.449155042388928
chrX	73033980	73037103	Pnma5	1.77851148038675	-	24.2393840488513	0.501097	0.428575419014314
chrX	93304766	93632155	Pola1	1.02470226449362	-	16.2302875384257	0.4663255	0.412903326313317
chrX	7557295	7574283	Ppp1r3f	1.73463448991605	-	11.3056428433294	0.487796	0.424583956952494
chrX	7728438	7731064	Praf2	1.1455068436103	+	58.9131775408013	0.4525645	1.29184513151371
chrX	155323917	155340754	Prdx4	0.200600631159503	-	20.6844830696536	0.6482875	0.811811218266047
chrX	7657259	7668186	Prickle3	0.93357595284647	+	9.37649773888205	0.5340345	0.603962409162337
chrX	77761410	77796278	Prkx	0.250727824661192	-	4.45199121921907	0.4333335	0.429316369974419
chrX	140456612	140476140	Prps1	0.475350753455092	+	101.285488253471	0.4659815	0.439802846967632
chrX	167346321	167382749	Prps2	1.6504672511913	-	3.26616659598424	0.335884	0.814567056516818
chrX	78449612	78583896	Prrg1	0.271678654229428	-	1.26036523511171	0.593482	0.299806523883514
chrX	166457252	166479867	Rab9	1.11609420273918	-	13.2462963563798	0.4406035	0.270197585043669
chrX	162760401	162779092	Rbbp7	0.54494457767845	+	41.7833231504193	0.347554	0.505951881791423
chrX	20617502	20650901	Rbm10	1.55908183800413	+	15.9908300609286	0.481595	0.375246295553778
chrX	8138974	8145880	Rbm3	1.11298258197251	-	73.8715605294326	0.547869	0.382725562129407
chrX	139889510	139998595	Rbm41	0.101420480361795	-	3.25305021242056	0.5681215	0.629604323943937
chrX	57383529	57393036	Rbmx	0.156148901242223	-	15.9370959360952	0.5886395	0.606262122648007
chrX	48695003	48710723	Rbmx2	0.798811021067343	+	10.9161299665531	0.601752	0.183855291198092
chrX	73922120	73930850	Renbp	0.452748467127028	-	35.8932118103947	0.554188	0.552856183970206
chrX	162411953	162643649	Reps2	0.809661648856961	-	0.204097084877887	0.5086205	1.29309252320329
chrX	152004581	152016295	Ribc1	0.744215028577937	-	22.6760786518208	0.5094935	1.26370849842459
chrX	103957162	103981284	Rlim	0.24464324937388	-	14.2393654024425	0.506866	0.272845273560271
chrX	20364480	20405653	Rp2	0.873331711791564	+	3.90945212021302	0.5746505	0.264731198050931
chrX	7722244	7730530	RP23-109E24.10	0.938427784581712	+	0	0.564995	0.734844658598701
chrX	10073620	10216920	Rpgr	3.46573590279973	-	2.55268788623036	0.4251525	0.891495093268306
chrX	74270811	74273135	Rpl10	0.998577850429893	+	186.347254210216	0.52775	0.522757574412997
chrX	102184940	102189394	Rps4x	0.541856403613113	-	76.5918529807479	0.645009	0.424396032284571
chrX	159210306	159368244	Rps6ka3	0.858486497677751	+	6.5941017568641	0.4898505	0.410734592397911
chrX	111388191	111537959	Rps6ka6	0.55608271688565	-	2.08479894886083	0.6083875	0.719034771986971
chrX	48146435	48161565	Sash3	0.129169712547585	+	2.18831899083345	0.419913	1.20332626471782
chrX	159627271	159978069	Sh3kbp1	0.590703866395786	+	0.597568540056718	0.509101	0.56901792855096
chrX	152609508	152769465	Shroom2	1.17999281468571	-	5.83221737767239	0.451187	0.365047611705899
chrX	6399853	6637448	Shroom4	1.55245564367754	+	1.43702590553042	0.636411	0.744957480438843
chrX	74369216	74373349	Slc10a3	0.254841690917668	-	20.9089474511467	0.673932	0.545079948912727
chrX	48623412	48662294	Slc25a14	0.514023336698565	+	6.90108697949002	0.4931925	0.789573362993425
chrX	136981115	137038302	Slc25a53	0.282235409556683	-	3.7428152061555	0.442808	0.20517515121357
chrX	7884027	7894492	Slc35a2	3.46573590279973	+	14.7176536804463	0.426656	1.25657255913629
chrX	73673149	73682502	Slc6a8	1.14135628700456	+	33.516652518265	0.4576505	0.609936617422931
chrX	101079209	101086020	Slc7a3	0.827992791142919	-	23.814475972151	0.393524	0.668978431161059
chrX	56609756	56664230	Slc9a6	0.548912284340524	+	8.20452318151522	0.583602	0.309893834978014
chrX	20105754	20291807	Slc9a7	3.46573590279973	-	0.62303572802531	0.315809	0.890550570919184
chrX	152016427	152062694	Smc1a	0.579496648344819	+	11.1891020400004	0.465083	0.574189105817908
chrX	157443854	157492287	Sms	1.11718922803962	-	3.8006669582547	0.526548	0.354477516210849
chrX	101097785	101222563	Snx12	0.771172421707997	-	10.8338950261505	0.480951	0.296254056459709
chrX	42149316	42277185	Stag2	0.0532210678636359	+	4.91868147098871	0.67811	0.637308473370009
chrX	99003247	99074728	Stard8	0.221113609528973	+	6.69818239565686	0.3717825	0.235126189816373
chrX	8061170	8074760	Suv39h1	1.2778066991873	-	17.3400395425688	0.5647495	0.48967574212253
chrX	162857056	162888447	Syap1	0.766930619593029	-	4.05055840106423	0.552846	0.453272058122117
chrX	20860510	20921004	Syn1	0.423812603614632	-	3.95657795540096	0.618917	0.650307102660663
chrX	7638470	7653256	Syp	1.04113544131663	+	6.36470891293383	0.4383165	0.419030297022931
chrX	85574021	85634469	Tab3	0.467961753858794	+	4.34836370243815	0.504782	0.65725391327825
chrX	101532733	101601789	Taf1	2.09324473157216	+	13.6885555993603	0.530153	0.448115806246252
chrX	74281911	74290151	Taz	1.00714322766228	+	12.8518863533297	0.6180555	0.78079988683459
chrX	8154471	8176181	Tbc1d25	3.46573590279973	-	14.2350327605401	0.4187475	0.68101010378326
chrX	139684995	139753405	Tbc1d8b	0.754332562842195	+	3.70460133171744	0.4000245	0.726286707265903
chrX	77511012	77662983	Tbl1x	0.398851243502748	+	9.94459431479055	0.45418	0.390633770336549
chrX	136168983	136172342	Tceal8	0.89494216954578	-	34.5411025801402	0.4040235	1.45797701566288
chrX	166499811	166518567	Tceanc	0.914438950881109	-	7.12867091842135	0.541514	0.45425841484141
chrX	7762559	7775202	Tfe3	0.622626572207061	+	29.759742511441	0.5702855	0.482219440263311
chrX	7899356	7908351	Timm17b	1.17717011825537	+	14.3126391439994	0.484466	0.796987841156185
chrX	142681405	142843494	Tmem164	0.911200521566364	+	2.85769800311087	0.5447355	0.757024269262952
chrX	150397772	150459154	Tmem29	3.46573590279973	-	4.28635224844835	0.4391115	1.4162508925672
chrX	81070697	81097872	Tmem47	1.55790808171198	+	7.85827861766131	0.5620495	0.489872264181581
chrX	136974021	136976874	Tmsb15b1	0.805699785140366	-	0	0.3711025	0.815652006985554
chrX	136955264	136958025	Tmsb15b2	0.620281153231594	-	48.1345761788215	0.228961	0.655290195503502
chrX	136954987	136976869	Tmsb15l	0.64489155716902	-	0.165251211366599	0.320641	0.714746100713041
chrX	166440573	166453140	Trappc2	0.744049084934303	+	3.8471629833155	0.5369425	1.27973992728104
chrX	103431516	103484957	Tsix	0.685754400328124	+	57.555513476253	0.44881	0.416462794762178
chrX	10485157	10596605	Tspan7	1.63934307814935	+	0.456483395132607	0.520588	1.17936870379311
chrX	152336851	152342425	Tspyl2	0.457619171957399	-	23.1011998418121	0.529321	0.504821057099124
chrX	162778918	162829454	Txlng	0.850564867006773	-	8.36792362497728	0.422511	0.266484309594021
chrX	20658325	20683179	Uba1	1.65687920672229	+	28.4020151108272	0.48851	0.205583922650683
chrX	74365717	74373218	Ubl4a	0.578779111609497	-	43.5378263594993	0.6131965	0.420396579122357
chrX	37091677	37110322	Upf3b	3.46573590279973	-	9.21485537157716	0.509804	0.911671408264616
chrX	20703905	20720539	Usp11	0.621471758955286	+	18.2461576197097	0.399094	0.32037297159875
chrX	51753958	51801233	Usp26	0.295020926951302	-	1.52725593223207	0.4694445	0.624408620683714
chrX	13071497	13173328	Usp9x	1.8938692274951	+	15.4861390591852	0.5537345	0.0918588591899645
chrX	48256861	48282453	Utp14a	1.21519628027969	+	17.1021760830333	0.536219	0.285124734646773
chrX	20941721	20962017	Uxt	0.858492225668319	-	33.8850077717181	0.5051575	0.231098522321745
chrX	75514298	75534942	Vbp1	1.04791922574993	+	22.3594690130193	0.533193	0.463927590413792
chrX	71815923	71839757	Vma21	0.639651860963527	+	2.15750246632744	0.6484935	0.581454931393333
chrX	8081452	8090498	Was	1.03348716285868	-	3.25029115527977	0.393913	0.848426822319925
chrX	7714332	7728206	Wdr45	1.53916632099039	+	17.4685378789856	0.5909025	1.09826253941672
