Chromosomes	Start	End	Genes	halftime	Strand	RPKM	initial_ratio	RSS
chrX	52791200	52799468	Ccdc160	0.29727692090266	+	0.30271865	0.53271	0.338109875639374
chrX	7593809	7605517	Ccdc22	1.86517847375363	-	0.4187925	0.483988	0.210545758318145
chrX	71420060	71492849	Cd99l2	0.339439752947665	-	0.419058	0.659898	0.297518705718884
chrX	20687954	20699880	Cdk16	1.46179302975739	+	0.409075	0.478392	0.15520178956062
chrX	160771923	160994704	Cdkl5	0.994217283960536	-	0.3810205	0.473548	0.452533128730236
chrX	134308084	134362639	Cenpi	0.762553217121425	+	0.4038625	0.484881	0.309634650812661
chrX	72913532	72918411	Cetn2	1.03325117202433	-	0.437165	0.526087	0.0966637937256628
chrX	20925454	20931555	Cfp	0.961555991592181	-	0.2840525	0.393443	0.329373958977846
chrX	103356476	103396092	Chic1	0.413578200278532	+	0.4439575	0.570755	0.202407632943288
chrX	20059560	20097521	Chst7	1.17875422905262	+	0.5390155	0.588235	0.28433313440159
chrX	102247381	102252181	Cited1	0.943956362077852	-	0.5076605	0.710794	0.464295584805907
chrX	7153810	7319358	Clcn5	1.27179573728888	-	0.419428	0.50939	0.436626852049345
chrX	106015700	106022450	Cox7b	0.288168755038992	+	0.384259	0.583333	0.236336236980562
chrX	134059187	134086819	Cstf2	1.29182678803319	+	0.404163	0.4625	0.117458730722
chrX	162901238	163032508	Ctps2	0.509952754488314	+	0.316429	0.460018	0.264119771862538
chrX	38533274	38576196	Cul4b	0.959851503469232	-	0.378763	0.485151	0.179968701177517
chrX	53608032	53608432	Cxx1c	0.36143485736448	+	0.320773	0.530435	0.302176156008306
chrX	56454857	56507843	Ddx26b	0.486068372283337	+	0.3606445	0.516026	0.165675217867532
chrX	13280970	13294052	Ddx3x	1.63568256568302	+	0.4403885	0.486533	0.0797856947220425
chrX	129749742	130465834	Diaph2	2.6781782584787	+	0.308216	0.433333	1.07213332075611
chrX	75095854	75109777	Dkc1	3.37650239778129	+	0.3672475	0.392533	0.117149696102375
chrX	100767722	100818410	Dlg3	0.399272907952481	+	0.4238795	0.619385	0.221789078608467
chrX	82948870	85206141	Dmd	0.554656177780775	+	0.277268	0.435331	0.501326417815477
chrX	74273217	74282337	Dnase1l1	0.566928848341774	-	0.4814285	0.62	0.497127942798705
chrX	35888832	36076562	Dock11	0.455473416561019	+	0.4801055	0.622549	0.380427682611731
chrX	73639419	73643514	Dusp9	0.861588037003621	+	0.4495025	0.556256	0.105704409887985
chrX	8185329	8193512	Ebp	1.81372503098659	-	0.435159	0.495577	0.185287480128826
chrX	99975606	100400762	Eda	0.312832941854723	+	0.387095	0.554007	0.269223001812112
chrX	97333840	97377216	Eda2r	0.88340909733359	-	0.4395815	0.514804	0.19510026129685
chrX	99136130	99148991	Efnb1	0.219127646853607	+	0.366446	0.534694	0.195154859583112
chrX	159372178	159389928	Eif1ax	1.06462441726557	+	0.3851335	0.468068	0.135623205877557
chrX	48411046	48463132	Elf4	0.749166752679427	-	0.3164365	0.467634	0.910068386866746
chrX	20933395	20950608	Elk1	0.66162835845461	-	0.4560465	0.574783	0.0872945229355366
chrX	74254687	74261548	Emd	1.11368490325349	+	0.386694	0.475602	0.173708796894782
chrX	49009707	49288259	Enox2	0.685538379925498	-	0.417254	0.552553	0.389194283106812
chrX	7924276	7928607	Eras	2.21549894661481	-	0.308321	0.353017	0.253151601135234
chrX	102141716	102157091	Ercc6l	0.744565571116812	-	0.446255	0.547266	0.202948766648558
chrX	137115397	137122083	Esx1	0.362721852283753	-	0.2258185	0.404762	0.511399267732203
chrX	73228291	73230795	F8a	1.74816541827864	+	0.5387385	0.6	0.417578782761968
chrX	53243415	53269805	Fam122b	0.464087448600418	-	0.3919015	0.571579	0.197819880271787
chrX	137049594	137082503	Fam199x	0.248700342397607	+	0.26463895	0.486068	0.447118976017832
chrX	74384719	74393272	Fam3a	0.774779868343688	-	0.4300415	0.531194	0.138334448346098
chrX	74313033	74320149	Fam50a	0.790089343808273	+	0.3761085	0.510163	0.197846153119985
chrX	164980592	164997272	Fancb	0.759627707307818	+	0.371032	0.473301	0.169956695469632
chrX	151046150	151089521	Fgd1	0.39779229539397	+	0.340608	0.534277	0.184447787263725
chrX	59062145	59568071	Fgf13	0.686776311097238	-	0.4524095	0.55877	0.193965975508162
chrX	56731787	56793346	Fhl1	0.790827419628078	+	0.4328445	0.591353	0.268088386117637
chrX	164373378	164402650	Figf	0.49164323167599	+	0.399881	0.607843	0.235228760230151
chrX	74223461	74249820	Flna	0.805506344310509	-	0.387435	0.542329	0.442893561860662
chrX	68678541	68717963	Fmr1	1.07574630915776	+	0.3890165	0.480821	0.500000754987815
chrX	68761839	68804567	Fmr1nb	0.603997848946363	+	0.405543	0.545213	0.169137403016826
chrX	101254528	101260873	Foxo4	0.470301546887188	+	0.323304	0.481614	0.300189824686437
chrX	8238668	8252406	Ftsj1	2.22851440906213	-	0.502025	0.542224	0.0921698794171786
chrX	17556564	17572325	Fundc1	1.49005528715988	-	0.3417695	0.420319	0.239298357065794
chrX	74409483	74429194	G6pdx	1.01430756329882	-	0.4554255	0.564759	0.22646842555395
chrX	74304998	74311862	Gdi1	0.714261115004279	+	0.3733575	0.488613	0.231693388538447
chrX	166170454	166190512	Gemin8	1.51316507774335	+	0.39359	0.466667	0.633473620427806
chrX	85701937	85776819	Gk	0.393881574198901	-	0.3407595	0.544533	0.227924481373814
chrX	8042943	8074619	Gm14820	3.46573590279973	+	0.4601865	0.49082	0.701578565787111
chrX	136802912	136803233	Gm15009	0.373488631433593	+	0.2862695	0.431694	0.0984349315136405
chrX	135726998	135729474	Gm15019	0.209956455412316	+	0.269231	0.538462	0.577941908528481
chrX	73396439	73398736	Gm18336	1.00017281336833	-	0.591322	0.662893	0.168785978610533
chrX	101261405	101269023	Gm20489	0.311152885302505	-	0.2857145	0.571429	1.14083531771225
chrX	101295839	101321348	Gm21986	0.487791746249879	+	0.3531485	0.518797	0.260773265410595
chrX	57409154	57488767	Gm364	0.537776168730852	+	0.4675035	0.636364	0.431474690452926
chrX	7558602	7605381	Gm36995	2.00392901933883	-	0.4188035	0.481611	0.215659844737532
chrX	42489691	42491524	Gm43337	0.20639426298072	+	0.4150815	0.65625	0.209101073513672
chrX	101790053	101793308	Gm4779	0.282452772727764	-	0.412857	0.54	0.306828540489597
chrX	150983141	151017322	Gnl3l	0.495118825729896	-	0.32004	0.477522	0.200205529991591
chrX	52272426	52613950	Gpc3	0.753098480870244	-	0.3484905	0.484579	0.161218517922959
chrX	52053021	52165252	Gpc4	0.480851174546969	-	0.395494	0.595361	0.238985152276056
chrX	7697131	7710262	Gpkow	0.893566911032533	+	0.241425	0.311881	0.165522130778365
chrX	152781921	152808646	Gpr143	0.290214485665481	+	0.1813213	0.307292	0.0717682467009814
chrX	152343598	152368704	Gpr173	0.22339853590395	-	0.2646198	0.473684	0.421666704186116
chrX	135742733	135803474	Gprasp1	0.454307380796495	+	0.303245	0.435129	0.158570623781561
chrX	135839034	135844730	Gprasp2	0.431852209400835	+	0.282194	0.442913	0.181652937445
chrX	7789765	7820567	Gripap1	0.824832777872465	+	0.3966425	0.488764	0.198448987792594
chrX	94636069	94643244	Gspt2	0.415551343856952	+	0.369152	0.489593	0.287544081199478
chrX	73437315	73459044	Haus7	3.46573590279973	-	0.4445025	0.467098	0.102869471935672
chrX	169250193	169320372	Hccs	1.47534347152363	-	0.44001	0.495903	0.211574860722163
chrX	73942792	73966357	Hcfc1	0.757191608090455	-	0.3945845	0.488596	0.174184863292022
chrX	7930120	7947889	Hdac6	1.24747441364562	-	0.397842	0.472762	0.093006623467686
chrX	71555918	71560676	Hmgb3	0.78887805836683	+	0.2639145	0.366755	0.238280273949746
chrX	109004534	109013404	Hmgn5	0.820118781876695	-	0.3788865	0.501279	0.231455125878155
chrX	52988137	53021659	Hprt	1.50870640894462	+	0.491152	0.573176	0.220618009721941
chrX	152001845	152004442	Hsd17b10	0.6708373404577	+	0.391911	0.535635	0.153442087597297
chrX	57053583	57067183	Htatsf1	0.984654923567585	+	0.4410885	0.523477	0.136103722453938
chrX	151800807	151935417	Huwe1	0.924775642960696	+	0.402338	0.495254	0.137093449290931
chrX	73778963	73786897	Idh3g	3.31912774771539	-	0.485512	0.513863	0.0700051405736687
chrX	70343069	70365084	Ids	1.24302986902948	-	0.3780085	0.465734	1.07947756358861
chrX	100494291	100516125	Igbp1	1.17342847209802	+	0.4084205	0.482594	0.0262136899974814
chrX	74393290	74453854	Ikbkg	1.3362619941235	+	0.371216	0.463362	0.827553547430745
chrX	101264378	101268255	Il2rg	0.304628615514436	-	0.27368105	0.504505	0.426985549790602
chrX	152144268	152225236	Iqsec2	0.73325757323345	+	0.389358	0.5625	0.709706520668399
chrX	74013914	74023918	Irak1	1.3913048695076	-	0.419324	0.497033	0.314409493633991
chrX	107397099	107403376	Itm2a	0.749921519606204	-	0.4060975	0.604878	0.35540934089933
chrX	20425688	20519939	Jade3	0.730605599862649	+	0.502371	0.631678	0.20178374667801
chrX	152294828	152296304	Kantr	0.610236876500602	-	0.3452715	0.461972	0.0951141893514651
chrX	7822289	7838280	Kcnd1	0.623167724025678	+	0.398148	0.5	0.193340133562743
chrX	152233020	152274535	Kdm5c	0.985555472540972	+	0.407671	0.484279	0.144781410679316
chrX	18162575	18279936	Kdm6a	3.46573590279973	+	0.498352	0.514027	0.0778769329789541
chrX	100625737	100727214	Kif4	0.568021012710745	+	0.344467	0.475487	0.269448412980391
chrX	153237466	153396132	Klf8	0.319998478466026	+	0.2734251	0.465057	0.329381486419204
chrX	23219271	23365082	Klhl13	3.44571826720923	-	0.4306495	0.467696	0.165186750141792
chrX	94234599	94277724	Klhl15	0.459166869706364	+	0.2805205	0.43167	0.423579965337216
chrX	73853778	73896105	L1cam	0.460396178673683	-	0.374402	0.590909	0.302061290186491
chrX	74351276	74353618	Lage3	1.45857896153891	-	0.453116	0.516814	0.143932647246341
chrX	38401357	38456454	Lamp2	0.676302723298739	-	0.4345195	0.546355	0.201160410961311
chrX	95935335	95956962	Las1l	0.773541714755458	-	0.445134	0.554484	0.153477210557377
chrX	61709497	61710955	Ldoc1	0.743874543979138	+	0.283159	0.392405	0.537259924872817
chrX	106920625	106933900	Lpar4	0.320223775223903	+	0.3795675	0.615385	1.49797754057897
chrX	147470375	147554081	Lrch2	0.541521837611469	-	0.6723625	0.793077	0.221262080116168
chrX	155053061	155063145	Magea5	1.85184898130664	-	0.5833335	0.75	1.10342570551408
chrX	94535474	94542143	Maged1	0.64122478900567	-	0.343617	0.502224	0.265846578764679
chrX	150806370	150814345	Maged2	0.457416775400168	-	0.324268	0.523845	0.263538083973811
chrX	105120378	105123927	Magee1	0.427950783048265	+	0.26060585	0.454545	0.31270053246897
chrX	153036166	153037575	Mageh1	0.264510187681906	-	0.3260555	0.531213	0.246738225792715
chrX	105968084	106011906	Magt1	0.313003155707511	-	0.324613	0.483634	0.372000417576558
chrX	16619698	16687818	Maoa	1.74087589776119	+	0.319659	0.378987	0.48963520109846
chrX	159988433	160123351	Map3k15	1.69334513927298	+	0.31009	0.402287	0.532171660636106
chrX	159414572	159498757	Map7d2	1.66733326362777	+	0.361111	0.441358	0.378957982960236
chrX	157535371	157598715	Mbtps2	0.97111742445154	-	0.402392	0.476317	0.131743702800487
chrX	60055956	60179089	Mcf2	1.07861547224172	-	0.4131815	0.503321	0.235588656649422
chrX	74026592	74135363	Mecp2	0.809359320585311	-	0.423616	0.49863	0.20486620775173
chrX	101274030	101297465	Med12	0.459251680344918	+	0.3416745	0.510393	0.307193784651601
chrX	12675369	12762073	Med14	1.72151931979202	-	0.425481	0.480811	0.174619026093829
chrX	169685199	170005736	Mid1	0.822161577900462	+	0.208882	0.288732	0.79802880503725
chrX	56585512	56598069	Mmgt1	1.75594112067353	-	0.42935	0.476212	0.234016838243714
chrX	139821632	139871677	Morc4	0.668430501490873	-	0.2933505	0.402235	0.761911977005708
chrX	136732942	136743690	Morf4l2	0.426131806470672	-	0.19273695	0.348407	0.327736319056481
chrX	53344598	53370502	Mospd1	0.282448790605366	-	0.402622	0.582222	0.26155564904142
chrX	75109733	75131016	Mpp1	0.861648099726685	-	0.6263695	0.709962	0.0984700639854678
chrX	168654117	168673898	Msl3	1.39483817820379	-	0.408059	0.493333	0.565345807741034
chrX	96096042	96168552	Msn	0.514222095839304	+	0.312174	0.477612	0.193257220190624
chrX	56797858	56822326	Mtap7d3	0.232536752146457	-	0.1410255	0.282051	0.562700614183234
chrX	75410444	75416588	Mtcp1	1.06704637157119	-	0.4199135	0.506494	0.541633664179204
chrX	71210767	71315691	Mtm1	0.578119899823066	+	0.372448	0.503536	0.130477047019077
chrX	71364760	71419196	Mtmr1	0.913571064321921	+	0.3545085	0.460741	0.505575680427125
chrX	73916873	73921944	Naa10	1.30379135012029	-	0.43713	0.509659	0.149382449599673
chrX	103184176	103186640	Nap1l2	0.955182980699624	-	0.2214285	0.25	0.521472891918033
chrX	20615326	20617619	Ndufb11	2.13250853449819	-	0.4578485	0.505028	0.0798598617671072
chrX	101849385	102092055	Nhsl2	0.333494556165149	+	0.22029735	0.390438	0.611305114890836
chrX	37126795	37150746	Nkap	2.27267890786161	+	0.4371835	0.470191	0.108676961534639
chrX	101429318	101448591	Nono	0.657936825487025	+	0.3569625	0.490754	0.18736040657867
chrX	86191764	86195947	Nr0b1	0.321985589672379	+	0.2942455	0.496166	0.250620350814883
chrX	72918557	72958514	Nsdhl	1.46741689684554	+	0.3030555	0.371712	0.303082061108616
chrX	6168696	6173015	Nudt10	3.46573590279973	-	0.3977335	0.407407	0.818496591422334
chrX	6047453	6055110	Nudt11	3.46573590279973	+	0.5346085	0.554217	0.269532062061745
chrX	140006805	140062712	Nup62cl	0.844789905050077	-	0.3462905	0.472696	0.248388200241595
chrX	142226770	142239692	Nxt2	0.583932118656181	+	0.402945	0.530201	0.364895744632877
chrX	47912387	47965868	Ocrl	0.967371518058976	+	0.437976	0.56873	0.859418140805055
chrX	166390033	166440704	Ofd1	0.92605771754309	-	0.402758	0.489018	0.164170448217283
chrX	101640060	101684351	Ogt	0.86992615942637	+	0.410304	0.495055	0.0873135261867984
chrX	98554277	98891025	Ophn1	0.655951699825022	-	0.4254355	0.573643	0.677535767024628
chrX	7841364	7876626	Otud5	1.19784933097705	+	0.4368075	0.520614	0.178032304367004
chrX	105079756	105117090	Pbdc1	1.39511690522356	+	0.4756675	0.541002	0.328850517270181
chrX	7919822	7924410	Pcsk1n	1.42704849523589	+	0.285006	0.342105	0.302255524662194
chrX	93654863	93749951	Pcyt1b	0.609643704431487	+	0.324659	0.483475	0.283167152717279
chrX	160122209	160138413	Pdha1	1.06803516736704	-	0.5386935	0.636457	0.135384908757064
chrX	93764607	93832201	Pdk3	0.571927047541239	-	0.271501	0.417082	0.300016209828537
chrX	100622883	100626568	Pdzd11	0.618862245347595	-	0.354109	0.498522	0.196373119975596
chrX	73793359	73824969	Pdzd4	0.59882542092565	-	0.4985375	0.658492	0.241055360270543
chrX	150588229	150643878	Pfkfb1	0.733863053787783	+	0.377404	0.576	0.671602409210985
chrX	36598206	36606079	Pgrmc1	1.00690676269697	+	0.44949	0.556465	0.153344367827823
chrX	52912266	52956943	Phf6	0.551405631243768	+	0.267596	0.409542	0.191204360199302
chrX	151520672	151633859	Phf8	0.876195717192427	+	0.392051	0.486522	0.120878353975315
chrX	102513975	102644246	Phka1	0.451408512759225	-	0.2803415	0.458048	0.568539811196399
chrX	160502166	160598878	Phka2	1.18194655684596	+	0.4893675	0.576087	0.339522411854106
chrX	164419787	164433916	Piga	0.551269504333864	+	0.3238265	0.437546	0.220139614237072
chrX	7878262	7883432	Pim2	1.19998360156975	+	0.337109	0.417808	0.67748091623719
chrX	164269371	164373011	Pir	1.30876022975418	+	0.458453	0.556309	0.832708832928286
chrX	99465734	99471273	Pja1	0.358822318896964	-	0.3403695	0.508423	0.202566251115523
chrX	139240226	139357738	Platr21	0.518311590528294	-	0.585628	0.715116	0.419567239512966
chrX	136822671	136839733	Plp1	0.708532808761117	+	0.2313215	0.333333	1.36787622284474
chrX	7667941	7671390	Plp2	1.3590027633978	-	0.4831045	0.570208	0.196266203266285
chrX	75785654	75875182	Pls3	0.554974054812848	-	0.344363	0.525879	0.240627156603096
chrX	74329066	74344689	Plxna3	0.529089876627724	+	0.3460835	0.520619	0.259122887222043
chrX	73655994	73660117	Pnck	1.0652103309083	-	0.376068	0.444444	0.446498199037062
chrX	73033981	73037103	Pnma5	1.0930375418792	-	0.5126035	0.585848	0.053337416464545
chrX	93304767	93632155	Pola1	0.761832144379627	-	0.3963905	0.501749	0.147021185720572
chrX	8193848	8206525	Porcn	2.57333822838048	-	0.4259725	0.473684	0.314984156580087
chrX	7894519	7899269	Pqbp1	2.12476868936944	-	0.4047745	0.451115	0.151661640863773
chrX	7728439	7731064	Praf2	0.852390536681023	+	0.449653	0.545035	0.154741772466083
chrX	155323918	155340754	Prdx4	0.765355682073267	-	0.500129	0.627246	0.103902711018453
chrX	7657260	7668186	Prickle3	0.923803771669067	+	0.362653	0.46	0.17783074223245
chrX	77761411	77796278	Prkx	0.637007954553287	-	0.4336625	0.525862	0.325565233436379
chrX	140456613	140476140	Prps1	0.661972079189112	+	0.2949885	0.416766	0.169441035773676
chrX	167346322	167382749	Prps2	0.787617622152116	-	0.2704685	0.388924	0.22517970528388
chrX	71962624	71972722	Prrg3	0.422870197661395	+	0.3785115	0.542039	0.226915398953628
chrX	140948429	140956728	Psmd10	0.645578294292695	-	0.392644	0.511719	0.285236182533895
chrX	7722245	7730530	RP23-109E24.10	0.748988313832635	+	0.390858	0.478469	0.0707746603949212
chrX	166457253	166479867	Rab9	1.28978641004504	-	0.4013035	0.270588	0.294881621346649
chrX	162760402	162779092	Rbbp7	1.02746758850523	+	0.1937355	0.601322	0.433171128838844
chrX	8138975	8145880	Rbm3	3.46573590279973	-	0.576905	0.55415	0.131220580117888
chrX	57383530	57393036	Rbmx	0.34748605834884	-	0.3905315	0.535714	0.151287823481315
chrX	48695004	48710723	Rbmx2	0.868046460735573	+	0.453971	0.513372	0.206488698110562
chrX	73922121	73930850	Renbp	1.30308136004287	-	0.4472075	0.741007	0.0569645552151599
chrX	37213804	37222258	Rhox1	2.31762434600207	-	0.7166575	0.578947	0.316247494811569
chrX	37899097	37901770	Rhox9	1.30534171205279	-	0.514244	0.497797	0.330116840872665
chrX	152004582	152016295	Ribc1	0.49034355924701	-	0.345195	0.503597	0.0634636107649423
chrX	139779549	139782353	Ripply1	0.313111123719896	-	0.2758949	0.496965	0.265761914495528
chrX	103957163	103981284	Rlim	0.194352347458538	-	0.307017	0.357143	0.259416896724253
chrX	139563316	139673145	Rnf128	0.415748558214504	+	0.21202875	0.683958	0.557306137637334
chrX	20364481	20405653	Rp2	1.5556891060607	+	0.5956735	0.497706	0.577156765166256
chrX	10073621	10216920	Rpgr	3.46573590279973	-	0.264609	0.289218	0.854293186102075
chrX	74270812	74273135	Rpl10	1.83311876042135	+	0.764724	0.799927	0.0962739086650016
chrX	102184941	102189394	Rps4x	1.32702202287842	-	0.6101235	0.672314	0.25086572073371
chrX	159210307	159368244	Rps6ka3	0.738777704803004	+	0.353109	0.461105	0.134935177275642
chrX	111388192	111537959	Rps6ka6	0.783941491187946	-	0.438838	0.564811	0.166866721415216
chrX	153139981	153171943	Rragb	0.311889004233646	+	0.27384955	0.492754	0.380492860434836
chrX	155213132	155216449	Sat1	0.570150904766731	-	0.4895605	0.600275	0.177236763325097
chrX	161117193	161258213	Scml2	0.738511948764329	+	0.229038	0.357447	0.286170356073611
chrX	152609509	152769465	Shroom2	0.616401411031409	-	0.339129	0.475186	0.413621534003143
chrX	6399854	6637448	Shroom4	3.46573590279973	+	0.542058	0.580412	0.33377879733192
chrX	164070705	164076493	Siah1b	0.654824101216934	-	0.400013	0.495593	0.28440500216785
chrX	74369217	74373349	Slc10a3	0.433968697734667	-	0.5007825	0.640909	0.246245465655563
chrX	48623413	48662294	Slc25a14	0.422793807062902	+	0.309745	0.437247	0.249830680737175
chrX	136981116	137038302	Slc25a53	0.2180803193393	-	0.1580529	0.270864	0.194274161712987
chrX	7884028	7894492	Slc35a2	1.19575906898271	+	0.445299	0.497436	0.347352687470751
chrX	73673150	73682502	Slc6a8	1.09271504359854	+	0.492807	0.581295	0.0720683135002175
chrX	101079210	101086020	Slc7a3	0.342569506338298	-	0.23817555	0.395187	0.252402607233071
chrX	56609757	56664230	Slc9a6	0.795995854432108	+	0.4131045	0.525362	0.386589278550661
chrX	152016428	152062694	Smc1a	0.858220152651043	+	0.3836065	0.489568	0.153124826269951
chrX	56374586	56377799	Smim10l2a	0.846971679397775	+	0.4891805	0.618605	0.81879993403762
chrX	157443855	157492287	Sms	1.03314078457542	-	0.34972	0.446647	0.237166051429382
chrX	101097786	101222563	Snx12	0.868285005562424	-	0.37749	0.47486	0.201939040871865
chrX	60891366	60893430	Sox3	0.709970963500011	-	0.247864	0.386139	0.826400778413088
chrX	153832225	153834243	Spin2c	0.366445026706407	+	0.3669895	0.516588	0.188072099773981
chrX	73787028	73790830	Ssr4	3.46573590279973	+	0.526938	0.501597	0.666308413815674
chrX	99003248	99074728	Stard8	0.25671728936224	+	0.19503525	0.353936	0.239362493403768
chrX	8061171	8074760	Suv39h1	3.46573590279973	-	0.482327	0.444776	0.775498518348396
chrX	162857057	162888447	Syap1	1.41548704026009	-	0.416824	0.513158	0.507465065770948
chrX	7638471	7653256	Syp	0.656906454801117	+	0.3111455	0.411765	0.335111018094577
chrX	85574022	85634469	Tab3	0.453751749453366	+	0.404256	0.531073	0.221874049704019
chrX	101532734	101601789	Taf1	1.72922376609948	+	0.382246	0.429327	0.0778039757474709
chrX	74281912	74290151	Taz	0.949829058377803	+	0.4569405	0.52381	0.356817950405031
chrX	8154472	8176181	Tbc1d25	2.42030298559227	-	0.383849	0.417831	0.0976077512377027
chrX	139684996	139753405	Tbc1d8b	0.330044990363176	+	0.2868635	0.431851	0.189504237762335
chrX	77511013	77662983	Tbl1x	0.456119922442181	+	0.3124315	0.472937	0.316648801117894
chrX	136707982	136711478	Tceal1	0.345726741873844	+	0.2616279	0.5	0.417081655744166
chrX	136214779	136226100	Tceal7	0.242090375141547	+	0.2647212	0.507937	0.556937382748997
