Chromosomes	Start	End	Genes	halftime	Strand	RPKM	initial_ratio	RSS
chrX	73891442	73921870	Arhgap4	0.625754531091097	-	0.236664656616857	0.44691	0.187740703873552
chrX	134717963	134721917	Armcx1	0.216153691351239	+	24.4275797462975	0.6298705	0.168884118820533
chrX	134804145	134809221	Armcx2	0.196980324078828	-	1.26708623978734	0.5485555	0.11815799157452
chrX	134756595	134761455	Armcx3	0.102597550822874	+	0.228443465723719	0.474716	0.123986841994654
chrX	134686519	134696757	Armcx4	0.21200012428052	+	4.56250916002415	0.578465	0.123662811569196
chrX	135742733	135747322	Armcx5	0.884721746751743	+	1.25662716429411	0.6037935	0.489579783455875
chrX	136033367	136034946	Arxes1	0.320446281311119	+	8.66385247667641	0.418461	0.152774445194948
chrX	135993824	135995355	Arxes2	0.356286096050371	+	11.7378819172343	0.4844695	0.13119394944782
chrX	140956907	141164270	Atg4a	0.923899243860845	+	1.58926886813577	0.5608695	0.153933996422248
chrX	60223290	60592698	Atp11c	1.25147591570754	-	3.53045121429968	0.523743	0.24504576701547
chrX	74297097	74304721	Atp6ap1	0.430096079819868	+	0.561336480523183	0.3869845	0.42323077978138
chrX	12587801	12617049	Atp6ap2	2.27376759180658	+	18.4759530955241	0.489475	0.0313177573508241
chrX	106027276	106124926	Atp7a	0.533047844197086	+	0.872368494551881	0.250016	0.241100826586371
chrX	105797615	105929403	Atrx	0.783590414539646	-	10.3735228015886	0.553554	0.202745055714999
chrX	169368189	169370003	BC022960	0.859232297600577	+	0.649917154883975	0.5476885	0.245880598376111
chrX	70459753	70477180	BC023829	0.574129813141589	-	3.39322256517405	0.560505	0.267368830183011
chrX	136741824	136803364	BC065397	0.332234574584651	+	2.3639349983032	0.437378	0.284936637385139
chrX	73686178	73716175	Bcap31	1.13597050221386	-	82.4677167931194	0.527679	0.121691372995154
chrX	12036740	12160355	Bcor	3.46573590279973	-	2.81149601598042	0.404513	0.288427604386873
chrX	48341358	48408049	Bcorl1	0.96850147406716	+	0.513608162924599	0.472928	0.193991399390861
chrX	136213972	136215513	Bex1	0.183316023325614	-	164.289971451254	0.4752595	0.27249158518375
chrX	136066564	136068236	Bex2	0.425262451381224	-	12.0605590785469	0.478898	0.203702546279153
chrX	73483602	73495933	Bgn	0.25758672345298	+	0.062947742910503	0.792857	0.190371380060991
chrX	135797594	135891081	Bhlhb9	0.477552110206039	+	4.6296204525765	0.532297	0.32378194920955
chrX	75416628	75454001	Brcc3	1.20774612505745	+	3.96558668678133	0.52502	0.266246222131155
chrX	108737016	108834372	Brwd3	0.643787189046416	-	2.7725545651933	0.5187555	0.252392332289549
chrX	104077434	104201185	C77370	0.268091221122508	-	4.07305770124939	0.555168	0.14767468573426
chrX	13517080	13851367	Cask	1.3500914355986	-	1.46953646616134	0.462037	0.0924120709101696
chrX	7731714	7750905	Ccdc120	0.760004129967732	-	1.28901682849081	0.488507	0.23734005125348
chrX	52791200	52799468	Ccdc160	0.283198940355808	+	2.1141840402756	0.5498365	0.125685005361757
chrX	7593809	7605517	Ccdc22	2.14447305793096	-	0	0.4752955	0.118082142501575
chrX	71420060	71492849	Cd99l2	0.525354007201224	-	0.476763797580731	0.620583	0.19183128222096
chrX	20687954	20699880	Cdk16	1.25359869836786	+	7.36166105846881	0.475224	0.155919034315409
chrX	160771923	160994704	Cdkl5	0.684805091842536	-	0.770304913510583	0.4542565	0.296058479689218
chrX	134308084	134362639	Cenpi	0.787722828700357	+	2.73358299669357	0.5158525	0.375217785988977
chrX	72913532	72918411	Cetn2	0.989795180032319	-	5.71398422062856	0.513923	0.204481066935679
chrX	20925454	20931555	Cfp	0.825625542925963	-	5.05183076648427	0.3620695	0.370520626212167
chrX	103356476	103396092	Chic1	0.383031407599512	+	2.93005319803583	0.599645	0.236133412369899
chrX	113040593	113185517	Chm	0.900657225608693	-	1.95428668718382	0.563705	0.277062108492172
chrX	20059560	20097521	Chst7	1.09712590231797	+	0.447424349272683	0.62	0.285332395304007
chrX	102247381	102252181	Cited1	0.481318187909683	-	4.3804378613574	0.738343	0.0918440589717594
chrX	7153810	7319358	Clcn5	1.12794573374339	-	3.04546711597114	0.5174935	0.156117748593626
chrX	75404846	75416584	Cmc4	2.07879703274714	-	0.341339834568936	0.468182	0.91621236747434
chrX	157821436	158043294	Cnksr2	0.367652240159138	-	0.189634639146545	0.655128	0.229726188887696
chrX	134059187	134086819	Cstf2	1.00181582169182	+	1.42115475040255	0.5072415	0.305757670104752
chrX	162901238	163032508	Ctps2	0.902022888117801	+	2.69231171386502	0.4306765	0.194710484671106
chrX	38533274	38576196	Cul4b	0.869545611460236	-	18.3633266038644	0.4861445	0.171337541873331
chrX	44786570	44790197	Dcaf12l1	2.29982402247255	-	0.397035533426926	0.460461	0.423518568372838
chrX	56454857	56507843	Ddx26b	0.556754517066307	+	1.70926475758506	0.5165325	0.340201332261286
chrX	13280970	13294052	Ddx3x	1.90701206077093	+	29.0219486033897	0.4779015	0.106249698548224
chrX	6779306	6948363	Dgkk	3.46573590279973	+	0.285456166248183	0.3611435	0.745916810289025
chrX	129749742	130465834	Diaph2	0.595233949335838	+	1.5396957154309	0.567828	0.282388555686769
chrX	75095854	75109777	Dkc1	3.46573590279973	+	42.2170083033248	0.3919945	0.051864401964766
chrX	100767722	100818410	Dlg3	0.232759899153022	+	0.817704273911454	0.6909805	0.117241795010685
chrX	82948870	85206141	Dmd	0.389876054677253	+	0.786044018589761	0.4291245	0.194732895798355
chrX	35888832	36076562	Dock11	1.11235768476766	+	0.512337383405453	0.5513035	0.141876246971217
chrX	73639419	73643514	Dusp9	0.730353952033688	+	20.3398956194882	0.5258975	0.0918640121940892
chrX	8185329	8193512	Ebp	1.74301773121712	-	29.2889070039192	0.4967355	0.24626578267775
chrX	99975606	100400762	Eda	0.758262278611712	+	0.759128463407304	0.5201945	0.28474731922007
chrX	97333840	97377216	Eda2r	1.3588357995363	-	8.15246911264301	0.5102205	0.279553328993625
chrX	99136130	99148991	Efnb1	0.332457419068914	+	1.27775971016112	0.492427	0.448834124233755
chrX	159372178	159389928	Eif1ax	1.49327920246786	+	20.8145838073718	0.4577545	0.169692426319101
chrX	48411046	48463132	Elf4	0.39838920296793	-	1.79922305044806	0.548485	0.112887172866445
chrX	20933395	20950608	Elk1	1.08852528868486	-	2.95208645210985	0.5013065	0.184736676035188
chrX	74254687	74261548	Emd	0.778044539472314	+	16.5070357965753	0.4788375	0.24361571693007
chrX	49009707	49288259	Enox2	1.35875358429492	-	0.950452670124184	0.521579	0.201964086012885
chrX	7924276	7928607	Eras	2.7357837700417	-	8.68065773249465	0.3885835	0.32739221511322
chrX	102141716	102157091	Ercc6l	0.386533072022544	-	12.1826226474005	0.546334	0.302723633060924
chrX	137115397	137122083	Esx1	0.282984948013254	-	0.573483642383632	0.4968255	0.154950875271776
chrX	73228291	73230795	F8a	1.07466678428806	+	0.660133854850492	0.6063545	0.263256515568225
chrX	151344175	151471842	Fam120c	0.657598686602014	+	0.595847273756235	0.459984	0.266226754820478
chrX	53243415	53269805	Fam122b	0.400829125741118	-	3.3504068225134	0.544551	0.176668479036495
chrX	137049594	137082503	Fam199x	0.201543956651319	+	1.7211782271572	0.474354	0.156546449120425
chrX	74384719	74393272	Fam3a	0.579827688884027	-	4.00782095667886	0.5170715	0.202036183853514
chrX	74313033	74320149	Fam50a	0.847435831004427	+	3.25312379453205	0.475741	0.226271168295175
chrX	164980592	164997272	Fancb	0.729815616689536	+	7.27312340948811	0.4512565	0.257221109311015
chrX	151046150	151089521	Fgd1	0.419970827368421	+	4.1086854123205	0.511228	0.175187943589368
chrX	59062145	59568071	Fgf13	0.734678494901567	-	1.83189971079626	0.5706965	0.150064916391303
chrX	56731787	56793346	Fhl1	0.663871590585168	+	5.09781865530928	0.6321235	0.16966679461251
chrX	164373378	164402650	Figf	1.40104349770195	+	0.245687929941309	0.459637	0.176915799157481
chrX	74223461	74249820	Flna	0.511895641914595	-	16.8770663277255	0.5522885	0.126433036489536
chrX	68678541	68717963	Fmr1	1.10951532355814	+	3.66608899834459	0.473879	0.249985768649382
chrX	68761839	68804567	Fmr1nb	0.724763496546477	+	12.1774283096793	0.5028555	0.165377758773515
chrX	101254528	101260873	Foxo4	0.380913322006001	+	5.66464979040082	0.504903	0.230735416559823
chrX	153118786	153132861	Foxr2	0.17216317978754	+	0.402297780754406	0.406695	0.127831608443506
chrX	8238668	8252406	Ftsj1	3.46573590279973	-	5.82156395138615	0.535255	0.147364582552758
chrX	103560907	103623754	Ftx	0.22462071621849	-	0.248578072285977	0.5726365	0.308292562874669
chrX	17556564	17572325	Fundc1	1.41247306848142	-	5.23203832353025	0.4612115	0.172749517951017
chrX	75382399	75396459	Fundc2	0.545696354147265	+	0.81588264700063	0.6596	0.187919191993403
chrX	74409483	74429194	G6pdx	0.83511782883771	-	7.39058616904468	0.5516585	0.191654114495482
chrX	74304998	74311862	Gdi1	0.459307457999868	+	3.97455558050327	0.492126	0.282505756491488
chrX	166170454	166190512	Gemin8	2.23774098303076	+	1.8494868369181	0.41631	0.448978384313682
chrX	85701937	85776819	Gk	0.297132975912986	-	3.03203938972988	0.5410045	0.162683461081992
chrX	8042943	8074619	Gm14820	2.13857010105133	+	3.20445862588259	0.5237215	0.253637776576865
chrX	136802912	136803233	Gm15009	0.35466573977679	+	0	0.3845115	0.21652692668388
chrX	159588465	159589027	Gm15186	2.16861241865801	+	2.49435371898192	0.327174	0.351531265395619
chrX	73396439	73398736	Gm18336	0.805242289419545	-	8.7212297309507	0.598767	0.130006430101701
chrX	101295839	101321348	Gm21986	0.701709065463474	+	0.030163382109928	0.487944	0.409097438798102
chrX	57409154	57488767	Gm364	0.493347045202235	+	4.16271133492939	0.5938375	0.140268244889387
chrX	7558602	7605381	Gm36995	2.1343779968725	-	0.0161036492727151	0.4776505	0.116460972850779
chrX	42489691	42491524	Gm43337	0.497014507116075	+	0.266976307794328	0.4916665	0.333427816490142
chrX	101790053	101793308	Gm4779	0.357866908157474	-	2.76988136550609	0.570201	0.18837714101888
chrX	150983141	151017322	Gnl3l	0.454939175987527	-	24.583239626289	0.464981	0.190826062218094
chrX	52272426	52613950	Gpc3	0.701894357412322	-	11.3465351626068	0.485849	0.101230364381114
chrX	52053021	52165252	Gpc4	0.400168923650655	-	6.53717431672542	0.574956	0.141873398021307
chrX	7697131	7710262	Gpkow	0.968118438168716	+	11.3530953212615	0.314412	0.199712847573789
chrX	152781921	152808646	Gpr143	0.639889356601678	+	1.24225832512001	0.220976	0.327025188392409
chrX	135742733	135803474	Gprasp1	0.511449502612731	+	7.21133654968	0.432253	0.314712376087385
chrX	135839034	135844730	Gprasp2	0.363621558793976	+	1.76768454888004	0.451984	0.26233240533011
chrX	7789765	7820567	Gripap1	0.654389425203101	+	1.96888153825141	0.446002	0.302936046860017
chrX	94636069	94643244	Gspt2	0.38161115662576	+	3.9869712655198	0.492653	0.25966290963531
chrX	73437315	73459044	Haus7	1.71308002277888	-	10.5963773527094	0.48868	0.100320970929556
chrX	169250193	169320372	Hccs	1.65492819265569	-	14.1807055390287	0.4870085	0.253518286934594
chrX	73942792	73966357	Hcfc1	0.700686936554497	-	15.8632343786831	0.493412	0.27963530713489
chrX	7930120	7947889	Hdac6	1.9246672926505	-	8.92112557398189	0.454811	0.0896309932952106
chrX	71555918	71560676	Hmgb3	1.58296665641411	+	5.69115305674694	0.398071	0.375746841559396
chrX	109004534	109013404	Hmgn5	0.666812768603776	-	2.47913338174277	0.516099	0.0984991990955692
chrX	134601179	134607060	Hnrnph2	0.320508404087571	+	0.528007021378682	0.4197045	0.618576444005934
chrX	52988137	53021659	Hprt	1.14727262275333	+	72.1073550563999	0.5749955	0.118634350509127
chrX	152001845	152004442	Hsd17b10	0.710225375173281	+	18.8916908643342	0.5045735	0.0877551157416507
chrX	57053583	57067183	Htatsf1	1.24242079063218	+	9.10095700890082	0.518329	0.278690067670101
chrX	151800807	151935417	Huwe1	0.980873427484711	+	10.475155160233	0.484826	0.214302627266378
chrX	73778963	73786897	Idh3g	2.83508574550727	-	32.2207651686606	0.510328	0.0472489474322358
chrX	70343069	70365084	Ids	1.17946866112828	-	5.24185432050244	0.474264	0.325338676192359
chrX	100494291	100516125	Igbp1	1.56018578520176	+	3.92480454603827	0.4623815	0.185602313223006
chrX	74393290	74453854	Ikbkg	0.647720664363331	+	2.39907489501149	0.496902	0.302677122365553
chrX	36112110	36171259	Il13ra1	1.86729596008784	+	0.180487652004704	0.534694	0.570427781254502
chrX	101264378	101268255	Il2rg	0.244364206948552	-	0.527321271782028	0.528609	0.110299792090381
chrX	152144268	152225236	Iqsec2	0.51849386007767	+	0.147601732147784	0.501642	0.214337269856829
chrX	74013914	74023918	Irak1	0.931559719979616	-	10.1502643974248	0.519141	0.131148802358643
chrX	107397099	107403376	Itm2a	0.51957893811715	-	1.2761687062295	0.6548915	0.205623285367773
chrX	20425688	20519939	Jade3	1.14106597774009	+	9.50559046476059	0.60454	0.155439063716862
chrX	152294828	152296304	Kantr	0.437595276364075	-	1.17596077742417	0.516286	0.268805834868683
chrX	7822289	7838280	Kcnd1	0.641430563300315	+	1.20177148387491	0.456959	0.233351310578771
chrX	153685154	153696391	Kctd12b	0.411270927586716	-	0.696789250454759	0.3098055	0.267769462198579
chrX	152233020	152274535	Kdm5c	1.16531150201009	+	14.2163832018622	0.487446	0.326891521133673
chrX	18162575	18279936	Kdm6a	3.46573590279973	+	4.13028962823294	0.5196035	0.401325299775723
chrX	100625737	100727214	Kif4	0.474400982511097	+	8.80644448612907	0.5055425	0.3030655855669
chrX	153237466	153396132	Klf8	0.228745889877502	+	10.0203239434015	0.458561	0.159760364373468
chrX	23219271	23365082	Klhl13	1.2928748074884	-	36.2434518690607	0.4893025	0.0811930220700526
chrX	94234599	94277724	Klhl15	0.220221320779561	+	0.566293695249314	0.4052825	0.343286555366724
chrX	73853778	73896105	L1cam	0.641759625369363	-	0.0299365941417892	0.5702705	0.398544248711421
chrX	74351276	74353618	Lage3	0.909421134752567	-	7.52595127932158	0.5222615	0.172713999823836
chrX	38401357	38456454	Lamp2	0.730125904876219	-	1.73103537584546	0.499981	0.247729543254401
chrX	9199902	9268085	Lancl3	3.46573590279973	+	0.238201378657518	0.289891	0.447856943056304
chrX	95935335	95956962	Las1l	0.76471509110607	-	5.15978137662849	0.554873	0.249241727234517
chrX	61709497	61710955	Ldoc1	0.958508568424101	+	0.915314215295854	0.4446425	0.299064875751546
chrX	106920625	106933900	Lpar4	0.213738370116304	+	2.07428895419494	0.550743	0.205797306633497
chrX	147470375	147554081	Lrch2	0.383777719717733	-	2.17082178417281	0.7736455	0.141742899573165
chrX	94535474	94542143	Maged1	0.407131872789549	-	15.7596673866088	0.5107545	0.134732560955898
chrX	150806370	150814345	Maged2	0.388706042125759	-	6.09413888369575	0.5134435	0.111270573265067
chrX	105120378	105123927	Magee1	0.257779685666663	+	0.534453144962854	0.5223155	0.0633590753864996
chrX	153036166	153037575	Mageh1	0.439625570532395	-	8.25020201771574	0.468814	0.252196998884696
chrX	105968084	106011906	Magt1	0.28118255676818	-	8.19974553331939	0.4912395	0.294645639099728
chrX	16619698	16687818	Maoa	2.30360937961446	+	1.34988116556287	0.416951	0.203919969600015
chrX	159988433	160123351	Map3k15	0.722792508996236	+	3.57405795821566	0.4649535	0.138983000009288
chrX	159414572	159498757	Map7d2	1.2037653299206	+	4.6890120112882	0.455518	0.134347333695387
chrX	157535371	157598715	Mbtps2	0.72019575114545	-	2.65329169288734	0.4818295	0.258871972585387
chrX	60055956	60179089	Mcf2	0.686282341884589	-	12.9064100245579	0.490603	0.162895917521014
chrX	74026592	74135363	Mecp2	0.577639012828363	-	0.820605516316085	0.4807685	0.237498037536245
chrX	101274030	101297465	Med12	0.460812054123895	+	2.44436308506275	0.5036245	0.202428154633826
chrX	12675369	12762073	Med14	1.57557778723708	-	3.36616407457241	0.483429	0.0814061140793695
chrX	169685199	170005736	Mid1	2.22534452048195	+	0.713431942700486	0.346021	0.554255930610599
chrX	56585512	56598069	Mmgt1	1.40445269483998	-	7.46138921487683	0.5144985	0.278275601000819
chrX	139821632	139871677	Morc4	0.469367440120085	-	0.977859660695762	0.448376	0.149410618032218
chrX	136732942	136743690	Morf4l2	0.3206893404927	-	7.63182885702738	0.354713	0.188686366572421
chrX	53344598	53370502	Mospd1	0.353262162316184	-	1.84166267388266	0.5106305	0.385549562029628
chrX	164936169	164980375	Mospd2	1.00814898646806	-	0.858675849921956	0.4236275	0.529796734203718
chrX	75109733	75131016	Mpp1	2.03622837361267	-	5.21635093271991	0.6541635	0.304048506592571
chrX	168654117	168673898	Msl3	1.77940058636447	-	1.64087147018213	0.424453	0.30876951489006
chrX	96096042	96168552	Msn	0.656536401935642	+	16.5272990476279	0.470583	0.148384671433182
chrX	75410444	75416588	Mtcp1	1.13361489121193	-	0.791971210954075	0.510913	0.352315450779743
chrX	71210767	71315691	Mtm1	0.55982142706727	+	1.78554587423142	0.496728	0.252112055727177
chrX	71364760	71419196	Mtmr1	0.693932863437049	+	1.30065048483405	0.4991715	0.1688921811941
chrX	139210042	139238335	Mum1l1	0.177482725359697	+	0.277024754356663	0.661877	0.178293375707413
chrX	73916873	73921944	Naa10	1.30663039571867	-	4.55731178195319	0.4926475	0.158742911106018
chrX	103184176	103186640	Nap1l2	0.676654346710564	-	0.325935241220771	0.323529	0.277946491348367
chrX	122394565	122397401	Nap1l3	0.932227160373192	-	0.448702556055341	0.455298	0.303053592775398
chrX	20615326	20617619	Ndufb11	2.03316608795044	-	62.5376605022582	0.4974675	0.036380829375452
chrX	101849385	102092055	Nhsl2	0.278195515075254	+	0.386823223175076	0.4165865	0.22363141688825
chrX	37126795	37150746	Nkap	2.04302814426672	+	9.53947664278817	0.4695055	0.0790038735937626
chrX	101429318	101448591	Nono	0.513996843302093	+	34.7355508784126	0.485396	0.181789891029597
chrX	86191764	86195947	Nr0b1	0.229020946571322	+	22.3976672672661	0.5062485	0.13175187134333
chrX	72918557	72958514	Nsdhl	1.03282324160905	+	10.1905744405741	0.368941	0.254746730906741
chrX	6168696	6173015	Nudt10	3.46573590279973	-	1.04357170758054	0.4318345	0.323086736144464
chrX	6047453	6055110	Nudt11	2.94354006531481	+	1.61358201693055	0.565603	0.161060947795891
chrX	140006805	140062712	Nup62cl	0.776794827122228	-	15.1551879700596	0.4744585	0.105293257799764
chrX	136072099	136085255	Nxf3	0.500845629626854	-	0.74711686640522	0.510026	0.35585826448889
chrX	142226770	142239692	Nxt2	0.493576441069534	+	2.8408515435674	0.555088	0.206243093707209
chrX	47912387	47965868	Ocrl	0.674926282086852	+	4.59594149351595	0.5712675	0.117253684374962
chrX	166390033	166440704	Ofd1	0.855263581740357	-	5.60872111110783	0.4767815	0.248299935395956
chrX	101640060	101684351	Ogt	1.11033399151381	+	15.7135679749384	0.495915	0.266715007192918
chrX	98554277	98891025	Ophn1	0.480138661271422	-	0.184472800054449	0.576914	0.222997959988638
chrX	7841364	7876626	Otud5	1.70439280549454	+	2.57195170430735	0.5051205	0.172943958207251
chrX	100429013	100429885	Otud6a	0.245588587908416	+	2.80673648978684	0.2293945	0.125178696462709
chrX	143518591	143797796	Pak3	0.423134570648823	+	0.132977300139176	0.5679845	0.330652465576215
chrX	105079756	105117090	Pbdc1	1.21918252528765	+	5.53106107626195	0.548288	0.176037157034162
chrX	7919822	7924410	Pcsk1n	3.46573590279973	+	0.748861310721208	0.3420465	0.262176837406512
chrX	93654863	93749951	Pcyt1b	0.423040726020173	+	5.46934736615897	0.509922	0.134499124083223
chrX	160122209	160138413	Pdha1	0.93796451812076	-	45.5113255020521	0.629948	0.119378495721837
chrX	93764607	93832201	Pdk3	0.458055205641783	-	11.8004642366533	0.4324095	0.206107251451259
chrX	100622883	100626568	Pdzd11	0.551721417343218	-	8.51864007132593	0.4833635	0.161714890457193
chrX	73793359	73824969	Pdzd4	0.687294354155967	-	2.71779473318894	0.6129085	0.149462395631035
chrX	150588229	150643878	Pfkfb1	0.380865220539283	+	1.04861878612666	0.6311185	0.143152010914171
chrX	36598206	36606079	Pgrmc1	1.2668422699976	+	8.88341852198899	0.561398	0.113551737699484
chrX	52912266	52956943	Phf6	0.894591095672855	+	3.57638812419501	0.4199885	0.204637232621075
chrX	151520672	151633859	Phf8	1.01815793531553	+	2.57167400245252	0.4649305	0.222058314729422
chrX	102513975	102644246	Phka1	0.380636880330792	-	2.80240244182454	0.417251	0.116880001542665
chrX	160502166	160598878	Phka2	1.15347360641902	+	1.84909985859482	0.536687	0.0570136636087545
chrX	164419787	164433916	Piga	0.916492066165168	+	5.29260005316292	0.4366515	0.448823562552151
chrX	7878262	7883432	Pim2	2.35257792915026	+	2.77039381449419	0.3880615	0.177244741068019
chrX	164269371	164373011	Pir	1.07182791973306	+	2.73279618004779	0.562773	0.191441776813618
chrX	99465734	99471273	Pja1	0.436576559843572	-	2.73033805923041	0.4724695	0.432752011575424
chrX	139240226	139357738	Platr21	0.347859266875328	-	0.788576912903332	0.6752505	0.285793651188814
chrX	136822671	136839733	Plp1	0.389499341501521	+	0.579855754115636	0.3590885	0.303895939839001
chrX	7667941	7671390	Plp2	0.989177492345702	-	83.7895700329939	0.578515	0.139885626567777
chrX	75785654	75875182	Pls3	0.454658245810583	-	9.51109476983249	0.5186095	0.136374603740908
chrX	74329066	74344689	Plxna3	0.403709003070218	+	0.619735607530309	0.4791565	0.211217316804955
chrX	73655994	73660117	Pnck	1.14816186027161	-	0.535328872389246	0.4685305	0.190480423028881
chrX	73033981	73037103	Pnma5	1.55114682214005	-	22.510809689928	0.555978	0.137063279308918
chrX	93304767	93632155	Pola1	0.780130465156328	-	6.18612274786156	0.486231	0.143347777108191
chrX	8193848	8206525	Porcn	3.46573590279973	-	1.36609181919613	0.4779625	0.931741305123623
chrX	7557296	7574283	Ppp1r3f	3.46573590279973	-	0.0517054652038414	0.365176	1.39783663533339
chrX	7894519	7899269	Pqbp1	2.2502200575227	-	14.985534756603	0.449033	0.0954299789855732
chrX	7728439	7731064	Praf2	1.38081478256023	+	10.0884030458943	0.47475	0.0634891630209872
chrX	155323918	155340754	Prdx4	1.218530250522	-	18.6885976948465	0.59898	0.243197350791098
chrX	7657260	7668186	Prickle3	0.72655592105699	+	0.550770212228477	0.4315055	0.368157218811407
chrX	77761411	77796278	Prkx	0.913912443555139	-	1.98975546612522	0.5055605	0.391178478118234
chrX	140456613	140476140	Prps1	2.53377446059201	+	96.4241174085431	0.385083	0.241325482958981
chrX	167346322	167382749	Prps2	0.949928882097867	-	11.6438787318095	0.3854365	0.167118208010014
chrX	78449613	78583896	Prrg1	0.285124407598771	-	0.150496665722267	0.5646465	0.189121068985313
chrX	71962624	71972722	Prrg3	0.600895468700757	+	1.24100906230144	0.561068	0.386156444938333
chrX	140948429	140956728	Psmd10	1.05818804535153	-	8.21815621028248	0.4801895	0.211500229977039
chrX	7722245	7730530	RP23-109E24.10	1.02770289620046	+	0	0.488243	0.123196872570619
chrX	166457253	166479867	Rab9	1.17932446298439	-	15.3213017445687	0.251407	0.33936177551256
chrX	162760402	162779092	Rbbp7	0.866259066937506	+	1.31841489978764	0.2610835	0.451455968799067
chrX	20617503	20650901	Rbm10	0.552751945888423	+	0.369331989551211	0.584448	0.452979296397071
chrX	8138975	8145880	Rbm3	3.46573590279973	-	51.2924420515102	0.4923485	0.147784889293658
chrX	139889511	139998595	Rbm41	0.490627073717023	-	1.37781980388255	0.515326	0.251303537172997
chrX	57383530	57393036	Rbmx	0.479805385404738	-	3.54797201600948	0.551886	0.196696267776332
chrX	48695004	48710723	Rbmx2	0.796985004814913	+	13.9152989869878	0.4906235	0.368864562510959
chrX	73922121	73930850	Renbp	1.66669198051617	-	9.69052443098786	0.6947385	0.18486455508379
chrX	37213804	37222258	Rhox1	2.59423765212283	-	2.64958737734305	0.2001005	0.242307283261121
chrX	37826910	37829857	Rhox6	2.51352181110751	+	17.6895064564429	0.5202395	0.221647894479832
chrX	37899097	37901770	Rhox9	1.90427420615257	-	1.85320568860842	0.500169	0.161682210927071
chrX	152004582	152016295	Ribc1	0.532796591340533	-	1.97108287203961	0.6044505	0.233330506761268
chrX	139779549	139782353	Ripply1	0.179256110972825	-	2.61514951450159	0.4972495	0.110720541255183
chrX	103957163	103981284	Rlim	0.128184936160669	-	8.09796663372308	0.4121445	0.202136785098522
chrX	139563316	139673145	Rnf128	0.322983442500587	+	1.48190326168955	0.700746	0.279785740813241
chrX	20364481	20405653	Rp2	2.01662424123389	+	2.57897229946431	0.457408	0.259267387848559
chrX	10073621	10216920	Rpgr	3.46573590279973	-	2.31996294569575	0.312215	0.301551895532274
chrX	74270812	74273135	Rpl10	3.45874021059686	+	17.6390353618084	0.792648	0.197783033508795
